ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
ARM,Armenia,Com,52054.0,5117444221.0,5579566796.0,4743859211.0,0.0,0.0,18219955.0,15440870194.0,350.02026741460793,847.4702705906793
ARM,Armenia,Ind,6979.0,1084520752.0,711641254.0,523799562.0,0.0,0.0,2892562.0,2319961592.0,414.46654248459663,802.0438600797494
ARM,Armenia,Res,593900.0,5489664246.0,17193839613.0,17419808248.0,822873.0,2962322.0,87352442.0,40103312065.0,147.0827445697929,459.09777845706935
AZE,Azerbaijan,Com,110369.0,10500760634.0,11444454261.0,9756574042.0,0.0,0.0,38226247.0,31701788970.0,346.3494912520726,829.3199426561546
AZE,Azerbaijan,Ind,51436.0,8038559180.0,5275489111.0,3879766396.0,0.0,0.0,21258251.0,17193814694.0,413.2951823625476,808.8066461347173
AZE,Azerbaijan,Res,1379346.0,17378240108.0,48872809842.0,42048037562.0,2205110.0,10070038.0,201840630.0,108299087510.0,146.33067410207445,536.5574191380596
BHR,Bahrain,Com,32612.0,4752137282.0,3821939938.0,3809266951.0,0.0,0.0,12126541.0,12383344176.0,371.84291058506074,1021.1769519436746
BHR,Bahrain,Ind,15894.0,3146728215.0,1559812171.0,1388849380.0,0.0,0.0,6592135.0,6095389764.0,414.75619730715994,924.6457731827397
BHR,Bahrain,Res,216928.0,11000278132.0,18755973155.0,13918032681.0,245987.0,1501608.0,46391337.0,43674283964.0,213.85591993656882,941.4318876819609
GEO,Georgia,Com,69056.0,6424779310.0,7008503223.0,5943548246.0,0.0,0.0,22964145.0,19376830737.0,332.5438050278035,843.7862910637431
GEO,Georgia,Ind,36111.0,4228973398.0,2774583367.0,2043727037.0,0.0,0.0,10833032.0,9047283813.0,299.9925784387029,835.1571206472943
GEO,Georgia,Res,821649.0,7597398522.0,23962812706.0,24531989789.0,1117875.0,3931670.0,119257878.0,56092201010.0,145.1445544265252,470.3437789661158
IRN,Iran,Com,1571267.0,77392271599.99998,82878817364.99948,62428007587.00005,0.0,0.0,238172680.0,222699096522.99905,151.5800179091141,935.0320806021876
IRN,Iran,Ind,81832.0,98569366762.0,73817923099.0,48027883392.0,0.0,0.0,191430207.0,220415173217.0,2339.3074469645126,1151.4127089514143
IRN,Iran,Res,12294597.272766015,261063189517.4161,394094834738.9833,434979951794.9027,19948725.0,75276583.62045343,2459171651.0,1090137976049.454,200.0205127863241,443.2947881479356
IRQ,Iraq,Com,407918.0,27359857614.0,28804737479.0,29044012401.0,0.0,0.0,119598663.0,85208607478.0,293.19290396599314,712.4545152983859
IRQ,Iraq,Ind,58855.0,8849458025.0,5824507911.0,4457031210.0,0.0,0.0,24427284.0,19130997128.0,415.0417806473537,783.1815083494341
IRQ,Iraq,Res,6138620.0,70929944570.0,162326602847.0,161011476969.0,6938911.0,40950270.0,784324894.0,394268024384.0,127.76892754397568,502.68457293668405
ISR,Israel,Com,141520.0,60532352971.0,52679775461.0,38754383768.0,0.0,0.0,72892873.0,151966512218.0,515.0711772187676,2084.792462741865
ISR,Israel,Ind,63516.0,24240350482.0,11941176202.0,9409310421.0,0.0,0.0,26358629.0,45590837110.0,414.99195478304676,1729.636132061345
ISR,Israel,Res,993843.0,126425298632.0,227658926498.0,155892966574.0,2725049.0,8838007.0,306851639.0,509977191699.0,308.7526289363612,1661.966653855807
JOR,Jordan,Com,109348.0,17438961223.0,18640809111.0,18043940922.0,0.0,0.0,35885936.0,54123711236.0,328.1810001097414,1508.2151190371626
JOR,Jordan,Ind,18044.0,3169083554.0,2079356152.0,1531025510.0,0.0,0.0,7477610.0,6779465207.0,414.40977610285967,906.6353028574638
JOR,Jordan,Res,1146226.0,56311663151.0,127574131252.0,109361608646.0,2251099.0,10580174.0,320304863.0,293247403070.0,279.44302694233073,915.5259159146766
KWT,Kuwait,Com,56124.0,15343269976.0,12300887640.0,12536594583.0,0.0,0.0,21471559.0,40180752219.0,382.57356923954103,1871.347684581264
KWT,Kuwait,Ind,6732.0,2716385679.0,1346494255.0,1198912111.0,0.0,0.0,4628848.0,5261792042.0,687.5888294711824,1136.7389989906776
KWT,Kuwait,Res,569136.0,35362448647.0,58847343661.0,47875870254.0,699582.0,4322264.0,124109369.0,142085662574.0,218.0662776559557,1144.842357340484
LBN,Lebanon,Com,74164.0,21789831047.0,17441748242.0,17858043498.0,0.0,0.0,26818292.0,57089622805.0,361.6079499487622,2128.756850175246
LBN,Lebanon,Ind,12794.0,3213569823.0,1593002589.0,1418143577.0,0.0,0.0,5302248.0,6224715994.0,414.43239018289825,1173.9767724934782
LBN,Lebanon,Res,477405.0,50571274633.0,74036768222.0,76651706549.0,2179193.0,6755138.0,180236376.0,201259749418.0,377.53349043265155,1116.6433429509257
OMN,Oman,Com,51992.0,12916479829.0,10377013682.0,10414736758.0,0.0,0.0,19129886.0,33708230235.0,367.93902908139717,1762.0716733492295
OMN,Oman,Ind,13139.0,2632095058.0,1304732849.0,1161604757.0,0.0,0.0,5448061.0,5098432667.0,414.64807062942384,935.8251801879604
OMN,Oman,Res,921566.0,28739438689.0,49333636704.0,38369085032.0,1013160.0,5088299.0,140925881.0,116442160440.0,152.92000898470647,826.2652652141305
QAT,Qatar,Com,17464.0,8281871592.0,6707250426.0,6456925038.0,0.0,0.0,7381215.0,21446047095.0,422.65317224003667,2905.490098174894
QAT,Qatar,Ind,11549.0,5840064372.0,2895059052.0,2577090808.0,0.0,0.0,7937564.0,11312214226.0,687.2944843709412,1425.1493564020398
QAT,Qatar,Res,274889.0,32219811611.0,57967170030.0,40304307637.0,532593.0,2845612.0,83328299.0,130491289313.0,303.1343524113369,1565.9900763484923
SAU,Saudi Arabia,Com,369678.0,117045822017.0,93673535653.0,95959133606.0,0.0,0.0,134003158.0,306678491233.0,362.4861582241843,2288.591521350564
SAU,Saudi Arabia,Ind,109748.0,28696044569.0,14224437796.0,12665372069.0,0.0,0.0,45545055.0,55585854426.0,414.9966741990742,1220.45860798719
SAU,Saudi Arabia,Res,2729247.0,287706247123.0,463238398071.0,383626319004.0,6051675.0,33916843.0,1039752856.0,1134570964180.0,380.9669319046609,1091.1929288126908
SYR,Syria,Com,186095.0,11267343781.0,12081295697.0,11338430323.0,0.0,0.0,48384011.0,34687069806.0,259.99629758994064,716.9118287030813
SYR,Syria,Ind,50836.0,6549183573.0,4296804924.0,3165182764.0,0.0,0.0,21096951.0,14011171252.0,415.0002163820914,664.1325209505393
SYR,Syria,Res,3215299.0,36313058711.0,74420786795.0,74859181197.0,3746589.0,18279032.0,406895211.0,185593026682.0,126.54972710158526,456.11995832017794
ARE,United Arab Emirates,Com,62647.0,26602261183.0,21664940703.0,20186704452.0,0.0,0.0,26369257.0,68453906437.0,420.91811259916676,2595.9740328292146
ARE,United Arab Emirates,Ind,6365.0,5210142261.0,2582928211.0,2298268844.0,0.0,0.0,5675814.0,10091339298.0,891.7225451688923,1777.9545450220885
ARE,United Arab Emirates,Res,614973.0,93495658481.0,160665152092.0,114618991091.0,1623011.0,10114319.0,254296191.0,368779801690.0,413.5078954685815,1450.1978981273849
YEM,Yemen,Com,243198.0,10832455896.0,11573870773.0,10961791753.0,0.0,0.0,63258114.0,33368118430.0,260.10951570325415,527.491515633868
YEM,Yemen,Ind,54873.0,5656796849.0,3711346719.0,2733806608.0,0.0,0.0,22777515.0,12101950179.0,415.09512875184515,531.3112593274552
YEM,Yemen,Res,4080408.0,25376775863.0,63133098873.0,64564745012.0,4356735.0,30476407.0,494818679.0,153074619778.0,121.26696129406668,309.35497440669576
PSE,Palestine,Com,47899.7,4429523860.8,4942287299.8,3469523788.8,0.0,0.0,11462665.9,12841334988.0,239.3055885527467,1120.274733646385
PSE,Palestine,Ind,20070.8,1339497284.4,931343568.6,626865403.3,0.0,0.0,2427218.5,2897706275.7,120.9328228072623,1193.8382455885203
PSE,Palestine,Res,441556.9999999998,26925733610.0,68238909500.0,42660557790.0,1266911.2499999995,4500050.999999992,161640880.49999994,137825200900.0,366.07024800875087,852.66301738563
