ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
AZE,Azerbaijan,Com,28455280.0,82530.0,7905952811.0,8614898929.0,7354488024.0,0.0,0.0,23875339761.0,,,344.7871077184054,839.0477887056462
AZE,Azerbaijan,Ind,17586981.0,42497.0,6649752251.0,4363624723.0,3210449570.0,0.0,0.0,14223826538.0,,,413.84052991975904,808.7702225868101
AZE,Azerbaijan,Res,304141123.0,2122985.0,18248196306.0,57992251477.0,60021300067.0,2836417.0,10040971.0,136261747907.0,,,143.26107956485797,448.02145320874615
AZE,Azerbaijan,Com,6695248.0,18978.0,1881758634.0,2053479227.0,1736309782.0,0.0,0.0,5671547631.0,AZ00000003,Baku,352.7899673305933,847.1004555768509
AZE,Azerbaijan,Ind,4022594.0,9687.0,1520347888.0,997473687.0,734775391.0,0.0,0.0,3252596966.0,AZ00000003,Baku,415.2569422937958,808.5819662635603
AZE,Azerbaijan,Res,69396613.0,483604.0,4178541109.0,13263366480.0,13705204321.0,647679.0,2292789.0,31147111917.0,AZ00000003,Baku,143.49883995996726,448.82755181438034
AZE,Azerbaijan,Com,35903.0,122.0,9246494.0,9949714.0,9147050.0,0.0,0.0,28343257.0,AZ10100001,Sadarak,294.28688524590166,789.4397961173161
AZE,Azerbaijan,Ind,25664.0,63.0,9745447.0,6416445.0,4645870.0,0.0,0.0,20807756.0,AZ10100001,Sadarak,407.36507936507934,810.7760286783042
AZE,Azerbaijan,Res,483093.0,3389.0,28610621.0,91364272.0,95105042.0,4488.0,15903.0,215079942.0,AZ10100001,Sadarak,142.54735910298024,445.21436245195025
AZE,Azerbaijan,Com,329966.0,970.0,91245583.0,99370498.0,85088329.0,0.0,0.0,275704406.0,AZ10200001,Sharur,340.1711340206186,835.5539843499027
AZE,Azerbaijan,Ind,205398.0,494.0,77681567.0,50976605.0,37485602.0,0.0,0.0,166143766.0,AZ10200001,Sharur,415.78542510121457,808.886970661837
AZE,Azerbaijan,Res,3553529.0,24803.0,213272269.0,677645130.0,701324478.0,33140.0,117321.0,1592241882.0,AZ10200001,Sharur,143.27012861347418,448.0734171579858
AZE,Azerbaijan,Com,210532.0,614.0,58113263.0,63301726.0,54253321.0,0.0,0.0,175668298.0,AZ10300001,Babek,342.885993485342,834.4018866490604
AZE,Azerbaijan,Ind,132938.0,324.0,50291220.0,33003543.0,24253477.0,0.0,0.0,107548234.0,AZ10300001,Babek,410.3024691358025,809.0104710466534
AZE,Azerbaijan,Res,2298034.0,16077.0,137348825.0,437123348.0,453100750.0,21423.0,75811.0,1027572918.0,AZ10300001,Babek,142.93922995583753,447.1530525658019
AZE,Azerbaijan,Com,263150.0,764.0,72638207.0,79081580.0,67894371.0,0.0,0.0,219614169.0,AZ10400002,Nakhchivan,344.4371727748691,834.558878966369
AZE,Azerbaijan,Ind,164719.0,394.0,62317376.0,40895696.0,30053218.0,0.0,0.0,133266289.0,AZ10400002,Nakhchivan,418.06852791878174,809.0523194045617
