ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,TAXONOMY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD,DWELLINGS
CAN,Canada,Ind,OT,IND1-W3-LC,1087.0,1746649669.0,3498092110.0,1293814890.0,0.0,1867466.0,6538556669.0,1718.0,3501.298909324186,
CAN,Canada,Ind,OT,IND1-W3-MC,401.0,691108826.0,1384113945.0,511932555.0,0.0,688918.0,2587155326.0,1718.0,3755.3893583851777,
CAN,Canada,Ind,OT,IND1-W3-PC,4318.0,6817970386.0,13654648905.0,5050349595.0,0.0,7418324.0,25522968886.0,1718.0,3440.5303524084416,
CAN,Canada,Ind,OT,IND2-MH-LC,1.0,663681.0,1329184.0,491616.0,0.0,1321.0,2484481.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,OT,IND2-MH-PC,1.0,663681.0,1329184.0,491616.0,0.0,1321.0,2484481.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,OT,IND2-W3-HC,38.0,25074703.0,50218233.0,18573867.0,0.0,50198.0,93866803.0,1321.0,1869.9311327144508,
CAN,Canada,Ind,OT,IND2-W3-LC,181.0,98826274.0,197923753.0,73204643.0,0.0,239101.0,369954670.0,1321.0,1547.2736207711387,
CAN,Canada,Ind,OT,IND2-W3-MC,72.0,43398523.0,86916170.0,32147075.0,0.0,95112.0,162461768.0,1321.0,1708.1101017747499,
CAN,Canada,Ind,OT,IND2-W3-PC,584.0,321149107.0,643179508.0,237888205.0,0.0,771464.0,1202216820.0,1321.0,1558.3576420934742,
CAN,Canada,Ind,OT,IND3-MH-LC,5.0,14055298.0,28149165.0,10411335.0,0.0,7660.0,52615798.0,1532.0,6868.903133159269,
CAN,Canada,Ind,OT,IND3-MH-MC,5.0,16839900.0,33726000.0,12474000.0,0.0,7660.0,63039900.0,1532.0,8229.751958224542,
CAN,Canada,Ind,OT,IND3-MH-PC,28.0,81228445.0,162679770.0,60169230.0,0.0,42896.0,304077445.0,1532.0,7088.713283289817,
CAN,Canada,Ind,OT,IND3-W3-HC,5.0,16839900.0,33726000.0,12474000.0,0.0,7660.0,63039900.0,1532.0,8229.751958224542,
CAN,Canada,Ind,OT,IND3-W3-LC,35.0,96997804.0,194261760.0,71850240.0,0.0,53620.0,363109804.0,1532.0,6771.909809772473,
CAN,Canada,Ind,OT,IND3-W3-MC,12.0,38539311.0,77184360.0,28547640.0,0.0,18384.0,144271311.0,1532.0,7847.65616840731,
CAN,Canada,Ind,OT,IND3-W3-PC,77.0,210691160.0,421960440.0,156067560.0,0.0,117964.0,788719160.0,1532.0,6686.100505238886,
CAN,Canada,Ind,OT,IND4-W3-HC,3.0,2950874.0,5909845.0,2185833.0,0.7,2610.0,11046552.0,870.0,4232.395402298851,
CAN,Canada,Ind,OT,IND4-W3-LC,39.0,30540185.0,61164156.0,22622354.0,7.4,33930.0,114326695.0,870.0,3369.487032124963,
CAN,Canada,Ind,OT,IND4-W3-MC,7.0,6741924.0,13502352.0,4994021.0,1.4000000000000001,6090.0,25238297.0,870.0,4144.219540229885,
CAN,Canada,Ind,OT,IND4-W3-PC,138.0,104978020.0,210244083.0,77761485.0,25.3,120060.0,392983588.0,870.0,3273.2266200233216,
CAN,Canada,Ind,OT,IND5-W3-LC,1.0,1633142.0,3270765.0,1209735.0,0.0,673.0,6113642.0,673.0,9084.163447251114,
CAN,Canada,Ind,OT,IND5-W3-MC,1.0,1767916.0,3540682.0,1309567.0,0.0,673.0,6618165.0,673.0,9833.826151560179,
CAN,Canada,Ind,OT,IND6-MH-PC,1.0,404352.0,1093248.0,404352.0,0.0,1086.0,1901952.0,1086.0,1751.3370165745857,
CAN,Canada,Ind,OT,IND6-W3-HC,86.0,34774272.0,94019328.0,34774272.0,0.0,93396.0,163567872.0,1086.0,1751.3370165745857,
CAN,Canada,Ind,OT,IND6-W3-LC,732.0,247336790.0,668726136.0,247337064.0,0.0,794952.0,1163399990.0,1086.0,1463.4845751693183,
CAN,Canada,Ind,OT,IND6-W3-MC,291.0,109453022.0,295928568.0,109453032.0,0.0,316026.0,514834622.0,1086.0,1629.0894483365294,
CAN,Canada,Ind,OT,IND6-W3-PC,2697.0,899543177.0,2432100996.0,899544204.0,0.0,2928942.0,4231188377.0,1086.0,1444.6132347448329,
CAN,Canada,Ind,RC,IND1-C2L-HC,103.0,194758541.0,390051410.0,144265590.0,0.0,176954.0,729075541.0,1718.0,4120.141624376956,
CAN,Canada,Ind,RC,IND1-C2L-LC,1325.0,2217679131.0,4441443370.0,1642725630.0,0.0,2276350.0,8301848131.0,1718.0,3646.999859863378,
CAN,Canada,Ind,RC,IND1-C2L-MC,521.0,928498219.0,1859543965.0,687776535.0,0.0,895078.0,3475818719.0,1718.0,3883.2579048976736,
CAN,Canada,Ind,RC,IND1-C2L-PC,4353.0,7190636053.0,14401002730.0,5326398270.0,0.0,7478454.0,26918037053.0,1718.0,3599.411997854102,
CAN,Canada,Ind,RC,IND1-C2M-LC,3.0,5462032.0,10939050.0,4045950.0,0.0,5154.0,20447032.0,1718.0,3967.2161428017075,
CAN,Canada,Ind,RC,IND1-C2M-MC,5.0,9710280.0,19447200.0,7192800.0,0.0,8590.0,36350280.0,1718.0,4231.697322467986,
CAN,Canada,Ind,RC,IND1-C2M-PC,10.0,19420560.0,38894400.0,14385600.0,0.0,17180.0,72700560.0,1718.0,4231.697322467986,
CAN,Canada,Ind,RC,IND1-C3L-LC,222.0,415195381.0,831529860.0,307552140.0,0.0,381396.0,1554277381.0,1718.0,4075.2325168591174,
CAN,Canada,Ind,RC,IND1-C3L-PC,1877.0,3151989994.0,6312628645.0,2334807855.0,0.0,3224686.0,11799426494.0,1718.0,3659.0931625590833,
CAN,Canada,Ind,RC,IND1-C3M-LC,35.0,66299633.0,132781160.0,49110840.0,0.0,60130.0,248191633.0,1718.0,4127.5841177448865,
CAN,Canada,Ind,RC,IND1-C3M-PC,249.0,416726012.0,834595495.0,308686005.0,0.0,427782.0,1560007512.0,1718.0,3646.734813526516,
CAN,Canada,Ind,RC,IND1-PC2L-HC,14.0,27188784.0,54452160.0,20139840.0,0.0,24052.0,101780784.0,1718.0,4231.697322467986,
CAN,Canada,Ind,RC,IND1-PC2L-LC,20.0,34201758.0,68497360.0,25334640.0,0.0,34360.0,128033758.0,1718.0,3726.244412107101,
CAN,Canada,Ind,RC,IND1-PC2L-MC,12.0,21632345.0,43324040.0,16023960.0,0.0,20616.0,80980345.0,1718.0,3928.033808692278,
CAN,Canada,Ind,RC,IND1-PC2L-PC,95.0,155452112.0,311330765.0,115149735.0,0.0,163210.0,581932612.0,1718.0,3565.545076894798,
CAN,Canada,Ind,RC,IND2-C1L-HC,2.0,1327362.0,2658368.0,983232.0,0.0,2642.0,4968962.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,RC,IND2-C1L-LC,16.0,8513785.0,17050933.0,6306506.0,0.0,21136.0,31871224.0,1321.0,1507.9118092354277,
CAN,Canada,Ind,RC,IND2-C1L-MC,7.0,4065047.0,8141252.0,3011148.0,0.0,9247.0,15217447.0,1321.0,1645.663133989402,
CAN,Canada,Ind,RC,IND2-C1L-PC,53.0,29046421.0,58172554.0,21515867.0,0.0,70013.0,108734842.0,1321.0,1553.0664590861697,
CAN,Canada,Ind,RC,IND2-C1M-HC,1.0,663681.0,1329184.0,491616.0,0.0,1321.0,2484481.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,RC,IND2-C1M-LC,5.0,2841385.0,5690568.0,2104730.0,0.0,6605.0,10636683.0,1321.0,1610.3986373959121,
CAN,Canada,Ind,RC,IND2-C1M-MC,1.0,518501.0,1038425.0,384075.0,0.0,1321.0,1941001.0,1321.0,1469.342165026495,
CAN,Canada,Ind,RC,IND2-C1M-PC,8.0,4500587.0,9013527.0,3333769.0,0.0,10568.0,16847883.0,1321.0,1594.2357115821349,
CAN,Canada,Ind,RC,IND2-C2L-HC,33.0,21901477.0,43863072.0,16223328.0,0.0,43593.0,81987877.0,1321.0,1880.757851031129,
CAN,Canada,Ind,RC,IND2-C2L-LC,223.0,121318842.0,242970622.0,89865809.0,0.0,294583.0,454155273.0,1321.0,1541.6886683888752,
CAN,Canada,Ind,RC,IND2-C2L-MC,124.0,74964861.0,150135484.0,55529561.0,0.0,163804.0,280629906.0,1321.0,1713.2054528582942,
CAN,Canada,Ind,RC,IND2-C2L-PC,821.0,447901835.0,897032846.0,331779142.0,0.0,1084541.0,1676713823.0,1321.0,1546.0123895731006,
CAN,Canada,Ind,RC,IND2-C2M-HC,2.0,1119961.0,2242998.0,829602.0,0.0,2642.0,4192561.0,1321.0,1586.8890991672974,
CAN,Canada,Ind,RC,IND2-C2M-MC,6.0,3774685.0,7559734.0,2796066.0,0.0,7926.0,14130485.0,1321.0,1782.8015392379511,
CAN,Canada,Ind,RC,IND2-C2M-PC,5.0,3318405.0,6645920.0,2458080.0,0.0,6605.0,12422405.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,RC,IND2-C3L-LC,10.0,6491630.0,13001081.0,4808619.0,0.0,13210.0,24301330.0,1321.0,1839.6161998485995,
CAN,Canada,Ind,RC,IND2-C3L-PC,182.0,101688401.0,203655859.0,75324737.0,0.0,240422.0,380668997.0,1321.0,1583.3367869828885,
CAN,Canada,Ind,RC,IND2-C3M-LC,9.0,5620548.0,11256527.0,4163373.0,0.0,11889.0,21040448.0,1321.0,1769.7407687778618,
CAN,Canada,Ind,RC,IND2-C3M-PC,32.0,18074941.0,36199486.0,13388845.0,0.0,42272.0,67663272.0,1321.0,1600.6640802422407,
CAN,Canada,Ind,RC,IND2-PC1-HC,56.0,35506935.0,71111344.0,26301456.0,0.0,73976.0,132919735.0,1321.0,1796.7953795825674,
CAN,Canada,Ind,RC,IND2-PC1-LC,707.0,377852365.0,756741688.0,279890669.0,0.0,933947.0,1414484722.0,1321.0,1514.5235457686572,
CAN,Canada,Ind,RC,IND2-PC1-MC,279.0,161741173.0,323926285.0,119808346.0,0.0,368559.0,605475804.0,1321.0,1642.8192066941792,
CAN,Canada,Ind,RC,IND2-PC1-PC,2292.0,1204695390.0,2412696902.0,892367025.0,0.0,3027732.0,4509759317.0,1321.0,1489.4843126802505,
CAN,Canada,Ind,RC,IND2-PC2L-HC,27.0,17919387.0,35887968.0,13273632.0,0.0,35667.0,67080987.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,RC,IND2-PC2L-LC,272.0,151402281.0,303220037.0,112149837.0,0.0,359312.0,566772155.0,1321.0,1577.3816488177406,
CAN,Canada,Ind,RC,IND2-PC2L-MC,99.0,57325463.0,114808265.0,42463329.0,0.0,130779.0,214597057.0,1321.0,1640.9137323270556,
CAN,Canada,Ind,RC,IND2-PC2L-PC,828.0,452651313.0,906544797.0,335297247.0,0.0,1093788.0,1694493357.0,1321.0,1549.1972457185489,
CAN,Canada,Ind,RC,IND2-PC2M-LC,4.0,2374734.0,4755986.0,1759063.0,0.0,5284.0,8889783.0,1321.0,1682.3964799394398,
CAN,Canada,Ind,RC,IND2-PC2M-MC,3.0,1700683.0,3406034.0,1259766.0,0.0,3963.0,6366483.0,1321.0,1606.4806964420893,
CAN,Canada,Ind,RC,IND2-PC2M-PC,26.0,14092852.0,28224384.0,10439151.0,0.0,34346.0,52756387.0,1321.0,1536.0271065043964,
CAN,Canada,Ind,RC,IND3-C2L-HC,43.0,143668404.0,287730960.0,106421040.0,0.0,65876.0,537820404.0,1532.0,8164.132673507803,
CAN,Canada,Ind,RC,IND3-C2L-LC,401.0,1098075535.0,2199164055.0,813389445.0,0.0,614332.0,4110629035.0,1532.0,6691.217509424871,
CAN,Canada,Ind,RC,IND3-C2L-MC,153.0,463139303.0,927549315.0,343066185.0,0.0,234396.0,1733754803.0,1532.0,7396.691082612331,
CAN,Canada,Ind,RC,IND3-C2L-PC,1261.0,3404816614.0,6818975625.0,2522086875.0,0.0,1931852.0,12745879114.0,1532.0,6597.751336023671,
CAN,Canada,Ind,RC,IND3-C2M-HC,3.0,10103940.0,20235600.0,7484400.0,0.0,4596.0,37823940.0,1532.0,8229.751958224542,
CAN,Canada,Ind,RC,IND3-C2M-LC,25.0,73379850.0,146961045.0,54355455.0,0.0,38300.0,274696350.0,1532.0,7172.228459530026,
CAN,Canada,Ind,RC,IND3-C2M-MC,10.0,31177868.0,62441280.0,23094720.0,0.0,15320.0,116713868.0,1532.0,7618.398694516971,
CAN,Canada,Ind,RC,IND3-C2M-PC,79.0,223579687.0,447772875.0,165614625.0,0.0,121028.0,836967187.0,1532.0,6915.483912813564,
CAN,Canada,Ind,RC,IND3-C3L-LC,4.0,12846437.0,25728120.0,9515880.0,0.0,6128.0,48090437.0,1532.0,7847.65616840731,
CAN,Canada,Ind,RC,IND3-C3L-PC,73.0,203401875.0,407361900.0,150668100.0,0.0,111836.0,761431875.0,1532.0,6808.468426982367,
CAN,Canada,Ind,RC,IND3-PC1-LC,6.0,16683524.0,33412830.0,12358170.0,0.0,9192.0,62454524.0,1532.0,6794.443429068755,
CAN,Canada,Ind,RC,IND3-PC1-MC,7.0,20562716.0,41181855.0,15231645.0,0.0,10724.0,76976216.0,1532.0,7177.938828795226,
CAN,Canada,Ind,RC,IND3-PC1-PC,20.0,57321802.0,114800895.0,42460605.0,0.0,30640.0,214583302.0,1532.0,7003.371475195822,
CAN,Canada,Ind,RC,IND4-C1L-LC,16.0,12227001.0,24487548.0,9057036.0,2.7,13920.0,45771585.0,870.0,3288.188577586207,
CAN,Canada,Ind,RC,IND4-C1L-MC,2.0,1680359.0,3365329.0,1244710.0,0.4,1740.0,6290398.0,870.0,3615.171264367816,
CAN,Canada,Ind,RC,IND4-C1L-PC,53.0,38972713.0,78052353.0,28868670.0,8.9,46110.0,145893736.0,870.0,3164.0367816091953,
CAN,Canada,Ind,RC,IND4-C2L-HC,17.0,16448384.0,32941911.0,12183995.0,3.4000000000000004,14790.0,61574290.0,870.0,4163.237998647735,
CAN,Canada,Ind,RC,IND4-C2L-LC,838.0,661518406.0,1324851773.0,490013523.0,160.0,729060.0,2476383702.0,870.0,3396.680248539215,
CAN,Canada,Ind,RC,IND4-C2L-MC,91.0,81162688.0,162548087.0,60120517.0,18.5,79170.0,303831292.0,870.0,3837.7073639004675,
CAN,Canada,Ind,RC,IND4-C2L-PC,2545.0,1960053402.0,3925484524.0,1451891114.0,469.0,2214150.0,7337429040.0,870.0,3313.8807397872774,
CAN,Canada,Ind,RC,IND4-C2M-LC,22.0,18033119.0,36115718.0,13357860.0,4.4,19140.0,67506697.0,870.0,3526.9956635318704,
CAN,Canada,Ind,RC,IND4-C2M-MC,1.0,983624.0,1969948.0,728611.0,0.2,870.0,3682183.0,870.0,4232.394252873563,
CAN,Canada,Ind,RC,IND4-C2M-PC,48.0,39775322.0,79659782.0,29463191.0,9.600000000000001,41760.0,148898295.0,870.0,3565.572198275862,
CAN,Canada,Ind,RC,IND4-C3L-LC,10.0,9197570.0,18420382.0,6813018.0,1.8,8700.0,34430970.0,870.0,3957.5827586206897,
CAN,Canada,Ind,RC,IND4-C3L-PC,292.0,228142890.0,456911732.0,168994696.0,53.300000000000004,254040.0,854049318.0,870.0,3361.8694615021254,
CAN,Canada,Ind,RC,IND5-C2L-HC,3.0,5184829.0,10383885.0,3840615.0,0.0,2019.0,19409329.0,673.0,9613.337790985637,
CAN,Canada,Ind,RC,IND5-C2L-LC,23.0,40122972.0,80356022.0,29720717.0,0.0,15479.0,150199711.0,673.0,9703.450545900898,
CAN,Canada,Ind,RC,IND5-C2L-MC,13.0,22031558.0,44123572.0,16319677.0,0.0,8749.0,82474807.0,673.0,9426.769573665562,
CAN,Canada,Ind,RC,IND5-C2L-PC,48.0,78441026.0,157097265.0,58104460.0,0.0,32304.0,293642751.0,673.0,9089.981147845469,
CAN,Canada,Ind,RC,IND5-C2M-LC,3.0,5303748.0,10622046.0,3928701.0,0.0,2019.0,19854495.0,673.0,9833.826151560179,
CAN,Canada,Ind,RC,IND5-C2M-PC,1.0,1524794.0,3053772.0,1129477.0,0.0,673.0,5708043.0,673.0,8481.490341753342,
CAN,Canada,Ind,RC,IND5-C3L-PC,2.0,3535832.0,7081364.0,2619134.0,0.0,1346.0,13236330.0,673.0,9833.826151560179,
CAN,Canada,Ind,RC,IND6-C1M-HC,2.0,808704.0,2186496.0,808704.0,0.0,2172.0,3803904.0,1086.0,1751.3370165745857,
CAN,Canada,Ind,RC,IND6-C1M-LC,6.0,2072301.0,5602896.0,2072304.0,0.0,6516.0,9747501.0,1086.0,1495.933241252302,
CAN,Canada,Ind,RC,IND6-C1M-MC,4.0,1440504.0,3894696.0,1440504.0,0.0,4344.0,6775704.0,1086.0,1559.7845303867402,
CAN,Canada,Ind,RC,IND6-C1M-PC,18.0,6172676.0,16689114.0,6172686.0,0.0,19548.0,29034476.0,1086.0,1485.29138530796,
CAN,Canada,Ind,RC,IND6-C2L-HC,89.0,35684064.0,96479136.0,35684064.0,0.0,96654.0,167847264.0,1086.0,1736.5785585697436,
CAN,Canada,Ind,RC,IND6-C2L-LC,769.0,255183800.0,689941980.0,255184020.0,0.0,835134.0,1200309800.0,1086.0,1437.2661153778915,
CAN,Canada,Ind,RC,IND6-C2L-MC,286.0,103950036.0,281050146.0,103950054.0,0.0,310596.0,488950236.0,1086.0,1574.2322373758839,
CAN,Canada,Ind,RC,IND6-C2L-PC,2792.0,921605725.0,2491751340.0,921606660.0,0.0,3032112.0,4334963725.0,1086.0,1429.6845647522255,
CAN,Canada,Ind,RC,IND6-C2M-HC,17.0,6785532.0,18346068.0,6785532.0,0.0,18462.0,31917132.0,1086.0,1728.801429964251,
CAN,Canada,Ind,RC,IND6-C2M-LC,84.0,28083482.0,75929490.0,28083510.0,0.0,91224.0,132096482.0,1086.0,1448.0452731737262,
CAN,Canada,Ind,RC,IND6-C2M-MC,33.0,12509638.0,33822360.0,12509640.0,0.0,35838.0,58841638.0,1086.0,1641.8783972319884,
CAN,Canada,Ind,RC,IND6-C2M-PC,319.0,108770554.0,294083712.0,108770688.0,0.0,346434.0,511624954.0,1086.0,1476.832395203704,
CAN,Canada,Ind,RC,IND6-C3L-LC,591.0,228351474.0,617394726.0,228351474.0,0.0,641826.0,1074097674.0,1086.0,1673.50290265586,
CAN,Canada,Ind,RC,IND6-C3L-PC,6176.0,2031291904.0,5492016738.0,2031293862.0,0.0,6707136.0,9554602504.0,1086.0,1424.5428307999123,
CAN,Canada,Ind,RC,IND6-C3M-LC,65.0,24463296.0,66141504.0,24463296.0,0.0,70590.0,115068096.0,1086.0,1630.0906077348066,
CAN,Canada,Ind,RC,IND6-C3M-PC,660.0,218236112.0,590046444.0,218236356.0,0.0,716760.0,1026518912.0,1086.0,1432.1654556615883,
CAN,Canada,Ind,RC,IND6-PC2M-MC,1.0,404352.0,1093248.0,404352.0,0.0,1086.0,1901952.0,1086.0,1751.3370165745857,
CAN,Canada,Ind,RC,IND6-PC2M-PC,1.0,309582.0,837018.0,309582.0,0.0,1086.0,1456182.0,1086.0,1340.867403314917,
CAN,Canada,Ind,S,IND1-S1L-HC,6.0,11652336.0,23336640.0,8631360.0,0.0,10308.0,43620336.0,1718.0,4231.697322467986,
CAN,Canada,Ind,S,IND1-S1L-LC,46.0,78390263.0,156995625.0,58066875.0,0.0,79028.0,293452763.0,1718.0,3713.275838943159,
CAN,Canada,Ind,S,IND1-S1L-MC,31.0,57695245.0,115548780.0,42737220.0,0.0,53258.0,215981245.0,1718.0,4055.376563145443,
CAN,Canada,Ind,S,IND1-S1L-PC,163.0,267538380.0,535810875.0,198176625.0,0.0,280034.0,1001525880.0,1718.0,3576.4438603883814,
CAN,Canada,Ind,S,IND1-S2L-HC,19.0,32637328.0,65364200.0,24175800.0,0.0,32642.0,122177328.0,1718.0,3742.948593836162,
CAN,Canada,Ind,S,IND1-S2L-LC,206.0,316966368.0,634802525.0,234789975.0,0.0,353908.0,1186558868.0,1718.0,3352.7325406602845,
CAN,Canada,Ind,S,IND1-S2L-MC,65.0,105032831.0,210353880.0,77802120.0,0.0,111670.0,393188831.0,1718.0,3520.9889048088116,
CAN,Canada,Ind,S,IND1-S2L-PC,817.0,1228228683.0,2459827710.0,909799290.0,0.0,1403606.0,4597855683.0,1718.0,3275.745246885522,
CAN,Canada,Ind,S,IND1-S2M-HC,3.0,5826168.0,11668320.0,4315680.0,0.0,5154.0,21810168.0,1718.0,4231.697322467986,
CAN,Canada,Ind,S,IND1-S2M-LC,32.0,53925752.0,107999485.0,39945015.0,0.0,54976.0,201870252.0,1718.0,3671.9705325960417,
CAN,Canada,Ind,S,IND1-S2M-MC,3.0,4976517.0,9966690.0,3686310.0,0.0,5154.0,18629517.0,1718.0,3614.5745052386496,
CAN,Canada,Ind,S,IND1-S2M-PC,54.0,90217912.0,180683395.0,66828105.0,0.0,92772.0,337729412.0,1718.0,3640.4239641271074,
CAN,Canada,Ind,S,IND1-S3-HC,7.0,13594392.0,27226080.0,10069920.0,0.0,12026.0,50890392.0,1718.0,4231.697322467986,
CAN,Canada,Ind,S,IND1-S3-LC,71.0,119753344.0,239835295.0,88706205.0,0.0,121978.0,448294844.0,1718.0,3675.2106445424583,
CAN,Canada,Ind,S,IND1-S3-MC,26.0,47276920.0,94683555.0,35019945.0,0.0,44668.0,176980420.0,1718.0,3962.1299364198085,
CAN,Canada,Ind,S,IND1-S3-PC,215.0,361316710.0,723624910.0,267642090.0,0.0,369370.0,1352583710.0,1718.0,3661.8667190080405,
CAN,Canada,Ind,S,IND1-S4L-HC,15.0,25651322.0,51373020.0,19000980.0,0.0,25770.0,96025322.0,1718.0,3726.2445479239427,
CAN,Canada,Ind,S,IND1-S4L-LC,148.0,215871589.0,432335565.0,159904935.0,0.0,254264.0,808112089.0,1718.0,3178.240289620237,
CAN,Canada,Ind,S,IND1-S4L-MC,48.0,75207445.0,150621265.0,55709235.0,0.0,82464.0,281537945.0,1718.0,3414.070927920062,
CAN,Canada,Ind,S,IND1-S4L-PC,614.0,901774553.0,1806023650.0,667981350.0,0.0,1054852.0,3375779553.0,1718.0,3200.2399891169566,
CAN,Canada,Ind,S,IND1-S5L-LC,15.0,28281189.0,56639970.0,20949030.0,0.0,25770.0,105870189.0,1718.0,4108.272759022118,
CAN,Canada,Ind,S,IND1-S5L-PC,190.0,319164673.0,639205155.0,236418345.0,0.0,326420.0,1194788173.0,1718.0,3660.278699221861,
CAN,Canada,Ind,S,IND1-S5M-LC,15.0,27431541.0,54938340.0,20319660.0,0.0,25770.0,102689541.0,1718.0,3984.848311990687,
CAN,Canada,Ind,S,IND1-S5M-PC,125.0,208703540.0,417979750.0,154595250.0,0.0,214750.0,781278540.0,1718.0,3638.0840046565772,
CAN,Canada,Ind,S,IND2-S1L-HC,30.0,17960863.0,35971042.0,13304358.0,0.0,39630.0,67236263.0,1321.0,1696.6001261670451,
CAN,Canada,Ind,S,IND2-S1L-LC,282.0,145781702.0,291963513.0,107986467.0,0.0,372522.0,545731682.0,1321.0,1464.9649738807373,
CAN,Canada,Ind,S,IND2-S1L-MC,119.0,68131008.0,136449042.0,50467452.0,0.0,157199.0,255047502.0,1321.0,1622.4499010807956,
CAN,Canada,Ind,S,IND2-S1L-PC,1040.0,522410343.0,1046254486.0,386970687.0,0.0,1373840.0,1955635516.0,1321.0,1423.4812758399814,
CAN,Canada,Ind,S,IND2-S1M-HC,3.0,1991043.0,3987552.0,1474848.0,0.0,3963.0,7453443.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,S,IND2-S1M-LC,13.0,6979023.0,13977199.0,5169648.0,0.0,17173.0,26125870.0,1321.0,1521.3340709252898,
CAN,Canada,Ind,S,IND2-S1M-MC,12.0,7673812.0,15368690.0,5684310.0,0.0,15852.0,28726812.0,1321.0,1812.1884935654807,
CAN,Canada,Ind,S,IND2-S1M-PC,48.0,24348803.0,48764428.0,18036152.0,0.0,63408.0,91149383.0,1321.0,1437.5060402472875,
CAN,Canada,Ind,S,IND2-S2L-HC,17.0,10577416.0,21183870.0,7835130.0,0.0,22457.0,39596416.0,1321.0,1763.2104021017944,
CAN,Canada,Ind,S,IND2-S2L-LC,296.0,152553333.0,305525337.0,113002480.0,0.0,391016.0,571081150.0,1321.0,1460.5058360783191,
CAN,Canada,Ind,S,IND2-S2L-MC,119.0,66181444.0,132544564.0,49023330.0,0.0,157199.0,247749338.0,1321.0,1576.0236261044918,
CAN,Canada,Ind,S,IND2-S2L-PC,1050.0,533205538.0,1067874495.0,394967129.0,0.0,1387050.0,1996047162.0,1321.0,1439.0592711149561,
CAN,Canada,Ind,S,IND2-S2M-HC,1.0,663681.0,1329184.0,491616.0,0.0,1321.0,2484481.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,S,IND2-S2M-LC,24.0,13159553.0,26355221.0,9747818.0,0.0,31704.0,49262592.0,1321.0,1553.8289174867525,
CAN,Canada,Ind,S,IND2-S2M-MC,7.0,3919867.0,7850493.0,2903607.0,0.0,9247.0,14673967.0,1321.0,1586.889477668433,
CAN,Canada,Ind,S,IND2-S2M-PC,96.0,51704912.0,103551720.0,38299938.0,0.0,126816.0,193556570.0,1321.0,1526.278781857179,
CAN,Canada,Ind,S,IND2-S3-HC,4.0,2654724.0,5316736.0,1966464.0,0.0,5284.0,9937924.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,S,IND2-S3-LC,86.0,48313915.0,96760418.0,35788085.0,0.0,113606.0,180862418.0,1321.0,1592.0146647184129,
CAN,Canada,Ind,S,IND2-S3-MC,28.0,16706099.0,33458052.0,12374895.0,0.0,36988.0,62539046.0,1321.0,1690.7928517356982,
CAN,Canada,Ind,S,IND2-S3-PC,306.0,166957298.0,334372758.0,123672058.0,0.0,404226.0,625002114.0,1321.0,1546.1699989609772,
CAN,Canada,Ind,S,IND2-S4L-HC,3.0,1991043.0,3987552.0,1474848.0,0.0,3963.0,7453443.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,S,IND2-S4L-LC,13.0,7207163.0,14434102.0,5338637.0,0.0,17173.0,26979902.0,1321.0,1571.0651604262505,
CAN,Canada,Ind,S,IND2-S4L-MC,12.0,7528632.0,15077931.0,5576769.0,0.0,15852.0,28183332.0,1321.0,1777.9038607115822,
CAN,Canada,Ind,S,IND2-S4L-PC,52.0,28994567.0,58068713.0,21477461.0,0.0,68692.0,108540741.0,1321.0,1580.107450649275,
CAN,Canada,Ind,S,IND2-S4M-HC,2.0,1327362.0,2658368.0,983232.0,0.0,2642.0,4968962.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,S,IND2-S4M-LC,3.0,1804383.0,3613718.0,1336580.0,0.0,3963.0,6754681.0,1321.0,1704.4362856421903,
CAN,Canada,Ind,S,IND2-S4M-PC,16.0,9447085.0,18920099.0,6997842.0,0.0,21136.0,35365026.0,1321.0,1673.2128122634367,
CAN,Canada,Ind,S,IND2-S5L-LC,8.0,5019088.0,10051954.0,3717846.0,0.0,10568.0,18788888.0,1321.0,1777.9038607115822,
CAN,Canada,Ind,S,IND2-S5L-PC,105.0,56879547.0,113915195.0,42133000.0,0.0,138705.0,212927742.0,1321.0,1535.1122309938357,
CAN,Canada,Ind,S,IND2-S5M-LC,6.0,3982086.0,7975104.0,2949696.0,0.0,7926.0,14906886.0,1321.0,1880.7577592732778,
CAN,Canada,Ind,S,IND2-S5M-PC,52.0,27563506.0,55202658.0,20417412.0,0.0,68692.0,103183576.0,1321.0,1502.1192569731556,
CAN,Canada,Ind,S,IND3-S1L-HC,2.0,6158592.0,12334080.0,4561920.0,0.0,3064.0,23054592.0,1532.0,7524.344647519582,
