ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,TAXONOMY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD,DWELLINGS
CAN,Canada,Com,RC,COM1-PC1-PC,2569.0,1042575720.0,1890049130.0,1158416866.0,438.5,2026941.0,4091041716.0,789.0,2018.3329046084716,
CAN,Canada,Com,RC,COM1-PC2L-HC,27.0,12073740.0,21888058.0,13415258.0,5.0,21303.0,47377056.0,789.0,2223.96169553584,
CAN,Canada,Com,RC,COM1-PC2L-LC,163.0,66338196.0,120262222.0,73709082.0,28.700000000000003,128607.0,260309500.0,789.0,2024.0694518960865,
CAN,Canada,Com,RC,COM1-PC2L-MC,80.0,33616548.0,60942247.0,37351687.0,14.4,63120.0,131910482.0,789.0,2089.836533586819,
CAN,Canada,Com,RC,COM1-PC2L-PC,572.0,234940948.0,425916269.0,261045373.0,96.30000000000001,451308.0,921902590.0,789.0,2042.734872858447,
CAN,Canada,Com,RC,COM1-PC2M-HC,5.0,2182188.0,3956012.0,2424652.0,0.7000000000000001,3945.0,8562852.0,789.0,2170.558174904943,
CAN,Canada,Com,RC,COM1-PC2M-LC,9.0,3989854.0,7233074.0,4433174.0,1.2000000000000002,7101.0,15656102.0,789.0,2204.7742571468807,
CAN,Canada,Com,RC,COM1-PC2M-MC,3.0,1348848.0,2445279.0,1498719.0,0.6000000000000001,2367.0,5292846.0,789.0,2236.0988593155894,
CAN,Canada,Com,RC,COM1-PC2M-PC,37.0,16566496.0,30032843.0,18407223.0,5.800000000000001,29193.0,65006562.0,789.0,2226.7859418353714,
CAN,Canada,Com,RC,COM2-C1L-HC,23.0,16990560.0,30801600.0,18878400.0,0.0,48070.0,66670560.0,2090.0,1386.9473684210527,
CAN,Canada,Com,RC,COM2-C1L-LC,174.0,104190293.0,188883000.0,115767000.0,0.0,363660.0,408840293.0,2090.0,1124.2377302975306,
CAN,Canada,Com,RC,COM2-C1L-MC,72.0,48293820.0,87550200.0,53659800.0,0.0,150480.0,189503820.0,2090.0,1259.328947368421,
CAN,Canada,Com,RC,COM2-C1L-PC,568.0,340649913.0,617552550.0,378499950.0,0.0,1187120.0,1336702413.0,2090.0,1126.0044586899387,
CAN,Canada,Com,RC,COM2-C2H-HC,1.0,738720.0,1339200.0,820800.0,0.0,2090.0,2898720.0,2090.0,1386.9473684210527,
CAN,Canada,Com,RC,COM2-C2H-LC,13.0,8295210.0,15038100.0,9216900.0,0.0,27170.0,32550210.0,2090.0,1198.0202429149797,
CAN,Canada,Com,RC,COM2-C2H-MC,14.0,10218960.0,18525600.0,11354400.0,0.0,29260.0,40098960.0,2090.0,1370.436090225564,
