ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
DZA,Algeria,Com,306780.0,12839250034.0,12708364902.0,14343117476.0,476206.0,0.0,66803361.0,39890732548.0,217.7565714844514,597.1366103570747
DZA,Algeria,Ind,199404.0,12330041748.0,8024398720.0,8489220801.0,199404.0,0.0,56806058.0,28843661264.0,284.879230105715,507.7567829825474
DZA,Algeria,Res,6633261.0,47113325418.0,88752630273.0,101193453185.0,7450039.0,43770499.0,609293685.0,237059408942.0,91.85432097425384,389.07248635278404
AGO,Angola,Com,339529.0,5293009422.0,5713755533.0,8865924799.0,487839.0,0.0,65748558.0,19872689735.0,193.64636894050287,302.25286058745195
AGO,Angola,Ind,59799.0,1582337807.0,1181403743.0,1743760989.0,59799.0,0.0,17041579.0,4507502545.0,284.9810030268065,264.5002875027015
AGO,Angola,Res,6579875.0,14796882449.0,30340218299.0,52397489275.0,6974844.0,32812404.0,532332970.0,97534589985.0,80.90320408822356,183.22102045454747
BEN,Benin,Com,85554.0,1023114867.0,1058722326.0,1920273709.0,120004.0,0.0,16001596.0,4002110907.0,187.03504219557237,250.10698351589429
BEN,Benin,Ind,33931.0,764359216.0,572788999.0,897457352.0,33931.0,0.0,9670817.0,2234605573.0,285.0142052989891,231.06688638612437
BEN,Benin,Res,2267657.0,4671873100.0,8003138455.0,15441529705.0,2374609.0,12098495.0,181520215.0,28116541258.0,80.04747411094358,154.89482126274476
BWA,Botswana,Com,15660.0,584427483.0,541277324.0,755802595.0,23266.0,0.0,3288520.0,1881507424.0,209.99489144316732,572.1441329230171
BWA,Botswana,Ind,5259.0,289953269.0,189371760.0,240181898.0,5259.0,0.0,1494714.0,719506921.0,284.22019395322303,481.3676201601109
BWA,Botswana,Res,599547.0,3774617582.0,6370564938.0,9541109682.0,681794.0,2351345.0,53496027.0,19686292190.0,89.22741169583036,367.99540627568473
BFA,Burkina Faso,Com,129427.0,1574595444.0,1603038052.0,3079277857.0,180289.0,0.0,23969949.0,6256911360.0,185.2005300285103,261.0314840469623
BFA,Burkina Faso,Ind,59824.0,1482949066.0,1113035859.0,1771669341.0,59824.0,0.0,17054134.0,4367654238.0,285.0717772131586,256.1053078391433
BFA,Burkina Faso,Res,3520478.0,7482897346.0,11798605027.0,23766576412.0,3633162.0,20894848.0,257932644.0,43048078777.0,73.26637007815415,166.89659016948627
BDI,Burundi,Com,20613.0,178886944.0,179612353.0,353199239.0,28371.0,0.0,3748590.0,711698557.0,181.855625090962,189.85766834996625
BDI,Burundi,Ind,6132.0,109820345.0,82660695.0,131869355.0,6132.0,0.0,1724485.0,324350366.0,281.2271689497717,188.0853506989043
BDI,Burundi,Res,2360166.0,4618292332.0,6349673716.0,13440777143.0,2471857.0,11888290.0,189858148.0,24408743179.0,80.44270953822739,128.5630531853708
CMR,Cameroon,Com,221072.0,4206605380.0,4710482987.0,6535668081.0,325270.0,0.0,44345781.0,15452756436.0,200.5942905478758,348.4605770276095
CMR,Cameroon,Ind,82075.0,2596503092.0,1932662625.0,2626572724.0,82075.0,0.0,23384860.0,7155738442.0,284.9206213828815,305.99877194047775
