ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
PNG,Papua New Guinea,Com,6344954.3861,58413.0875,880664731.6764,923950557.6601,880077856.2869,44850.0,2684693145.6151,,,108.62213688156784,423.1225289020995
PNG,Papua New Guinea,Ind,2098904.0659,19353.5559,413288439.0671,294608502.1049,269874213.1293,0.0,977771154.301,,,108.45056467891773,465.84842546471344
PNG,Papua New Guinea,Res,82496931.793,1344661.27,7264228929.0896,7639008726.33,13382935629.7206,7246731.0,28286173285.4457,,,61.35145975685014,342.8754581615341
PNG,Papua New Guinea,Com,187599.8218,1685.5443,26534690.6496,28038366.2354,25951516.903,956.0,80524573.7857,PG01,Western Province,111.29925318486141,429.2358756691526
PNG,Papua New Guinea,Ind,53589.1982,491.7217,10615994.0447,7555595.8306,6901159.1513,0.0,25072749.0279,PG01,Western Province,108.98278070705442,467.86945634689494
PNG,Papua New Guinea,Res,1876689.3152,31215.9444,168704127.3707,179069563.5083,303377238.3826,201351.0,651150929.3045,PG01,Western Province,60.11957514891012,346.9678886273759
PNG,Papua New Guinea,Com,111290.304,1065.4115,14958916.8539,15498052.1522,15504953.8965,2000.0,45961922.9031,PG02,Gulf Province,104.45757718965865,412.9912602548017
PNG,Papua New Guinea,Ind,45141.3723,418.6118,8825796.708,6303089.1846,5793662.5569,0.0,20922548.45,PG02,Gulf Province,107.83588111945244,463.48941966037654
PNG,Papua New Guinea,Res,1549743.3253,25797.7698,135206456.5654,141069412.0934,246164724.3663,158194.0,522440592.9863,PG02,Gulf Province,60.07276354950652,337.1142720586751
PNG,Papua New Guinea,Com,169686.9573,1673.1737,22241948.8491,22805036.1627,23730108.1742,3060.0,68777093.1883,PG03,Central Province,101.41622313331844,405.3174992507217
PNG,Papua New Guinea,Ind,78661.4742,731.7346,15319095.0412,10951713.7914,10085657.2283,0.0,36356466.0604,PG03,Central Province,107.50000642309384,462.1889740835801
PNG,Papua New Guinea,Res,2480927.672,41309.0,214343316.152,222347761.9578,391842837.2007,269756.0,828533915.2897,PG03,Central Province,60.05780028565203,333.9613341576288
PNG,Papua New Guinea,Com,783876.3947,6119.5073,121708657.6047,132923092.6223,106793476.2084,0.0,361425226.4658,PG04,National Capital District,128.09469067877407,461.07425725470694
PNG,Papua New Guinea,Ind,36892.7837,276.8797,8941139.5931,6061211.8825,5025183.4767,0.0,20027534.9533,PG04,National Capital District,133.24481245826254,542.8577880204795
PNG,Papua New Guinea,Res,3032877.9017,35649.9622,387630666.6916,503568123.6295,574336768.0244,364125.0,1465535558.4168,PG04,National Capital District,85.07380413716118,483.21614186820136
