ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
TLS,Timor-Leste,Com,2780231.0249,13285.75,253214317.9446,276028278.5855,222759859.8816,0.0,0.0,752002456.4132,,,209.26413826091866,270.4820029983833
TLS,Timor-Leste,Ind,843119.3958,4122.7833,148142121.6392,94755358.6425,68077645.8712,0.0,0.0,310975126.1565,,,204.5024767127586,368.83877622270677
TLS,Timor-Leste,Res,18948950.0003,196935.125,1010980057.1351,2061934417.1372,2522522622.4101,204597.0,1185067.0,5595437096.7378,,,96.21924986870677,295.2900871367127
TLS,Timor-Leste,Com,51748.675,320.0,3754144.5038,3932066.1626,3743261.7748,0.0,0.0,11429472.4411,AREA # 01,Aileu,161.714609375,220.86502584075822
TLS,Timor-Leste,Ind,50621.1875,242.9167,8908694.4621,5703746.8945,4081744.6698,0.0,0.0,18694186.0262,AREA # 01,Aileu,208.38907946633557,369.2956832788642
TLS,Timor-Leste,Res,666995.0,7489.5167,32375338.1852,59247198.568,83048896.5873,7598.0,48837.0,174671433.3374,AREA # 01,Aileu,89.05714837380629,261.8781750049101
TLS,Timor-Leste,Com,107491.575,787.25,7348424.1837,7524266.6222,7394250.3638,0.0,0.0,22266941.1695,AREA # 02,Ainaro,136.54058431248015,207.15057128430763
TLS,Timor-Leste,Ind,57731.0625,278.5833,10152334.5216,6498824.2565,4656276.5299,0.0,0.0,21307435.3086,AREA # 02,Ainaro,207.23088031479273,369.08094855520807
TLS,Timor-Leste,Res,903470.0,10463.7667,46800765.2136,76860606.419,111134947.0455,10601.0,63136.0,234796318.6853,AREA # 02,Ainaro,86.34271251479642,259.8828059429754
TLS,Timor-Leste,Com,105821.85,647.75,7959955.7439,8400335.3166,7744364.189,0.0,0.0,24104655.2493,AREA # 03,SAR Oecusse,163.36835198764956,227.78523763570564
TLS,Timor-Leste,Ind,62041.5208,304.7167,10904271.3124,6971286.9326,5012871.9975,0.0,0.0,22888430.2433,AREA # 03,SAR Oecusse,203.60394031570962,368.92116679544705
TLS,Timor-Leste,Res,1252010.0,14107.7167,65717284.9585,114259508.0729,157914706.4336,14345.0,67255.0,337891499.466,AREA # 03,SAR Oecusse,88.74646596780612,269.8792337649061
TLS,Timor-Leste,Com,168759.2,909.5,14053105.9836,15116971.4202,12881806.9805,0.0,0.0,42051884.3831,AREA # 04,Baucau,185.5516217702034,249.18276682456423
TLS,Timor-Leste,Ind,97296.5208,471.0833,17105998.8662,10948071.0834,7849605.812,0.0,0.0,35903675.7606,AREA # 04,Baucau,206.53782632498329,369.0129458421498
TLS,Timor-Leste,Res,1988650.0,22790.0833,99268819.3161,167771866.5676,249408056.3274,22976.0,122671.0,516448742.2163,AREA # 04,Baucau,87.25944411093926,259.69815815568353
TLS,Timor-Leste,Com,133841.325,715.5,11004518.5569,11810887.9739,10232864.5333,0.0,0.0,33048271.0641,AREA # 05,Bobonaro,187.0598532494759,246.92127834284364
TLS,Timor-Leste,Ind,87938.6458,430.1167,15456856.5673,9886668.9484,7105741.0451,0.0,0.0,32449266.5569,AREA # 05,Bobonaro,204.45299101383415,368.9989339919992
TLS,Timor-Leste,Res,1604875.0,17352.2917,76958165.3703,151208063.4142,206007846.4973,17635.0,100912.0,434174075.2807,AREA # 05,Bobonaro,92.48778361650064,270.5345122085521
TLS,Timor-Leste,Com,155487.975,833.25,12890794.8591,13853278.3465,11813124.9569,0.0,0.0,38557198.1619,AREA # 06,Covalima,186.6042304230423,247.97543451125398
TLS,Timor-Leste,Ind,53230.2292,259.95,9351236.4798,5982500.8988,4297353.3759,0.0,0.0,19631090.7542,AREA # 06,Covalima,204.77102981342568,368.7959088141593
TLS,Timor-Leste,Res,1065635.0,12446.5083,56133253.2333,88327140.6131,130111702.4523,12564.0,64214.0,274572096.2948,AREA # 06,Covalima,85.61718470070839,257.6605463360344
