ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,TAXONOMY_HAZUS,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/COM:1,PC2L/HC/COM1,TOTAL,1763.0,3478663508.0,3478663508.0,2455936337.0,1022727071.0,450.0,1858837.0,6957327015.0,851840.0,0.0,1054.0,1871.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/COM:2,PC2L/HC/COM2,TOTAL,792.0,2037111056.0,2037111056.0,1377087068.0,660023988.0,230.0,1080760.0,4074222112.0,495274.0,0.0,1365.0,1885.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/COM:3,PC2L/HC/COM4,TOTAL,2035.0,3935602130.0,3935602130.0,3179966629.0,755635614.0,360.0,1381936.0,7871204260.0,633294.0,0.0,679.0,2848.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/COM:3A,PC2L/HC/COM5,TOTAL,177.0,443366782.0,443366782.0,382182161.0,61184614.0,29.0,104974.0,886733563.0,48106.0,0.0,593.0,4224.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/COM:3B,PC2L/HC/COM3,TOTAL,1243.0,1668279672.0,1668279672.0,1398018365.0,270261308.0,196.0,733347.0,3336559344.0,336069.0,0.0,590.0,2275.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/COM:4,PC2L/HC/COM10,TOTAL,285.0,452990279.0,226464055.0,177119200.0,275871094.0,85.0,351998.0,679454334.0,161308.0,0.0,1235.0,1287.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/COM:5,PC2L/HC/COM8,TOTAL,244.0,632969052.0,632969052.0,569672131.0,63296906.0,45.0,173830.0,1265938103.0,79660.0,0.0,712.0,3641.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/IND:1,PC2L/HC/IND1,TOTAL,197.0,939561999.0,1409354944.0,792050762.0,147511238.0,370.0,411801.0,2348916944.0,186680.0,0.0,2090.0,2282.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/IND:2,PC2L/HC/IND2,TOTAL,1001.0,2568595337.0,3852924644.0,2165325860.0,403269481.0,1451.0,1363799.0,6421519982.0,618246.0,0.0,1362.0,1883.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/IND:3,PC2L/HC/IND3,TOTAL,149.0,960091982.0,1440152753.0,809357536.0,150734446.0,252.0,293020.0,2400244735.0,132834.0,0.0,1967.0,3277.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/IND:4,PC2L/HC/IND4,TOTAL,65.0,329376762.0,494070906.0,277664609.0,51712154.0,68.0,103996.0,823447668.0,47144.0,0.0,1600.0,3167.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/IND:5,PC2L/HC/IND5,TOTAL,72.0,154102316.0,231154888.0,129908252.0,24194064.0,49.0,52740.0,385257204.0,23908.0,0.0,732.0,2922.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/IND:6,PC2L/HC/IND6,TOTAL,1475.0,1727582012.0,1727582012.0,1456351624.0,271230385.0,1317.0,909051.0,3455164024.0,412099.0,0.0,616.0,1900.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/RES:2,PC2L/HC/RES3F,TOTAL,22.0,323454194.0,161724891.0,278817512.0,44636678.0,2242.0,116513.0,485179085.0,34973.0,1249.0,5296.0,2776.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/RES:2,PC2L/HC/RES3E,TOTAL,55.0,296181934.0,148089011.0,255308823.0,40873106.0,1948.0,94970.0,444270946.0,28507.0,906.0,1727.0,3119.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/RES:2,PC2L/HC/RES3D,TOTAL,142.0,370963383.0,185478255.0,319770433.0,51192946.0,2131.0,110071.0,556441638.0,33040.0,941.0,775.0,3370.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/RES:2,PC2L/HC/RES3C,TOTAL,543.0,905717614.0,452853627.0,780728574.0,124989028.0,4963.0,251074.0,1358571240.0,75364.0,1970.0,462.0,3607.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/RES:2,PC2L/HC/RES3B,TOTAL,576.0,307916276.0,153953525.0,265423827.0,42492445.0,3425.0,181447.0,461869801.0,54465.0,1301.0,315.0,1697.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:1-3/RES:2,PC2L/HC/RES3A,TOTAL,1393.0,564258701.0,282124217.0,486390993.0,77867699.0,4502.0,289996.0,846382917.0,87048.0,1883.0,208.0,1946.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/COM:1,PC2M/HC/COM1,TOTAL,254.0,442969080.0,442969080.0,312736156.0,130232909.0,111.0,237057.0,885938160.0,109003.0,0.0,933.0,1869.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/COM:2,PC2M/HC/COM2,TOTAL,376.0,1188114874.0,1188114874.0,803165657.0,384949218.0,180.0,634837.0,2376229747.0,291908.0,0.0,1688.0,1872.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/COM:3,PC2M/HC/COM4,TOTAL,329.0,870404321.0,870404321.0,703286719.0,167117631.0,106.0,305072.0,1740808643.0,140277.0,0.0,927.0,2853.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/COM:3A,PC2M/HC/COM5,TOTAL,33.0,123235324.0,123235324.0,106228847.0,17006474.0,8.0,28916.0,246470647.0,13296.0,0.0,876.0,4262.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/COM:3B,PC2M/HC/COM3,TOTAL,360.0,479866370.0,479866370.0,402128019.0,77738352.0,85.0,210603.0,959732741.0,96839.0,0.0,585.0,2279.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/COM:4,PC2M/HC/COM10,TOTAL,118.0,66874923.0,33433380.0,26148095.0,40726830.0,19.0,52939.0,100308303.0,24342.0,0.0,449.0,1263.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/RES:2,PC2M/HC/RES3F,TOTAL,52.0,748053106.0,374023661.0,644821767.0,103231326.0,5571.0,265800.0,1122076767.0,80043.0,3503.0,5112.0,2814.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/RES:2,PC2M/HC/RES3E,TOTAL,114.0,666338525.0,333164512.0,574383798.0,91954714.0,5010.0,215897.0,999503036.0,65016.0,2416.0,1894.0,3086.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/RES:2,PC2M/HC/RES3D,TOTAL,142.0,426580082.0,213287059.0,367712026.0,58868050.0,2673.0,128038.0,639867142.0,38558.0,1255.0,902.0,3332.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/RES:2,PC2M/HC/RES3C,TOTAL,219.0,360286025.0,180141107.0,310566549.0,49719470.0,2205.0,101061.0,540427132.0,30434.0,967.0,461.0,3565.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/RES:2,PC2M/HC/RES3B,TOTAL,102.0,50218569.0,25108462.0,43288406.0,6930162.0,533.0,28550.0,75327032.0,8598.0,244.0,280.0,1759.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:4-7/RES:3,PC2M/HC/RES4,TOTAL,15.0,98840937.0,49419405.0,85398572.0,13442368.0,657.0,33789.0,148260342.0,10175.0,0.0,2253.0,2925.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/COM:3,PC2H/HC/COM4,TOTAL,207.0,867215827.0,867215827.0,700710417.0,166505440.0,192.0,301668.0,1734431653.0,139063.0,0.0,1457.0,2875.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/COM:3A,PC2H/HC/COM5,TOTAL,46.0,183315927.0,183315927.0,158018326.0,25297597.0,21.0,44161.0,366631854.0,20357.0,0.0,960.0,4151.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/RES:2,PC2H/HC/RES3C,TOTAL,14.0,66348118.0,33173933.0,57192075.0,9156040.0,110.0,19993.0,99522051.0,6036.0,66.0,1428.0,3319.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/RES:2,PC2H/HC/RES3D,TOTAL,4.0,9020584.0,4510215.0,7775744.0,1244841.0,64.0,2606.0,13530799.0,787.0,44.0,652.0,3461.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/RES:2,PC2H/HC/RES3E,TOTAL,18.0,118779432.0,59388257.0,102387869.0,16391561.0,687.0,37994.0,178167690.0,11469.0,523.0,2111.0,3126.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/RES:2,PC2H/HC/RES3F,TOTAL,38.0,654702958.0,327349378.0,564353943.0,90349005.0,4426.0,227576.0,982052336.0,68700.0,3804.0,5989.0,2877.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/RES:2,PC2H/HC/RES3B,TOTAL,5.0,1922342.0,960968.0,1657059.0,265283.0,19.0,1209.0,2883310.0,365.0,18.0,242.0,1590.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERH/H:>8/RES:3,PC2H/HC/RES4,TOTAL,46.0,326734655.0,163366333.0,282298751.0,44435915.0,1551.0,113011.0,490100989.0,34115.0,0.0,2457.0,2891.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:1,PC2L/VC/COM1,TOTAL,119.0,279853204.0,279853204.0,197576354.0,82276842.0,33.0,145564.0,559706407.0,66707.0,0.0,1223.0,1923.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:1,PC2L/SC/COM1,TOTAL,3.0,5551002.0,5551002.0,3919007.0,1631995.0,1.0,3351.0,11102003.0,1536.0,0.0,1117.0,1657.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:2,PC2L/SC/COM2,TOTAL,3.0,10226602.0,10226602.0,6913183.0,3313419.0,2.0,5537.0,20453204.0,2537.0,0.0,1846.0,1847.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:2,PC2L/VC/COM2,TOTAL,40.0,115093375.0,115093375.0,77803122.0,37290254.0,12.0,61667.0,230186749.0,28260.0,0.0,1542.0,1866.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:3,PC2L/VC/COM4,TOTAL,104.0,239966876.0,239966876.0,193893242.0,46073641.0,19.0,83075.0,479933751.0,38070.0,0.0,799.0,2889.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:3,PC2L/SC/COM4,TOTAL,3.0,3771821.0,3771821.0,3047631.0,724190.0,0.0,1572.0,7543642.0,720.0,0.0,524.0,2399.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:3B,PC2L/VC/COM3,TOTAL,74.0,91607589.0,91607589.0,76767159.0,14840430.0,10.0,39497.0,183215178.0,18100.0,0.0,534.0,2319.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:3B,PC2L/SC/COM3,TOTAL,3.0,4065910.0,4065910.0,3407233.0,658677.0,0.0,1848.0,8131820.0,847.0,0.0,616.0,2200.0
USA,United States,COM,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/COM:4,PC2L/VC/COM10,TOTAL,15.0,56822634.0,28410255.0,22217650.0,34604985.0,14.0,40787.0,85232889.0,18691.0,0.0,2719.0,1393.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/IND:2,PC2L/SC/IND2,TOTAL,19.0,66105014.0,99158188.0,55726526.0,10378487.0,37.0,34582.0,165263201.0,15677.0,0.0,1820.0,1912.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/IND:2,PC2L/VC/IND2,TOTAL,102.0,285863673.0,428797540.0,240983074.0,44880598.0,145.0,151366.0,714661212.0,68618.0,0.0,1484.0,1889.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/IND:3,PC2L/VC/IND3,TOTAL,10.0,62601553.0,93902859.0,52773109.0,9828444.0,18.0,18911.0,156504412.0,8573.0,0.0,1891.0,3310.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/IND:6,PC2L/SC/IND6,TOTAL,38.0,40869596.0,40869596.0,34453069.0,6416527.0,47.0,21672.0,81739193.0,9824.0,0.0,570.0,1886.0
USA,United States,IND,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/IND:6,PC2L/VC/IND6,TOTAL,88.0,109119967.0,109119967.0,91988132.0,17131835.0,71.0,56694.0,218239934.0,25701.0,0.0,644.0,1925.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/VC/RES3E,TOTAL,8.0,49251372.0,24625302.0,42454682.0,6796689.0,262.0,15187.0,73876674.0,4559.0,131.0,1898.0,3243.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/SC/RES3A,TOTAL,1.0,199543.0,99772.0,172006.0,27537.0,2.0,105.0,299315.0,32.0,1.0,105.0,1900.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/SC/RES3C,TOTAL,1.0,1133540.0,566764.0,977112.0,156429.0,5.0,321.0,1700305.0,96.0,3.0,321.0,3531.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/VC/RES3A,TOTAL,57.0,28683185.0,14341287.0,24724905.0,3958279.0,227.0,14659.0,43024472.0,4400.0,93.0,257.0,1957.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/VC/RES3B,TOTAL,18.0,8986961.0,4493427.0,7746761.0,1240201.0,96.0,5114.0,13480388.0,1535.0,35.0,284.0,1757.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/VC/RES3C,TOTAL,24.0,40507985.0,20253605.0,34917883.0,5590102.0,244.0,10928.0,60761590.0,3280.0,99.0,455.0,3707.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/VC/RES3D,TOTAL,5.0,15312890.0,7656431.0,13199711.0,2113179.0,78.0,4505.0,22969321.0,1352.0,34.0,901.0,3399.0
USA,United States,RES,CR+,CR+PC/LDUAL/CDH+ERS/H:1-3/RES:2,PC2L/VC/RES3F,TOTAL,4.0,45069132.0,22533870.0,38849592.0,6219540.0,259.0,14952.0,67603002.0,4488.0,114.0,3738.0,3014.0
