ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
USA,United States,12,Florida,Ind,118692.78,173802516461.20908,73360924475.49347,52061417419.23748,0.0,86367122.12952635,299224858355.94,727.6527024603042,3464.5690510236873
USA,United States,12,Florida,Res,7395266.52,963511881104.7628,1054980877363.5624,872042884827.1571,22244823.0,1309641607.3818846,2890535643295.4824,177.0918740845982,2207.1195867654023
USA,United States,13,Georgia,Com,268624.86,336867894509.6339,197812046235.4158,139055848274.21814,0.0,202227364.89316747,673735789019.2678,752.8244589617188,3331.575770545141
USA,United States,13,Georgia,Ind,56168.57,142236297286.94766,56296571384.98555,43974171402.978134,0.0,69979991.48861851,242507040074.91135,1245.89234670953,3465.3768158053076
USA,United States,13,Georgia,Res,3542376.01,562557192331.9521,598245999772.8906,526868385111.54004,10912876.0,702556455.8112096,1687671577216.3828,198.32915925015243,2402.1864196916476
USA,United States,15,Hawaii,Com,20939.96,32185234831.24942,18558381433.837215,13626853397.412205,0.0,14237767.493023561,64370469662.49884,679.9328887458984,4521.106956834354
USA,United States,15,Hawaii,Ind,4774.5,8719784596.00385,3665259479.3335404,2768704665.6124063,0.0,3492888.1406088974,15153748740.949799,731.5715029026909,4338.4580699192165
USA,United States,15,Hawaii,Res,292672.85,56519882857.97366,61643563737.21031,51396202053.25826,1440196.0,55021599.87292058,169559648648.44223,187.9969388104178,3081.6924451499394
USA,United States,16,Idaho,Com,57395.11,62657538047.04649,35241838039.709885,27415700007.33661,0.0,34284907.73671324,125315076094.09299,597.3489333274775,3655.109036793531
USA,United States,16,Idaho,Ind,11391.8,22522443512.38783,8914168248.759342,7250876462.681704,0.0,10599414.660616359,38687488223.82887,930.4424814881195,3649.9645935711683
USA,United States,16,Idaho,Res,674599.43,106500676322.06206,122982565468.8997,90018787206.57793,1939033.0,130004879.0841932,319502028997.5397,192.71418460017554,2457.615677567187
USA,United States,17,Illinois,Com,258205.56,374146007718.3093,210647225807.9275,163498781910.38184,0.0,172669410.7112099,748292015436.6187,668.7284763008585,4333.668669826755
USA,United States,17,Illinois,Ind,67095.14,284328396985.8965,101754801652.52522,91684340000.34067,0.0,115554994.40859663,477767538638.7624,1722.25580583924,4134.5468543696215
USA,United States,17,Illinois,Res,3814380.11,762792508855.3396,794424866575.685,731160152217.0729,12582032.000000002,696450620.2205833,2288377527648.0977,182.58553162930144,3285.7713974370663
USA,United States,18,Indiana,Com,159920.57,218260482737.9525,124204522259.09268,94055960478.85983,0.0,125697530.76831694,436520965475.905,785.9997670613413,3472.7887080016817
USA,United States,18,Indiana,Ind,43876.58,203192868397.8009,76541267059.42456,61632520384.158905,0.0,94670208.21214542,341366655841.3844,2157.64784338582,3605.8509037649906
USA,United States,18,Indiana,Res,2510578.59,389956940353.0767,424733280286.14655,355180600547.8981,6833037.0,440150885.3841326,1169870821187.1213,175.3185051196237,2657.8858751269822
USA,United States,19,Iowa,Com,130589.43000000001,150312759619.5815,86018697656.56454,64294061963.01697,0.0,84829578.86824323,300625519239.163,649.5899313462294,3543.8761249315253
USA,United States,19,Iowa,Ind,29830.850000000002,68471591082.17334,26464280332.99866,21703007396.81768,0.0,33387336.706750803,116638878811.98969,1119.2217689657116,3493.506530229041
USA,United States,19,Iowa,Res,1367745.39,201506917772.80133,230389603709.07526,172624231858.32935,3200516.9999999995,226754869.63782936,604520753340.2059,165.78733973128536,2665.965914230378
USA,United States,2,Alaska,Com,21236.47,28415652650.264866,16867909678.738955,11547742971.525911,0.0,12302598.820696078,56831305300.52973,579.314679920725,4619.4552979265745
USA,United States,2,Alaska,Ind,5532.2300000000005,11058801211.776295,4511318335.156477,3489852051.612874,0.0,4106258.6133334027,19059971598.545647,742.2429315725128,4641.688065300162
USA,United States,2,Alaska,Res,231399.66,50713473653.52824,60457934614.24101,40969012755.953606,733583.0,49075313.56300634,152140421023.72287,212.08031836782447,3100.141598247646
USA,United States,20,Kansas,Com,91969.95,107261741847.96165,64128528832.75187,43133213015.20979,0.0,63222070.53434352,214523483695.9233,687.4209514558127,3393.1739641363024
USA,United States,20,Kansas,Ind,31993.2,80002973250.01001,31607447893.76534,23767535829.78477,0.0,36481285.75086167,135377956973.56012,1140.2824897434975,3710.8877658009237
USA,United States,20,Kansas,Res,1148685.02,173066800098.1258,205124388793.1128,141009211448.9603,2937150.0,192222540.42493102,519200400340.1989,167.3413834759776,2701.038073851506
USA,United States,21,Kentucky,Com,123618.9,145119183185.1348,83277794678.6338,61841388506.500984,0.0,87197676.75681587,290238366370.2696,705.3749609227705,3328.510313178532
USA,United States,21,Kentucky,Ind,20555.6,55394390058.46932,21745391194.96094,17647434834.256325,0.0,27540544.34460633,94787216087.68658,1339.8073685324841,3441.7335729331785
USA,United States,21,Kentucky,Res,1683516.66,228813025082.13467,248648036800.33932,208978013443.77573,4512310.0,301833870.01833165,686439075326.2498,179.2877238401262,2274.228121862399
USA,United States,22,Louisiana,Com,128656.58,135363411032.97821,76790539467.20764,58572871565.77057,0.0,81998019.96641098,270726822065.95642,637.3402741345292,3301.6263341097115
USA,United States,22,Louisiana,Ind,22774.86,37314464279.678116,14955233932.052319,12407202841.713717,0.0,19856637.022523634,64676901053.44415,871.8664800803883,3257.193097707347
USA,United States,22,Louisiana,Res,1577923.88,248321527858.32376,278575855064.4019,218067200666.48404,4590241.0,352331433.7730111,744964583589.2097,223.28797874141503,2114.385808872086
USA,United States,23,Maine,Com,38418.11,39510484638.03455,23018274686.74748,16492209951.287075,0.0,22159906.854684576,79020969276.0691,576.8088761962672,3565.9432051883455
USA,United States,23,Maine,Ind,7896.44,14698911820.688278,6145599977.0262,4663018470.472316,0.0,6758842.4651090875,25507530268.186794,855.9353917852967,3773.9495187028456
USA,United States,23,Maine,Res,513887.88,82115421160.78328,87309399504.69394,76921442828.34586,1385340.0000000002,99114123.88918933,246346263493.8231,192.8711062210483,2485.480916617302
USA,United States,24,Maryland,Com,126181.25,152606606284.79526,88923364776.75754,63683241508.03774,0.0,86128350.51862945,305213212569.5906,682.5764566338457,3543.7020531767107
USA,United States,24,Maryland,Ind,31678.55,57586793223.16698,23395862147.201004,18348672184.729897,0.0,28673681.182360202,99331327555.09787,905.1450013450806,3464.198646953138
USA,United States,24,Maryland,Res,1872788.75,306651605744.98724,327076338324.5296,286226873618.80853,6164660.0,334292460.3779045,919954817688.3253,178.49982299279856,2751.946055404159
USA,United States,25,Massachusetts,Com,154141.46,187025307190.62622,107623432381.27621,79401874809.35002,0.0,92321806.63397278,374050614381.2525,598.9420797880906,4051.5954791076256
USA,United States,25,Massachusetts,Ind,35899.77,79191620467.26286,31833960600.124786,25474158621.1966,0.0,32646765.452257104,136499739688.58426,909.3864794191469,4181.110679653781
USA,United States,25,Massachusetts,Res,1775726.13,347289371500.7494,408458843778.83984,286119899857.563,6981974.0,338364456.48339057,1041868115137.1522,190.54991125427128,3079.1299002420333
USA,United States,26,Michigan,Com,278001.42,348920176280.72974,198780128467.63263,150140047813.09714,0.0,191923182.69158536,697840352561.4595,690.3676344228219,3636.03991333797
USA,United States,26,Michigan,Ind,61761.42,170476213221.8639,66796704579.044266,54440297618.70661,0.0,79663231.4770758,291713215419.61475,1289.8542727332986,3661.8300564867154
USA,United States,26,Michigan,Res,3843458.31,607318031252.2137,669536512098.2749,545099550709.4749,10034113.0,658325695.6234037,1821954094059.9636,171.2847239452439,2767.5573142176354
USA,United States,27,Minnesota,Com,151588.49,218264353595.17084,126935250267.40535,91329103327.7655,0.0,109308770.94398524,436528707190.34174,721.0888567066355,3993.537786771373
USA,United States,27,Minnesota,Ind,42335.63,113777938066.81401,44605719275.40252,35766020590.15014,0.0,46968566.40680366,194149677932.36667,1109.433505697297,4133.608768272796
USA,United States,27,Minnesota,Res,2235995.36,379516025179.3821,445941633256.34265,313090417646.6149,5717184.0,371074331.500863,1138548076082.3396,165.9548754613082,3068.248001626304
USA,United States,28,Mississippi,Com,90385.68000000001,101307871703.09126,59139389576.465385,42168482126.62588,0.0,64171052.880992934,202615743406.18253,709.9692438115521,3157.4321179043027
USA,United States,28,Mississippi,Ind,15358.82,42225773115.92334,16464103145.13465,12980975284.040813,0.0,21148886.305988993,71670851545.0988,1376.9864029911798,3388.871191992879
USA,United States,28,Mississippi,Res,1134615.16,143343573175.58902,162346277338.88086,124340868915.12155,2940057.0,210752208.0914314,430030719429.59143,185.74774559810342,2040.4565310320716
USA,United States,29,Missouri,Com,173847.56,221737843122.56946,127045583585.78339,94692259536.78609,0.0,121831511.22163267,443475686245.1389,700.7950598882876,3640.0737526630496
USA,United States,29,Missouri,Ind,36724.76,93783745935.85075,36079422878.76219,30054877573.4743,0.0,42149207.88705658,159918046388.08725,1147.705468655386,3794.0937541840685
USA,United States,29,Missouri,Res,2419179.52,383085129204.84186,410219560042.34485,355950698525.1047,6177957.0,408023209.25453246,1149255387772.2913,168.66181524822616,2816.642195114358
USA,United States,30,Montana,Com,44327.7,44548958613.09216,25237782714.994617,19311175898.097546,0.0,26600563.36717628,89097917226.18433,600.0889594356639,3349.474821128283
USA,United States,30,Montana,Ind,7314.97,12168950297.045267,5113476404.895484,3890037787.0065627,0.0,5495201.7878820235,21172464488.94731,751.2268386448643,3852.9002766807703
USA,United States,30,Montana,Res,507661.74,68300010263.31435,80414964499.05923,56185056003.66333,1122867.0,82353832.97539155,204900030766.0369,162.22186248542494,2488.0448591538393
USA,United States,31,Nebraska,Com,62426.44,84593568597.813,49767200650.94993,34826367946.86308,0.0,49396337.79406915,169187137195.626,791.2727010233027,3425.0947489459377
USA,United States,31,Nebraska,Ind,8731.95,27721051265.558285,10606778301.813063,8354733413.666323,0.0,13816114.789166734,46682562981.03767,1582.2484999532444,3378.8488075997775
USA,United States,31,Nebraska,Res,823587.35,120313564780.69737,141472863041.99808,99154266569.54126,1967923.0000000002,133381495.83008114,360940694392.2367,161.95185104540658,2706.0777219956385
USA,United States,32,Nevada,Com,64141.17,98967744362.21574,54187464293.47807,44780280068.73767,0.0,48775431.66840849,197935488724.4315,760.4387582641303,4058.0981439603115
USA,United States,32,Nevada,Ind,15409.19,43693683182.97968,15397331693.689484,15140795372.234856,0.0,18526211.09054215,74231810248.90402,1202.283253729894,4006.853311025925
USA,United States,32,Nevada,Res,1007036.38,165872140228.9768,197355005696.24152,134389274965.00453,3177772.0,182457379.3330919,497616420890.22284,181.18251034097887,2727.302248388543
USA,United States,33,New Hampshire,Com,36936.83,40200287028.0752,23686480628.045746,16513806400.02946,0.0,23509182.446972042,80400574056.1504,636.4699528078626,3419.9646983685693
USA,United States,33,New Hampshire,Ind,8656.87,17645783523.728535,7227326372.151313,5599454786.965232,0.0,8315903.178180537,30472564682.845078,960.6131521185529,3664.372231124541
USA,United States,33,New Hampshire,Res,402841.1,69078150309.53357,81836533750.98431,56319766958.483345,1395231.0,78181517.12654853,207234451019.00122,194.07532430665225,2650.6834177131805
USA,United States,34,New Jersey,Com,179836.58,269897477275.7251,147750363609.06506,122147113666.66003,0.0,123157119.29227799,539794954551.4502,684.8279659915574,4382.978082415213
USA,United States,34,New Jersey,Ind,37858.78,124885650632.08224,45779101645.645515,41820673453.12952,0.0,50923597.98118948,212485425730.85727,1345.093475838088,4172.631827966017
USA,United States,34,New Jersey,Res,2367980.36,503095012373.0668,569297991911.5771,436892033788.75,9261699.0,444128731.7498109,1509285038073.394,187.5559186436035,3398.305333967029
USA,United States,35,New Mexico,Com,53758.31,52789425535.380806,29692331376.180443,23097094159.200367,0.0,31089630.05607811,105578851070.76163,578.3223106544478,3395.9507038302845
USA,United States,35,New Mexico,Ind,9754.48,14342158011.882957,5706262870.5527,4878156774.225394,0.0,7312769.687568144,24926577656.661053,749.6831904487112,3408.6370447351483
USA,United States,35,New Mexico,Res,774465.11,119227125160.04306,128157332008.21329,108208954125.63164,2113344.0,158506441.24538568,355593411293.888,204.66569661916168,2243.4003848675757
USA,United States,36,New York,Com,308134.15,420288751096.4902,244157379035.7378,176131372060.7524,0.0,189480297.7332504,840577502192.9803,614.9279387995468,4436.226416407378
USA,United States,36,New York,Ind,85131.88,284729221068.9307,107930799651.91495,86754940767.6684,0.0,108302761.71357256,479414961488.5141,1272.1763188311188,4426.6180649799035
USA,United States,36,New York,Res,4553768.38,908027846482.5852,1031954581017.8877,784101112867.2966,19677151.0,865490396.5712506,2724083540367.7695,190.06025874580178,3147.445137646322
USA,United States,37,North Carolina,Com,266416.43,308278342937.4647,179257191973.0976,129021150964.36711,0.0,190528662.58719027,616556685874.9294,715.1535758781479,3236.0311435702174
USA,United States,37,North Carolina,Ind,64052.04,153171933910.83545,60827223609.198296,47160455429.941284,0.0,78357516.67515443,261159612949.97504,1223.3414685176995,3332.9235538775492
USA,United States,37,North Carolina,Res,3927709.13,611926910291.6002,682318582158.7797,541535238330.6011,10698973.0,718359591.7043287,1835780730780.981,182.8953132546067,2555.5178102731793
USA,United States,38,North Dakota,Com,42422.76,53596829554.56936,30584694999.735477,23012134554.83388,0.0,29063508.820355978,107193659109.13872,685.0923612786149,3688.255942243996
USA,United States,38,North Dakota,Ind,6306.7300000000005,11082563984.552977,4561651376.896393,3839832806.675224,0.0,5356949.144904578,19484048168.12459,849.4020110111861,3637.15384280947
USA,United States,38,North Dakota,Res,268074.38,52345644865.638336,61445073953.25129,43246215808.85618,779261.0,62017500.365159385,157036934627.74582,231.3443767552848,2532.1390527369126
USA,United States,39,Ohio,Com,289177.89,381943560618.2273,216085557623.72668,165858002994.50064,0.0,219870782.72356758,763887121236.4546,760.3305450619602,3474.254795357923
USA,United States,39,Ohio,Ind,78137.36,282754793953.1907,104831570813.17296,88414501362.27423,0.0,129872949.578168,476000866128.6378,1662.1107953758356,3665.127092860412
USA,United States,39,Ohio,Res,4213203.01,656633803581.5524,699060118835.6969,614207488680.1548,11756058.0,698775927.106503,1969901411097.404,165.85384693022496,2819.0745197167676
USA,United States,4,Arizona,Com,158282.94,173898224649.43582,97991225442.56508,75906999206.87076,0.0,103012540.80796441,347796449298.87164,650.8126574346194,3376.2534791490334
USA,United States,4,Arizona,Ind,39969.61,84823579393.83597,32199372221.45863,27013350157.104904,0.0,39179119.67468685,144036301772.3995,980.2227160757097,3676.353704941962
USA,United States,4,Arizona,Res,2542053.94,371246599110.44867,420517213038.18835,321975985322.9121,7359197.0,475176425.99417466,1113739797471.549,186.92617749652263,2343.8448048876962
USA,United States,40,Oklahoma,Com,119423.56,122058171593.77104,70684782273.93726,51373389319.833786,0.0,79960415.51464264,244116343187.54208,669.5531058916904,3052.9649154066565
USA,United States,40,Oklahoma,Ind,24643.78,49905743663.74285,19664872640.12693,15747220120.01934,0.0,26128126.18520729,85317836423.88911,1060.232082302605,3265.3637623731584
USA,United States,40,Oklahoma,Res,1491376.53,184458202357.7942,181499208786.6696,187417195830.36743,4019800.0000000005,251275789.14354894,553374606974.8312,168.48581433928624,2202.259950554564
USA,United States,41,Oregon,Com,111798.45,135666107513.3025,76757946265.25183,58908161248.050674,0.0,69052543.95979764,271332215026.605,617.6520690563924,3929.358709573025
USA,United States,41,Oregon,Ind,29320.82,71394504419.13263,27190706582.928825,23268161396.31578,0.0,30015012.075380415,121853372398.37724,1023.6757387883564,4059.747572060001
USA,United States,41,Oregon,Res,1419643.48,245735625060.3485,268417506133.27567,223053744092.01373,4240137.0,266584400.77509618,737206875285.638,187.7826401704012,2765.37889367196
USA,United States,42,Pennsylvania,Com,329349.71,428231723351.6522,235789622283.32736,192442101068.3249,0.0,221104291.91466594,856463446703.3044,671.3359240992377,3873.5722372763894
USA,United States,42,Pennsylvania,Ind,74570.91,251223762323.52835,93944890792.82616,80251298666.57083,0.0,103633333.72924206,425419951782.92535,1389.7286988886424,4105.049374310394
USA,United States,42,Pennsylvania,Res,4420884.48,769190267886.2649,770286363005.4683,768094173144.2804,12972008.0,795514674.4159003,2307570804036.0137,179.94468709028567,2900.7268856860837
USA,United States,44,Rhode Island,Com,28091.84,32519301369.173084,18616079866.746254,13903221502.426832,0.0,17466829.64261198,65038602738.34617,621.7759193634871,3723.549382978944
USA,United States,44,Rhode Island,Ind,6241.6,14285417420.292822,5496396305.167956,4623280279.172639,0.0,6009303.796216357,24405094004.63342,962.7825871918028,4061.218209670082
USA,United States,44,Rhode Island,Res,299545.88,52022458663.0275,61345398604.668144,42699518793.99069,1093734.0,52510811.322274975,156067376061.68634,175.30139730940374,2972.0998806103553
USA,United States,45,South Carolina,Com,135880.26,155882694483.09933,90380556839.33789,65502137643.76145,0.0,95910395.57301067,311765388966.19867,705.8449518201588,3250.5901691216663
USA,United States,45,South Carolina,Ind,24379.41,62183038941.99706,24530357129.39345,19289013780.63279,0.0,31277846.578178994,106002409852.0233,1282.961588413296,3389.0571586208857
USA,United States,45,South Carolina,Res,1901754.29,349006032765.67206,395325581054.5007,302686484517.1053,5282634.0,374997166.0305504,1047018098337.2781,197.1848666267767,2792.0693626041407
USA,United States,46,South Dakota,Com,44687.590000000004,51075683735.72861,29856990028.275578,21218693707.453033,0.0,28962386.843278747,102151367471.45723,648.1080506529609,3527.0355314366407
USA,United States,46,South Dakota,Ind,4239.54,8784540593.939362,3711736083.597999,2775903458.7479086,0.0,4224030.994834863,15272180136.285269,996.3418188847994,3615.546418802339
USA,United States,46,South Dakota,Res,385305.83,68705953194.13948,79436999546.23645,57974906823.70863,909824.0,80212676.98251878,206117859564.08456,208.17924551652587,2569.641948354436
USA,United States,47,Tennessee,Com,169817.92,208842331469.01044,120236700999.42778,88605630469.58266,0.0,130070717.50753896,417684662938.0209,765.9422368825325,3211.212107858263
USA,United States,47,Tennessee,Ind,32507.29,92249199406.6512,36672375065.62634,28307867135.614883,0.0,46675030.69159126,157229441607.89243,1435.832722186047,3368.598569260675
USA,United States,47,Tennessee,Res,2511174.14,344218143521.57697,341305128993.92474,347131158003.4818,7051338.999999999,449711066.96538174,1032654430518.9835,179.08398298709054,2296.2619921436713
USA,United States,48,Texas,Com,754632.9400000001,906258403029.4835,519073553409.7825,387184849619.701,0.0,559982846.030979,1812516806058.967,742.0599027004824,3236.736301666455
USA,United States,48,Texas,Ind,140496.39,301346399572.9649,118914848199.51184,94803482126.12141,0.0,155510541.31328467,515064729898.59814,1106.865032712119,3312.088849726087
USA,United States,48,Texas,Res,8496861.24,1283423731742.4666,1396991073794.133,1169856390299.8823,30029572.000000004,1696256510.7762852,3850271195836.482,199.63330727244937,2269.8637684664923
USA,United States,49,Utah,Com,60665.07,82921016750.41025,47093363521.79491,35827653228.61535,0.0,47434401.501941964,165842033500.82053,781.9063177861983,3496.2396119624477
USA,United States,49,Utah,Ind,13873.43,39029478595.527885,14738006892.853285,11892031299.287924,0.0,18961425.4955638,65659516787.66909,1366.7438762846537,3462.794334900123
USA,United States,49,Utah,Res,957729.67,143166609068.84186,154793784419.2049,131539433800.79239,3380800.0000000005,169246735.58189985,429499827288.8392,176.71660478253727,2537.7141001399154
USA,United States,5,Arkansas,Com,91801.2,99554620075.82088,56727347917.427025,42827272158.39386,0.0,64016488.74095063,199109240151.64175,697.3382563730172,3110.280555332517
USA,United States,5,Arkansas,Ind,13976.27,32309914429.51607,12648653285.073574,10422337255.426016,0.0,15750588.345407918,55380904970.01566,1126.9522086656825,3516.1165891407454
USA,United States,5,Arkansas,Res,1148158.24,139804654114.82013,134491498695.82921,145117809340.3694,3045637.0,210027591.1058313,419413962151.01874,182.92564891214934,1996.9469722655595
USA,United States,50,Vermont,Com,24059.47,23764695095.249905,13694243620.216232,10070451475.033674,0.0,13466755.723234478,47529390190.49981,559.7278628014033,3529.386822432395
USA,United States,50,Vermont,Ind,4731.1,9647981095.510761,3963223572.4836206,3024632936.230542,0.0,4349782.218604025,16635837604.224924,919.4018766468739,3824.5219572311967
USA,United States,50,Vermont,Res,249421.28,47437848719.954025,55792170823.64217,39083526655.84998,647063.9999999999,55892862.59846012,142313546199.44617,224.09019229818773,2546.1846036020884
USA,United States,51,Virginia,Com,199003.42,241889589499.45966,137644310028.51474,104245279470.94493,0.0,140068472.07127997,483779178998.9193,703.8495723906652,3453.876320951992
USA,United States,51,Virginia,Ind,38587.08,77585918837.77357,31499581692.72226,25020308378.5539,0.0,38342176.3496222,134105808909.04974,993.6532214829989,3497.605552856708
USA,United States,51,Virginia,Res,2536189.34,425108982895.59534,448766906506.81885,401451059763.3121,8683619.000000013,473052214.6145669,1275326949165.7263,186.52085913055961,2695.953870979837
USA,United States,53,Washington,Com,176602.61000000002,217624027192.16473,123945882624.29399,93678144567.87076,0.0,111589648.1188316,435248054384.32947,631.8686236790702,3900.4339714454036
USA,United States,53,Washington,Ind,47089.57,116650306753.79604,44249479755.28259,38481253853.10532,0.0,45535603.34500886,199381040362.18396,966.9997696944113,4378.5746913582525
USA,United States,53,Washington,Res,2412437.92,413119954261.29095,486578941181.21027,339660967710.6588,7785786.0,441212014.67039853,1239359863153.16,182.89051544605076,2808.9893791287777
USA,United States,54,West Virginia,Com,38500.73,42553711545.783966,24436860974.72927,18116850571.0547,0.0,22848784.6176685,85107423091.56795,593.4636724464315,3724.811823284295
USA,United States,54,West Virginia,Ind,9525.73,28552106435.751873,10960083426.797697,8834630932.017893,0.0,11250718.363066252,48346820794.56746,1181.0872618755993,4297.220784877162
USA,United States,54,West Virginia,Res,729178.33,102179112883.09209,106641198961.5263,97717026777.25024,1775156.0,129226905.58059211,306537338621.86865,177.22263575851483,2372.086039239694
USA,United States,55,Wisconsin,Com,131006.86,216449853557.25607,123681737865.1029,92768115692.15317,0.0,107884117.25660919,432899707114.51215,823.4997560937586,4012.636133313608
USA,United States,55,Wisconsin,Ind,29050.09,94438715589.21553,37941195923.115616,30445669514.992107,0.0,37640140.539407276,162825581027.32324,1295.6978976453179,4325.849444075622
USA,United States,55,Wisconsin,Res,1903484.86,435699188168.51373,497122302503.1816,374276074386.91876,5892539.0,464290444.78632313,1307097565058.614,243.9160166403021,2815.2583791815264
USA,United States,56,Wyoming,Com,23120.36,23933398545.207012,13638548905.152555,10294849640.054459,0.0,13765999.469748,47866797090.414024,595.4059309521132,3477.1755727294294
USA,United States,56,Wyoming,Ind,7143.34,15223356046.359552,6030164962.513202,4722037160.068333,0.0,7069294.390418612,25975558168.941086,989.6343153788861,3674.4202086345604
USA,United States,56,Wyoming,Res,265272.7,35845314267.64224,41560988076.40501,30129640457.265236,581381.0,44661970.750598185,107535942801.31248,168.3624841553548,2407.774242695553
USA,United States,6,California,Com,701981.89,1086156026838.798,606930489874.4088,479225536964.3893,0.0,510209596.9388549,2172312053677.596,726.8130477537745,4257.685599626094
USA,United States,6,California,Ind,191800.5,593821845599.8159,221676064489.64343,195849849931.95044,0.0,217853434.97167307,1011347760021.4099,1135.8335091497315,4642.331024768615
USA,United States,6,California,Res,10179228.07,1907753311807.1213,1835266685831.2908,1980239939972.137,39046189.20385931,1824853312.8319023,5723259937610.549,179.27226900535516,3136.2849262272466
USA,United States,8,Colorado,Com,132855.48,148111776521.02756,84353920535.13431,63757855985.89324,0.0,86259696.43013445,296223553042.0551,649.2746586752345,3434.089908744111
USA,United States,8,Colorado,Ind,35651.4,66573209114.98709,25842339248.46532,21464573007.97572,0.0,31366538.93327637,113880121371.42813,879.8122635654244,3630.624392881745
USA,United States,8,Colorado,Res,1946141.55,314166415781.7571,349006250369.3286,279326581529.8713,5839926.0,345227220.0482888,942499247680.9569,177.39060144329625,2730.0838200102658
USA,United States,9,Connecticut,Com,86914.95,109489875218.25966,62060623571.8874,47429251646.37226,0.0,56482390.86446326,218979750436.51932,649.8581758887656,3876.9561111885173
USA,United States,9,Connecticut,Ind,23297.88,50728437922.02129,20016625251.165924,16553009131.17829,0.0,21109457.052515928,87298072304.36551,906.067721720428,4135.495862692542
USA,United States,9,Connecticut,Res,976922.61,199701872546.11978,233402930582.23657,166000814844.9435,3626204.9999999995,190123911.16946027,599105617973.2998,194.61512019817033,3151.1324077449053
