ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
VIR,U.S. Virgin Islands,VI-SC,Saint Croix,COM,1402.0,1724308307.0,1724308307.0,1338213943.0,386094347.0,157.0,1036382.0,3448616613.0,464337.0,0.0,739.0,1664.0
VIR,U.S. Virgin Islands,VI-SC,Saint Croix,IND,569.0,742649785.0,1103982588.0,626053758.0,116596020.0,124.0,447031.0,1846632373.0,225671.0,0.0,786.0,1661.0
VIR,U.S. Virgin Islands,VI-SC,Saint Croix,RES,20914.0,6575155785.0,3287550689.0,5181250460.0,1393905174.0,34112.0,4398366.0,9862706474.0,1494160.0,24170.0,210.0,1495.0
VIR,U.S. Virgin Islands,VI-SJ,Saint John,COM,184.0,135411172.0,135411172.0,112217450.0,23193720.0,27.0,69317.0,270822343.0,27893.0,0.0,377.0,1954.0
VIR,U.S. Virgin Islands,VI-SJ,Saint John,IND,3.0,493731.0,741565.0,416215.0,77516.0,1.0,305.0,1235296.0,140.0,0.0,102.0,1619.0
VIR,U.S. Virgin Islands,VI-SJ,Saint John,RES,3223.0,1146742482.0,573366066.0,914798342.0,231944123.0,3236.0,732459.0,1720108548.0,239463.0,3463.0,227.0,1566.0
VIR,U.S. Virgin Islands,VI-ST,Saint Thomas,COM,1269.0,1820169986.0,1820169986.0,1397315843.0,422854118.0,247.0,1122682.0,3640339972.0,508836.0,0.0,885.0,1621.0
VIR,U.S. Virgin Islands,VI-ST,Saint Thomas,IND,116.0,111130916.0,165915740.0,93683362.0,17447555.0,16.0,68403.0,277046656.0,36447.0,0.0,590.0,1625.0
VIR,U.S. Virgin Islands,VI-ST,Saint Thomas,RES,14673.0,6468909400.0,3234429358.0,5232132057.0,1236777203.0,34235.0,4243410.0,9703338758.0,1417077.0,26125.0,289.0,1524.0
