ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,TAXONOMY_HAZUS,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
VIR,U.S. Virgin Islands,RES,CR+,CR/LFM/CDM+ERM/H:1-3/RES:3,C1L/MC/RES4,TOTAL,26.0,34873292.0,17436580.0,30130525.0,4742768.0,114.0,19503.0,52309872.0,7113.0,0.0,750.0,1788.0
VIR,U.S. Virgin Islands,RES,CR+,CR/LWAL/CDM+ERM/H:1-3/RES:3,C2L/MC/RES4,TOTAL,12.0,16316246.0,8158071.0,14097236.0,2219010.0,53.0,9125.0,24474317.0,3869.0,0.0,760.0,1788.0
VIR,U.S. Virgin Islands,RES,OT,MOB/LO/CDH+ERH/H:1/RES,MH/HC/RES2,TOTAL,78.0,3313099.0,1654914.0,2504703.0,808396.0,43.0,4745.0,4968013.0,494.0,29.0,61.0,698.0
VIR,U.S. Virgin Islands,RES,OT,MOB/LO/CDM+ERM/H:1/RES,MH/MC/RES2,TOTAL,253.0,14228305.0,7110139.0,10756598.0,3471706.0,200.0,20369.0,21338443.0,2122.0,122.0,81.0,699.0
VIR,U.S. Virgin Islands,RES,OT,MOB/LO/CDM+ERM/H:1/RES:3,MH/MC/RES4,TOTAL,11.0,11225161.0,5612513.0,9698540.0,1526622.0,33.0,6278.0,16837675.0,654.0,0.0,571.0,1788.0
VIR,U.S. Virgin Islands,RES,OT,MOB/LO/CDN+ERL/H:1/RES,MH/PC/RES2,TOTAL,63.0,2991756.0,1493987.0,2261767.0,729988.0,37.0,4285.0,4485743.0,446.0,28.0,68.0,698.0
VIR,U.S. Virgin Islands,COM,MR|MCF,MR/LWAL/CDH+ERH/H:1-3/FC:3/COM:1,RM2L/HC/COM1,TOTAL,13.0,17986267.0,17986267.0,12698304.0,5287963.0,3.0,13477.0,35972534.0,7946.0,0.0,1037.0,1335.0
VIR,U.S. Virgin Islands,COM,MR|MCF,MR/LWAL/CDH+ERH/H:1-3/FC:3/COM:3,RM2L/HC/COM4,TOTAL,12.0,13250821.0,13250821.0,10706663.0,2544158.0,3.0,6489.0,26501641.0,3826.0,0.0,541.0,2042.0
VIR,U.S. Virgin Islands,COM,MR|MCF,MR/LWAL/CDH+ERH/H:1-3/FC:3/COM:5,RM2L/HC/COM8,TOTAL,22.0,20762076.0,20762076.0,18685868.0,2076208.0,5.0,8010.0,41524151.0,4723.0,0.0,364.0,2592.0
VIR,U.S. Virgin Islands,RES,MR|MCF,MR/LWAL/CDH+ERH/H:1-3/FC:3/RES:3,RM2L/HC/RES4,TOTAL,25.0,36076569.0,18038173.0,31170158.0,4906414.0,103.0,20176.0,54114742.0,8837.0,0.0,807.0,1788.0
VIR,U.S. Virgin Islands,COM,MR|MCF,MR/LWAL/CDH+ERH/H:1-3/FW:4/COM:1,RM1L/HC/COM1,TOTAL,16.0,30426533.0,30426533.0,21481131.0,8945401.0,5.0,22798.0,60853065.0,12176.0,0.0,1425.0,1335.0
VIR,U.S. Virgin Islands,COM,MR|MCF,MR/LWAL/CDH+ERH/H:1-3/FW:4/COM:5,RM1L/HC/COM8,TOTAL,14.0,13572900.0,13572900.0,12215610.0,1357290.0,5.0,5237.0,27145800.0,2797.0,0.0,374.0,2592.0
