-59.5334,7.9445,Barima-Waini,1,rural,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMN+RWO,60.4657,338.6081
-59.5334,7.9445,Barima-Waini,1,rural,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMT6+RME,181.3972,1015.8243
-59.5334,7.9445,Barima-Waini,1,rural,DX/MAT99//DY/MAT99///////////RSH99+RMT6+RME,181.3972,1015.8243
-59.5334,7.9445,Barima-Waini,1,rural,DX/MAT99//DY/MAT99///////////RSH99+RMT8+RWO,181.3972,1015.8243
-59.5334,7.9445,Barima-Waini,1,rural,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMT6+RME,241.8629,1354.4325
-59.5334,7.9445,Barima-Waini,1,rural,DX/W+W99//DY/W+W99///////////RSH99+RMN+RWO,60.4657,338.6081
-59.5334,7.9445,Barima-Waini,1,rural,DX/W+W99//DY/W+W99///////////RSH99+RMT6+RME,302.3287,1693.0406
-59.5334,7.9445,Barima-Waini,1,rural,DX/W+WLI//DY/W+WLI///////////RSH99+RMT6+RME,181.3972,1015.8243
-59.5334,7.9445,Barima-Waini,1,rural,DX/W+WS//DY/W+WS///////////RSH99+RMT6+RME,1148.849,6433.5542
-59.5334,7.9445,Barima-Waini,1,rural,DX/W+WS//DY/W+WS///////////RSH99+RMT8+RWO,1027.9175,5756.338
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/MAT99//DY/MAT99///////////RSH99+RMT6+RME,147.6177,826.6592
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/MAT99//DY/MAT99///////////RSH99+RMT7+R99,147.6177,826.6592
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/MAT99//DY/MAT99///////////RSH99+RMT8+RWO,442.8532,2479.9777
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/MUR+ADO//DY/MUR+ADO///////////RSH99+RMT6+RME,147.6177,826.6592
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMN+RWO,147.6177,826.6592
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMT6+RME,295.2354,1653.3185
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/W+WLI//DY/W+WLI///////////RSH99+RMT6+RME,295.2354,1653.3185
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/W+WS//DY/W+WS///////////RSH99+RMT6+RME,4576.1494,25626.4365
-58.7098,7.3085,Cuyuni-Mazaruni,2,rural,DX/W+WS//DY/W+WS///////////RSH99+RMT7+R99,885.7063,4959.9554
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMN+RC,1.1444,18.8825
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMN+RWO,883.2811,4946.3744
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMN+RWO,11.4439,188.8247
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMT2+RME,1.1444,18.8825
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMT6+RME,2649.8434,14839.1231
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMT6+RME,75.5299,1246.243
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMT7+R99,824.3957,4616.6161
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/CR+CIP//DY/CR+CIP///////////RSH99+RMT7+R99,2.2888,37.7649
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/MAT99//DY/MAT99///////////RSH99+RMN+RWO,3.4332,18.8825
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/MAT99//DY/MAT99///////////RSH99+RMT6+RME,117.7708,659.5166
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/MAT99//DY/MAT99///////////RSH99+RMT6+RME,10.2995,56.6474
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMN+RC,2.2888,37.7649
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMN+RWO,529.9687,2967.8246
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMN+RWO,8.0107,132.1773
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMT2+RME,58.8854,329.7583
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMT2+RME,1.1444,18.8825
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMT6+RME,2178.7601,12201.0568
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMT6+RME,60.6528,1000.7709
-58.5219,6.7548,Demerara-Mahaica,3,rural,DX/MUR+CBS//DY/MUR+CBS///////////RSH99+RMT7+R99,176.6562,989.2749
-58.5219,6.7548,Demerara-Mahaica,3,urban,DX/MUR+CLBRS//DY/MUR+CLBRS///////////RSH99+RMN+RWO,1.1444,18.8825
