ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERH/H:1/IND:3,TOTAL,1.0,155102.0,51701.0,0.0,310.0,206802.0,190.0,0.0,310.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERH/H:1/IND:4,TOTAL,1.0,150168.0,50056.0,0.0,300.0,200224.0,184.0,0.0,300.0,501.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,IND,CR-,CR+PC/LFLS/CDL+ERH/H:1/IND:4,TOTAL,1.0,150522.0,50174.0,0.0,301.0,200696.0,184.0,0.0,301.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERH/H:1/IND:4,TOTAL,11.0,1672723.0,557576.0,0.0,3345.0,2230298.0,2049.0,0.0,304.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERH/H:1/IND:6,TOTAL,1.0,75084.0,25028.0,0.0,150.0,100112.0,92.0,0.0,150.0,501.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERH/H:1/IND:6,TOTAL,20.0,1524352.0,508115.0,0.0,3049.0,2032466.0,1868.0,0.0,152.0,500.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,IND,CR-,CR+PC/LFLS/CDL+ERH/H:1/IND:6,TOTAL,4.0,302236.0,100744.0,0.0,604.0,402980.0,370.0,0.0,151.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERH/H:2/COM:1,TOTAL,1.0,45605.0,8048.0,0.0,91.0,53653.0,54.0,0.0,91.0,501.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,COM,CR-,CR+PC/LFLS/CDL+ERH/H:2/COM:2,TOTAL,1.0,100429.0,17723.0,0.0,201.0,118152.0,118.0,0.0,201.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERH/H:2/COM:3,TOTAL,1.0,487090.0,85957.0,0.0,974.0,573047.0,574.0,0.0,974.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERH/H:2/IND:2,TOTAL,1.0,150168.0,50056.0,0.0,300.0,200224.0,184.0,0.0,300.0,501.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERH/H:2/IND:2,TOTAL,1.0,150260.0,50086.0,0.0,301.0,200346.0,184.0,0.0,301.0,499.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERH/H:3/COM:3,TOTAL,1.0,602136.0,106259.0,0.0,1204.0,708395.0,711.0,0.0,1204.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERH/H:3/COM:3A,TOTAL,1.0,270961.0,47817.0,0.0,542.0,318778.0,320.0,0.0,542.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERH/H:>2/IND:2,TOTAL,8.0,1806893.0,602299.0,0.0,3614.0,2409192.0,2217.0,0.0,452.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:1,TOTAL,3.0,67701.0,11947.0,0.0,135.0,79650.0,80.0,0.0,45.0,501.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:1,TOTAL,8.0,182264.0,32164.0,0.0,365.0,214430.0,215.0,0.0,46.0,499.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:1,TOTAL,9.0,203626.0,35935.0,0.0,407.0,239562.0,240.0,0.0,45.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:1,TOTAL,3.0,67617.0,11932.0,0.0,135.0,79550.0,80.0,0.0,45.0,501.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:2,TOTAL,10.0,510019.0,90004.0,0.0,1020.0,600023.0,601.0,0.0,102.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:2,TOTAL,3.0,150261.0,26517.0,0.0,301.0,176778.0,177.0,0.0,100.0,499.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:2,TOTAL,4.0,204582.0,36103.0,0.0,409.0,240685.0,241.0,0.0,102.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:3,TOTAL,10.0,507250.0,89514.0,0.0,1014.0,596763.0,598.0,0.0,101.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:3,TOTAL,4.0,210365.0,37124.0,0.0,421.0,247489.0,248.0,0.0,105.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:3,TOTAL,6.0,304272.0,53696.0,0.0,609.0,357968.0,359.0,0.0,102.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:3,TOTAL,6.0,303945.0,53637.0,0.0,608.0,357583.0,358.0,0.0,101.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:3A,TOTAL,2.0,121186.0,21386.0,0.0,242.0,142571.0,143.0,0.0,121.0,501.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:3A,TOTAL,6.0,252785.0,44609.0,0.0,506.0,297395.0,298.0,0.0,84.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:3A,TOTAL,4.0,165322.0,29175.0,0.0,331.0,194496.0,195.0,0.0,83.0,499.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:5,TOTAL,2.0,45310.0,7996.0,0.0,91.0,53308.0,53.0,0.0,46.0,498.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:5,TOTAL,1.0,22666.0,4000.0,0.0,45.0,26666.0,27.0,0.0,45.0,504.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:1/COM:5,TOTAL,1.0,22540.0,3978.0,0.0,45.0,26517.0,27.0,0.0,45.0,501.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:1,TOTAL,8.0,2029785.0,676594.0,0.0,4060.0,2706379.0,2487.0,0.0,508.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:1,TOTAL,16.0,4039926.0,1346643.0,0.0,8080.0,5386570.0,4949.0,0.0,505.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:1,TOTAL,10.0,2504350.0,834783.0,0.0,5009.0,3339133.0,3068.0,0.0,501.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:1,TOTAL,18.0,4548011.0,1516006.0,0.0,9096.0,6064017.0,5572.0,0.0,505.0,500.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:1,TOTAL,1.0,251072.0,83691.0,0.0,502.0,334763.0,308.0,0.0,502.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:2,TOTAL,16.0,1214314.0,404770.0,0.0,2429.0,1619084.0,1488.0,0.0,152.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:2,TOTAL,25.0,1885923.0,628633.0,0.0,3772.0,2514556.0,2311.0,0.0,151.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:2,TOTAL,5.0,377175.0,125725.0,0.0,754.0,502900.0,462.0,0.0,151.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:2,TOTAL,2.0,150262.0,50088.0,0.0,301.0,200348.0,184.0,0.0,150.0,499.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:2,TOTAL,2.0,150757.0,50252.0,0.0,302.0,201009.0,185.0,0.0,151.0,499.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:3,TOTAL,3.0,452223.0,150741.0,0.0,904.0,602964.0,554.0,0.0,301.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:3,TOTAL,1.0,152376.0,50792.0,0.0,305.0,203168.0,187.0,0.0,305.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:3,TOTAL,1.0,150012.0,50004.0,0.0,300.0,200016.0,184.0,0.0,300.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:4,TOTAL,31.0,4705507.0,1568499.0,0.0,9411.0,6274010.0,5765.0,0.0,304.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:4,TOTAL,25.0,3802141.0,1267382.0,0.0,7604.0,5069522.0,4658.0,0.0,304.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:4,TOTAL,6.0,901566.0,300522.0,0.0,1803.0,1202088.0,1105.0,0.0,300.0,500.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:4,TOTAL,1.0,152523.0,50841.0,0.0,305.0,203364.0,187.0,0.0,305.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:4,TOTAL,5.0,751425.0,250475.0,0.0,1503.0,1001900.0,921.0,0.0,301.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:6,TOTAL,7.0,530651.0,176883.0,0.0,1061.0,707534.0,650.0,0.0,152.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:6,TOTAL,39.0,2955150.0,985047.0,0.0,5910.0,3940197.0,3620.0,0.0,152.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:6,TOTAL,11.0,826437.0,275480.0,0.0,1653.0,1101914.0,1012.0,0.0,150.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERL/H:1/IND:6,TOTAL,29.0,2204568.0,734855.0,0.0,4409.0,2939423.0,2701.0,0.0,152.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:1,TOTAL,2.0,92508.0,16325.0,0.0,185.0,108833.0,109.0,0.0,92.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:1,TOTAL,3.0,136267.0,24047.0,0.0,273.0,160315.0,161.0,0.0,91.0,499.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:1,TOTAL,2.0,90292.0,15934.0,0.0,181.0,106226.0,106.0,0.0,90.0,499.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:1,TOTAL,3.0,135235.0,23865.0,0.0,270.0,159100.0,159.0,0.0,90.0,501.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:2,TOTAL,1.0,100356.0,17710.0,0.0,201.0,118066.0,118.0,0.0,201.0,499.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:2,TOTAL,1.0,101850.0,17974.0,0.0,204.0,119824.0,120.0,0.0,204.0,499.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:2,TOTAL,5.0,901566.0,159101.0,0.0,1803.0,1060667.0,1063.0,0.0,361.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:2,TOTAL,3.0,300963.0,53112.0,0.0,602.0,354075.0,355.0,0.0,201.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:3,TOTAL,3.0,1068346.0,188532.0,0.0,2137.0,1256878.0,1260.0,0.0,712.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:3,TOTAL,6.0,981705.0,173243.0,0.0,1963.0,1154948.0,1158.0,0.0,327.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:3,TOTAL,2.0,201578.0,35572.0,0.0,403.0,237150.0,238.0,0.0,202.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:3,TOTAL,1.0,101850.0,17974.0,0.0,204.0,119824.0,120.0,0.0,204.0,499.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:3A,TOTAL,2.0,90156.0,15910.0,0.0,180.0,106066.0,106.0,0.0,90.0,501.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:3A,TOTAL,3.0,570981.0,100761.0,0.0,1142.0,671742.0,673.0,0.0,381.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:5,TOTAL,1.0,482746.0,85190.0,0.0,965.0,567936.0,569.0,0.0,965.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:5,TOTAL,1.0,480835.0,84853.0,0.0,962.0,565688.0,567.0,0.0,962.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:2/COM:5,TOTAL,1.0,482506.0,85148.0,0.0,965.0,567654.0,569.0,0.0,965.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,IND,CR-,CR+PC/LFLS/CDL+ERL/H:2/IND:2,TOTAL,5.0,751305.0,250435.0,0.0,1503.0,1001740.0,921.0,0.0,301.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERL/H:2/IND:2,TOTAL,5.0,765517.0,255173.0,0.0,1531.0,1020690.0,939.0,0.0,306.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:2/IND:2,TOTAL,11.0,1668558.0,556184.0,0.0,3337.0,2224740.0,2046.0,0.0,303.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,IND,CR-,CR+PC/LFLS/CDL+ERL/H:2/IND:2,TOTAL,5.0,757305.0,252435.0,0.0,1515.0,1009740.0,928.0,0.0,303.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,COM,CR-,CR+PC/LFLS/CDL+ERL/H:3/COM:1,TOTAL,1.0,274995.0,48529.0,0.0,550.0,323524.0,325.0,0.0,550.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:3/COM:1,TOTAL,1.0,270867.0,47800.0,0.0,542.0,318667.0,320.0,0.0,542.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:3/COM:1,TOTAL,2.0,540940.0,95460.0,0.0,1082.0,636400.0,638.0,0.0,541.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:3/COM:1,TOTAL,3.0,1285735.0,226894.0,0.0,2571.0,1512631.0,1517.0,0.0,857.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:3/COM:3,TOTAL,4.0,2404176.0,424268.0,0.0,4808.0,2828444.0,2837.0,0.0,1202.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,COM,CR-,CR+PC/LFLS/CDL+ERL/H:3/COM:3,TOTAL,2.0,1206642.0,212936.0,0.0,2413.0,1419578.0,1424.0,0.0,1206.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,COM,CR-,CR+PC/LFLS/CDL+ERL/H:3/COM:3,TOTAL,1.0,629292.0,111052.0,0.0,1259.0,740344.0,743.0,0.0,1259.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,RES,CR-,CR+PC/LFLS/CDL+ERL/H:3/RES:2,RURAL,4.0,709036.0,125124.0,160.0,2026.0,834160.0,749.0,37.0,506.0,350.0
TJK,Tajikistan,TJ-SU,Sughd,RES,CR-,CR+PC/LFLS/CDL+ERL/H:3/RES:2,RURAL,3.0,1065828.0,188088.0,240.0,3045.0,1253916.0,1125.0,42.0,1015.0,350.0
TJK,Tajikistan,TJ-KT,Khatlon,RES,CR-,CR+PC/LFLS/CDL+ERL/H:3/RES:2,RURAL,25.0,4679474.0,825799.0,1078.0,13370.0,5505265.0,4941.0,162.0,535.0,350.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:4/COM:1,TOTAL,1.0,360626.0,63640.0,0.0,721.0,424266.0,426.0,0.0,721.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:4/COM:2,TOTAL,1.0,601044.0,106067.0,0.0,1202.0,707111.0,710.0,0.0,1202.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:4/COM:3,TOTAL,1.0,801392.0,141422.0,0.0,1603.0,942814.0,946.0,0.0,1603.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,RES,CR-,CR+PC/LFLS/CDL+ERL/H:4/RES:2,URBAN,328.0,452518979.0,79856287.0,66061.0,905038.0,532375274.0,334653.0,15650.0,2759.0,500.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,RES,CR-,CR+PC/LFLS/CDL+ERL/H:4/RES:2,URBAN,8.0,1643003.0,289941.0,278.0,3286.0,1932944.0,1215.0,62.0,411.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,RES,CR-,CR+PC/LFLS/CDL+ERL/H:4/RES:2,URBAN,127.0,98266267.0,17341094.0,15849.0,196533.0,115607357.0,72671.0,3772.0,1548.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,RES,CR-,CR+PC/LFLS/CDL+ERL/H:4/RES:2,URBAN,132.0,81310812.0,14348947.0,12907.0,162622.0,95659747.0,60132.0,2766.0,1232.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,RES,CR-,CR+PC/LFLS/CDL+ERL/H:4/RES:2,URBAN,141.0,74140605.0,13083656.0,11768.0,148281.0,87224170.0,54830.0,3247.0,1052.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,COM,CR-,CR+PC/LFLS/CDL+ERL/H:5/COM:1,TOTAL,1.0,450783.0,79550.0,0.0,902.0,530333.0,533.0,0.0,902.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,RES,CR-,CR+PC/LFLS/CDL+ERL/H:5/RES:2,URBAN,5.0,2629100.0,463960.0,417.0,5258.0,3093057.0,1945.0,115.0,1052.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,RES,CR-,CR+PC/LFLS/CDL+ERL/H:5/RES:2,URBAN,3.0,1847973.0,326112.0,293.0,3696.0,2174085.0,1367.0,63.0,1232.0,500.0
TJK,Tajikistan,TJ-GB,Kŭhistoni Badakhshon,RES,CR-,CR+PC/LFLS/CDL+ERL/H:5/RES:2,URBAN,1.0,205375.0,36243.0,35.0,411.0,241618.0,152.0,8.0,411.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,RES,CR-,CR+PC/LFLS/CDL+ERL/H:5/RES:2,URBAN,37.0,51046347.0,9008170.0,7452.0,102093.0,60054517.0,37773.0,1765.0,2759.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,IND,CR-,CR+PC/LFLS/CDL+ERL/H:>2/IND:2,TOTAL,5.0,1140728.0,380243.0,0.0,2281.0,1520970.0,1400.0,0.0,456.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,IND,CR-,CR+PC/LFLS/CDL+ERL/H:>2/IND:2,TOTAL,11.0,2479312.0,826430.0,0.0,4959.0,3305742.0,3042.0,0.0,451.0,500.0
TJK,Tajikistan,TJ-RA,Nohiyahoi tobei jumhurí,IND,CR-,CR+PC/LFLS/CDL+ERL/H:>2/IND:2,TOTAL,2.0,450792.0,150264.0,0.0,902.0,601056.0,553.0,0.0,451.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:>2/IND:2,TOTAL,9.0,2034590.0,678199.0,0.0,4069.0,2712789.0,2496.0,0.0,452.0,500.0
TJK,Tajikistan,TJ-KT,Khatlon,IND,CR-,CR+PC/LFLS/CDL+ERL/H:>2/IND:3,TOTAL,1.0,450203.0,150068.0,0.0,900.0,600270.0,552.0,0.0,900.0,500.0
TJK,Tajikistan,TJ-DU,Dushanbe,IND,CR-,CR+PC/LFLS/CDL+ERL/H:>2/IND:3,TOTAL,1.0,450783.0,150261.0,0.0,902.0,601044.0,553.0,0.0,902.0,500.0
TJK,Tajikistan,TJ-SU,Sughd,RES,CR-,CR+PC/LFLS/CDL+ERL/H:>5/RES:2,URBAN,4.0,2103279.0,371167.0,334.0,4207.0,2474446.0,1557.0,92.0,1052.0,500.0
