ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
ALB,Albania,Com,29424.800000000003,2465362532.8,1479217519.84,986145013.0,0.0,0.0,6225319.423180508,4930725065.29,211.567093852142,792.043705730187
ALB,Albania,Ind,15926.000000325,1745258972.62,727191238.68,436314743.15,0.0,0.0,5016690.000102375,2908764954.35,314.99999999999994,579.8175598433711
ALB,Albania,Res,598267.0,5356866422.37,13392166056.25,8035299633.85,1012052.432,2853999.9999999995,60048751.424,26784332112.96,100.37115773392148,446.0431145992981
AND,Andorra,Com,4252.182036,2433102064.92,1459861239.02,973240826.06,0.0,0.0,1777392.5235496322,4866204129.93,417.9953982453709,2737.833126591362
AND,Andorra,Ind,1206.0,860627664.23,358594860.11,215156916.06,0.0,0.0,824615.3846153845,1434379440.4,683.7606837606837,1739.4526795895526
AND,Andorra,Res,12616.075716666666,639728140.61,1599320351.61,959592210.99,27244.986,77000.0,2150235.6720000003,3198640703.2799997,170.4361736795379,1487.5768014325824
AUT,Austria,Com,94262.1,153073720866.07,91844232519.71,61229488346.58,0.0,0.0,95223383.8,306147441732.32,1010.1979883749672,3215.044766475942
AUT,Austria,Ind,30100.0,71949121018.65,29978800424.15,17987280253.95,0.0,0.0,53639678.53095998,119915201699.26,1782.0491206298996,2235.568985187837
AUT,Austria,Res,2191280.0,162597445866.78,406493614666.72,243896168799.99,4441311.873913322,8877000.0,441455964.4640295,812987229333.39,201.4603174692552,1841.604360970489
BLR,Belarus,Com,61349.7985,14239015828.393536,8543409497.036121,5695606331.357414,0.0,0.0,12302695.999598809,28478031656.78707,200.5336007680418,2314.779757031771
BLR,Belarus,Ind,24388.0,12629572200.0,5262321750.0,3157393050.0,0.0,0.0,7504000.000000001,21049287000.0,307.69230769230774,2805.0755597014922
BLR,Belarus,Res,1630265.5386,32975338272.89428,82438345682.23569,49463007409.341415,3961544.9153,9991862.2801,215975612.81471997,164876691364.47137,132.47879422157834,763.4042066865898
BEL,Belgium,Com,105619.9999943,183045136913.13,109827082147.9,73218054765.17,0.0,0.0,118729236.55439374,366090273825.96,1124.11699072904,3083.4045973018797
BEL,Belgium,Ind,59200.0,212552244585.81,88563435245.47,53138061146.62,0.0,0.0,163649572.46045,354253740978.15,2764.35088615625,2164.7092360339916
BEL,Belgium,Res,3681642.774134948,151824717130.68,379561792827.02,227737075696.21,5203479.0,11484000.000000004,416983026.466,759123585653.18,113.26004505257191,1820.5143554328283
BIH,Bosnia_and_Herzegovina,Com,14208.77,4321210046.76,2592726027.95,1728484018.5,0.0,0.0,9001325.915895034,8642420093.72,633.504935043289,960.1274494970503
BIH,Bosnia_and_Herzegovina,Ind,6587.0,4642298697.37,1934291124.25,1160574674.57,0.0,0.0,10566670.710349998,7737164496.69,1604.1704433505386,732.2234891933831
BIH,Bosnia_and_Herzegovina,Res,1078156.0,11086799154.71,27716997886.98,16630198732.32,1607994.303728,3301000.0,119540736.63296,55433995773.88,110.87517635013857,463.7247296215475
BGR,Bulgaria,Com,80749.9,26736816899.09,16042090139.46,10694726759.8,0.0,0.0,36592813.2778,53473633798.44,453.1623355298273,1461.3151875611925
BGR,Bulgaria,Ind,51807.00000000001,65143843356.97,27143268065.5,16285960839.35,0.0,0.0,106371889.75825001,108573072261.51,2053.233921250989,1020.6932725202362
BGR,Bulgaria,Res,2060744.0,33850268123.69,84625670308.23,50775402184.26,3887127.5412350004,6976000.0,283732312.627685,169251340615.36,137.68440554852276,596.5176791035868
HRV,Croatia,Com,33961.130000000005,14026463259.26,8415877956.55,5610585303.4,0.0,0.0,20413345.58325649,28052926520.51,601.0796926738448,1374.2444326969937
HRV,Croatia,Ind,27000.000000000004,9266385959.53,3860994150.09,2316596489.81,0.0,0.0,17423209.490009997,15443976598.85,645.3040551855554,886.402508545005
HRV,Croatia,Res,1609059.4023457696,27216272166.08,68040680415.81,40824408249.21,2162144.0,4068000.0000000005,164299501.48881578,136081360831.65,102.10903416573156,828.2518181646055
CYP,Cyprus,Com,15470.1,7654047004.88,4592428202.91,3061618801.97,0.0,0.0,7077330.422145,15308094009.81,457.48446500959915,2162.9757403880567
CYP,Cyprus,Ind,6827.634954639,13440488025.27,5600203343.86,3360122006.29,0.0,0.0,15318139.048931468,22400813375.46,2243.54980175436,1462.3717217805638
CYP,Cyprus,Res,264315.1043055556,13084725146.92,32711812867.41,19627087720.65,431059.0,875900.0000000001,60968568.830000006,65423625734.92,230.66623071044268,1073.071370878692
CZE,Czechia,Com,108910.01000000001,77270746769.53,46362448061.73,30908298707.87,0.0,0.0,59721496.79818,154541493539.13,548.3563613498887,2587.702951608534
CZE,Czechia,Ind,80000.0,126003624099.8,52501510041.35,31500906026.01,0.0,0.0,120435048.04576395,210006040163.94,1505.4381005720495,1743.7286202944852
CZE,Czechia,Res,2184310.30023,67634216490.86,169085541226.95,101451324736.06,4687264.76429,10670000.0,324473404.60612,338171082453.83,148.5473032709474,1042.2151019259582
DNK,Denmark,Com,81989.91,123706130799.42,74223678479.51,49482452320.06,0.0,0.0,69940623.43784,247412261599.22,853.0393976263664,3537.4614842990154
DNK,Denmark,Ind,68481.0,97796041553.56,40748350647.97,24449010388.29,0.0,0.0,70451066.57,162993402589.0,1028.7680753785721,2313.5689851771112
DNK,Denmark,Res,1536289.5533,117788974517.81999,294472436294.79,176683461776.9,2886235.06395,5818999.999999999,285063807.70375,588944872589.52,185.5534375609231,2066.01068488349
EST,Estonia,Com,12890.2,5870497165.639999,3522298299.39,2348198866.23,0.0,0.0,6705926.9572,11740994331.43,520.2345159268281,1750.8383861568852
