ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
EST,Estonia,Ind,9900.0,12268752763.87,5111980318.15,3067188190.92,0.0,0.0,17659110.74,20447921273.23,1783.7485595959595,1157.9247434534182
EST,Estonia,Res,212146.04020000002,8135442440.09,20338606100.48,12203163660.22,640350.9984,1327000.0,39087195.1982,40677212200.75,184.24664048101332,1040.6787182986006
FIN,Finland,Com,61620.31,56541589877.82,33924953926.72,22616635951.16,0.0,0.0,36605575.56285,113083179755.59,594.0504934631131,3089.233757885644
FIN,Finland,Ind,40000.00000000001,111145286175.44,46310535906.78,27786321544.25,0.0,0.0,75693939.1495001,185242143626.26,1892.348478737502,2447.251995439101
FIN,Finland,Res,1236899.9803,78558156038.62999,196395390096.37,117837234057.81,2832037.8035,5520000.0,178584776.6081,392790780192.8,144.38093576878038,2199.463961336245
FRA,France,Com,596577.2,760427831360.51,456256698816.14,304171132544.15,0.0,0.0,474875690.722196,1520855662720.77,796.0004014940498,3202.6395379553683
FRA,France,Ind,300500.0,819163587877.25,341318161616.4,204790896970.37,0.0,0.0,604476236.2938671,1365272646458.19,2011.5681740228522,2258.604332949262
FRA,France,Res,14449760.879751403,1121332894631.77,2803332236537.41,1681999341906.42,33168208.78387958,67060000.0,3025259009.6504517,5606664473067.85,209.36394967544257,1853.2841172219703
DEU,Germany,Com,623809.3,1459442933962.08,875665760377.3,583777173584.76,0.0,0.0,889503086.9867,2918885867924.73,1425.921490729138,3281.4791883553894
DEU,Germany,Ind,388400.0,626570993761.1,261071247400.33,156642748440.44,0.0,0.0,449822168.90013754,1044284989601.21,1158.1415265194066,2321.550741161994
DEU,Germany,Res,18922618.0,1636513234206.21,4091283085497.88,2454769851309.45,40543846.750656,83133000.0,3575491461.008957,8182566171005.39,188.9533182463947,2288.515092327021
GIB,Gibraltar,Com,1400.0,1217355416.71,730413250.04,486942166.67,0.0,0.0,704843.1,2434710833.46,503.45935714285713,3454.2593003464176
GIB,Gibraltar,Ind,59.0,65318492.730000004,27216038.64,16329623.18,0.0,0.0,50490.0,108864154.56,855.7627118644068,2156.1527938205586
GIB,Gibraltar,Res,4045.4345000000003,285802744.09,714506860.16,428704116.1,8143.1065,34000.0,778529.4809999999,1429013720.37,192.44644326833122,1835.5293604738906
GRC,Greece,Com,249708.0,55125962250.26,33075577349.5,22050384899.58,0.0,0.0,56833439.787360005,110251924502.65,227.59959547695712,1939.912926529752
GRC,Greece,Ind,51229.0,43374463744.92,18072693227.69,10843615936.64,0.0,0.0,62247430.37897798,72290772909.26,1215.0818946100446,1161.3454960170345
GRC,Greece,Res,3051157.8920203694,102364819266.57,255912048168.18,153547228901.29,6017090.626899566,10716000.0,489164247.47184193,511824096335.8,160.32085679706813,1046.3235998564314
HUN,Hungary,Com,80678.2,63042352565.73,37825411539.52,25216941026.22,0.0,0.0,60536255.9658,126084705131.44,750.3421737941601,2082.7965509243195
HUN,Hungary,Ind,62100.0,72181319257.31,30075549690.11,18045329814.8,0.0,0.0,82345387.95243089,120302198761.95,1326.012688444942,1460.946408212272
HUN,Hungary,Res,2681290.987218667,71212001703.28,178030004258.5,106818002555.46,4381920.48,9770000.0,337392519.59840006,356060008517.02,125.83211639717668,1055.3286982794993
ISL,Iceland,Com,8486.699999999999,12812436071.28,7687461642.78,5124974428.51,0.0,0.0,5182639.53901604,25624872142.510002,610.6778299004372,4944.36704493924
ISL,Iceland,Ind,5479.999999999999,7578523340.29,3157718058.35,1894630834.69,0.0,0.0,4252598.523396999,12630872233.59,776.0216283571167,2970.153933905896
ISL,Iceland,Res,60103.12166666667,6528559567.42,16321398918.59,9792839351.17,119565.0,361000.0,14705397.290000001,32642797836.88,244.66944282123114,2219.783470867382
IRL,Ireland,Com,46390.01,95633467064.6,57380080238.67,38253386825.94,0.0,0.0,58779462.84628,191266934129.48,1267.071570932621,3253.975536143995
IRL,Ireland,Ind,28100.000000000004,31246433055.83,13019347106.59,7811608263.96,0.0,0.0,22388171.396700013,52077388425.78,796.7320781743776,2326.1117445909913
IRL,Ireland,Res,1854313.521,67311350626.01,168278376565.03,100967025939.01,2089815.37615,4941000.0,184276467.6485,336556753129.89,99.37719029796149,1826.368594018519
IMN,Isle_of_Man,Com,3376.3999999999996,1859499157.75,1115699494.65,743799663.11,0.0,0.0,1372497.602,3718998315.46,406.4973350313944,2709.657423110019
IMN,Isle_of_Man,Ind,908.5,317485756.63,132285731.96,79371439.21,0.0,0.0,272550.0,529142927.82,300.0,1941.452679581728
IMN,Isle_of_Man,Res,15624.013799999999,1030299217.2099999,2575748043.04,1545448825.8200002,31674.4004,84999.99999999999,3271773.52,5151496086.09,209.406722362214,1574.5271042141082
ITA,Italy,Com,546326.78,285442737878.97,171265642724.68,114177095151.02,0.0,0.0,211865934.62985113,570885475760.65,387.80074926923976,2694.560013897649
ITA,Italy,Ind,287039.00000000006,618985176740.26,257910490310.2,154746294188.74,0.0,0.0,500000000.00000006,1031641961231.46,1741.9235713613828,2063.2839224629197
ITA,Italy,Res,11354381.262771798,879716833049.65,2199292082824.83,1319575249602.62,31208160.998513486,60296999.99986313,3101724057.6639686,4398584165579.98,273.17420349744225,1418.1094397200275
XKX,Kosovo,Com,37436.6,2909524732.07,1745714839.28,1163809892.76,0.0,0.0,6578144.18652098,5819049464.56,175.71425253684842,884.6035142378894
XKX,Kosovo,Ind,7149.0,1717281641.96,715534017.46,429320410.59000003,0.0,0.0,4888205.12820513,2862136069.9,683.760683760684,585.5188141318714
XKX,Kosovo,Res,247680.0,2831798939.46,7079497348.73,4247698409.43,412892.783,1793999.9999999998,32411922.51,14158994697.34,130.8620902374031,436.8452594248782
LVA,Latvia,Com,20310.2,10406085122.59,6243651073.559999,4162434049.04,0.0,0.0,12811742.8049,20812170245.24,630.8033798239308,1624.46050956316
LVA,Latvia,Ind,13200.0,14393580236.63,5997325098.29,3598395059.3,0.0,0.0,20717495.27,23989300395.7,1569.5072174242423,1157.9247434624851
LVA,Latvia,Res,349765.3478,12754338242.75,31885845606.84,19131507364.12,1051194.294317744,1913000.0,60752624.25732374,63771691213.72,173.69537788535536,1049.6944287313204
LIE,Liechtenstein,Com,3141.6,4147747145.5499997,2488648287.3,1659098858.19,0.0,0.0,1981386.8032,8295494290.99,630.6935329768271,4186.7111851116215
LIE,Liechtenstein,Ind,593.0,616669807.53,256945753.15,154167451.87,0.0,0.0,390264.95726495737,1027783012.4399999,658.1196581196583,2633.5518813753524
LIE,Liechtenstein,Res,10439.1941,690561370.84,1726403427.0,1035842056.1800001,15886.8204,38000.0,1445429.877,3452806854.04,138.46182599478632,2388.7750689132877
LTU,Lithuania,Com,69890.01000000001,24493583749.54,14696150249.63,9797433499.82,0.0,0.0,32461728.31607,48987167499.21,464.4687891169281,1509.074533008126
LTU,Lithuania,Ind,21800.0,34259239379.7,14274683074.87,8564809845.16,0.0,0.0,49311263.64000001,57098732298.89,2261.984570642202,1157.9247434367712
LTU,Lithuania,Res,507533.3076,15464147691.65,38660369229.72,23196221537.28,1331551.972,2786999.9999807943,75574312.1234,77320738456.87,148.90512798218566,1023.1087294664142
LUX,Luxembourg,Com,9189.7,15261818993.53,9157091396.0,6104727597.45,0.0,0.0,10283381.1004,30523637987.04,1119.011621750438,2968.2492255249294
LUX,Luxembourg,Ind,2099.9999999999995,6583973061.25,2743322108.7,1645993265.33,0.0,0.0,5044251.299999999,10973288435.16,2402.0244285714284,2175.404789043718
LUX,Luxembourg,Res,119597.3389,10407290243.0,26018225607.5,15610935364.51,234576.1412,620000.0,27558108.964,52036451214.94,230.42409820708812,1888.2446282114934
MLT,Malta,Com,13030.00000052,3030044264.36,1818026558.61,1212017705.75,0.0,0.0,2264451.290818663,6060088528.7,173.78751271897877,2676.1840951364015
MLT,Malta,Ind,9872.0,4966336106.97,2069306711.4,1241584026.79,0.0,0.0,4732927.75416,8277226844.86,479.4294726661264,1748.859749144648
MLT,Malta,Res,94354.727960199,4030319792.67,10075799481.68,6045479689.04,223850.0,502999.99999999994,23818211.454576157,20151598963.41,252.43262282122447,846.0584457334769
MDA,Moldova,Com,19204.2,1992979520.05,1195787712.21,797191808.05,0.0,0.0,4462581.0546,3985959039.9,232.37526450463963,893.195886221786
MDA,Moldova,Ind,3982.176328709,4096796227.11,1706998428.1299999,1024199056.93,0.0,0.0,9370540.944823392,6827993711.87,2353.120547994737,728.665906490918
MDA,Moldova,Res,789436.9864961237,7723351215.21,19308378037.86,11585026822.73,1236575.0,2658000.0,81027273.25469978,38616756075.78,102.63931718519454,476.5896040261991
MCO,Monaco,Com,790.0,1430706360.26,858423816.17,572282544.11,0.0,0.0,616920.932,2861412720.52,780.9125721518988,4638.216296606385
MCO,Monaco,Ind,167.0,204688886.94,85287036.23,51172221.730000004,0.0,0.0,114188.03418803419,341148144.9,683.7606837606837,2987.5997719535926
MCO,Monaco,Res,9171.832478449349,923198456.84,2307996142.08,1384797685.25,19045.0,39000.0,2112182.796,4615992284.18,230.29016294866955,2185.413257281355
MNE,Montenegro,Com,11274.25,3379118812.72,2027471287.7,1351647524.98,0.0,0.0,6579254.42467894,6758237625.35,583.564709375696,1027.204176813666
MNE,Montenegro,Ind,2508.0,1238364348.99,515985145.37,309591087.21,0.0,0.0,2794292.9193099993,2063940581.51,1114.1518817025515,738.627137923555
MNE,Montenegro,Res,151158.50892910812,1768163987.98,4420409969.94,2652245981.97,247354.0,622000.0,17663302.319448784,8840819940.07,116.85284834168814,500.519086418824
NLD,Netherlands,Com,248033.2,276662825649.43,165997695389.51,110665130259.66,0.0,0.0,169541522.0954,553325651298.56,683.5436630878447,3263.6586274553265
NLD,Netherlands,Ind,35340.37307260082,100069148242.59,41695478434.54,25017287060.44,0.0,0.0,73507835.0062458,166781913737.16,2079.99601066,2268.8998216719197
NLD,Netherlands,Res,5125317.401041667,363553745645.39,908884364113.64,545330618467.99,7686175.0,17333000.0,1009187132.426,1817768728227.71,196.90236788474667,1801.2206753547764
MKD,North_Macedonia,Com,35545.0,6271408169.91,3762844902.12,2508563268.56,0.0,0.0,11970828.783,12542816340.26,336.77954094809394,1047.7817841712256
MKD,North_Macedonia,Ind,12051.000000000002,4539513797.69,1891464082.53,1134878449.15,0.0,0.0,10248069.392300008,7565856329.57,850.3916183138334,738.2713797053993
MKD,North_Macedonia,Res,446231.3208412305,5358781310.67,13396953276.89,8038171966.31,697529.0000000001,2083000.0000000002,49670746.22392,26793906553.98,111.31165362906674,539.4303204785924
NOR,Norway,Com,121237.40000000001,97631920867.92,58579152520.9,39052768347.08,0.0,0.0,46799059.503404,195263841735.73,386.0117381550907,4172.388159243397
NOR,Norway,Ind,105235.00000000001,68742987019.26,28642911258.21,17185746754.54,0.0,0.0,39052190.168182045,114571645032.67,371.0950745301662,2933.808437868813
NOR,Norway,Res,1534879.5637065638,138429244130.49,346073110326.52,207643866195.78,2513544.0,5348000.0,322426840.3,692146220652.42,210.06654067461488,2146.676808941889
POL,Poland,Com,536919.98,240290806415.09,144174483849.0,96116322565.92,0.0,0.0,232951844.13662001,480581612830.02,433.86696866192244,2063.008406785446
POL,Poland,Ind,172900.0,209885503050.65,87452292936.59,52471375762.68,0.0,0.0,240613838.1377595,349809171749.39,1391.6358481073423,1453.8198403581116
POL,Poland,Res,6314899.4564,163579146885.12,408947867212.99,245368720327.76,12700774.4659,37971000.0,872745970.491,817895734425.46,138.20425432213221,937.1521176606731
PRT,Portugal,Com,173608.18,69221118625.72,41532671177.8,27688447454.26,0.0,0.0,61805535.183410004,138442237257.67,356.0058931751373,2239.96502654395
PRT,Portugal,Ind,101820.048806203,55478543617.71,23116059840.78,13869635904.39,0.0,0.0,59709254.04670344,92464239362.42,586.4194207994318,1548.5746864312896
PRT,Portugal,Res,3353762.0,114954186163.04,287385465531.27,172431279276.19,5636794.0,10025138.0,569879873.4,574770931078.87,169.92257452973703,1008.5826117172539
ROU,Romania,Com,173480.05000000002,18375076383.51,11025045830.05,7350030553.36,0.0,0.0,35834888.34,36750152767.05,206.5648951565324,1025.541154708395
ROU,Romania,Ind,73299.99999999999,47579740022.54,19824891676.28,11894935005.7,0.0,0.0,106999999.99999997,79299566705.52,1459.7544338335606,741.1174458459816
ROU,Romania,Res,5260264.0,53696081710.9,134240204212.97,80544122552.82,8458345.72,19357000.0,548062447.48,268480408414.18,104.18915238474723,489.87192909979007
SRB,Serbia,Com,43861.8,28719718293.04,17231830976.08,11487887317.45,0.0,0.0,35136257.38740494,57439436586.54,801.0673840883169,1634.7625176245986
SRB,Serbia,Ind,24004.000000000004,26193487756.61,10913953232.08,6548371939.24,0.0,0.0,36937914.07390001,43655812927.57,1538.823282532078,1181.8700113988516
SRB,Serbia,Res,2272981.5870238096,31734524098.28,79336310246.75,47601786148.25,3226375.0,6945000.0,230130368.51000002,158672620493.21,101.24603288640252,689.4901421335667
SVK,Slovakia,Com,58531.6,21788135612.11,13072881367.32,8715254244.75,0.0,0.0,18525224.958021,43576271223.9,316.49954824438424,2352.2667780092174
SVK,Slovakia,Ind,75600.00000000001,61350299378.02,25562624740.26,15337574845.36,0.0,0.0,70023377.32742003,102250498963.31,926.235149833598,1460.2337514398973
SVK,Slovakia,Res,862278.3203405995,36483318240.71,91208295602.08,54724977361.28,1941176.0,5454000.000000001,162804717.5199677,182416591204.15,188.80762009145715,1120.4625638798025
SVN,Slovenia,Com,27460.38,10327246093.65,6196347656.49,4130898437.52,0.0,0.0,9363575.1611112,20654492189.13,340.9849084794602,2205.83397193331
SVN,Slovenia,Ind,21600.0,11436659311.31,4765274713.11,2859164827.88,0.0,0.0,13047089.711720003,19061098851.78,604.0319310981483,1460.946408198428
SVN,Slovenia,Res,463029.0,11224905130.86,28062262826.93,16837357695.98,870294.6301000001,2087999.9999999998,64976508.4348,56124525653.31,140.32924165613818,863.7664135127785
ESP,Spain,Com,510052.16000000003,238239481887.33,142943689132.95,95295792755.06,0.0,0.0,198081467.87508002,476478963775.66,388.35531619958243,2405.469673095068
ESP,Spain,Ind,196821.691489844,292582328908.64,121909303712.7,73145582226.46,0.0,0.0,279789229.5868045,487637214849.28,1421.5365566108937,1742.8734321525797
ESP,Spain,Res,9305735.0,659665009565.21,1649162523912.44,989497514347.02,25022674.4,44982731.50017052,2273745377.0,3298325047824.21,244.33807506876136,1450.6131958258447
SWE,Sweden,Com,258159.97,168813286359.56,101287971816.14,67525314544.38,0.0,0.0,100510752.10811,337626572719.83,389.3351556715396,3359.1090071306676
SWE,Sweden,Ind,99349.99999999999,194481034133.92,81033764222.96,48620258533.34,0.0,0.0,132579788.07735008,324135056890.87,1334.4719484383502,2444.830102622899
SWE,Sweden,Res,2021201.277,168380378787.4,420950946968.55,252570568180.95,4707852.1665,10284999.999999998,397863030.666,841901893937.34,196.84483440290248,2116.0596211415877
CHE,Switzerland,Com,118110.0,116460547127.75,69876328276.81,46584218850.97,0.0,0.0,55798399.5525,232921094255.42,472.4273943992888,4174.3328863091765
CHE,Switzerland,Ind,25000.0,79648358795.68,33186816165.4,19912089698.78,0.0,0.0,48151580.75840807,132747264659.83,1926.0632303363227,2756.862029636485
CHE,Switzerland,Res,1730823.0,221997544309.46,554993860767.9,332996316467.17,4420522.69742,8574999.999999998,437658771.9138,1109987721540.78,252.861657092493,2536.1943888089145
TUR,Turkey,Com,732175.0,85819684790.0,72929780280.0,57543745620.0,0.0,0.0,346003949.0,216293210690.0,472.5700126335917,625.1177517340994
TUR,Turkey,Ind,208109.0,71237319420.0,32854416230.0,26894676590.0,0.0,0.0,238896491.0,130986412240.0,1147.9392577927913,548.2977656628702
TUR,Turkey,Res,8487992.0,251757983300.0,455155386560.0,340362977840.0,28919064.0,83620121.0,2754428035.0,1047276347700.0,324.5087925389185,380.21554180848295
UKR,Ukraine,Com,274876.300241,100566185384.74731,60339711228.99083,40226474153.34657,0.0,0.0,91780019.84518324,201132370769.1631,333.89571878228264,2191.4613998606455
UKR,Ukraine,Ind,190006.0,111862932083.15,46609555034.29,27965733020.3,0.0,0.0,70228164.66202115,186438220137.6,369.61024737124694,2654.750000015654
UKR,Ukraine,Res,12188825.67455,125818807815.56538,314547019538.91345,188728211723.34808,20336552.9448,51725459.1538,913213135.1461089,629094039077.8269,74.9221589946009,688.8797531117152
GBR,United_Kingdom,Com,605750.000076,690383003136.92,414229801882.16003,276153201254.76,0.0,0.0,452507859.05931187,1380766006273.93,747.0208155221433,3051.3635921027126
GBR,United_Kingdom,Ind,201200.00000000003,441113102199.33,183797125918.2,110278275550.36,0.0,0.0,309798021.99175507,735188503664.96,1539.7516003566352,2373.1220068426587
GBR,United_Kingdom,Res,14668220.9031,842078212699.77,2105195531749.56,1263117319049.8,26661825.5001,66834000.00000001,2058343990.7697,4210391063499.57,140.32676521354318,2045.5235288078015
