ID_0,NAME_0,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
GNQ,Equatorial Guinea,RES,290647.0,6393396495.0,1271832180.0,1938397.0,23918249.0,7665228679.0,10091319.0,307767.0,82.0,267.0
ERI,Eritrea,COM,22786.0,2133973449.0,651211429.0,0.0,4152817.0,2785184886.0,2045392.0,0.0,182.0,514.0
ERI,Eritrea,IND,5133.0,646110559.0,256013655.0,0.0,1457589.0,902124214.0,658716.0,0.0,284.0,443.0
ERI,Eritrea,RES,821647.0,17941636191.0,3311835441.0,3607003.0,65023224.0,21253471623.0,21027022.0,859894.0,79.0,276.0
SWZ,Eswatini,COM,7491.0,454606283.0,116416287.0,0.0,1388540.0,571022578.0,959063.0,0.0,185.0,327.0
SWZ,Eswatini,IND,2921.0,268493268.0,91931861.0,0.0,831592.0,360425136.0,510622.0,0.0,285.0,323.0
SWZ,Eswatini,RES,339921.0,6233483654.0,1200186137.0,1256174.0,27679750.0,7433669802.0,11104627.0,357440.0,81.0,225.0
ETH,Ethiopia,COM,537295.0,26280478465.0,8349696887.0,0.0,103916090.0,34630175363.0,27894420.0,0.0,193.0,253.0
ETH,Ethiopia,IND,190400.0,17497771680.0,7585085303.0,0.0,54251765.0,25082856994.0,19358412.0,0.0,285.0,323.0
ETH,Ethiopia,RES,31904110.0,167812743352.0,37915222153.0,135471922.0,2258433156.0,205727965471.0,135524234.0,32315697.0,71.0,74.0
GAB,Gabon,COM,15575.0,995449255.0,255428290.0,0.0,2927965.0,1250877535.0,1751760.0,0.0,188.0,340.0
GAB,Gabon,IND,3105.0,314938184.0,115021902.0,0.0,867827.0,429960074.0,466469.0,0.0,279.0,363.0
GAB,Gabon,RES,671534.0,14451841593.0,2987277819.0,2593130.0,54626011.0,17439119409.0,20661039.0,707432.0,81.0,265.0
GMB,Gambia,COM,17522.0,948481824.0,245065629.0,0.0,3332306.0,1193547437.0,1449388.0,0.0,190.0,285.0
GMB,Gambia,IND,4411.0,369542482.0,123180833.0,0.0,1252869.0,492723324.0,723388.0,0.0,284.0,295.0
GMB,Gambia,RES,339378.0,5977221352.0,1135288410.0,2822093.0,28181994.0,7112509764.0,9060355.0,360175.0,83.0,212.0
GHA,Ghana,COM,239511.0,13473065584.0,3466632542.0,0.0,46325862.0,16939698126.0,23550399.0,0.0,193.0,291.0
GHA,Ghana,IND,113786.0,9137089456.0,3055197429.0,0.0,32427167.0,12192286896.0,20468571.0,0.0,285.0,282.0
GHA,Ghana,RES,9005065.0,102099276705.0,19098247109.0,35064249.0,733043488.0,121197523809.0,273859056.0,9551422.0,81.0,139.0
GIN,Guinea,COM,65331.0,2673383408.0,765874287.0,0.0,12226472.0,3439257710.0,2839499.0,0.0,187.0,219.0
GIN,Guinea,IND,10370.0,991822123.0,331995022.0,0.0,2960581.0,1323817151.0,1681659.0,0.0,285.0,335.0
GIN,Guinea,RES,2354527.0,25221241802.0,4842882501.0,15099727.0,176435462.0,30064124303.0,27755391.0,2436141.0,75.0,143.0
GNB,Guinea-Bissau,COM,9305.0,482210616.0,133905233.0,0.0,1711739.0,616115842.0,637252.0,0.0,184.0,282.0
GNB,Guinea-Bissau,IND,2384.0,202617401.0,70210944.0,0.0,667134.0,272828348.0,404627.0,0.0,280.0,304.0
GNB,Guinea-Bissau,RES,261756.0,3860702012.0,762513894.0,2249515.0,20877636.0,4623215892.0,4284949.0,273627.0,80.0,185.0
CIV,Côte d'Ivoire,COM,156531.0,7332447386.0,2065866712.0,0.0,29475348.0,9398314094.0,11863535.0,0.0,188.0,249.0
CIV,Côte d'Ivoire,IND,41821.0,3917175050.0,1365041229.0,0.0,11915714.0,5282216290.0,7071249.0,0.0,285.0,329.0
CIV,Côte d'Ivoire,RES,6145979.0,90917146033.0,17523545245.0,32711547.0,492128667.0,108440691295.0,106253433.0,6436751.0,80.0,185.0
KEN,Kenya,COM,198795.0,9459185921.0,2828190561.0,0.0,37431263.0,12287376467.0,11425554.0,0.0,188.0,253.0
KEN,Kenya,IND,27379.0,2240323348.0,910581154.0,0.0,7696083.0,3150904496.0,3573510.0,0.0,281.0,291.0
KEN,Kenya,RES,17156908.0,209322974335.0,40262090489.0,57532493.0,1325995771.0,249585064824.0,258436799.0,17885993.0,77.0,158.0
LSO,Lesotho,COM,9759.0,597275732.0,174388392.0,0.0,1794529.0,771664090.0,1017770.0,0.0,184.0,333.0
LSO,Lesotho,IND,2798.0,244887286.0,97600021.0,0.0,773964.0,342487288.0,391571.0,0.0,277.0,316.0
LSO,Lesotho,RES,599546.0,10400672815.0,1860520251.0,2363325.0,50717187.0,12261193069.0,21008911.0,638626.0,85.0,205.0
LBR,Liberia,COM,44835.0,3907067023.0,1075142795.0,0.0,8248400.0,4982209803.0,4031243.0,0.0,184.0,474.0
LBR,Liberia,IND,9119.0,959953594.0,341304651.0,0.0,2575824.0,1301258221.0,1519255.0,0.0,282.0,373.0
LBR,Liberia,RES,1085700.0,20555407677.0,4226117775.0,5731206.0,82618610.0,24781525448.0,15079639.0,1118025.0,76.0,249.0
LBY,Libya,COM,49741.0,3602204655.0,865925620.0,0.0,11117530.0,4468130308.0,6361409.0,0.0,224.0,324.0
LBY,Libya,IND,25374.0,1897552548.0,685574668.0,0.0,7219874.0,2583127222.0,3646968.0,0.0,285.0,263.0
LBY,Libya,RES,1201964.0,22836959530.0,4780525026.0,7458555.0,111990502.0,27617484580.0,47251157.0,1359398.0,93.0,204.0
MDG,Madagascar,COM,237727.0,12617614927.0,3730686883.0,0.0,45488044.0,16348301773.0,15745539.0,0.0,191.0,277.0
MDG,Madagascar,IND,82264.0,6358531556.0,2445083097.0,0.0,23438385.0,8803614641.0,11863423.0,0.0,285.0,271.0
MDG,Madagascar,RES,7227490.0,69943080767.0,13341100743.0,32740602.0,567413225.0,83284181480.0,120653627.0,7538360.0,79.0,123.0
MWI,Malawi,COM,48194.0,1961081798.0,526891865.0,0.0,8893030.0,2487973690.0,3236204.0,0.0,185.0,221.0
MWI,Malawi,IND,13504.0,1075444331.0,358481437.0,0.0,3846526.0,1433925778.0,1984983.0,0.0,285.0,280.0
MWI,Malawi,RES,4718005.0,33091038254.0,6085725066.0,22216111.0,379177485.0,39176763307.0,84260547.0,4949729.0,80.0,87.0
MLI,Mali,COM,81174.0,2586698610.0,790736077.0,0.0,14990263.0,3377434684.0,3424835.0,0.0,185.0,173.0
MLI,Mali,IND,18151.0,1390892346.0,534458166.0,0.0,5173362.0,1925350490.0,2596927.0,0.0,285.0,269.0
MLI,Mali,RES,4051341.0,39788702118.0,7081012049.0,25198791.0,330354547.0,46869714163.0,54023191.0,4268307.0,82.0,120.0
MRT,Mauritania,COM,37349.0,2585021116.0,692673229.0,0.0,7156530.0,3277694333.0,4053799.0,0.0,192.0,361.0
MRT,Mauritania,IND,14168.0,1164179774.0,397861523.0,0.0,4028275.0,1562041284.0,2376384.0,0.0,284.0,289.0
MRT,Mauritania,RES,1276430.0,27153506624.0,5046766283.0,5315032.0,103702943.0,32200272900.0,41995971.0,1349737.0,81.0,262.0
MUS,Mauritius,COM,12731.0,1304455207.0,339611937.0,0.0,2610375.0,1644067147.0,1516686.0,0.0,205.0,500.0
MUS,Mauritius,IND,5308.0,644143752.0,230635941.0,0.0,1503114.0,874779683.0,835931.0,0.0,283.0,429.0
MUS,Mauritius,RES,336759.0,10871282850.0,2241814490.0,1268223.0,28294296.0,13113097323.0,11871419.0,372082.0,84.0,384.0
MAR,Morocco,COM,187254.0,17567732515.0,4408073842.0,0.0,39167165.0,21975806336.0,20950384.0,0.0,209.0,449.0
MAR,Morocco,IND,111451.0,12877286980.0,4702663734.0,0.0,31755847.0,17579950769.0,15945966.0,0.0,285.0,406.0
MAR,Morocco,RES,8617733.0,240939402344.0,42651670833.0,38430770.0,777671223.0,283591073164.0,310576808.0,9540589.0,90.0,310.0
MOZ,Mozambique,COM,160351.0,9068880252.0,2547076127.0,0.0,28779743.0,11615956393.0,10703245.0,0.0,179.0,315.0
MOZ,Mozambique,IND,61834.0,6169733923.0,2056577985.0,0.0,17628163.0,8226311898.0,10262533.0,0.0,285.0,350.0
MOZ,Mozambique,RES,7560519.0,97239781971.0,18747768029.0,35631641.0,594947788.0,115987549974.0,134816276.0,7917063.0,79.0,163.0
NAM,Namibia,COM,27475.0,2817800426.0,782919814.0,0.0,5541648.0,3600720234.0,2569515.0,0.0,202.0,508.0
NAM,Namibia,IND,7970.0,939652143.0,360238591.0,0.0,2259759.0,1299890749.0,1126033.0,0.0,284.0,416.0
NAM,Namibia,RES,685853.0,14775086481.0,2768113522.0,3092816.0,53073090.0,17543199971.0,12785125.0,739101.0,77.0,278.0
NER,Niger,COM,81666.0,2976806818.0,867055339.0,0.0,15132334.0,3843862171.0,5314885.0,0.0,185.0,197.0
NER,Niger,IND,23579.0,1511555903.0,516450192.0,0.0,6708956.0,2028006114.0,4115779.0,0.0,285.0,225.0
NER,Niger,RES,4524090.0,33583923773.0,6794016931.0,27917831.0,355620627.0,40377940725.0,56878782.0,4700128.0,79.0,94.0
NGA,Nigeria,COM,1107329.0,47865493936.0,12308714274.0,0.0,212999897.0,60174208291.0,69324996.0,0.0,192.0,225.0
NGA,Nigeria,IND,221572.0,19768016761.0,6700410558.0,0.0,63138175.0,26468427293.0,34766849.0,0.0,285.0,313.0
NGA,Nigeria,RES,48979689.0,748393390866.0,143547421590.0,237527782.0,3835759268.0,891940812424.0,855964442.0,51324269.0,78.0,195.0
RWA,Rwanda,COM,55763.0,1983149701.0,573187596.0,0.0,10266977.0,2556337279.0,2795858.0,0.0,184.0,193.0
RWA,Rwanda,IND,13875.0,966072475.0,322756791.0,0.0,3944552.0,1288829261.0,2013533.0,0.0,284.0,245.0
RWA,Rwanda,RES,3622652.0,24680570932.0,5204956385.0,14569341.0,286019141.0,29885527309.0,32192080.0,3758440.0,79.0,86.0
STP,São Tomé and Príncipe,COM,1057.0,64906453.0,18236016.0,0.0,195158.0,83142466.0,57997.0,0.0,185.0,333.0
STP,São Tomé and Príncipe,IND,266.0,32797887.0,10994447.0,0.0,74295.0,43792337.0,42134.0,0.0,279.0,441.0
STP,São Tomé and Príncipe,RES,57128.0,1404960595.0,267828158.0,240254.0,4622506.0,1672788750.0,1023387.0,60008.0,81.0,304.0
SEN,Senegal,COM,76373.0,5468345470.0,1332702770.0,0.0,15025121.0,6801048265.0,10012628.0,0.0,197.0,364.0
SEN,Senegal,IND,16938.0,1465034836.0,488344944.0,0.0,4819634.0,1953379786.0,2955597.0,0.0,285.0,304.0
SEN,Senegal,RES,2011295.0,39019587983.0,6919184753.0,18931966.0,172216289.0,45938772707.0,81261046.0,2171995.0,86.0,227.0
SYC,Seychelles,COM,1290.0,133636340.0,37302918.0,0.0,206872.0,170939244.0,105916.0,0.0,160.0,646.0
SYC,Seychelles,IND,395.0,39812982.0,14220091.0,0.0,67143.0,54033066.0,38591.0,0.0,170.0,593.0
SYC,Seychelles,RES,34463.0,1453919631.0,291786955.0,132778.0,2634462.0,1745706593.0,972556.0,34808.0,76.0,552.0
SLE,Sierra Leone,COM,63550.0,2352500124.0,658303656.0,0.0,11952266.0,3010803783.0,4730730.0,0.0,188.0,197.0
SLE,Sierra Leone,IND,11098.0,806641191.0,268880395.0,0.0,3162349.0,1075521586.0,1893353.0,0.0,285.0,255.0
SLE,Sierra Leone,RES,1494379.0,16357618865.0,3218635383.0,8819781.0,118368575.0,19576254257.0,31112515.0,1560465.0,79.0,138.0
SOM,Somalia,COM,30623.0,2080852796.0,563870229.0,0.0,5822441.0,2644723050.0,2558749.0,0.0,190.0,357.0
SOM,Somalia,IND,3989.0,318780757.0,120559457.0,0.0,1120531.0,439340187.0,554621.0,0.0,281.0,284.0
SOM,Somalia,RES,3303781.0,39106458943.0,7214682194.0,19654739.0,240152571.0,46321141110.0,44953650.0,3405562.0,73.0,163.0
ZAF,South Africa,COM,819098.0,92483861136.0,22036582332.0,0.0,169648406.0,114520443465.0,100324892.0,0.0,207.0,545.0
ZAF,South Africa,IND,317071.0,39954089947.0,14373531480.0,0.0,90373107.0,54327621413.0,46345621.0,0.0,285.0,442.0
ZAF,South Africa,RES,18978588.0,616336018184.0,116540817679.0,64747319.0,1622929832.0,732876835893.0,703581851.0,20793891.0,86.0,380.0
SSD,South Sudan,COM,51891.0,3979359056.0,1195379679.0,0.0,9876356.0,5174738761.0,3337781.0,0.0,190.0,403.0
SSD,South Sudan,IND,35042.0,5258651750.0,2013660532.0,0.0,9984623.0,7272312305.0,4906464.0,0.0,285.0,527.0
SSD,South Sudan,RES,2168290.0,26327143494.0,5023127813.0,12188788.0,167810654.0,31350271288.0,30529808.0,2250066.0,77.0,157.0
SDN,Sudan,COM,259810.0,13873701190.0,4167140763.0,0.0,49822929.0,18040841957.0,18094648.0,0.0,192.0,278.0
SDN,Sudan,IND,106141.0,6971739155.0,2661542681.0,0.0,30245219.0,9633281782.0,15232958.0,0.0,285.0,231.0
SDN,Sudan,RES,8881683.0,113579228943.0,22468766558.0,51662147.0,695010914.0,136047995468.0,142944684.0,9252888.0,78.0,163.0
TZA,Tanzania,COM,430562.0,19278311082.0,4941579992.0,0.0,83325276.0,24219891102.0,38033466.0,0.0,194.0,231.0
TZA,Tanzania,IND,100696.0,8311205490.0,2804158965.0,0.0,28678578.0,11115364493.0,15519337.0,0.0,285.0,290.0
TZA,Tanzania,RES,14548950.0,215232785598.0,41022605042.0,70545783.0,1216503859.0,256255390648.0,331099303.0,15491354.0,84.0,177.0
TGO,Togo,COM,55873.0,2356801138.0,655523334.0,0.0,10461689.0,3012324462.0,3924047.0,0.0,187.0,225.0
TGO,Togo,IND,21411.0,1623350243.0,564748645.0,0.0,6102929.0,2188098891.0,3669896.0,0.0,285.0,266.0
TGO,Togo,RES,2094549.0,24839370676.0,4945782688.0,9721608.0,166548524.0,29785153359.0,32451331.0,2186952.0,80.0,149.0
TUN,Tunisia,COM,112008.0,8853417917.0,2195509758.0,0.0,24363861.0,11048927676.0,11933791.0,0.0,218.0,363.0
TUN,Tunisia,IND,93375.0,7946611521.0,2853436921.0,0.0,26609580.0,10800048449.0,13326926.0,0.0,285.0,299.0
TUN,Tunisia,RES,2903819.0,78283042326.0,13956905337.0,12348573.0,265301169.0,92239947669.0,97107242.0,3252886.0,91.0,295.0
UGA,Uganda,COM,224307.0,11574687549.0,3157915878.0,0.0,42665518.0,14732603423.0,12291349.0,0.0,190.0,271.0
UGA,Uganda,IND,72893.0,6588384515.0,2244023696.0,0.0,20768813.0,8832408222.0,10526330.0,0.0,285.0,317.0
UGA,Uganda,RES,11542753.0,136581032787.0,26458962452.0,51384894.0,943377255.0,163039995249.0,144203652.0,12162605.0,82.0,145.0
ZMB,Zambia,COM,86560.0,4549949418.0,1166930514.0,0.0,16339564.0,5716879889.0,7793260.0,0.0,189.0,278.0
ZMB,Zambia,IND,19907.0,1605213317.0,535071100.0,0.0,5673342.0,2140284424.0,3219218.0,0.0,285.0,283.0
ZMB,Zambia,RES,4158319.0,55202906774.0,9895149795.0,21913874.0,341224033.0,65098056578.0,110909926.0,4408936.0,82.0,162.0
ZWE,Zimbabwe,COM,57331.0,3713386032.0,1011737233.0,0.0,10855771.0,4725123273.0,4559643.0,0.0,189.0,342.0
ZWE,Zimbabwe,IND,12393.0,1189173903.0,419860828.0,0.0,3523742.0,1609034692.0,1973862.0,0.0,284.0,337.0
ZWE,Zimbabwe,RES,4412443.0,66611422822.0,12242028907.0,16950795.0,348177005.0,78853451708.0,95737399.0,4633157.0,79.0,191.0
