ID_0,NAME_0,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
DZA,Algeria,COM,329012.0,41681490312.0,10140867271.0,0.0,72438041.0,51822357593.0,41808782.0,0.0,220.0,575.0
DZA,Algeria,IND,213847.0,25570795956.0,9129128109.0,0.0,60920148.0,34699924036.0,31021953.0,0.0,285.0,420.0
DZA,Algeria,RES,7337894.0,262266588975.0,53671336152.0,47434979.0,674013723.0,315937925180.0,287118147.0,8241395.0,92.0,389.0
AGO,Angola,COM,435244.0,33491194720.0,8642456872.0,0.0,85553981.0,42133651570.0,42297514.0,0.0,197.0,391.0
AGO,Angola,IND,76661.0,8780855819.0,3017876085.0,0.0,21846507.0,11798731865.0,12286028.0,0.0,285.0,402.0
AGO,Angola,RES,8785826.0,137396959116.0,25398844817.0,39039980.0,710799531.0,162795803941.0,223101184.0,9313190.0,81.0,193.0
BEN,Benin,COM,100828.0,4276058818.0,1188816435.0,0.0,18988493.0,5464875276.0,7710429.0,0.0,188.0,225.0
BEN,Benin,IND,39991.0,3121857039.0,1077197495.0,0.0,11397829.0,4199054560.0,6766617.0,0.0,285.0,274.0
BEN,Benin,RES,2838183.0,35965692587.0,7032272394.0,14814460.0,227189431.0,42997964940.0,48834076.0,2972044.0,80.0,158.0
BWA,Botswana,COM,17127.0,1392274337.0,334749069.0,0.0,3641848.0,1727023376.0,2254988.0,0.0,213.0,382.0
BWA,Botswana,IND,5750.0,573826632.0,206467108.0,0.0,1634398.0,780293762.0,875038.0,0.0,284.0,351.0
BWA,Botswana,RES,653966.0,16571380504.0,3138240695.0,2562105.0,58351335.0,19709621199.0,26307087.0,743673.0,89.0,284.0
BFA,Burkina Faso,COM,153662.0,5732064160.0,1729799718.0,0.0,28650316.0,7461863881.0,7751590.0,0.0,186.0,200.0
BFA,Burkina Faso,IND,71026.0,5692707617.0,1948940518.0,0.0,20247120.0,7641648136.0,12855400.0,0.0,285.0,281.0
BFA,Burkina Faso,RES,4133070.0,36131855526.0,6733164293.0,24074527.0,302814360.0,42865019824.0,57319905.0,4265354.0,73.0,119.0
BDI,Burundi,COM,23489.0,445249362.0,138524667.0,0.0,4267792.0,583774010.0,632269.0,0.0,182.0,104.0
BDI,Burundi,IND,6988.0,512231985.0,187376785.0,0.0,1962464.0,699608802.0,921324.0,0.0,281.0,261.0
BDI,Burundi,RES,2856537.0,13770324544.0,2569630192.0,14389962.0,229873311.0,16339954717.0,24849094.0,2992014.0,80.0,60.0
CPV,Cabo Verde,COM,6889.0,589589059.0,146344984.0,0.0,1245084.0,735934025.0,798481.0,0.0,181.0,474.0
CPV,Cabo Verde,IND,2517.0,262569116.0,95679845.0,0.0,677965.0,358248997.0,382851.0,0.0,269.0,387.0
CPV,Cabo Verde,RES,144568.0,3756676562.0,767417390.0,527326.0,11624058.0,4524093975.0,4468187.0,151390.0,80.0,323.0
CMR,Cameroon,COM,241893.0,12858694249.0,3471675763.0,0.0,49006276.0,16330369990.0,18546803.0,0.0,203.0,262.0
CMR,Cameroon,IND,89780.0,7895782661.0,2901103206.0,0.0,25579106.0,10796885857.0,12598527.0,0.0,285.0,309.0
CMR,Cameroon,RES,5712554.0,98190342961.0,18505861277.0,29879337.0,487100738.0,116696204248.0,132360943.0,6171677.0,85.0,202.0
CAF,Central African Republic,COM,19248.0,756486688.0,222267280.0,0.0,3565788.0,978753965.0,975511.0,0.0,185.0,212.0
CAF,Central African Republic,IND,4564.0,427789205.0,143934622.0,0.0,1269449.0,571723805.0,698664.0,0.0,278.0,337.0
CAF,Central African Republic,RES,1092320.0,12066288555.0,2398425800.0,5513239.0,87495905.0,14464714306.0,16220716.0,1141737.0,80.0,138.0
TCD,Chad,COM,58944.0,2208268821.0,654436436.0,0.0,11013049.0,2862705275.0,2379102.0,0.0,187.0,201.0
TCD,Chad,IND,4034.0,391950635.0,160028914.0,0.0,1079986.0,551979552.0,447161.0,0.0,268.0,363.0
TCD,Chad,RES,3521411.0,27201259902.0,4840483623.0,21003705.0,259336969.0,32041743520.0,37987543.0,3654078.0,74.0,105.0
COM,Comoros,COM,2912.0,199433149.0,61612654.0,0.0,548373.0,261045786.0,178396.0,0.0,188.0,364.0
COM,Comoros,IND,1122.0,151649768.0,61144554.0,0.0,316786.0,212794303.0,158096.0,0.0,282.0,479.0
COM,Comoros,RES,206696.0,4586001609.0,908961358.0,882847.0,16099199.0,5494962972.0,3163013.0,214953.0,78.0,285.0
COG,Congo,COM,50985.0,2264454383.0,588798294.0,0.0,9739218.0,2853252695.0,3580577.0,0.0,191.0,233.0
COG,Congo,IND,22928.0,2355970951.0,793251574.0,0.0,6513298.0,3149222568.0,3552773.0,0.0,284.0,362.0
COG,Congo,RES,1743574.0,23970020319.0,4715762960.0,6484437.0,140857000.0,28685783289.0,30251630.0,1830158.0,81.0,170.0
COD,Democratic Republic of the Congo,COM,388872.0,13206081192.0,3682996351.0,0.0,73501670.0,16889077547.0,21781903.0,0.0,189.0,180.0
COD,Democratic Republic of the Congo,IND,147388.0,9650575057.0,3274047968.0,0.0,42010703.0,12924623066.0,22896350.0,0.0,285.0,230.0
COD,Democratic Republic of the Congo,RES,22790710.0,195907452243.0,39121610972.0,112832473.0,1827906462.0,235029063258.0,346003908.0,23839308.0,80.0,107.0
DJI,Djibouti,COM,5589.0,447052447.0,130552851.0,0.0,943588.0,577605336.0,368346.0,0.0,169.0,474.0
DJI,Djibouti,IND,1086.0,141824057.0,48972130.0,0.0,293909.0,190796200.0,182497.0,0.0,271.0,483.0
DJI,Djibouti,RES,191032.0,3685526592.0,717931992.0,1184076.0,13304872.0,4403458584.0,2595516.0,195021.0,70.0,277.0
EGY,Egypt,COM,1398274.0,105835005935.0,26096970952.0,0.0,293513600.0,131931976882.0,136118841.0,0.0,210.0,361.0
EGY,Egypt,IND,827365.0,65063315189.0,24887538583.0,0.0,235792437.0,89950853738.0,116148463.0,0.0,285.0,276.0
EGY,Egypt,RES,26619207.0,588125296676.0,104782424710.0,118365995.0,2365217915.0,692907721404.0,823070092.0,29371741.0,89.0,249.0
GNQ,Equatorial Guinea,COM,15233.0,1053460010.0,262490531.0,0.0,2893623.0,1315950536.0,1826070.0,0.0,190.0,364.0
GNQ,Equatorial Guinea,IND,7909.0,876358953.0,322867786.0,0.0,2252411.0,1199226734.0,1196226.0,0.0,285.0,389.0
