ID_0,NAME_0,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
ALB,Albania,COM,36320.0,4163429190.0,894507606.0,0.0,8130917.0,5057936802.0,3741320.0,0.0,224.0,512.0
ALB,Albania,IND,18099.0,2371897206.0,986156297.0,0.0,5701138.0,3358053527.0,2027340.0,0.0,315.0,416.0
ALB,Albania,RES,652211.0,24465285808.0,4335388129.0,2771508.0,68290959.0,28800673921.0,23296374.0,1155190.0,105.0,358.0
AND,Andorra,COM,4527.0,2891179671.0,595915211.0,0.0,1885521.0,3487094875.0,887419.0,0.0,417.0,1533.0
AND,Andorra,IND,1277.0,1043189102.0,477400620.0,0.0,873448.0,1520589718.0,279455.0,0.0,684.0,1194.0
AND,Andorra,RES,15405.0,4021502957.0,734583465.0,82904.0,2561393.0,4756086417.0,896013.0,31790.0,166.0,1570.0
AUT,Austria,COM,106488.0,200152821052.0,50560439919.0,0.0,107681193.0,250713260971.0,50497796.0,0.0,1011.0,1859.0
AUT,Austria,IND,879.0,2063046218.0,858580689.0,0.0,1566940.0,2921626921.0,534303.0,0.0,1783.0,1317.0
AUT,Austria,RES,2371885.0,771879447596.0,140095786197.0,9113574.0,487775976.0,911975233798.0,163623205.0,4920656.0,206.0,1582.0
BLR,Belarus,COM,77629.0,17132711890.0,4704465112.0,0.0,31224889.0,21837176994.0,13127423.0,0.0,402.0,549.0
BLR,Belarus,IND,31002.0,11322276361.0,4558111316.0,0.0,23847494.0,15880387673.0,8550004.0,0.0,769.0,475.0
BLR,Belarus,RES,1997430.0,149365194489.0,28211338167.0,8997602.0,344013261.0,177576532663.0,117697615.0,5107958.0,172.0,434.0
BEL,Belgium,COM,119717.0,230448413575.0,60037679579.0,0.0,134848450.0,290486093154.0,60056931.0,0.0,1126.0,1709.0
BEL,Belgium,IND,65543.0,184703650611.0,80016508937.0,0.0,181184676.0,264720159428.0,57547088.0,0.0,2764.0,1019.0
BEL,Belgium,RES,3953664.0,680146181257.0,120528937333.0,11758603.0,455475875.0,800675118565.0,165526314.0,5700130.0,115.0,1493.0
BIH,Bosnia and Herzegovina,COM,15686.0,4737057259.0,1079260704.0,0.0,9965204.0,5816317952.0,4537920.0,0.0,635.0,475.0
BIH,Bosnia and Herzegovina,IND,7352.0,5073804047.0,2088323061.0,0.0,11793598.0,7162127065.0,4177725.0,0.0,1604.0,430.0
BIH,Bosnia and Herzegovina,RES,1186010.0,46934423079.0,8282545246.0,3140095.0,133129464.0,55216968339.0,45342565.0,1792068.0,112.0,353.0
BGR,Bulgaria,COM,90168.0,26779749743.0,6381373418.0,0.0,43024155.0,33161123172.0,19866191.0,0.0,477.0,622.0
BGR,Bulgaria,IND,56156.0,58603755913.0,24829777001.0,0.0,115301528.0,83433532843.0,40606102.0,0.0,2053.0,508.0
BGR,Bulgaria,RES,2188034.0,181293844413.0,32079675982.0,6714560.0,313435935.0,213373520341.0,103028073.0,4304995.0,143.0,578.0
HRV,Croatia,COM,37170.0,23088644195.0,5454401809.0,0.0,22647427.0,28543046084.0,10220284.0,0.0,609.0,1019.0
HRV,Croatia,IND,30016.0,15666659163.0,6237809371.0,0.0,19369529.0,21904468532.0,7043674.0,0.0,645.0,809.0
HRV,Croatia,RES,1775043.0,178866994542.0,31564763770.0,3848160.0,182840903.0,210431758229.0,62424704.0,2406863.0,103.0,978.0
CYP,Cyprus,COM,18011.0,9650677746.0,2412669441.0,0.0,8273698.0,12063347187.0,3264110.0,0.0,459.0,1166.0
CYP,Cyprus,IND,7554.0,13049109251.0,5600490041.0,0.0,16946895.0,18649599266.0,5698407.0,0.0,2243.0,770.0
CYP,Cyprus,RES,280861.0,72337911585.0,12765513840.0,910339.0,65829289.0,85103425357.0,21972738.0,467975.0,234.0,1099.0
CZE,Czechia,COM,117285.0,85339077053.0,21342226041.0,0.0,65080123.0,106681303094.0,30469023.0,0.0,555.0,1311.0
CZE,Czechia,IND,84552.0,104228529136.0,45142483137.0,0.0,127288445.0,149371012197.0,43030873.0,0.0,1505.0,819.0
CZE,Czechia,RES,2369805.0,429119160509.0,75800527246.0,10609239.0,358381112.0,504919687769.0,127029928.0,5182512.0,151.0,1197.0
DNK,Denmark,COM,92245.0,176831406755.0,45039627286.0,0.0,80085216.0,221871034027.0,35940490.0,0.0,868.0,2208.0
DNK,Denmark,IND,76133.0,131169692984.0,54839311368.0,0.0,78322726.0,186009004456.0,25952034.0,0.0,1029.0,1675.0
DNK,Denmark,RES,1625168.0,668906657287.0,120830854748.0,6002507.0,308130593.0,789737512001.0,103003948.0,3123483.0,190.0,2171.0
EST,Estonia,COM,14751.0,10977273560.0,2838988958.0,0.0,7918726.0,13816262523.0,3438829.0,0.0,537.0,1386.0
EST,Estonia,IND,10955.0,17240999914.0,7604374119.0,0.0,19540691.0,24845374051.0,6365941.0,0.0,1784.0,882.0
EST,Estonia,RES,242902.0,53913855769.0,10173146676.0,1344232.0,42479263.0,64087002444.0,13610380.0,689645.0,175.0,1269.0
FIN,Finland,COM,70480.0,95018645659.0,26118875629.0,0.0,41416401.0,121137521273.0,17106736.0,0.0,588.0,2294.0
FIN,Finland,IND,44005.0,126097147017.0,55657615195.0,0.0,83272291.0,181754762204.0,24159637.0,0.0,1892.0,1514.0
FIN,Finland,RES,1440049.0,422675496762.0,82325347969.0,5623303.0,200838825.0,505000844729.0,60817826.0,3137890.0,139.0,2105.0
FRA,France,COM,646239.0,874749144623.0,220111679682.0,0.0,521196183.0,1094860824264.0,232247612.0,0.0,807.0,1678.0
FRA,France,IND,328279.0,791725387816.0,333667993296.0,0.0,660355164.0,1125393381078.0,226898125.0,0.0,2012.0,1199.0
FRA,France,RES,15420863.0,5433072158140.0,979371261999.0,66648658.0,3227302045.0,6412443419692.0,1103919162.0,35400598.0,209.0,1683.0
DEU,Germany,COM,699924.0,2155972583233.0,575933010740.0,0.0,1014775029.0,2731905593981.0,411768306.0,0.0,1450.0,2125.0
DEU,Germany,IND,434681.0,663470154913.0,287323898426.0,0.0,503422687.0,950794053214.0,167752641.0,0.0,1158.0,1318.0
DEU,Germany,RES,20014296.0,8352953026920.0,1663982716179.0,84075067.0,3881388644.0,10016935743528.0,1120401056.0,44068996.0,194.0,2152.0
GIB,Gibraltar,COM,1508.0,1894044335.0,432523380.0,0.0,764542.0,2326567711.0,316643.0,0.0,507.0,2477.0
GIB,Gibraltar,IND,64.0,111662316.0,54437960.0,0.0,54389.0,166100275.0,16370.0,0.0,850.0,2053.0
GIB,Gibraltar,RES,4166.0,1822632305.0,334683625.0,40126.0,795987.0,2157315935.0,271523.0,8315.0,191.0,2290.0
GRC,Greece,COM,286594.0,74327029222.0,17713839127.0,0.0,66581677.0,92040868406.0,29308748.0,0.0,232.0,1116.0
GRC,Greece,IND,59060.0,56030084122.0,20994536166.0,0.0,71763117.0,77024620193.0,27811345.0,0.0,1215.0,781.0
GRC,Greece,RES,3259066.0,578639022221.0,102239095847.0,9938844.0,522517431.0,680878118061.0,172827184.0,6429212.0,160.0,1107.0
HUN,Hungary,COM,93202.0,71914990433.0,17420822694.0,0.0,70959499.0,89335813124.0,32185295.0,0.0,761.0,1013.0
HUN,Hungary,IND,72076.0,74547639690.0,33482382880.0,0.0,95573897.0,108030022491.0,31059589.0,0.0,1326.0,780.0
HUN,Hungary,RES,2885173.0,333984493073.0,59164444941.0,9632287.0,363107012.0,393148938027.0,129929198.0,4723564.0,126.0,920.0
ISL,Iceland,COM,9121.0,19098130658.0,4830998841.0,0.0,5592443.0,23929129508.0,2561596.0,0.0,613.0,3415.0
ISL,Iceland,IND,5753.0,11985418400.0,4821713485.0,0.0,4464445.0,16807131852.0,1525520.0,0.0,776.0,2685.0
ISL,Iceland,RES,63368.0,47139516914.0,8687894638.0,398266.0,15437901.0,55827411527.0,5293717.0,125543.0,244.0,3053.0
IRL,Ireland,COM,54254.0,148824154390.0,38082410526.0,0.0,70964737.0,186906564920.0,32368159.0,0.0,1308.0,2097.0
IRL,Ireland,IND,31460.0,36587607104.0,15907686957.0,0.0,25065407.0,52495294097.0,8451018.0,0.0,797.0,1460.0
IRL,Ireland,RES,2031420.0,362892793873.0,67253570787.0,5308039.0,203782979.0,430146364661.0,67771995.0,2313412.0,100.0,1781.0
IMN,Isle of Man,COM,3721.0,3486105237.0,871526302.0,0.0,1551901.0,4357631547.0,743030.0,0.0,417.0,2246.0
IMN,Isle of Man,IND,964.0,474273753.0,225093496.0,0.0,289191.0,699367241.0,88255.0,0.0,300.0,1640.0
IMN,Isle of Man,RES,16786.0,6387053478.0,1127127083.0,84118.0,3528609.0,7514180558.0,1328171.0,34306.0,210.0,1810.0
ITA,Italy,COM,486724.0,403425042269.0,98249400475.0,0.0,261612244.0,501674440962.0,117353989.0,0.0,537.0,1542.0
ITA,Italy,IND,299348.0,861093920384.0,319955009002.0,0.0,907178593.0,1181048929169.0,342414741.0,0.0,3031.0,949.0
ITA,Italy,RES,12836190.0,5012516822104.0,886116082249.0,59146260.0,3654616499.0,5898632901806.0,1248059190.0,35849692.0,285.0,1372.0
