ID_0,NAME_0,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
XKX,Kosovo,COM,41655.0,4098813314.0,984354906.0,0.0,7366531.0,5083168222.0,3373555.0,0.0,177.0,556.0
XKX,Kosovo,IND,9426.0,3069303294.0,1262277959.0,0.0,6445308.0,4331581255.0,2269089.0,0.0,684.0,476.0
XKX,Kosovo,RES,291607.0,16233758933.0,2864780985.0,1647755.0,38930356.0,19098539910.0,13205333.0,496359.0,134.0,417.0
LVA,Latvia,COM,22097.0,16723189518.0,4412759000.0,0.0,14674547.0,21135948527.0,6333272.0,0.0,664.0,1140.0
LVA,Latvia,IND,14043.0,18500300279.0,8066488195.0,0.0,22040821.0,26566788428.0,7239853.0,0.0,1570.0,839.0
LVA,Latvia,RES,379936.0,72405415772.0,13898863067.0,1853558.0,64835814.0,86304278831.0,20017208.0,1118495.0,171.0,1117.0
LIE,Liechtenstein,COM,3539.0,6259825116.0,1404128566.0,0.0,2235652.0,7663953689.0,977727.0,0.0,632.0,2800.0
LIE,Liechtenstein,IND,675.0,888053000.0,390541344.0,0.0,444027.0,1278594351.0,145240.0,0.0,658.0,2000.0
LIE,Liechtenstein,RES,14212.0,5197471430.0,962692882.0,40128.0,1856240.0,6160164309.0,621017.0,20347.0,131.0,2800.0
LTU,Lithuania,COM,77787.0,39762901951.0,10882133421.0,0.0,35735774.0,50645035368.0,14733739.0,0.0,459.0,1113.0
LTU,Lithuania,IND,23668.0,44311769869.0,19468260065.0,0.0,53537646.0,63780030039.0,17512663.0,0.0,2262.0,828.0
LTU,Lithuania,RES,574630.0,85596845397.0,16644085803.0,2830144.0,82742266.0,102240931209.0,25130224.0,1456121.0,144.0,1034.0
LUX,Luxembourg,COM,11178.0,30139495094.0,8000339326.0,0.0,13458888.0,38139834419.0,5974612.0,0.0,1204.0,2239.0
LUX,Luxembourg,IND,2411.0,8658582938.0,3805843092.0,0.0,5790810.0,12464426020.0,1940422.0,0.0,2402.0,1495.0
LUX,Luxembourg,RES,145186.0,78061964381.0,14514988304.0,680452.0,31641981.0,92576952687.0,10782925.0,266567.0,218.0,2467.0
MLT,Malta,COM,14415.0,3038758763.0,759689692.0,0.0,2526534.0,3798448456.0,1130593.0,0.0,175.0,1203.0
MLT,Malta,IND,10844.0,5422061285.0,2299199463.0,0.0,5198954.0,7721260762.0,1796482.0,0.0,479.0,1043.0
MLT,Malta,RES,97670.0,30731539167.0,5423212795.0,545405.0,25038896.0,36154751968.0,8930908.0,235619.0,256.0,1227.0
MDA,Moldova,COM,20100.0,2469478034.0,528135958.0,0.0,4693001.0,2997613986.0,2216206.0,0.0,233.0,526.0
MDA,Moldova,IND,4103.0,5489980803.0,2236691319.0,0.0,9655460.0,7726672090.0,3469986.0,0.0,2353.0,569.0
MDA,Moldova,RES,813625.0,38386143504.0,6774025332.0,2600114.0,84590791.0,45160168820.0,29412758.0,1294318.0,104.0,454.0
MCO,Monaco,COM,793.0,2231380404.0,557845101.0,0.0,619828.0,2789225505.0,280115.0,0.0,782.0,3600.0
MCO,Monaco,IND,168.0,286629125.0,121978040.0,0.0,114652.0,408607165.0,39011.0,0.0,682.0,2500.0
MCO,Monaco,RES,9189.0,7411874225.0,1307977806.0,38341.0,2117678.0,8719852031.0,750542.0,19096.0,230.0,3500.0
MNE,Montenegro,COM,12115.0,5960035571.0,1404026543.0,0.0,7119297.0,7364062101.0,3158185.0,0.0,588.0,837.0
MNE,Montenegro,IND,2669.0,1930128924.0,744509720.0,0.0,2973469.0,2674638659.0,1107831.0,0.0,1114.0,649.0
MNE,Montenegro,RES,168343.0,14370756631.0,2536015883.0,632707.0,20428859.0,16906772513.0,6808783.0,286726.0,121.0,703.0
NLD,Netherlands,COM,284133.0,314894922314.0,78723730574.0,0.0,196692696.0,393618652909.0,82686991.0,0.0,692.0,1601.0
NLD,Netherlands,IND,137885.0,365792135880.0,169467212109.0,0.0,286801144.0,535259347921.0,85105440.0,0.0,2080.0,1275.0
NLD,Netherlands,RES,5275364.0,1847260650808.0,329535954244.0,18346819.0,1041830053.0,2176796605049.0,384448571.0,7942013.0,197.0,1773.0
MKD,North Macedonia,COM,42509.0,7933851048.0,1836874806.0,0.0,14692317.0,9770725838.0,6147864.0,0.0,346.0,540.0
MKD,North Macedonia,IND,13290.0,4282202816.0,1682451260.0,0.0,11301328.0,5964654049.0,4129366.0,0.0,850.0,379.0
MKD,North Macedonia,RES,549585.0,24408604290.0,4307400753.0,1811703.0,62326932.0,28716005047.0,20682177.0,878346.0,113.0,392.0
NOR,Norway,COM,129934.0,150667466157.0,42781914577.0,0.0,50335157.0,193449380744.0,18533313.0,0.0,387.0,2993.0
NOR,Norway,IND,112966.0,76592185202.0,34497726059.0,0.0,41921269.0,111089911322.0,12372776.0,0.0,371.0,1827.0
NOR,Norway,RES,1661741.0,1073371365387.0,229764550136.0,5572974.0,346497835.0,1303135915564.0,86826133.0,2690484.0,209.0,3098.0
POL,Poland,COM,603770.0,282656162184.0,71334309479.0,0.0,265232317.0,353990471665.0,122890616.0,0.0,439.0,1066.0
POL,Poland,IND,202868.0,225424356401.0,98620702087.0,0.0,282318203.0,324045058582.0,91459080.0,0.0,1392.0,798.0
POL,Poland,RES,7150999.0,1053227238328.0,188405517071.0,38140910.0,983892553.0,1241632755428.0,348336303.0,14408998.0,138.0,1070.0
PRT,Portugal,COM,237103.0,99911447985.0,24977862015.0,0.0,85562997.0,124889309819.0,38929075.0,0.0,361.0,1168.0
PRT,Portugal,IND,130372.0,59837946709.0,25314730945.0,0.0,76452944.0,85152677653.0,25813505.0,0.0,586.0,783.0
PRT,Portugal,RES,3761340.0,952404527833.0,168141494272.0,10411834.0,744086793.0,1120546022140.0,238159056.0,6306285.0,198.0,1280.0
ROU,Romania,COM,200444.0,30446493818.0,6867328182.0,0.0,41768716.0,37313821982.0,18504163.0,0.0,208.0,729.0
ROU,Romania,IND,81727.0,66808424960.0,24984718193.0,0.0,119300759.0,91793142981.0,44745193.0,0.0,1460.0,560.0
ROU,Romania,RES,6066704.0,330823331458.0,60762337774.0,18908650.0,623322244.0,391585669100.0,199604901.0,9612537.0,103.0,531.0
SRB,Serbia,COM,47968.0,28097797523.0,6779612203.0,0.0,38755564.0,34877409765.0,17209755.0,0.0,808.0,725.0
SRB,Serbia,IND,26679.0,20891264398.0,8319820969.0,0.0,41053705.0,29211085417.0,14912299.0,0.0,1539.0,509.0
SRB,Serbia,RES,2457587.0,149980735736.0,27290786288.0,6689039.0,257127930.0,177271521978.0,82475033.0,3588367.0,105.0,583.0
SVK,Slovakia,COM,62733.0,21382959738.0,5115763710.0,0.0,19001033.0,26498723439.0,8834934.0,0.0,303.0,1125.0
SVK,Slovakia,IND,82850.0,65781698357.0,28842465368.0,0.0,76738325.0,94624163555.0,25438408.0,0.0,926.0,857.0
SVK,Slovakia,RES,1127549.0,238709950667.0,42460524968.0,5474881.0,204977750.0,281170475618.0,71472628.0,2413027.0,182.0,1165.0
SVN,Slovenia,COM,29951.0,12099738038.0,2911446223.0,0.0,10425253.0,15011184207.0,4695697.0,0.0,348.0,1161.0
SVN,Slovenia,IND,23193.0,13322166899.0,5253302241.0,0.0,14009541.0,18575469108.0,5019470.0,0.0,604.0,951.0
SVN,Slovenia,RES,531726.0,91183535540.0,16230706857.0,2117072.0,79116464.0,107414242370.0,26900684.0,1064597.0,149.0,1153.0
ESP,Spain,COM,548560.0,279184647487.0,66296570153.0,0.0,211027561.0,345481217646.0,100500605.0,0.0,385.0,1323.0
ESP,Spain,IND,227945.0,274867515950.0,125101846161.0,0.0,324032054.0,399969362008.0,104116306.0,0.0,1422.0,848.0
ESP,Spain,RES,10099502.0,3115720382928.0,549833008742.0,47889288.0,2486174426.0,3665553391646.0,856083710.0,27358406.0,246.0,1253.0
SWE,Sweden,COM,286491.0,255635998524.0,69006179840.0,0.0,113535818.0,324642178266.0,48100674.0,0.0,396.0,2252.0
SWE,Sweden,IND,110999.0,236619830605.0,107222070053.0,0.0,148125441.0,343841900623.0,43482216.0,0.0,1334.0,1597.0
SWE,Sweden,RES,2352964.0,955164002642.0,187856922276.0,10656633.0,442765520.0,1143020924965.0,126627395.0,5206189.0,188.0,2157.0
CHE,Switzerland,COM,120435.0,394543410383.0,101469025727.0,0.0,113798368.0,496012436133.0,49348788.0,0.0,945.0,3467.0
CHE,Switzerland,IND,53656.0,238395170919.0,101590628571.0,0.0,112337698.0,339985799330.0,37923660.0,0.0,2094.0,2122.0
CHE,Switzerland,RES,1753249.0,3206752714240.0,604200786904.0,8964742.0,888005076.0,3810953501388.0,277406620.0,4473164.0,506.0,3611.0
TUR,Türkiye,COM,777245.0,210545434795.0,52812376173.0,0.0,369137271.0,263357812711.0,166100767.0,0.0,475.0,570.0
TUR,Türkiye,IND,230760.0,102439556189.0,34305382187.0,0.0,268293134.0,136744939016.0,111107881.0,0.0,1163.0,382.0
TUR,Türkiye,RES,9095551.0,1118907418765.0,198395100674.0,87685426.0,2992006151.0,1317302535026.0,994010632.0,32189721.0,329.0,374.0
UKR,Ukraine,COM,325762.0,125777648301.0,31827161847.0,0.0,217846360.0,157604810174.0,105053636.0,0.0,669.0,577.0
UKR,Ukraine,IND,238933.0,110038811603.0,46626296603.0,0.0,220780496.0,156665108192.0,76367320.0,0.0,924.0,498.0
UKR,Ukraine,RES,13320702.0,691752990445.0,124146432942.0,38980376.0,1407804436.0,815899423337.0,487350401.0,25509994.0,106.0,491.0
GBR,United Kingdom,COM,645530.0,1042874448742.0,265115293665.0,0.0,482334420.0,1307989742407.0,225084106.0,0.0,747.0,2162.0
GBR,United Kingdom,IND,216199.0,473467496183.0,218242127030.0,0.0,332892004.0,691709623193.0,108601805.0,0.0,1540.0,1422.0
GBR,United Kingdom,RES,15495076.0,4285229403905.0,769815512035.0,69551332.0,2182089161.0,5055044915928.0,769939848.0,28265691.0,141.0,1964.0
