ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
KGZ,Kyrgyzstan,KG-T,Talas,COM,CR+,CR+PC/LFLS/CDH+ERH/H:1/COM:2,TOTAL,1.0,50000.0,8824.0,0.0,100.0,58824.0,59.0,0.0,100.0,500.0
KGZ,Kyrgyzstan,KG-N,Naryn,IND,CR+,CR+PC/LFLS/CDH+ERH/H:1/IND:2,TOTAL,1.0,75000.0,25000.0,0.0,150.0,100000.0,92.0,0.0,150.0,500.0
KGZ,Kyrgyzstan,KG-O,Osh,IND,CR+,CR+PC/LFLS/CDH+ERH/H:1/IND:2,TOTAL,1.0,25000.0,8333.0,0.0,50.0,33333.0,31.0,0.0,50.0,500.0
KGZ,Kyrgyzstan,KG-N,Naryn,IND,CR+,CR+PC/LFLS/CDH+ERH/H:1/IND:6,TOTAL,1.0,30000.0,10000.0,0.0,60.0,40000.0,37.0,0.0,60.0,500.0
KGZ,Kyrgyzstan,KG-T,Talas,COM,CR+,CR+PC/LFLS/CDH+ERH/H:2/COM:3B,TOTAL,1.0,90000.0,15882.0,0.0,180.0,105882.0,106.0,0.0,180.0,500.0
KGZ,Kyrgyzstan,KG-C,Chüy,IND,CR+,CR+PC/LFLS/CDH+ERH/H:2/IND:2,TOTAL,1.0,150000.0,50000.0,0.0,300.0,200000.0,184.0,0.0,300.0,500.0
KGZ,Kyrgyzstan,KG-B,Batken,RES,CR+,CR+PC/LFLS/CDH+ERH/H:4/RES,RURAL,1.0,200900.0,35453.0,45.0,574.0,236353.0,212.0,8.0,574.0,350.0
KGZ,Kyrgyzstan,KG-B,Batken,RES,CR+,CR+PC/LFLS/CDH+ERH/H:5/RES,RURAL,1.0,159250.0,28103.0,38.0,455.0,187353.0,168.0,7.0,455.0,350.0
KGZ,Kyrgyzstan,KG-C,Chüy,RES,CR-,CR+PC/LFLS/CDH+ERL/H:4/RES,RURAL,1.0,196817.0,34732.0,38.0,562.0,231549.0,208.0,8.0,562.0,350.0
KGZ,Kyrgyzstan,KG-GB,Bishkek Shaary,RES,CR-,CR+PC/LFLS/CDH+ERL/H:4/RES,URBAN,4.0,1601192.0,282564.0,312.0,3202.0,1883756.0,1184.0,64.0,800.0,500.0
KGZ,Kyrgyzstan,KG-GB,Bishkek Shaary,RES,CR-,CR+PC/LFLS/CDH+ERL/H:5/RES,URBAN,1.0,561500.0,99088.0,122.0,1123.0,660588.0,415.0,25.0,1123.0,500.0
KGZ,Kyrgyzstan,KG-GB,Bishkek Shaary,IND,CR-,CR+PC/LFLS/CDH+ERL/H:>2/IND:2,TOTAL,1.0,75000.0,25000.0,0.0,150.0,100000.0,92.0,0.0,150.0,500.0
KGZ,Kyrgyzstan,KG-GB,Bishkek Shaary,RES,CR-,CR+PC/LFLS/CDH+ERL/H:>5/RES,URBAN,1.0,1272554.0,224568.0,354.0,2545.0,1497122.0,942.0,73.0,2545.0,500.0
KGZ,Kyrgyzstan,KG-C,Chüy,COM,CR+,CR+PC/LFLS/CDH+ERM/H:1/COM:2,TOTAL,2.0,260000.0,45883.0,0.0,520.0,305883.0,306.0,0.0,260.0,500.0
KGZ,Kyrgyzstan,KG-B,Batken,COM,CR+,CR+PC/LFLS/CDH+ERM/H:1/COM:2,TOTAL,2.0,100000.0,17648.0,0.0,200.0,117648.0,118.0,0.0,100.0,500.0
KGZ,Kyrgyzstan,KG-J,Jalal-Abad,COM,CR+,CR+PC/LFLS/CDH+ERM/H:1/COM:3,TOTAL,1.0,60000.0,10588.0,0.0,120.0,70588.0,71.0,0.0,120.0,500.0
KGZ,Kyrgyzstan,KG-B,Batken,COM,CR+,CR+PC/LFLS/CDH+ERM/H:1/COM:3C,TOTAL,1.0,50000.0,8824.0,0.0,100.0,58824.0,59.0,0.0,100.0,500.0
KGZ,Kyrgyzstan,KG-B,Batken,COM,CR+,CR+PC/LFLS/CDH+ERM/H:1/COM:5A,TOTAL,1.0,22500.0,3971.0,0.0,45.0,26471.0,27.0,0.0,45.0,500.0
KGZ,Kyrgyzstan,KG-B,Batken,IND,CR+,CR+PC/LFLS/CDH+ERM/H:1/IND:2,TOTAL,1.0,25000.0,8333.0,0.0,50.0,33333.0,31.0,0.0,50.0,500.0
KGZ,Kyrgyzstan,KG-C,Chüy,IND,CR+,CR+PC/LFLS/CDH+ERM/H:1/IND:2,TOTAL,1.0,25000.0,8333.0,0.0,50.0,33333.0,31.0,0.0,50.0,500.0
KGZ,Kyrgyzstan,KG-J,Jalal-Abad,IND,CR+,CR+PC/LFLS/CDH+ERM/H:1/IND:2,TOTAL,1.0,25000.0,8333.0,0.0,50.0,33333.0,31.0,0.0,50.0,500.0
KGZ,Kyrgyzstan,KG-T,Talas,IND,CR+,CR+PC/LFLS/CDH+ERM/H:1/IND:6,TOTAL,1.0,75000.0,25000.0,0.0,150.0,100000.0,92.0,0.0,150.0,500.0
KGZ,Kyrgyzstan,KG-C,Chüy,COM,CR+,CR+PC/LFLS/CDH+ERM/H:3/COM:1,TOTAL,1.0,720000.0,127059.0,0.0,1440.0,847059.0,850.0,0.0,1440.0,500.0
KGZ,Kyrgyzstan,KG-GO,Osh Shaary,RES,CR+,CR+PC/LFLS/CDH+ERM/H:4/RES,URBAN,1.0,401219.0,70803.0,86.0,802.0,472022.0,297.0,16.0,802.0,500.0
KGZ,Kyrgyzstan,KG-C,Chüy,RES,CR+,CR+PC/LFLS/CDH+ERM/H:4/RES,URBAN,1.0,415000.0,73235.0,79.0,830.0,488235.0,307.0,17.0,830.0,500.0
KGZ,Kyrgyzstan,KG-J,Jalal-Abad,RES,CR+,CR+PC/LFLS/CDH+ERM/H:4/RES,URBAN,2.0,809678.0,142884.0,156.0,1619.0,952562.0,599.0,32.0,810.0,500.0
KGZ,Kyrgyzstan,KG-O,Osh,RES,CR+,CR+PC/LFLS/CDH+ERM/H:4/RES,RURAL,1.0,194980.0,34408.0,51.0,557.0,229388.0,206.0,8.0,557.0,350.0
KGZ,Kyrgyzstan,KG-GO,Osh Shaary,RES,CR+,CR+PC/LFLS/CDH+ERM/H:5/RES,URBAN,1.0,555517.0,98032.0,132.0,1111.0,653549.0,411.0,25.0,1111.0,500.0
