ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
SEN,Senegal,COM,CR-,CR/LFINF/CDL+ERL/H:1/COM,TOTAL,880.0,56231650.0,9923233.0,0.0,114758.0,66154882.0,56854.0,0.0,130.0,490.0
SEN,Senegal,IND,CR-,CR/LFINF/CDL+ERL/H:1/IND,TOTAL,741.0,50438908.0,16812971.0,0.0,162706.0,67251877.0,80108.0,0.0,220.0,310.0
SEN,Senegal,RES,CR-,CR/LFINF/CDL+ERL/H:1/RES,URBAN,15773.0,283915715.0,50102774.0,137480.0,946386.0,334018488.0,324407.0,15773.0,60.0,300.0
SEN,Senegal,COM,CR-,CR/LFINF/CDL+ERL/H:2/COM,TOTAL,1546.0,196922358.0,34751008.0,0.0,401882.0,231673361.0,199257.0,0.0,260.0,490.0
SEN,Senegal,IND,CR-,CR/LFINF/CDL+ERL/H:2/IND,TOTAL,249.0,36681603.0,12227198.0,0.0,118328.0,48908807.0,58311.0,0.0,475.0,310.0
SEN,Senegal,RES,CR-,CR/LFINF/CDL+ERL/H:2/RES,URBAN,53828.0,1627191440.0,287151428.0,481180.0,5423971.0,1914342873.0,1860596.0,55204.0,101.0,300.0
SEN,Senegal,COM,CR-,CR/LFINF/CDL+ERL/H:3/COM,TOTAL,1026.0,227216368.0,40097000.0,0.0,463707.0,267313377.0,230090.0,0.0,452.0,490.0
SEN,Senegal,RES,CR-,CR/LFINF/CDL+ERL/H:3/RES,URBAN,43020.0,1899771200.0,335253738.0,481219.0,6332571.0,2235024945.0,2173839.0,55208.0,147.0,300.0
SEN,Senegal,COM,CR-,CR/LFINF/CDL+ERL/H:4-7/COM,TOTAL,262.0,155635296.0,27465053.0,0.0,317623.0,183100346.0,157973.0,0.0,1212.0,490.0
SEN,Senegal,RES,CR-,CR/LFINF/CDL+ERL/H:4-7/RES,URBAN,1970.0,567831775.0,100205609.0,206227.0,1892773.0,668037384.0,651153.0,23660.0,961.0,300.0
SEN,Senegal,COM,CR-,CR/LFINF/CDL+ERL/H:>7/COM,TOTAL,41.0,63264087.0,11164252.0,0.0,129110.0,74428340.0,64314.0,0.0,3149.0,490.0
SEN,Senegal,RES,CR-,CR/LFINF/CDL+ERL/H:>7/RES,URBAN,493.0,177447812.0,31314320.0,68747.0,591493.0,208762130.0,203778.0,7887.0,1200.0,300.0
SEN,Senegal,COM,CR-,CR/LWAL/CDL+ERL/H:1/COM,TOTAL,282.0,17870896.0,3153688.0,0.0,36471.0,21024585.0,19807.0,0.0,129.0,490.0
SEN,Senegal,IND,CR-,CR/LWAL/CDL+ERL/H:1/IND,TOTAL,231.0,15802206.0,5267401.0,0.0,50975.0,21069602.0,26546.0,0.0,221.0,310.0
SEN,Senegal,RES,CR-,CR/LWAL/CDL+ERL/H:1/RES,URBAN,5049.0,90860302.0,16034171.0,44012.0,302868.0,106894474.0,123305.0,5049.0,60.0,300.0
SEN,Senegal,COM,CR-,CR/LWAL/CDL+ERL/H:2/COM,TOTAL,492.0,63023894.0,11121864.0,0.0,128620.0,74145754.0,69907.0,0.0,261.0,490.0
SEN,Senegal,IND,CR-,CR/LWAL/CDL+ERL/H:2/IND,TOTAL,75.0,11364670.0,3788221.0,0.0,36660.0,15152895.0,19109.0,0.0,489.0,310.0
SEN,Senegal,RES,CR-,CR/LWAL/CDL+ERL/H:2/RES,URBAN,17224.0,520745895.0,91896338.0,153963.0,1735820.0,612642229.0,707219.0,17664.0,101.0,300.0
SEN,Senegal,COM,CR-,CR/LWAL/CDL+ERL/H:3/COM,TOTAL,326.0,72553855.0,12803618.0,0.0,148069.0,85357474.0,80543.0,0.0,454.0,490.0
SEN,Senegal,RES,CR-,CR/LWAL/CDL+ERL/H:3/RES,URBAN,13768.0,607979194.0,107290447.0,153984.0,2026597.0,715269641.0,826301.0,17666.0,147.0,300.0
SEN,Senegal,COM,CR-,CR/LWAL/CDL+ERL/H:4-7/COM,TOTAL,82.0,47353740.0,8356541.0,0.0,96640.0,55710282.0,52694.0,0.0,1179.0,490.0
SEN,Senegal,RES,CR-,CR/LWAL/CDL+ERL/H:4-7/RES,URBAN,630.0,181721052.0,32068422.0,66001.0,605737.0,213789469.0,247524.0,7572.0,961.0,300.0
SEN,Senegal,COM,CR-,CR/LWAL/CDL+ERL/H:>7/COM,TOTAL,12.0,16012119.0,2825667.0,0.0,32678.0,18837786.0,17847.0,0.0,2723.0,490.0
SEN,Senegal,RES,CR-,CR/LWAL/CDL+ERL/H:>7/RES,URBAN,158.0,56787840.0,10021383.0,21980.0,189293.0,66809224.0,77466.0,2522.0,1198.0,300.0
SEN,Senegal,RES,OT,INF/LN/CDN+ERN/H:1/EWV/RES,URBAN,12916.0,123989240.0,21880455.0,112579.0,774933.0,145869692.0,10346.0,12916.0,60.0,160.0
SEN,Senegal,RES,OT,INF/LN/CDN+ERN/H:1/EWV/RES,RURAL,157790.0,1325442817.0,233901672.0,1375358.0,9467449.0,1559344488.0,126402.0,157790.0,60.0,140.0
SEN,Senegal,RES,OT,MATO/LN/CDN+ERN/H:1/RES,RURAL,10411.0,87442342.0,15431003.0,90746.0,624588.0,102873344.0,286973.0,10411.0,60.0,140.0
SEN,Senegal,RES,OT,MATO/LN/CDN+ERN/H:1/RES,URBAN,2691.0,25830912.0,4558397.0,23457.0,161443.0,30389307.0,74177.0,2691.0,60.0,160.0
SEN,Senegal,COM,MR|MCF,MCF+CB/LWAL/CDL+ERL/H:1/COM,TOTAL,3814.0,243081822.0,60770456.0,0.0,496085.0,303852280.0,276337.0,0.0,130.0,490.0
SEN,Senegal,IND,MR|MCF,MCF+CB/LWAL/CDL+ERL/H:1/IND,TOTAL,693.0,47406543.0,15802186.0,0.0,152924.0,63208719.0,85473.0,0.0,221.0,310.0
SEN,Senegal,RES,MR|MCF,MCF+CB/LWAL/CDL+ERL/H:1/RES,URBAN,68146.0,1226620062.0,216462362.0,593986.0,4088734.0,1443082427.0,1607772.0,68146.0,60.0,300.0
