ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,TAXONOMY_HAZUS,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
MNP,Northern Mariana Islands,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/COM:1,PC2L/MC/COM1,TOTAL,97.0,101247771.0,101247771.0,71480923.0,29766844.0,24.0,57801.0,202495542.0,31807.0,0.0,596.0,1752.0
MNP,Northern Mariana Islands,IND,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/IND:1,PC2L/MC/IND1,TOTAL,53.0,60081304.0,90122734.0,50648539.0,9432765.0,3.0,28176.0,150204038.0,15414.0,0.0,532.0,2132.0
MNP,Northern Mariana Islands,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:1,PC1/MC/COM1,TOTAL,271.0,265901100.0,265901100.0,187726168.0,78174923.0,63.0,151799.0,531802199.0,87619.0,0.0,560.0,1752.0
MNP,Northern Mariana Islands,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:3B,PC1/MC/COM3,TOTAL,26.0,38221786.0,38221786.0,32029857.0,6191929.0,8.0,17933.0,76443573.0,10351.0,0.0,690.0,2131.0
MNP,Northern Mariana Islands,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:5,PC1/MC/COM8,TOTAL,10.0,22522064.0,22522064.0,20269857.0,2252206.0,3.0,6621.0,45044129.0,3822.0,0.0,662.0,3402.0
MNP,Northern Mariana Islands,IND,CR+,CR+PC/LWAL/CDM+ERM/H:1/IND:1,PC1/MC/IND1,TOTAL,193.0,208492080.0,312740993.0,175758823.0,32733258.0,12.0,97775.0,521233073.0,55084.0,0.0,507.0,2132.0
MNP,Northern Mariana Islands,IND,CR+,CR+PC/LWAL/CDM+ERM/H:1/IND:2,PC1/MC/IND2,TOTAL,17.0,44393700.0,66590262.0,37423889.0,6969811.0,2.0,24996.0,110983961.0,14082.0,0.0,1470.0,1776.0
MNP,Northern Mariana Islands,COM,CR+,CR/LFM/CDM+ERM/H:1-3/COM:1,C1L/MC/COM1,TOTAL,112.0,103984030.0,103984030.0,73412722.0,30571305.0,23.0,59363.0,207968060.0,31043.0,0.0,530.0,1752.0
MNP,Northern Mariana Islands,IND,CR+,CR/LFM/CDM+ERM/H:1-3/IND:1,C1L/MC/IND1,TOTAL,17.0,21216132.0,31824474.0,17885199.0,3330933.0,1.0,9949.0,53040606.0,5276.0,0.0,585.0,2132.0
MNP,Northern Mariana Islands,RES,CR+,CR/LFM/CDM+ERM/H:1-3/RES:3,C1L/MC/RES4,TOTAL,11.0,52457144.0,26228212.0,45322974.0,7134172.0,512.0,20536.0,78685357.0,6826.0,0.0,1867.0,2554.0
MNP,Northern Mariana Islands,COM,CR+,CR/LWAL/CDM+ERM/H:1-3/COM:1,C2L/MC/COM1,TOTAL,187.0,185575844.0,185575844.0,131016540.0,54559297.0,45.0,105942.0,371151687.0,61195.0,0.0,567.0,1752.0
MNP,Northern Mariana Islands,COM,CR+,CR/LWAL/CDM+ERM/H:1-3/COM:3B,C2L/MC/COM3,TOTAL,16.0,22841530.0,22841530.0,19141202.0,3700328.0,4.0,10717.0,45683060.0,6190.0,0.0,670.0,2131.0
MNP,Northern Mariana Islands,COM,CR+,CR/LWAL/CDM+ERM/H:1-3/COM:5,C2L/MC/COM8,TOTAL,39.0,114198246.0,114198246.0,102778419.0,11419825.0,13.0,33571.0,228396491.0,19391.0,0.0,861.0,3402.0
MNP,Northern Mariana Islands,IND,CR+,CR/LWAL/CDM+ERM/H:1-3/IND:1,C2L/MC/IND1,TOTAL,158.0,169685499.0,254529966.0,143044875.0,26640624.0,10.0,79576.0,424215465.0,44869.0,0.0,504.0,2132.0
MNP,Northern Mariana Islands,RES,CR+,CR/LWAL/CDM+ERM/H:1-3/RES:2,C2L/MC/RES3D,TOTAL,17.0,36694686.0,18346096.0,31630819.0,5063867.0,483.0,12631.0,55040783.0,5127.0,189.0,743.0,2905.0
MNP,Northern Mariana Islands,RES,CR+,CR/LWAL/CDM+ERM/H:1-3/RES:2,C2L/MC/RES3C,TOTAL,12.0,21138518.0,10568505.0,18221402.0,2917115.0,117.0,6767.0,31707023.0,2747.0,62.0,564.0,3124.0
MNP,Northern Mariana Islands,RES,CR+,CR/LWAL/CDM+ERM/H:1-3/RES:2,C2L/MC/RES3B,TOTAL,13.0,5762871.0,2881158.0,4967594.0,795276.0,62.0,3902.0,8644029.0,1584.0,39.0,300.0,1477.0
MNP,Northern Mariana Islands,RES,CR+,CR/LWAL/CDM+ERM/H:1-3/RES:2,C2L/MC/RES3E,TOTAL,4.0,5855320.0,2926692.0,5047286.0,808034.0,91.0,2161.0,8782012.0,877.0,43.0,540.0,2710.0
MNP,Northern Mariana Islands,RES,CR+,CR/LWAL/CDM+ERM/H:1-3/RES:3,C2L/MC/RES4,TOTAL,38.0,169430605.0,84714318.0,146388047.0,23042564.0,2064.0,66330.0,254144923.0,26923.0,0.0,1746.0,2554.0
MNP,Northern Mariana Islands,COM,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FC:3/COM:1,RM2L/MC/COM1,TOTAL,121.0,121811538.0,121811538.0,85998942.0,35812593.0,27.0,69540.0,243623077.0,42149.0,0.0,575.0,1752.0
MNP,Northern Mariana Islands,COM,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FC:3/COM:5,RM2L/MC/COM8,TOTAL,10.0,21550293.0,21550293.0,19395263.0,2155029.0,3.0,6335.0,43100586.0,3840.0,0.0,634.0,3402.0
MNP,Northern Mariana Islands,IND,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FC:3/IND:1,RM2L/MC/IND1,TOTAL,87.0,102182605.0,153274665.0,86139936.0,16042669.0,5.0,47919.0,255457270.0,26583.0,0.0,551.0,2132.0
MNP,Northern Mariana Islands,RES,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FC:3/RES:3,RM2L/MC/RES4,TOTAL,14.0,81431691.0,40715135.0,70356983.0,11074711.0,875.0,31879.0,122146826.0,14196.0,0.0,2277.0,2554.0
MNP,Northern Mariana Islands,COM,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FW:4/COM:1,RM1L/MC/COM1,TOTAL,109.0,105600148.0,105600148.0,74553701.0,31046444.0,26.0,60286.0,211200296.0,32354.0,0.0,553.0,1752.0
MNP,Northern Mariana Islands,IND,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FW:4/IND:1,RM1L/MC/IND1,TOTAL,69.0,75699512.0,113550046.0,63814688.0,11884824.0,4.0,35500.0,189249558.0,17170.0,0.0,514.0,2132.0
MNP,Northern Mariana Islands,RES,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FW:4/RES:1,RM1L/MC/RES1,TOTAL,5519.0,2428307097.0,1214146944.0,1860083164.0,568223858.0,27018.0,1404335.0,3642454042.0,531019.0,11950.0,254.0,1729.0
MNP,Northern Mariana Islands,RES,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FW:4/RES:2,RM1L/MC/RES3C,TOTAL,13.0,18887097.0,9442678.0,16280677.0,2606419.0,74.0,6047.0,28329775.0,2286.0,37.0,465.0,3123.0
MNP,Northern Mariana Islands,RES,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FW:4/RES:2,RM1L/MC/RES3D,TOTAL,17.0,34605827.0,17301702.0,29830223.0,4775604.0,410.0,11911.0,51907529.0,4504.0,160.0,701.0,2905.0
MNP,Northern Mariana Islands,RES,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FW:4/RES:2,RM1L/MC/RES3B,TOTAL,12.0,5132478.0,2566013.0,4424196.0,708282.0,53.0,3475.0,7698491.0,1314.0,34.0,290.0,1477.0
MNP,Northern Mariana Islands,RES,MR|MCF,MR/LWAL/CDM+ERM/H:1-3/FW:4/RES:3,RM1L/MC/RES4,TOTAL,23.0,62546997.0,31272250.0,54040608.0,8506392.0,883.0,24487.0,93819247.0,9259.0,0.0,1065.0,2554.0
MNP,Northern Mariana Islands,COM,S,S/LDUAL/CDM+ERM/H:1-3/COM:1,S4L/MC/COM1,TOTAL,47.0,44298510.0,44298510.0,31274747.0,13023762.0,9.0,25289.0,88597021.0,11621.0,0.0,538.0,1752.0
MNP,Northern Mariana Islands,IND,S,S/LDUAL/CDM+ERM/H:1-3/IND:1,S4L/MC/IND1,TOTAL,37.0,46046723.0,69070301.0,38817387.0,7229336.0,3.0,21594.0,115117024.0,8901.0,0.0,584.0,2132.0
MNP,Northern Mariana Islands,COM,S,S/LFBR/CDM+ERM/H:1-3/COM:1,S2L/MC/COM1,TOTAL,40.0,37570404.0,37570404.0,26524704.0,11045699.0,8.0,21448.0,75140809.0,9588.0,0.0,536.0,1752.0
