-55.1457,4.725,Brokopondo,1,rural,M,14.1446,74.9663
-55.1457,4.725,Brokopondo,1,rural,UFB,1202.0471,6370.8498
-55.1457,4.725,Brokopondo,1,rural,W,132.7,703.31
-54.9844,5.8748,Commewijne,2,rural,M,5.0022,26.5119
-54.9844,5.8748,Commewijne,2,urban,M,45.5007,227.5034
-54.9844,5.8748,Commewijne,2,rural,UFB,425.1042,2253.052
-54.9844,5.8748,Commewijne,2,urban,UFB,1288.9254,19333.8813
-54.9844,5.8748,Commewijne,2,urban,UNK,1.4762,7.3808
-54.9844,5.8748,Commewijne,2,rural,W,46.9294,248.7257
-54.9844,5.8748,Commewijne,2,urban,W,426.8728,2134.3639
-56.2909,5.7695,Coronie,3,rural,M,4.545,24.0885
-56.2909,5.7695,Coronie,3,rural,UFB,386.2472,2047.11
-56.2909,5.7695,Coronie,3,rural,W,42.6398,225.9907
-54.3438,5.8141,Marowijne,4,rural,M,9.3465,49.5365
-54.3438,5.8141,Marowijne,4,urban,M,14.6029,73.0145
-54.3438,5.8141,Marowijne,4,rural,UFB,794.2922,4209.7485
-54.3438,5.8141,Marowijne,4,urban,UFB,413.6651,6204.9763
-54.3438,5.8141,Marowijne,4,rural,W,87.6859,464.7352
-54.3438,5.8141,Marowijne,4,urban,W,136.9997,684.9984
-56.8768,5.8691,Nickerie,5,rural,M,43.0732,228.2881
-56.8768,5.8691,Nickerie,5,urban,M,23.3626,116.8132
-56.8768,5.8691,Nickerie,5,rural,UFB,3660.4842,19400.5663
-56.8768,5.8691,Nickerie,5,urban,UFB,661.8075,9927.1128
-56.8768,5.8691,Nickerie,5,rural,UNK,1.3974,7.4063
-56.8768,5.8691,Nickerie,5,rural,W,404.0992,2141.7256
-56.8768,5.8691,Nickerie,5,urban,W,219.1807,1095.9037
-55.3949,5.3217,Para,6,rural,M,1.2606,6.681
-55.3949,5.3217,Para,6,urban,M,28.9044,144.5218
-55.3949,5.3217,Para,6,rural,UFB,107.127,567.7732
-55.3949,5.3217,Para,6,urban,UFB,818.7916,12281.8735
-55.3949,5.3217,Para,6,rural,W,11.8263,62.6793
-55.3949,5.3217,Para,6,urban,W,271.1715,1355.8575
-55.1863,5.8643,Paramaribo,7,urban,INF,3.1981,47.9714
-55.1863,5.8643,Paramaribo,7,rural,M,3.3591,17.8031
-55.1863,5.8643,Paramaribo,7,urban,M,478.8005,2394.0026
-55.1863,5.8643,Paramaribo,7,rural,UFB,285.4639,1512.9589
-55.1863,5.8643,Paramaribo,7,urban,UFB,13563.2738,203449.1066
-55.1863,5.8643,Paramaribo,7,urban,UNK,15.5336,77.668
-55.1863,5.8643,Paramaribo,7,rural,W,31.5138,167.0231
-55.1863,5.8643,Paramaribo,7,urban,W,4491.9531,22459.7653
-55.628,5.8537,Saramacca,8,rural,M,26.0699,138.1706
-55.628,5.8537,Saramacca,8,rural,UFB,2215.4951,11742.1241
-55.628,5.8537,Saramacca,8,rural,W,244.5796,1296.2719
-55.539,4.4072,Sipaliwini,9,rural,M,42.4245,224.8496
-55.539,4.4072,Sipaliwini,9,rural,UFB,3605.3505,19108.3577
-55.539,4.4072,Sipaliwini,9,rural,UNK,1.3764,7.2947
-55.539,4.4072,Sipaliwini,9,rural,W,398.0127,2109.4673
-55.2286,5.815,Wanica,10,urban,INF,1.0603,15.9041
-55.2286,5.815,Wanica,10,rural,M,2.1606,11.4512
-55.2286,5.815,Wanica,10,urban,M,158.7382,793.6909
-55.2286,5.815,Wanica,10,rural,UFB,183.6139,973.1537
-55.2286,5.815,Wanica,10,urban,UFB,4496.6729,67450.0937
-55.2286,5.815,Wanica,10,urban,UNK,5.1499,25.7495
-55.2286,5.815,Wanica,10,rural,W,20.2701,107.4313
-55.2286,5.815,Wanica,10,urban,W,1489.2307,7446.1535
