ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
CAN,Canada,Com,125772673.3252,90502,90641898448,164321593119,100713228195,16229.9,355676719762,59,British Columbia,1389.722584309739,2827.9332096436888
CAN,Canada,Ind,17664139.9551,12920,14637059330,30526103698,11290476739,110.7,56453639767,59,British Columbia,1367.1934949767801,3195.9461321353874
CAN,Canada,Res,339390649.0532,1083068,52270631610,481127130228,130676664345,4611760.2,664074426183,59,British Columbia,313.3604252486455,1956.6668322641538
CAN,Canada,Com,1170041.1123,877,707687146,1282942131,786319326,76.0,2776948603,60,Yukon,1334.140378905359,2373.3769470213174
CAN,Canada,Ind,140426.0783,117,83143033,175513267,64915851,4.9,323572151,60,Yukon,1200.2228914529915,2304.216958254256
CAN,Canada,Res,3318434.5617,11875,470145343,4127157881,1175365429,35407.8,5772668653,60,Yukon,279.44712098526315,1739.5758589383547
CAN,Canada,Com,1679799.3297,982,1068897303,1937767402,1187663852,357.1,4194328557,61,Northwest Territories,1710.5899487780039,2496.922389979211
CAN,Canada,Ind,126109.4513,102,65967510,138812196,51341488,3.0,256121194,61,Northwest Territories,1236.3671696078432,2030.943687089058
CAN,Canada,Res,3042805.6814,10218,424021282,3773980024,1060054548,40429.9,5258055854,61,Northwest Territories,297.7887728909767,1728.0288012282006
CAN,Canada,Com,592650.6575,474,333144224,603945794,370160245,142.8,1307250263,62,Nunavut,1250.3178428270041,2205.7686876015996
CAN,Canada,Ind,49172.2678,34,27116499,55662573,20587527,0.0,103366599,62,Nunavut,1446.2431705882354,2102.132027353841
CAN,Canada,Res,1859784.0314,5585,189719628,1775767205,474299617,33899.7,2439786450,62,Nunavut,332.99624555058193,1311.865468682075
