ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
VUT,Vanuatu,Com,5451.2875105245275,251330202.67952532,258194366.33281928,250499134.66994512,0.0,0.0,856635.3873105985,760023703.6822897,157.14368131505364,887.2195976731471
VUT,Vanuatu,Ind,398.1895334850725,38214102.93986216,26893664.70154656,26684191.63120963,0.0,0.0,78184.3248616662,91791959.27261835,196.34952274454298,1174.0455575337965
VUT,Vanuatu,Res,90293.0,787438448.2080706,1002310193.7561048,1167073125.751673,58296.0,278463.0,2521807.449075908,2956821767.7194676,27.92915784253384,1172.5010047071462
