ID_0,NAME_0,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
ARM,Armenia,COM,53362.0,10541726542.0,2151361495.0,0.0,18676912.0,12693088000.0,11362875.0,0.0,350.0,564.0
ARM,Armenia,IND,7154.0,1344707916.0,487304423.0,0.0,2965287.0,1832012312.0,1554674.0,0.0,414.0,453.0
ARM,Armenia,RES,599751.0,39948808947.0,7572519145.0,2952365.0,88197781.0,47521328081.0,41150182.0,830783.0,147.0,453.0
AZE,Azerbaijan,COM,114951.0,19906488748.0,4153234979.0,0.0,39812978.0,24059723792.0,24233822.0,0.0,346.0,500.0
AZE,Azerbaijan,IND,53573.0,10804187200.0,3919251373.0,0.0,22141919.0,14723438655.0,11603966.0,0.0,413.0,488.0
AZE,Azerbaijan,RES,1477979.0,86108288731.0,15485055536.0,10397664.0,222333661.0,101593344232.0,98545238.0,2442956.0,150.0,387.0
BHR,Bahrain,COM,34468.0,14647909194.0,2830190802.0,0.0,12816522.0,17478100011.0,8114403.0,0.0,372.0,1143.0
BHR,Bahrain,IND,16798.0,5710760903.0,2068811772.0,0.0,6967316.0,7779572666.0,3654458.0,0.0,415.0,820.0
BHR,Bahrain,RES,238035.0,43223379330.0,7636856341.0,1643332.0,50796256.0,50860235670.0,19891269.0,269154.0,213.0,851.0
GEO,Georgia,COM,70373.0,11006132490.0,2229861710.0,0.0,23401725.0,13235994187.0,14242058.0,0.0,333.0,470.0
GEO,Georgia,IND,36801.0,4559467285.0,1652324854.0,0.0,11039886.0,6211792159.0,5790608.0,0.0,300.0,413.0
GEO,Georgia,RES,836680.0,48933106770.0,9215987691.0,3753569.0,121426120.0,58149094472.0,56758190.0,1138151.0,145.0,403.0
IRN,Iran,COM,1925754.0,67143717590.0,13336637188.0,0.0,291929207.0,80480354792.0,154105059.0,0.0,152.0,230.0
IRN,Iran,IND,99733.0,54312972584.0,22316964281.0,0.0,236143359.0,76629936879.0,94047552.0,0.0,2368.0,230.0
IRN,Iran,RES,15498022.0,670669122173.0,148645580425.0,92417681.0,3073181915.0,819314702588.0,1177257010.0,24960100.0,198.0,218.0
IRQ,Iraq,COM,427961.0,55150742834.0,11938408115.0,0.0,125472756.0,67089150922.0,80588492.0,0.0,293.0,440.0
IRQ,Iraq,IND,61747.0,10174104239.0,3684280842.0,0.0,25627461.0,13858385063.0,13441753.0,0.0,415.0,397.0
IRQ,Iraq,RES,7052096.0,341162044241.0,68700073996.0,47020774.0,901038780.0,409862118242.0,421851256.0,7971477.0,128.0,379.0
ISR,Israel,COM,146839.0,125550101645.0,22155900278.0,0.0,75632591.0,147706001954.0,45192243.0,0.0,515.0,1660.0
ISR,Israel,IND,65903.0,35827626839.0,12966188669.0,0.0,27349333.0,48793815521.0,14092430.0,0.0,415.0,1310.0
ISR,Israel,RES,1122733.0,583767112294.0,104363348207.0,9517181.0,345699200.0,688130460501.0,145344324.0,3068721.0,308.0,1689.0
JOR,Jordan,COM,117003.0,29498259038.0,6614625008.0,0.0,38398753.0,36112884074.0,23212675.0,0.0,328.0,768.0
JOR,Jordan,IND,19307.0,5640677763.0,2040491647.0,0.0,8001085.0,7681169397.0,4226308.0,0.0,414.0,705.0
JOR,Jordan,RES,1292001.0,260099524789.0,49693547868.0,11520684.0,361970581.0,309793072680.0,133600935.0,2544060.0,280.0,719.0
KWT,Kuwait,COM,58467.0,14000988149.0,2684057897.0,0.0,22368081.0,16685046038.0,14360904.0,0.0,383.0,626.0
KWT,Kuwait,IND,7013.0,2189236434.0,793121811.0,0.0,4822107.0,2982358251.0,2529358.0,0.0,688.0,454.0
KWT,Kuwait,RES,673052.0,86839283396.0,15384165024.0,5026078.0,145938694.0,102223448419.0,58559697.0,824375.0,217.0,595.0
LBN,Lebanon,COM,76902.0,23741352963.0,5135414742.0,0.0,27807006.0,28876767682.0,18185289.0,0.0,362.0,854.0
LBN,Lebanon,IND,13268.0,4886785136.0,1770376872.0,0.0,5498534.0,6657162006.0,2904996.0,0.0,414.0,889.0
LBN,Lebanon,RES,487977.0,156687411617.0,29676634966.0,5849413.0,184301734.0,186364046587.0,66014917.0,2228258.0,378.0,850.0
OMN,Oman,COM,57350.0,10304646371.0,2006612320.0,0.0,21101997.0,12311258673.0,13399819.0,0.0,368.0,488.0
OMN,Oman,IND,14494.0,2103378530.0,761236255.0,0.0,6009653.0,2864614817.0,3151983.0,0.0,415.0,350.0
OMN,Oman,RES,1296072.0,97859066391.0,17414347970.0,5494687.0,220305561.0,115273414356.0,88155256.0,1533510.0,170.0,444.0
PSE,Palestine,COM,49237.0,7782694534.0,1495528570.0,0.0,11782389.0,9278222926.0,6221256.0,0.0,239.0,661.0
PSE,Palestine,IND,20612.0,1561992447.0,626401197.0,0.0,2492709.0,2188393796.0,1090094.0,0.0,121.0,627.0
PSE,Palestine,RES,550270.0,120493566549.0,21681595779.0,5329806.0,202938346.0,142175162362.0,78443369.0,1590340.0,369.0,594.0
QAT,Qatar,COM,19791.0,11178246504.0,2153534928.0,0.0,8347583.0,13331781379.0,5224374.0,0.0,422.0,1339.0
QAT,Qatar,IND,13108.0,8540624454.0,3094198803.0,0.0,9009077.0,11634823235.0,4724830.0,0.0,687.0,948.0
QAT,Qatar,RES,321067.0,115882685260.0,20551161153.0,3115889.0,98053554.0,136433846421.0,38870716.0,624473.0,305.0,1182.0
SAU,Saudi Arabia,COM,412423.0,91940672240.0,17779887301.0,0.0,149502658.0,109720559526.0,95702519.0,0.0,362.0,615.0
SAU,Saudi Arabia,IND,122437.0,48168969011.0,17450000470.0,0.0,50811149.0,65618969486.0,26651175.0,0.0,415.0,948.0
SAU,Saudi Arabia,RES,2891113.0,1083193943595.0,192206454246.0,34566328.0,1101756761.0,1275400397829.0,436658969.0,6413522.0,381.0,983.0
SYR,Syria,COM,144545.0,18593804460.0,3532172592.0,0.0,52174569.0,22125977047.0,27613275.0,0.0,361.0,356.0
SYR,Syria,IND,53625.0,9083479883.0,3215262535.0,0.0,30278266.0,12298742418.0,17405674.0,0.0,565.0,300.0
SYR,Syria,RES,3516585.0,144753245005.0,29088362829.0,25618940.0,651240609.0,173841607858.0,255786990.0,6103970.0,185.0,222.0
ARE,United Arab Emirates,COM,66802.0,35105871752.0,6755972950.0,0.0,28116121.0,41861844731.0,17415282.0,0.0,421.0,1249.0
ARE,United Arab Emirates,IND,6787.0,5139696409.0,1862158132.0,0.0,6052100.0,7001854564.0,3173473.0,0.0,892.0,849.0
ARE,United Arab Emirates,RES,762577.0,348000054000.0,61428066316.0,11346000.0,300063717.0,409428120283.0,118879811.0,1916006.0,393.0,1160.0
YEM,Yemen,COM,260743.0,23635784998.0,5077509638.0,0.0,67821493.0,28713294672.0,38709592.0,0.0,260.0,348.0
YEM,Yemen,IND,58831.0,10415668892.0,3778930926.0,0.0,24421159.0,14194599815.0,12902891.0,0.0,415.0,427.0
YEM,Yemen,RES,5622584.0,122718873523.0,27185856654.0,41773878.0,681528253.0,149904730185.0,234395202.0,6001989.0,121.0,180.0
