ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
TWN,Taiwan,Com,108458633.2877,127421,75460116028,62389608256,53369608524,0.0,0,191219332948,,,851.1833472324028,1763.0623506085215
TWN,Taiwan,Ind,37110718.8224,50164,40539305425,20802833726,15335534785,0.0,0,76677673789,,,739.7878722270952,2066.1867035223636
TWN,Taiwan,Res,962634447.0899,1782208,243294380245,392752058678,334318653113,8034869.0,23571284,970365091728,,,540.1358579301069,1008.0307168120465
TWN,Taiwan,Com,17453600.0049,14066,14606005953,12451815751,9644645755,0.0,0,36702467448,A,Taipei City,1240.8360589293331,2102.8594351707375
TWN,Taiwan,Ind,1482531.253,1952,1728451499,867813957,649066359,0.0,0,3245331808,A,Taipei City,759.4934697745902,2189.047820363218
TWN,Taiwan,Res,86542050.9475,122268,25855452688,43190016331,34815982503,914272.0,2683260,103861451501,A,Taipei City,707.8062203315668,1200.126994494349
TWN,Taiwan,Com,13831933.3306,17080,9423778278,7766514849,6748308481,0.0,0,23938601626,B,Taichung City,809.8321622131148,1730.6764755033412
TWN,Taiwan,Ind,6107093.75,8254,6887432360,3572372525,2614951225,0.0,0,13074756110,B,Taichung City,739.8950508844197,2140.912952253271
TWN,Taiwan,Res,123045601.7074,214431,31917028686,51644697649,43056473943,936999.0,2787100,126618200249,B,Taichung City,573.8237554616636,1029.0347520921193
TWN,Taiwan,Com,2054966.6695,2625,1417186696,1165616950,1018294386,0.0,0,3601098036,C,Keelung City,782.8444455238096,1752.3875639677376
TWN,Taiwan,Ind,147531.25,208,166265003,85828999,63023501,0.0,0,315117503,C,Keelung City,709.2848557692307,2135.9373217538655
TWN,Taiwan,Res,15435885.5343,32607,3969775599,6490957266,5383378002,161329.0,371458,15844110843,C,Keelung City,473.39177275738336,1026.4465104896565
