ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,TAXONOMY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD
PRK,North Korea,Res,ADO/E,MUR+ADO/LWAL+DLO/HEX:1/RES,32285305.6199,307859.0,874492702.1442,3016999822.3975,1355463688.3235,1200649.7,5246956212.8652
PRK,North Korea,Res,MUR,MUR/LWAL+DLO/HEX:1/RES,148608370.6553,1115110.3,4025265770.9178,13887166909.6664,6239161944.9226,5526559.6,24151594625.5068
PRK,North Korea,Res,RC,CR/LWAL+DLO/HEX:2/RES,114835610.3965,861690.5,3110483277.4428,10731167307.1777,4821249080.0363,4270592.2,18662899664.6568
PRK,North Korea,Res,S,S/LFBR+DLO/HEX:2/RES,62438821.4135,468521.3,1691242892.3349,5834787978.5554,2621426483.1191,2322022.0,10147457354.0094
PRK,North Korea,Res,S,S/LFINF+DLO/HEX:2/RES,299862628.3415,2250074.3,8122199096.3103,28021586882.2705,12589408599.281,11151515.7,48733194577.8618
PRK,North Korea,Res,W,W+WLI/LWAL+DLO/RWO+RWO3/HEX:2/RES,13709259.2822,130725.4,371334480.6213,1281103958.1435,575568444.963,509830.4,2228006883.7278
PRK,North Korea,Res,W,W+WS/LWAL+DLO/RWO+RWO1/HEX:2/RES,13709259.2822,130725.4,371334480.6213,1281103958.1435,575568444.963,509830.4,2228006883.7278
