ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
PRK,North Korea,Res,685449254.9912,5264706.2,18566352700.3926,64053916816.3545,28777846685.6085,25491000.0,111398116202.3556,,,130.1970573383943,162.51839999999092
PRK,North Korea,Res,117377479.9135,929089.8,3179333371.9293,10968700133.1561,4927966726.4904,4373776.2,19076000231.5758,PRK.10_1,P'yŏngan-namdo,126.33599024927406,162.518400000014
PRK,North Korea,Res,100283194.8807,571283.1,2716310729.8161,9371272017.8655,4210281631.215,3736800.7,16297864378.8966,PRK.11_1,P'yŏngyang,175.54027920780436,162.51839999997054
PRK,North Korea,Res,5887812.3668,39004.3,159479640.8919,550204761.0771,247193443.3824,219394.4,956877845.3514,PRK.12_1,Rasŏn,150.9529043413162,162.51839999980484
PRK,North Korea,Res,19591583.7128,166581.7,530665473.0771,1830795882.116,822531483.2695,730031.0,3183992838.4626,PRK.13_1,Ryanggang,117.60945957929351,162.5183999996062
PRK,North Korea,Res,8561014.1326,33626.6,231887053.2006,800010333.5421,359424932.4609,319004.5,1391322319.2036,PRK.14_1,Sinŭiju,254.59053643841483,162.51839999953978
PRK,North Korea,Res,35912713.9823,244252.9,972746136.0108,3355974169.2373,1507756510.8167,1287655.9,5836476816.0648,PRK.1_1,Chagang-do,147.0308601547822,162.51840000010515
PRK,North Korea,Res,60533478.8813,486311.6,1639634022.3708,5656737377.1793,2541432734.6747,2255627.6,9837804134.2248,PRK.2_1,Hamgyŏng-bukto,124.47467607455796,162.51840000003526
PRK,North Korea,Res,93554403.1572,718285.5,2534051985.6771,8742479350.586,3927780577.7995,3486069.9,15204311914.0626,PRK.3_1,Hamgyŏng-namdo,130.24682129487508,162.51839999999473
PRK,North Korea,Res,53514561.233,441417.0,1449516811.3803,5000832999.262,2246751057.6395,1994085.5,8697100868.2818,PRK.4_1,Hwanghae-bukto,121.23357558272563,162.51839999986194
PRK,North Korea,Res,69585560.7443,633499.8,1884822332.5449,6502637047.2799,2921474615.4446,2592930.8,11308933995.2694,PRK.5_1,Hwanghae-namdo,109.84306663443301,162.51840000004248
PRK,North Korea,Res,8370022.7033,59717.9,226713782.9502,782162551.1782,351406363.5728,311887.4,1360282697.7012,PRK.6_1,Kaesŏng,140.1593609838926,162.51839999966657
PRK,North Korea,Res,44065873.2513,347031.1,1193585869.233,4117871248.8538,1850058097.3112,1642004.2,7161515215.398,PRK.7_1,Kangwŏn-do,126.97960860366695,162.51839999986217
PRK,North Korea,Res,2690341.5366,24971.7,72871666.9974,251407251.141,112951083.846,100248.7,437230001.9844,PRK.8_1,Kumgangsan,107.73561818378406,162.51840000097627
PRK,North Korea,Res,65521214.4956,569633.2,1774733824.3131,6122831693.8802,2750837427.6853,2441483.2,10648402945.8786,PRK.9_1,P'yŏngan-bukto,115.02351775774306,162.51839999995238
