ID_0,NAME_0,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
ARG,Argentina,COM,551486.0,127028373961.0,23900493958.0,0.0,153357015.0,150928869518.0,74369966.0,0.0,278.0,828.0
ARG,Argentina,IND,209556.0,36465547123.0,12987413942.0,0.0,68882619.0,49452966902.0,30086291.0,0.0,329.0,529.0
ARG,Argentina,RES,11325190.0,584024647774.0,118903500729.0,45851378.0,1091718113.0,702928148514.0,430585093.0,13891084.0,96.0,535.0
BOL,Bolivia,COM,135368.0,12466341166.0,2946658224.0,0.0,30027673.0,15412999369.0,15617006.0,0.0,222.0,415.0
BOL,Bolivia,IND,14600.0,1920826210.0,652290102.0,0.0,4689624.0,2573116305.0,2173399.0,0.0,321.0,410.0
BOL,Bolivia,RES,3360350.0,68105712309.0,15523011596.0,12581843.0,261632987.0,83628723905.0,71215732.0,3551606.0,78.0,260.0
BRA,Brazil,COM,7858630.0,977935921449.0,181177621385.0,0.0,2860779861.0,1159113542853.0,1418428533.0,0.0,364.0,342.0
BRA,Brazil,IND,1260747.0,207431317222.0,70915358054.0,0.0,517305677.0,278346675266.0,255452502.0,0.0,410.0,401.0
BRA,Brazil,RES,58701128.0,2956445227592.0,618236501183.0,212811244.0,8201608289.0,3574681729010.0,3089369610.0,76456188.0,140.0,360.0
CHL,Chile,COM,289558.0,120622839544.0,25389474978.0,0.0,86837633.0,146012314651.0,39106251.0,0.0,300.0,1389.0
CHL,Chile,IND,162212.0,66930434373.0,27138366650.0,0.0,58082480.0,94068801148.0,21872297.0,0.0,358.0,1152.0
CHL,Chile,RES,3959749.0,616570072110.0,117472810984.0,19859921.0,575687119.0,734042883388.0,200450432.0,7927260.0,145.0,1071.0
COL,Colombia,COM,399376.0,67124093597.0,12451587955.0,0.0,141928495.0,79575681231.0,68399249.0,0.0,355.0,473.0
COL,Colombia,IND,326438.0,37594605262.0,13011684191.0,0.0,82624056.0,50606289759.0,37580734.0,0.0,253.0,455.0
COL,Colombia,RES,9114485.0,584122305817.0,118397939585.0,53111200.0,1973454771.0,702520248941.0,802963675.0,15322029.0,217.0,296.0
ECU,Ecuador,COM,352130.0,67275742527.0,12855200322.0,0.0,102911316.0,80130942883.0,50985147.0,0.0,292.0,654.0
ECU,Ecuador,IND,157404.0,15444152259.0,5387156372.0,0.0,27377481.0,20831308290.0,12451137.0,0.0,174.0,564.0
ECU,Ecuador,RES,3489366.0,300045062150.0,58128068320.0,16891854.0,544229352.0,358173130470.0,213643209.0,4967782.0,156.0,551.0
GUF,French Guiana,COM,1491.0,665333175.0,125660295.0,0.0,426414.0,790993461.0,212861.0,0.0,286.0,1560.0
GUF,French Guiana,IND,1039.0,387700043.0,134516472.0,0.0,287917.0,522216517.0,131534.0,0.0,277.0,1347.0
GUF,French Guiana,RES,36187.0,5862944676.0,1214708673.0,313643.0,4927328.0,7077653351.0,1754251.0,55503.0,136.0,1190.0
GUY,Guyana,COM,8043.0,1066729553.0,201048796.0,0.0,1235716.0,1267778689.0,619117.0,0.0,154.0,863.0
GUY,Guyana,IND,6139.0,821664342.0,285139847.0,0.0,1415851.0,1106802926.0,646267.0,0.0,231.0,580.0
GUY,Guyana,RES,148956.0,3958335023.0,925848661.0,835986.0,12400102.0,4884183688.0,2036417.0,148956.0,83.0,319.0
PRY,Paraguay,COM,67785.0,6577796350.0,1244948231.0,0.0,12997688.0,7822744803.0,6494174.0,0.0,192.0,506.0
PRY,Paraguay,IND,45522.0,4766342146.0,1654828667.0,0.0,12581274.0,6421169798.0,5739019.0,0.0,276.0,379.0
PRY,Paraguay,RES,828399.0,37787218400.0,7175600527.0,7013078.0,98074221.0,44962818929.0,39383791.0,828399.0,118.0,385.0
PER,Peru,COM,753469.0,169553124373.0,31777881191.0,0.0,284032997.0,201331005665.0,142205390.0,0.0,377.0,597.0
PER,Peru,IND,153196.0,28699682448.0,10337272765.0,0.0,48269178.0,39036955015.0,20951840.0,0.0,315.0,595.0
PER,Peru,RES,7796134.0,499046975980.0,97244708783.0,34209078.0,954110259.0,596291684763.0,351988993.0,11892027.0,122.0,523.0
SUR,Suriname,COM,2942.0,228031260.0,43462395.0,0.0,564908.0,271493514.0,282726.0,0.0,192.0,404.0
SUR,Suriname,IND,2240.0,253443289.0,88067305.0,0.0,513311.0,341510810.0,233811.0,0.0,229.0,494.0
SUR,Suriname,RES,49601.0,1517578567.0,379394642.0,639850.0,4585033.0,1896973210.0,1783950.0,49601.0,92.0,331.0
URY,Uruguay,COM,31472.0,9324902394.0,1778816218.0,0.0,8653021.0,11103718774.0,4329963.0,0.0,275.0,1078.0
URY,Uruguay,IND,26894.0,7611333389.0,2641178180.0,0.0,8283294.0,10252508270.0,3780193.0,0.0,308.0,919.0
URY,Uruguay,RES,482880.0,63732798701.0,12050798835.0,3384688.0,59401417.0,75783597484.0,24018955.0,482880.0,123.0,1073.0
VEN,Venezuela,COM,385026.0,42130885338.0,9258763009.0,0.0,89633865.0,51389650839.0,42325086.0,0.0,233.0,470.0
VEN,Venezuela,IND,253180.0,25191948948.0,9257350265.0,0.0,78930936.0,34449332783.0,33056713.0,0.0,312.0,319.0
VEN,Venezuela,RES,6753946.0,163644362506.0,35967823276.0,28516896.0,562707623.0,199612185618.0,204047503.0,7484657.0,83.0,291.0
