ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
WSM,Samoa,WS-AA,A'ana,COM,662.0,171236253.0,48409279.0,0.0,188895.0,219645532.0,91930.0,0.0,285.0,907.0
WSM,Samoa,WS-AA,A'ana,IND,30.0,17212267.0,7107956.0,0.0,16766.0,24320224.0,6528.0,0.0,559.0,1027.0
WSM,Samoa,WS-AA,A'ana,RES,5420.0,692290223.0,167187915.0,26551.0,799687.0,859478136.0,222515.0,5258.0,148.0,866.0
WSM,Samoa,WS-AL,Aiga-i-le-Tai,COM,165.0,41093956.0,11551615.0,0.0,45736.0,52645572.0,22531.0,0.0,277.0,899.0
WSM,Samoa,WS-AL,Aiga-i-le-Tai,IND,7.0,4128410.0,1751195.0,0.0,3828.0,5879606.0,1516.0,0.0,547.0,1078.0
WSM,Samoa,WS-AL,Aiga-i-le-Tai,RES,1277.0,170410000.0,41328970.0,5469.0,197650.0,211738970.0,53419.0,1260.0,155.0,862.0
WSM,Samoa,WS-AT,Atua,COM,677.0,174920889.0,49099855.0,0.0,194866.0,224020743.0,96385.0,0.0,288.0,898.0
WSM,Samoa,WS-AT,Atua,IND,31.0,18360494.0,6994113.0,0.0,17706.0,25354606.0,7985.0,0.0,571.0,1037.0
WSM,Samoa,WS-AT,Atua,RES,5273.0,779898286.0,183903658.0,25501.0,865970.0,963801943.0,260408.0,5325.0,164.0,901.0
WSM,Samoa,WS-FA,Fa'asaleleaga,COM,426.0,109850081.0,31149355.0,0.0,121891.0,140999436.0,58470.0,0.0,286.0,901.0
WSM,Samoa,WS-FA,Fa'asaleleaga,IND,19.0,10301815.0,3931947.0,0.0,10133.0,14233762.0,4437.0,0.0,533.0,1017.0
WSM,Samoa,WS-FA,Fa'asaleleaga,RES,3330.0,477570568.0,112644315.0,15697.0,537451.0,590214883.0,152512.0,3353.0,161.0,889.0
WSM,Samoa,WS-GE,Gaga'emauga,COM,117.0,30958153.0,8609734.0,0.0,34629.0,39567888.0,17586.0,0.0,296.0,894.0
WSM,Samoa,WS-GE,Gaga'emauga,IND,5.0,2924879.0,1228131.0,0.0,2754.0,4153010.0,1089.0,0.0,551.0,1062.0
WSM,Samoa,WS-GE,Gaga'emauga,RES,1213.0,169421967.0,40619064.0,5483.0,193806.0,210041030.0,55646.0,1210.0,160.0,874.0
WSM,Samoa,WS-GI,Gagaifomauga,RES,1940.0,248758819.0,61347897.0,7329.0,295346.0,310106711.0,79913.0,1885.0,152.0,842.0
WSM,Samoa,WS-GI,Gagaifomauga,IND,6.0,3541985.0,1560419.0,0.0,3315.0,5102404.0,1198.0,0.0,552.0,1068.0
WSM,Samoa,WS-GI,Gagaifomauga,COM,136.0,36027603.0,10077911.0,0.0,39678.0,46105514.0,20014.0,0.0,292.0,908.0
WSM,Samoa,WS-PA,Palauli,COM,250.0,63558523.0,17987027.0,0.0,70891.0,81545550.0,34104.0,0.0,284.0,897.0
WSM,Samoa,WS-PA,Palauli,IND,11.0,6264773.0,2341430.0,0.0,6273.0,8606204.0,2766.0,0.0,570.0,999.0
WSM,Samoa,WS-PA,Palauli,RES,2080.0,266160457.0,64262403.0,9884.0,309585.0,330422861.0,79611.0,2032.0,149.0,860.0
WSM,Samoa,WS-SA,Satupa'itea,COM,153.0,40406847.0,11485101.0,0.0,44064.0,51891947.0,21234.0,0.0,288.0,917.0
WSM,Samoa,WS-SA,Satupa'itea,IND,7.0,4201166.0,1653560.0,0.0,3876.0,5854726.0,1763.0,0.0,554.0,1084.0
WSM,Samoa,WS-SA,Satupa'itea,RES,1167.0,147644065.0,36134476.0,5764.0,173573.0,183778542.0,47050.0,1133.0,149.0,851.0
WSM,Samoa,WS-TU,Tuamasaga,COM,2991.0,775450232.0,220373957.0,0.0,852146.0,995824189.0,408581.0,0.0,285.0,910.0
WSM,Samoa,WS-TU,Tuamasaga,IND,137.0,73521712.0,27550868.0,0.0,73984.0,101072578.0,32285.0,0.0,540.0,994.0
WSM,Samoa,WS-TU,Tuamasaga,RES,21873.0,2919593524.0,690935820.0,110886.0,3229870.0,3610529344.0,1080239.0,21122.0,148.0,904.0
WSM,Samoa,WS-VF,Va'a-o-Fonoti,COM,40.0,10192450.0,2905116.0,0.0,11118.0,13097567.0,5305.0,0.0,278.0,917.0
WSM,Samoa,WS-VF,Va'a-o-Fonoti,IND,2.0,828758.0,276253.0,0.0,1020.0,1105011.0,394.0,0.0,510.0,813.0
WSM,Samoa,WS-VF,Va'a-o-Fonoti,RES,370.0,53501653.0,12157087.0,1772.0,57243.0,65658742.0,15323.0,371.0,155.0,935.0
WSM,Samoa,WS-VS,Vaisigano,COM,192.0,47172063.0,13377218.0,0.0,52480.0,60549281.0,25118.0,0.0,273.0,899.0
WSM,Samoa,WS-VS,Vaisigano,IND,9.0,5191213.0,2110162.0,0.0,5202.0,7301376.0,2004.0,0.0,578.0,998.0
WSM,Samoa,WS-VS,Vaisigano,RES,1596.0,202166533.0,49009771.0,4969.0,236090.0,251176304.0,61354.0,1555.0,148.0,856.0
