ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
LAO,Laos,LA01,Vientiane Capital,Com,21478.0,115998699.63369963,120560022.71062271,100358977.28937729,23341.0,0.0,1306380.0,336917699.6336996,60.82409907812645,257.901758778992
LAO,Laos,LA01,Vientiane Capital,Ind,4217.0,74067674.82517482,51063757.342657335,36195742.65734266,4217.0,0.0,554390.0,161327174.8251748,131.46549679867204,290.9994314925861
LAO,Laos,LA01,Vientiane Capital,Res,151998.0,495027254.8076923,1332721733.1730769,1232042016.8269231,166334.0,820940.5,13102552.5,3059791004.8076925,86.20213752812538,233.52633044650594
LAO,Laos,LA02,Phongsaly,Com,1253.0,6539563.36996337,6816071.062271062,5467328.937728938,1350.0,0.0,76410.0,18822963.36996337,60.98164405426975,246.3416224311395
LAO,Laos,LA02,Phongsaly,Ind,411.0,7482660.839160838,5076944.755244754,3583555.244755245,411.0,0.0,54990.0,16143160.839160837,133.79562043795622,293.5653907830667
LAO,Laos,LA02,Phongsaly,Res,33743.0,107250348.07692307,138425831.73076922,205095868.26923078,34066.0,177989.5,2193214.0,450772048.0769231,64.99759950211896,205.53035320626398
LAO,Laos,LA03,Louangnamtha,Com,1638.0,7994749.45054945,8274934.065934066,6728865.934065934,1771.0,0.0,98190.0,22998549.45054945,59.94505494505494,234.22496639728536
LAO,Laos,LA03,Louangnamtha,Ind,539.0,8981709.79020979,6098488.811188811,4386011.188811189,539.0,0.0,66710.0,19466209.79020979,123.76623376623377,291.8034745946603
LAO,Laos,LA03,Louangnamtha,Res,32638.0,102937848.07692307,150116831.73076922,206167368.26923078,33243.0,175753.2,2196301.5,459222048.0769231,67.29277222869048,209.08880136762784
LAO,Laos,LA04,Oudomxai,Com,3061.0,15002781.684981685,15536735.531135531,12914464.468864469,3321.0,0.0,184420.0,43453981.68498168,60.24828487422411,235.62510402874787
LAO,Laos,LA04,Oudomxai,Ind,1011.0,17729000.0,12318999.999999998,8722000.0,1011.0,0.0,133690.0,38770000.0,132.23541048466865,289.9992520008976
LAO,Laos,LA04,Oudomxai,Res,54480.0,169486279.80769232,241451045.67307693,342877304.3269231,55378.0,307621.2,3634202.0,753814629.8076923,66.70708516886931,207.4223253984485
LAO,Laos,LA05,Bokeo,Com,2108.0,10635846.886446886,11043493.04029304,9094106.95970696,2258.0,0.0,126690.0,30773446.886446886,60.099620493358636,242.90351950782923
