ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,TAXONOMY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:1/COM,2663.0,9130285.714285715,9130285.714285715,12173714.285714287,2663.0,0.0,133150.0,30434285.714285716,50.0,228.57142857142858
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:1/COM1,28484.0,85452000.0,85452000.0,113936000.0,28484.0,0.0,1424200.0,284840000.0,50.0,200.0
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:1/COM11,27.0,1481142.8571428573,1481142.8571428573,1974857.142857143,27.0,0.0,10800.0,4937142.857142858,400.0,457.1428571428572
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:1/COM12,60.0,6171428.571428572,6171428.571428572,8228571.42857143,60.0,0.0,18000.000000000004,20571428.571428575,300.00000000000006,1142.857142857143
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:1/COM2,9970.0,35892000.0,35892000.0,47856000.0,9970.0,0.0,697900.0,119640000.0,70.0,171.42857142857142
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:1/COM3,1244.0,6397714.285714286,6397714.285714286,8530285.714285715,1244.0,0.0,62200.0,21325714.285714287,50.0,342.8571428571429
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:1/COM5,1633.0,13437257.142857144,13437257.142857144,17916342.85714286,1633.0,0.0,97980.0,44790857.14285715,60.0,457.1428571428572
LAO,Laos,Com,MUR,MUR/LWAL+DNO/H:2/COM12,30.0,3085714.285714286,3085714.285714286,4114285.7142857146,30.0,0.0,9000.0,10285714.285714287,300.0,1142.8571428571431
LAO,Laos,Com,RC,CR/LFINF+DUL/H:1/COM1,7123.0,26848230.769230764,30683692.307692308,19177307.692307692,7123.0,0.0,356150.0,76709230.76923077,50.0,215.3846153846154
LAO,Laos,Com,RC,CR/LFINF+DUL/H:1/COM12,35.0,4523076.923076922,5169230.769230769,3230769.2307692305,35.0,0.0,10500.0,12923076.923076922,300.0,1230.7692307692307
LAO,Laos,Com,RC,CR/LFINF+DUL/H:1/COM3,946.0,6112615.384615384,6985846.153846154,4366153.846153846,946.0,0.0,47300.0,17464615.384615384,50.0,369.2307692307692
LAO,Laos,Com,RC,CR/LFINF+DUL/H:1/COM5,405.0,4187076.9230769225,4785230.769230769,2990769.2307692305,405.0,0.0,24300.0,11963076.923076924,60.0,492.3076923076923
LAO,Laos,Com,RC,CR/LFINF+DUL/H:2/COM1,887.0,13373230.769230768,15283692.307692308,9552307.692307692,3547.0,0.0,177400.0,38209230.76923077,200.0,215.3846153846154
LAO,Laos,Com,RC,CR/LFINF+DUL/H:2/COM12,45.0,5815384.615384615,6646153.846153846,4153846.1538461535,45.0,0.0,13500.0,16615384.615384614,300.0,1230.7692307692307
LAO,Laos,Com,RC,CR/LFINF+DUL/H:2/COM3,147.0,3799384.615384615,4342153.846153846,2713846.1538461535,587.0,0.0,29400.0,10855384.615384616,200.0,369.2307692307692
LAO,Laos,Com,RC,CR/LFINF+DUL/H:2/COM5,52.0,2150399.9999999995,2457600.0,1536000.0,196.0,0.0,12480.0,6144000.0,240.0,492.3076923076923
LAO,Laos,Com,RC,CR/LFINF+DUL/HBET:3-5/COM1,297.0,18806953.846153844,21493661.538461536,13433538.46153846,3568.0,0.0,249480.0,53734153.84615384,840.0,215.38461538461536
LAO,Laos,Com,RC,CR/LFINF+DUL/HBET:3-5/COM12,24.0,10338461.538461538,11815384.615384616,7384615.384615384,24.0,0.0,24000.0,29538461.538461536,1000.0,1230.7692307692307
