ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
LAO,Laos,Com,515800.0,8623.0,42236620.5128,43713128.2051,36164071.7949,9288.0,0.0,122113820.5128,LA10,Vientiane,59.81676910587962,236.74645310740596
LAO,Laos,Ind,352510.0,2636.0,47357786.7133,32513058.042,22964441.958,2636.0,0.0,102835286.7133,LA10,Vientiane,133.72913505311078,291.7230339942129
LAO,Laos,Res,5865898.5,78179.0,203026873.0769,462175394.2308,529549905.7692,80746.0,419089.9,1194752173.0769,LA10,Vientiane,75.03163893117078,203.6776076294024
LAO,Laos,Com,255510.0,4261.0,20424849.8168,21134511.3553,17328488.6447,4596.0,0.0,58887849.8168,LA11,Bolikhamxai,59.96479699601033,230.47180077805174
LAO,Laos,Ind,174430.0,1306.0,23597611.8881,16104200.6993,11349299.3007,1306.0,0.0,51051111.8881,LA11,Bolikhamxai,133.5604900459418,292.67392012899154
LAO,Laos,Res,3490696.5,48084.0,137457324.0385,266648540.8654,319494909.1346,49575.0,273690.7,723600774.0385,LA11,Bolikhamxai,72.59580109807837,207.29409561630465
LAO,Laos,Com,291190.0,4852.0,23483574.359,24329789.7436,19775610.2564,5231.0,0.0,67588974.359,LA12,Khammouan,60.01442704039572,232.11296527696692
LAO,Laos,Ind,210150.0,1484.0,28170779.7203,19560551.7483,13554948.2517,1484.0,0.0,61286279.7203,LA12,Khammouan,141.61051212938006,291.63111929716865
LAO,Laos,Res,5008735.5,73691.0,224341979.8077,342909795.6731,462314354.3269,74940.0,392051.7,1029566129.8077,LA12,Khammouan,67.96943317365756,205.55410238925575
LAO,Laos,Com,585090.0,9773.0,46651158.9744,48260543.5897,39764656.4103,10552.0,0.0,134676358.9744,LA13,Savannakhet,59.868003683618134,230.1805858490147
LAO,Laos,Ind,392990.0,2995.0,52719115.3846,36098453.8462,25723046.1538,2995.0,0.0,114540615.3846,LA13,Savannakhet,131.2153589315526,291.45936381231076
LAO,Laos,Res,10429396.5,155318.0,488541622.1154,701747997.5962,964977452.4038,157764.0,969696.0,2155267072.1154,LA13,Savannakhet,67.14866596273451,206.65309561443942
LAO,Laos,Com,199010.0,3277.0,16368736.2637,16956751.6484,13917248.3516,3538.0,0.0,47242736.2637,LA14,Salavan,60.729325602685385,237.3887556590121
LAO,Laos,Ind,140630.0,948.0,19177332.1678,13151948.951,9021551.049,948.0,0.0,41350832.1678,LA14,Salavan,148.3438818565401,294.03990732987273
LAO,Laos,Res,4261948.5,66316.0,210201983.6538,260691382.2115,397811167.7885,66738.0,396942.4,868704533.6538,LA14,Salavan,64.26727335786235,203.82802224236167
LAO,Laos,Com,56440.0,917.0,4654810.989,4833918.6813,3959281.3187,990.0,0.0,13448010.989,LA15,Sekong,61.54852780806979,238.27092468107725
LAO,Laos,Ind,39270.0,265.0,5341839.1608,3648155.2448,2543844.7552,265.0,0.0,11533839.1608,LA15,Sekong,148.18867924528303,293.7061156302521
LAO,Laos,Res,1169582.5,18052.0,59603735.5769,74298550.4808,110626199.5192,18252.0,113048.0,244528485.5769,LA15,Sekong,64.78963549745181,209.07331084117624
LAO,Laos,Com,499820.0,8282.0,40568686.4469,42042240.293,34079959.707,8960.0,0.0,116690886.4469,LA16,Champasack,60.3501569669162,233.46582058921211
LAO,Laos,Ind,328940.0,2400.0,44068010.4895,30477259.4406,21273240.5594,2400.0,0.0,95818510.4895,LA16,Champasack,137.05833333333334,291.2947968915304
LAO,Laos,Res,8030811.0,120246.0,379867022.1154,534892747.5962,738927802.4038,121859.0,694023.6,1653687572.1154,LA16,Champasack,66.78651264906941,205.91787954110737
LAO,Laos,Com,92930.0,1504.0,7907627.1062,8220519.4139,6632080.5861,1635.0,0.0,22760227.1062,LA17,Attapeu,61.788563829787236,244.91797165823738
LAO,Laos,Ind,59390.0,439.0,8043458.042,5484262.2378,3859237.7622,439.0,0.0,17386958.042,LA17,Attapeu,135.28473804100227,292.7590173766627
LAO,Laos,Res,1811899.5,26126.0,81317087.5,130967968.75,168074881.25,26743.0,139627.9,380359937.5,LA17,Attapeu,69.35235014927659,209.92330838437783
LAO,Laos,Res,931868.5,13649.0,41211474.0385,64363415.8654,87090634.1346,13908.0,85168.1,192665524.0385,LA18,Xaisomboon,68.27375631914425,206.75183680798312
