ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
USA,United States,Com,5413653.5,6814262890500,5090560819500,1302296209500,0.0,3063366506.5694623,13207119919500,565.8593603320683,4311.309107538069
USA,United States,Ind,1295665.4,2357596341100,1415952596500,263706995500,0.0,958331317.7477018,4037255933100,739.6441378674632,4212.79766019593
USA,United States,Res,102498215.1,18858071742277,29570371469049,8137116359457,284012165.41010237,17437380921.242676,56565560473039,170.12375195246378,3243.925261971501
