ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,TAXONOMY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD
USA,United States,Com,S,S/LFM+CDL+DUM/H2/COM,60507022.9621,106465.7,123687597800,92302338700,24659810500,0.0,240649747000
USA,United States,Com,S,S/LFM+CDL+DUM/H3/COM,68686265.2892,111450.7,150020565500,109770191700,29381589900,0.0,289172347100
USA,United States,Com,S,S/LFM+CDM+DUM/H2/COM,7380424.962,10335.0,14164031700,10546721900,3305911700,0.0,28016665300
USA,United States,Com,S,S/LFM+CDM+DUM/H3/COM,17083782.8388,33505.1,46193650100,35431117800,7408445200,0.0,89033213100
USA,United States,Com,S,S/LWAL+CDH+DUH/H3/COM,965075.4554,772.4,4347755100,2558687300,562601000,0.0,7469043400
USA,United States,Com,S,S/LWAL+CDL+DUL/H12/COM,507587.196,995.9,939976700,707177900,191258600,0.0,1838413200
USA,United States,Com,S,S/LWAL+CDL+DUL/H3/COM,47907771.8448,86401.4,98581567500,74325833400,19505198700,0.0,192412599600
USA,United States,Com,S,S/LWAL+CDL+DUM/H12/COM,120248.7129,183.4,197030600,147650100,47299200,0.0,391979900
USA,United States,Com,S,S/LWAL+CDL+DUM/H3/COM,21531449.1259,35264.1,42460796300,32071258700,8911422000,0.0,83443477000
USA,United States,Com,S,S/LWAL+CDM+DUM/H3/COM,9322982.5538,14980.5,22886636500,17621113900,4209267400,0.0,44717017800
USA,United States,Com,W,W/LFM+CDH+DUH/H3/COM,21115214.9609,32823.8,59985022500,43614717900,10435050600,0.0,114034791000
USA,United States,Com,W,W/LFM+CDL+DUL/H3/COM,437065580.0533,859747.1,977436045300,748837637600,179613612100,0.0,1905887295000
USA,United States,Com,W,W/LFM+CDL+DUM/H3/COM,183869267.2523,350901.4,401550068400,307645370500,75007333700,0.0,784202772600
USA,United States,Com,W,W/LFM+CDM+DUM/H3/COM,52915760.4752,93780.3,135931136900,98943644800,24878211800,0.0,259752993500
USA,United States,Ind,MR,MR/LWAL+DUH/H2/IND,2184743.3799,2044.6,6593158000,3871276500,720981300,0.0,11185415800
USA,United States,Ind,MR,MR/LWAL+DUL/H2/IND,33094284.9375,39606.7,81097515200,48478729000,9028515600,0.0,138604759800
USA,United States,Ind,MR,MR/LWAL+DUM/H2/IND,6623825.3166,8647.5,18608721300,11123050900,2071544800,0.0,31803317000
USA,United States,Ind,MUR,MUR+CLBRH/LWAL+DNO/H2/IND,139859755.9712,226980.0,321411242100,197687822800,36817531400,0.0,555916596300
USA,United States,Ind,RC,CR/LFINF+CDL+DUL/H2/IND,6037490.936,3525.6,16398912400,9215705200,1716269100,0.0,27330886700
USA,United States,Ind,RC,CR/LFINF+CDL+DUM/H2/IND,91163.8579,50.8,247561600,139120800,25919400,0.0,412601800
USA,United States,Ind,RC,CR/LFINF+CDM+DUM/H2/IND,45070.2945,102.1,90773800,59763600,11126700,0.0,161664100
USA,United States,Ind,RC,CR/LFM+CDL+DUL/H2/IND,17945246.1198,17456.7,46478625700,27116163100,5049980000,0.0,78644768800
USA,United States,Ind,RC,CR/LFM+CDL+DUM/H2/IND,7022632.839,8836.2,15518081800,9433758100,1757004600,0.0,26708844500
USA,United States,Ind,RC,CR/LFM+CDM+DUM/H2/IND,395304.5294,251.4,1115387000,626819700,116743900,0.0,1858950600
USA,United States,Ind,RC,CR/LWAL+CDH+DUH/H2/IND,8074994.8114,7483.4,23308208300,13450895900,2505040200,0.0,39264144400
USA,United States,Ind,RC,CR/LWAL+CDL+DUL/H2/IND,99032215.6815,105648.9,255031076300,148233904000,27607286200,0.0,430872266500
USA,United States,Ind,RC,CR/LWAL+CDL+DUM/H2/IND,30796805.0124,29523.7,79557283000,46265835200,8616553400,0.0,134439671600
USA,United States,Ind,RC,CR/LWAL+CDM+DUM/H2/IND,26878381.0761,35980.3,73179700100,43287322000,8061739400,0.0,124528761500
USA,United States,Ind,S,S/LFBR+CDH+DUH/H3/IND,3102722.9692,2472.0,8973508700,5133098100,955994000,0.0,15062600800
USA,United States,Ind,S,S/LFBR+CDL+DUL/H3/IND,62373609.522,80245.7,161367480300,96049055700,17888189800,0.0,275304725800
USA,United States,Ind,S,S/LFBR+CDL+DUM/H3/IND,27763548.5995,32981.8,69837614600,41393465100,7709066300,0.0,118940146000
USA,United States,Ind,S,S/LFBR+CDM+DUM/H3/IND,8184162.8949,8432.7,23419903000,13461541600,2507090300,0.0,39388534900
USA,United States,Ind,S,S/LFINF+CDL+DUL/H3/IND,77600729.8471,101891.3,197948467600,118023691500,21980721100,0.0,337952880200
USA,United States,Ind,S,S/LFINF+CDL+DUM/H3/IND,33638810.666,39022.8,83345449200,49419198400,9203860900,0.0,141968508500
USA,United States,Ind,S,S/LFINF+CDM+DUM/H3/IND,54176.6894,103.8,124849400,77821900,14501500,0.0,217172800
USA,United States,Ind,S,S/LFM+CDH+DUH/H2/IND,1025357.544,1335.6,2568495800,1611126400,300032200,0.0,4479654400
USA,United States,Ind,S,S/LFM+CDH+DUH/H3/IND,3030434.4848,2255.7,9120086300,5151157700,959318100,0.0,15230562100
USA,United States,Ind,S,S/LFM+CDL+DUL/H2/IND,78356188.1945,96718.5,192373043200,113523845500,21142547400,0.0,327039436100
USA,United States,Ind,S,S/LFM+CDL+DUL/H3/IND,69629824.5511,99938.9,178239583600,107089010600,19944407600,0.0,305273001800
USA,United States,Ind,S,S/LFM+CDL+DUM/H2/IND,29322914.7449,30646.0,71083528100,41656972500,7758206300,0.0,120498706900
USA,United States,Ind,S,S/LFM+CDL+DUM/H3/IND,34265130.8868,45025.3,84736473900,50694399600,9441226600,0.0,144872100100
USA,United States,Ind,S,S/LFM+CDM+DUM/H2/IND,4806195.1712,7737.4,11132306900,7059481000,1314717300,0.0,19506505200
USA,United States,Ind,S,S/LFM+CDM+DUM/H3/IND,7840349.0421,7675.8,23539111700,13430420900,2501327400,0.0,39470860000
USA,United States,Ind,S,S/LWAL+CDH+DUH/H3/IND,9849.2208,5.6,47459100,26670800,4967300,0.0,79097200
USA,United States,Ind,S,S/LWAL+CDL+DUL/H12/IND,437163.5459,913.8,1030187600,620386000,115532300,0.0,1766105900
USA,United States,Ind,S,S/LWAL+CDL+DUL/H3/IND,30253224.2817,30907.9,77288442400,45119348300,8403057000,0.0,130810847700
USA,United States,Ind,S,S/LWAL+CDL+DUM/H12/IND,118576.8927,185.6,288532400,170444300,31744700,0.0,490721400
USA,United States,Ind,S,S/LWAL+CDL+DUM/H3/IND,12062110.6585,10308.8,31132878400,18001133800,3352597300,0.0,52486609500
USA,United States,Ind,S,S/LWAL+CDM+DUM/H3/IND,2367605.4997,1703.6,6968665600,3933533500,732604600,0.0,11634803700
USA,United States,Ind,W,W/LFM+CDH+DUH/H1/IND,219777.4739,485.6,344584500,290490200,54098200,0.0,689172900
USA,United States,Ind,W,W/LFM+CDH+DUH/H3/IND,1966818.6454,4155.5,4010327100,2803695700,522116400,0.0,7336139200
USA,United States,Ind,W,W/LFM+CDL+DUL/H1/IND,585176.4432,1517.6,969008300,741297700,138071700,0.0,1848377700
USA,United States,Ind,W,W/LFM+CDL+DUL/H3/IND,56840170.315,130460.3,110895603000,75366571800,14036161100,0.0,200298335900
USA,United States,Ind,W,W/LFM+CDL+DUM/H1/IND,278507.3153,681.0,417736800,349675300,65119600,0.0,832531700
USA,United States,Ind,W,W/LFM+CDL+DUM/H3/IND,24762995.83,50501.9,49006812400,32664546200,6083599600,0.0,87754958200
USA,United States,Ind,W,W/LFM+CDM+DUM/H1/IND,727247.1501,1346.0,1527730100,1054492400,196404000,0.0,2778626500
USA,United States,Ind,W,W/LFM+CDM+DUM/H3/IND,8626023.9046,19871.0,17222224500,12045857200,2243478900,0.0,31511560600
USA,United States,Res,MR,MR/LWAL+DUH/H2/RES,13036190.4195,22688.4,17728401434,29840017141,5610241255,253096.8487,53178668648
USA,United States,Res,MR,MR/LWAL+DUH/H5/RES,11242.8009,10.1,19389987,31638593,7135787,0.0,58164387
USA,United States,Res,MR,MR/LWAL+DUL/H2/RES,355500996.0917,1563526.1,406998250030,659539240924,154296031695,6028686.3566,1220833676809
USA,United States,Res,MR,MR/LWAL+DUM/H2/RES,56466334.4336,270590.8,67351551317,107384771485,27298417281,997434.3855,202034758307
USA,United States,Res,MUR,MUR+CLBRH/LWAL+DNO/H2/RES,2675029320.6442,14642278.2,2997484482210,4719709343492,1274233410250,41284358.6691,8991427468385
USA,United States,Res,RC,CR/LFINF+CDL+DUL/H2/RES,6385522.0567,4495.7,9357978927,15268410482,3446344267,16250.8427,28072740483
USA,United States,Res,RC,CR/LFINF+CDL+DUM/H2/RES,2809879.5581,4524.6,3608549690,6170623609,1044884902,68642.661,10824062617
USA,United States,Res,RC,CR/LFINF+CDM+DUM/H2/RES,154819.4813,370.2,153833292,261287485,46232102,3159.4892,461353094
USA,United States,Res,RC,CR/LFM+CDH+DUH/H2/RES,1180228.4128,774.6,1958319602,3188299391,728017738,0.0,5874637537
USA,United States,Res,RC,CR/LFM+CDL+DUL/H2/RES,45962573.6228,59688.4,61275084380,102639293954,19893194778,504312.2989,183807606208
USA,United States,Res,RC,CR/LFM+CDL+DUM/H2/RES,10991982.6961,7891.1,15588692324,25556837831,5617844615,24935.1378,46763382685
USA,United States,Res,RC,CR/LFM+CDM+DUM/H2/RES,1227631.6454,778.6,1976301003,3251135417,701084352,0.0,5928521940
USA,United States,Res,RC,CR/LWAL+CDH+DUH/H2/RES,12420378.5991,17072.5,17415262219,29346335281,5478887776,229082.7283,52240493986
USA,United States,Res,RC,CR/LWAL+CDL+DUL/H2/RES,126628010.7279,346216.8,162522293550,263915919697,61086231453,1217708.4962,487524508725
USA,United States,Res,RC,CR/LWAL+CDL+DUM/H2/RES,55702476.1562,177202.1,68547454353,110193830992,26884133838,543189.3194,205625449671
USA,United States,Res,RC,CR/LWAL+CDM+DUM/H2/RES,21507108.8488,35378.4,29259647353,49330072031,9178052571,409743.7011,87767788573
USA,United States,Res,S,S/LFBR+CDL+DUL/H3/RES,44622446.5357,76317.1,54639137449,93217563387,16038390113,801192.8889,163895123856
USA,United States,Res,S,S/LFBR+CDL+DUM/H3/RES,6268197.8307,6529.1,8066209112,13361343721,2768373713,47398.4185,24195932465
USA,United States,Res,S,S/LFBR+CDM+DUM/H3/RES,1216293.7194,861.8,1971422076,3206181453,736433005,1086.9726,5914037627
USA,United States,Res,S,S/LFINF+CDL+DUL/H3/RES,6901370.6139,4061.7,10511933760,17234319210,3788058409,358.9117,31534316838
USA,United States,Res,S,S/LFINF+CDL+DUM/H3/RES,3692810.8348,2104.7,5442320501,8887425008,1996389775,0.0,16326138814
USA,United States,Res,S,S/LFINF+CDM+DUM/H3/RES,155098.564,376.9,153319489,261917483,44540899,3159.4892,459778088
USA,United States,Res,S,S/LFM+CDH+DUH/H3/RES,5110.5325,2.9,6935595,11255997,2606797,0.0,20798397
USA,United States,Res,S,S/LFM+CDL+DUL/H2/RES,2880502.8848,5108.4,3145330671,5421716630,866978990,68159.7916,9434029861
USA,United States,Res,S,S/LFM+CDL+DUL/H3/RES,9287304.7705,5385.7,14078155948,23073360304,5080756352,0.0,42232279093
USA,United States,Res,S,S/LFM+CDL+DUM/H2/RES,86420.2431,233.0,100759325,173584516,27740930,2082.7612,302084933
USA,United States,Res,S,S/LFM+CDL+DUM/H3/RES,4226534.0806,2492.4,6180393137,10144154221,2215490768,0.0,18540042416
USA,United States,Res,S,S/LFM+CDM+DUM/H2/RES,7362279.8541,12867.9,9280115631,15996737446,2559485166,202023.5574,27836346829
USA,United States,Res,S,S/LFM+CDM+DUM/H3/RES,1569477.8513,1102.1,2510119522,4138430035,881440650,1086.9726,7529991585
USA,United States,Res,S,S/LWAL+CDH+DUH/H3/RES,1127359.0196,749.8,1878918629,3051109224,706418578,0.0,5636447175
USA,United States,Res,S,S/LWAL+CDL+DUL/H3/RES,5699248.0745,8921.9,6637088082,11294537772,1975860436,110303.9987,19907491898
USA,United States,Res,S,S/LWAL+CDL+DUM/H3/RES,499539.6413,600.4,695893522,1147826095,243514294,3635.8997,2087234509
USA,United States,Res,S,S/LWAL+CDM+DUM/H3/RES,13140497.727,21216.9,17192872752,29415111789,4963347471,323125.485,51571344588
USA,United States,Res,W,W/LFM+CDH+DUH/H1/RES,16958214.5551,181670.4,6695068097,10140025592,3214553297,459188.437,20049648430
USA,United States,Res,W,W/LFM+CDH+DUH/H2/RES,541700815.8936,2939381.9,622780100126,976600495141,268823801542,9947113.9088,1868204413851
USA,United States,Res,W,W/LFM+CDL+DUL/H1/RES,462948487.0554,4522524.6,152320971419,230267237118,73087908514,9683189.7723,455676136917
USA,United States,Res,W,W/LFM+CDL+DUL/H2/RES,18003369.3591,121906.9,18084223924,27970949660,8185281645,302374.0594,54240455878
USA,United States,Res,W,W/LFM+CDL+DUM/H1/RES,369775367.256,3583276.1,121222446970,183641402176,57876357515,7685778.2028,362740225689
USA,United States,Res,W,W/LFM+CDL+DUM/H2/RES,10764848759.4797,63710964.3,11971805883677,18710360205012,5228967890098,171380499.4102,35911134111140
USA,United States,Res,W,W/LFM+CDM+DUM/H1/RES,48627255.253,495000.3,20745108065,31990886734,9383009279,1211960.7373,62119008656
USA,United States,Res,W,W/LFM+CDM+DUM/H2/RES,1720763463.4182,9641071.3,1940681523127,3033736635520,847131586561,30197844.8008,5821549771451
