ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
MUS,Mauritius,COM,CR-,CR/LFINF/CDL+ERL/H:1/COM,TOTAL,129.0,10370704.0,2592676.0,0.0,16204.0,12963383.0,8028.0,0.0,126.0,640.0
MUS,Mauritius,IND,CR-,CR/LFINF/CDL+ERL/H:1/IND,TOTAL,216.0,20778652.0,6926220.0,0.0,47224.0,27704874.0,23251.0,0.0,219.0,440.0
MUS,Mauritius,RES,CR-,CR/LFINF/CDL+ERL/H:1/RES,URBAN,2212.0,74366862.0,18591716.0,7540.0,132798.0,92958578.0,45521.0,2212.0,60.0,560.0
MUS,Mauritius,COM,CR-,CR/LFINF/CDL+ERL/H:2/COM,TOTAL,64.0,10425023.0,2606255.0,0.0,16289.0,13031278.0,8076.0,0.0,255.0,640.0
MUS,Mauritius,IND,CR-,CR/LFINF/CDL+ERL/H:2/IND,TOTAL,77.0,15111077.0,5037026.0,0.0,34343.0,20148100.0,16924.0,0.0,446.0,440.0
MUS,Mauritius,RES,CR-,CR/LFINF/CDL+ERL/H:2/RES,URBAN,2161.0,121775149.0,30443789.0,7550.0,217456.0,152218936.0,74594.0,2215.0,101.0,560.0
MUS,Mauritius,COM,CR-,CR/LFINF/CDL+ERL/H:3/COM,TOTAL,66.0,17297117.0,4324278.0,0.0,27027.0,21621400.0,13411.0,0.0,410.0,640.0
MUS,Mauritius,RES,CR-,CR/LFINF/CDL+ERL/H:3/RES,URBAN,2588.0,213260996.0,53315248.0,11314.0,380823.0,266576246.0,130729.0,3319.0,147.0,560.0
MUS,Mauritius,COM,CR-,CR/LFINF/CDL+ERL/H:4-7/COM,TOTAL,125.0,96564168.0,24141040.0,0.0,150882.0,120705204.0,75042.0,0.0,1207.0,640.0
MUS,Mauritius,RES,CR-,CR/LFINF/CDL+ERL/H:4-7/RES,URBAN,923.0,495778475.0,123944620.0,37716.0,885319.0,619723094.0,304568.0,11065.0,959.0,560.0
