ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
PRI,Puerto Rico,1,Adjuntas,Com,22.0,37124881,27815057,6936824,0.0,25303.751226650747,71876764,1150.1705103023066,2840.557645235502
PRI,Puerto Rico,1,Adjuntas,Ind,3.9000000000000004,1717364,1345654,250615,0.0,1522.612931478009,3313634,390.4135721738484,2176.281267218345
PRI,Puerto Rico,1,Adjuntas,Res,10045.1,608893355,961110552,256692804,19483.0,1326322.5577567508,1826696720,132.03676994323112,1377.2643082309835
PRI,Puerto Rico,101,Morovis,Com,11.9,9673008,6516575,1882437,0.0,6509.37720238063,18072017,547.0064875950109,2776.305080828723
PRI,Puerto Rico,101,Morovis,Res,13748.4,953042753,1503379353,402722838,32610.0,2064369.2499344319,2859144945,150.15341784749003,1384.9968677312993
PRI,Puerto Rico,103,Naguabo,Com,17.0,17666851,12594680,3132169,0.0,11955.113526059766,33393698,703.2419721211627,2793.2564527478885
PRI,Puerto Rico,103,Naguabo,Ind,3.8000000000000003,10366990,5825705,1084981,0.0,6690.581183859467,17277674,1760.679258910386,2582.387617040073
PRI,Puerto Rico,103,Naguabo,Res,12006.9,968082886,1535489105,400695530,26720.0,2074714.5247933918,2904267524,172.7935207916608,1399.8395872266901
PRI,Puerto Rico,105,Naranjito,Com,18.0,16607991,12548439,2839553,0.0,9740.427702019022,31995984,541.1348723343901,3284.8643795557136
PRI,Puerto Rico,105,Naranjito,Res,12109.3,955670187,1508286621,403067729,30402.0,2087973.0817354277,2867024531,172.4272321055245,1373.113741781125
PRI,Puerto Rico,107,Orocovis,Com,4.0,32716782,18865522,3273969,0.0,6775.8058664320515,54856273,1693.9514666080129,8095.903879383984
PRI,Puerto Rico,107,Orocovis,Ind,1.2000000000000002,1710140,960838,178946,0.0,733.9240180296201,2849926,611.6033483580167,3883.134943112028
PRI,Puerto Rico,107,Orocovis,Res,11204.0,671309711,1051755868,290880342,23423.0,1503133.3680574265,2013945922,134.16042199727121,1339.8318238405695
PRI,Puerto Rico,109,Patillas,Com,14.7,8413303,6197740,1787562,0.0,6722.569305751482,16398604,457.3176398470396,2439.3358036443306
PRI,Puerto Rico,109,Patillas,Ind,13.4,6221122,3749733,698345,0.0,3846.1208510082724,10669200,287.0239441050949,2774.0157975543166
PRI,Puerto Rico,109,Patillas,Res,9311.300000000001,671889346,1070433887,273358532,19277.0,1424561.4718838888,2015681762,152.9927584637901,1414.9489522094077
PRI,Puerto Rico,11,Añasco,Com,20.8,8015988,5893943,2122047,0.0,7263.023458876364,16031978,349.1838201382867,2207.3421751662977
PRI,Puerto Rico,11,Añasco,Res,13060.2,994826091,1572086586,417584533,29261.0,2143556.385478317,2984497212,164.1289096245323,1392.3110360980936
PRI,Puerto Rico,111,Peñuelas,Com,3.0,863885,636336,227549,0.0,785.5347596483771,1727771,261.84491988279234,2199.4838277728013
PRI,Puerto Rico,111,Peñuelas,Ind,2.4000000000000004,1422343,799097,148823,0.0,918.1072157560203,2370264,382.54467323167506,2581.6854059339826
PRI,Puerto Rico,111,Peñuelas,Res,10766.2,846610331,1362102865,331134697,24282.0,1699326.4538776437,2539847888,157.83901969846775,1494.6203433745145
PRI,Puerto Rico,113,Ponce,Com,294.6,456400331,316697775,73503593,0.0,253927.8684452869,846601702,861.9411691964932,3334.0243715014476
PRI,Puerto Rico,113,Ponce,Ind,37.2,51252876,33895999,6312784,0.0,33810.837689148844,91461656,908.893486267442,2705.098786397518
PRI,Puerto Rico,113,Ponce,Res,55305.2,6760760375,11029052298,2492621922,166327.0,12286759.90814722,20282434594,222.16283293699726,1650.7553452355598
PRI,Puerto Rico,115,Quebradillas,Com,27.1,37455879,26665720,7120158,0.0,24103.194700897515,71241756,889.4167786309046,2955.697652699425
PRI,Puerto Rico,115,Quebradillas,Ind,1.2000000000000002,1607532,903174,168206,0.0,689.4337194337195,2678912,574.5280995280995,3885.6701151785546
PRI,Puerto Rico,115,Quebradillas,Res,12272.8,876245477,1380190283,372313581,25919.0,1914384.4729908868,2628749341,155.98595862320636,1373.156426040713
PRI,Puerto Rico,117,Rincón,Res,7381.6,734493970,1182879390,286117494,15200.0,1573254.1517238857,2203490851,213.13186188954774,1400.5943340975998
PRI,Puerto Rico,119,Río Grande,Com,22.7,37638473,31067748,5406038,0.0,24120.91765551616,74112257,1062.59549143243,3072.530575264056
PRI,Puerto Rico,119,Río Grande,Ind,1.2000000000000002,9086852,5106551,951042,0.0,5290.47423580786,15144446,4408.728529839883,2862.5876102933953
PRI,Puerto Rico,119,Río Grande,Res,20665.2,1930858224,3086940622,774817144,54304.0,3839808.4549472113,5792616005,185.8103698462735,1508.5690010231606
PRI,Puerto Rico,121,Sabana Grande,Com,22.0,32166738,24040998,5829739,0.0,21500.779164881656,62037468,977.3081438582572,2885.359061839444
PRI,Puerto Rico,121,Sabana Grande,Ind,3.2,12799874,7193229,1339661,0.0,8211.54425360484,21332764,2566.107579251512,2597.8991698954787
PRI,Puerto Rico,121,Sabana Grande,Res,11092.6,746383574,1180721526,312063451,25265.0,1599252.6256653995,2239168545,144.1729284086147,1400.1343559266325
PRI,Puerto Rico,123,Salinas,Com,33.0,33795542,23976789,4816753,0.0,18109.358160030817,62589082,548.7684290918429,3456.173402000543
PRI,Puerto Rico,123,Salinas,Ind,9.8,25169653,14201873,2644951,0.0,16309.600834678,42016474,1664.244983130408,2576.1803998699475
PRI,Puerto Rico,123,Salinas,Res,16774.7,1262623099,2013800648,511466505,31078.0,2584820.1952234614,3787890252,154.09039775515873,1465.4366516478456
PRI,Puerto Rico,125,San Germán,Com,32.9,59147376,40872803,8711713,0.0,30101.14751604456,108731889,914.928495928406,3612.217406065452
PRI,Puerto Rico,125,San Germán,Ind,2.0,2841000,1596641,297359,0.0,1218.7902187902187,4735000,609.3951093951093,3885.0000000000005
PRI,Puerto Rico,125,San Germán,Res,15623.3,1276934458,2042462705,511428920,35527.0,2634077.099117539,3830826073,168.59927794496292,1454.333312522778
PRI,Puerto Rico,127,San Juan,Com,2235.9,4686473166,3484068373,798158472,0.0,2881651.7061010427,8968699929,1288.8106382669362,3112.34696060299
PRI,Puerto Rico,127,San Juan,Ind,511.6,1295636528,871319020,162274131,0.0,962034.4105841494,2329229679,1880.4425539174147,2421.1500684114685
PRI,Puerto Rico,127,San Juan,Res,83803.8,14562056147,23995541293,5129013699,395326.0,25184744.244586997,43686611112,300.52031345341135,1734.6458112787723
PRI,Puerto Rico,129,San Lorenzo,Com,9.8,16250505,10103294,2024126,0.0,7301.506198705305,28377924,745.0516529291127,3886.5849357262673
PRI,Puerto Rico,129,San Lorenzo,Ind,1.2000000000000002,860236,483191,89992,0.0,555.4098837209302,1433420,462.8415697674418,2580.8327183464967
PRI,Puerto Rico,129,San Lorenzo,Res,18394.7,1266560729,1997363088,535779295,41058.0,2730778.976586133,3799703108,148.4546622987128,1391.435608878964
PRI,Puerto Rico,13,Arecibo,Com,121.60000000000001,287731344,201922037,40155564,0.0,145388.15021666215,529808934,1195.6262353343925,3644.0998335178037
PRI,Puerto Rico,13,Arecibo,Ind,15.4,30871483,19689879,3667033,0.0,22059.245969053467,54228394,1432.4185694190562,2458.3067832906017
PRI,Puerto Rico,13,Arecibo,Res,43105.7,3713345090,5909716558,1517047676,96440.0,7657848.003874126,11140109312,177.65279310796777,1454.7310558219735
PRI,Puerto Rico,131,San Sebastián,Com,21.9,38812266,27914865,7700399,0.0,26605.170981345123,74427530,1214.8479900157593,2797.483618962145
PRI,Puerto Rico,131,San Sebastián,Ind,2.0,1768000,1490424,277577,0.0,1711.5208131655372,3536000,855.7604065827686,2065.998831448625
PRI,Puerto Rico,131,San Sebastián,Res,21092.3,1549635377,2441694289,657602288,42430.0,3396945.3659729846,4648931953,161.0514437009233,1368.562473676526
PRI,Puerto Rico,133,Santa Isabel,Com,36.8,27692954,21536496,5247277,0.0,20421.929136946874,54476727,554.9437265474694,2667.5602796722073
PRI,Puerto Rico,133,Santa Isabel,Ind,2.4000000000000004,1237564,694994,129434,0.0,729.2731323889658,2061992,303.863805162069,2827.461904767135
PRI,Puerto Rico,133,Santa Isabel,Res,10504.1,804245048,1283513248,324994600,23274.0,1634790.8003811182,2412752900,155.6335907294407,1475.8786870084637
PRI,Puerto Rico,135,Toa Alta,Com,14.8,14959611,11219046,2687082,0.0,9791.240679102699,28865741,661.5703161555878,2948.1188284552873
PRI,Puerto Rico,135,Toa Alta,Ind,2.4000000000000004,2732081,1535171,285908,0.0,1762.9031945788963,4553158,734.5429977412067,2582.761216839028
PRI,Puerto Rico,135,Toa Alta,Res,25860.3,2250772154,3553939885,947649959,74066.0,4646170.663834856,6752362002,179.66422136768932,1453.3176868769465
PRI,Puerto Rico,137,Toa Baja,Com,45.4,36523111,28509066,6833223,0.0,25470.578145442945,71865397,561.025950340153,2821.5063116993974
PRI,Puerto Rico,137,Toa Baja,Ind,11.0,24951489,14855160,2766624,0.0,16232.445303869654,42573268,1475.6768458063323,2622.7267181889692
PRI,Puerto Rico,137,Toa Baja,Res,28470.3,2859672455,4613843698,1105567013,89609.0,5622279.320262816,8579083187,197.47875225279734,1525.9083902289947
PRI,Puerto Rico,139,Trujillo Alto,Com,32.7,35522807,28315893,6775680,0.0,24667.222982210482,70614380,754.3493266731034,2862.680572147327
PRI,Puerto Rico,139,Trujillo Alto,Ind,10.6,13319458,8008474,1491493,0.0,6797.212638059485,22819426,641.2464752886307,3357.1740675328715
PRI,Puerto Rico,139,Trujillo Alto,Res,21260.8,2343137782,3775194099,911131863,74842.0,4479516.229948512,7029463748,210.69368179694612,1569.2461835506726
PRI,Puerto Rico,141,Utuado,Com,17.2,30769607,19862585,5077626,0.0,16424.689548642764,55709818,954.9238109676025,3391.8338508019788
PRI,Puerto Rico,141,Utuado,Ind,2.4000000000000004,2210586,1242609,231422,0.0,1427.1239128169063,3684616,594.6349636737109,2581.8472852348036
PRI,Puerto Rico,141,Utuado,Res,16048.9,1120800648,1769803710,471822459,33149.0,2447406.7036975967,3362426815,152.49685048181476,1373.8733369978804
PRI,Puerto Rico,143,Vega Alta,Com,5.7,8322432,6531896,1492573,0.0,6695.837558420026,16346898,1174.7083435824607,2441.3522367255987
PRI,Puerto Rico,143,Vega Alta,Res,16222.199999999999,1390664806,2231434803,549918546,39951.0,2871564.689491376,4172018139,177.0145041665974,1452.8727680305076
