ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
PRI,Puerto Rico,Com,5147.6,10160939250,7361040114,1702107116,0.0,6111316.362592413,19224086310,1187.2166373829382,3145.6539261608714
PRI,Puerto Rico,Ind,945.3000000000001,2130886196,1395154094,259832972,0.0,1525464.0149133059,3785873235,1613.7353378962296,2481.7846884543887
PRI,Puerto Rico,Res,1398079.4,139533535926,224609288345,54460692835,3725789.0,276311474.1595783,418603517049,197.63646768529622,1514.9697214790424
