ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
KOR,South Korea,Res,1178699876.991,2311601,191239017341.9836,664355687699.0874,291839399010.8306,50924475.25,1147434104051.9016,,,509.90628442841125,973.4743563230752
KOR,South Korea,Res,75558195.8162,86609,12093691855.0146,42419611887.9817,18048847387.0912,3306318.5,72562151130.0875,1,Busan,872.4058217529356,960.3478530191408
KOR,South Korea,Res,56540670.8178,204261,9502523904.2037,32476457644.1934,15036161876.825,2476822.5,57015143425.2222,10,Gyeongsangnam-do,276.806002211876,1008.3917046005904
KOR,South Korea,Res,26722411.6617,36113,4530989702.5806,15787594367.969,6867354144.9341,1073233.5,27185938215.4838,11,Incheon,739.9665400742115,1017.3459850724532
KOR,South Korea,Res,13803976.3769,52855,2532916332.711,8617658980.2421,4046922683.3127,586234.25,15197497996.2658,12,Jeju,261.16689768044654,1100.950739215822
KOR,South Korea,Res,48647834.0423,130916,7638596797.1815,26348376236.9812,11844607748.9263,1749522.25,45831580783.089,13,Jeollabuk-do,371.59578693437015,942.1093803115216
KOR,South Korea,Res,16545010.9758,152034,2944612541.9994,9675477984.3605,5047584725.6362,1684004.0,17667675251.9961,14,Jeollanam-do,108.82441411657919,1067.8551545138407
KOR,South Korea,Res,7089919.7756,9946,1073823592.1645,3756301831.1024,1612816129.7199,369630.25,6442941552.9868,15,Sejong,712.8413206917354,908.746749880051
KOR,South Korea,Res,242509584.2271,344801,40843021810.7805,142593137609.1987,61621971444.7037,11322498.25,245058130864.6828,16,Seoul,703.3320211574213,1010.5090553254018
KOR,South Korea,Res,32365461.771,52384,5064446771.1977,17690163150.2747,7632070705.7136,1390581.75,30386680627.186,17,Ulsan,617.8501407109042,938.861334412135
KOR,South Korea,Res,40558331.5681,117908,6600547737.6649,22677354233.625,10325384454.6994,1693149.75,39603286425.9892,2,Chungcheongbuk-do,343.9828643357533,976.4525535152446
KOR,South Korea,Res,51638280.4165,148248,8408376948.9632,28978698346.111,13063186398.7051,2116677.5,50450261693.7793,3,Chungcheongnam-do,348.32362268968217,976.9934491788171
KOR,South Korea,Res,68454443.9251,123584,10660132794.9019,36975189954.5944,16325474019.9152,2743482.75,63960796769.4116,4,Daegu,553.9102466751359,934.355654680284
KOR,South Korea,Res,42051865.4917,62722,6517468769.343,22800762387.8112,9786581458.904,1733463.0,39104812616.0582,5,Daejeon,670.4484150967762,929.9186173744545
KOR,South Korea,Res,38924499.1224,131881,6416603704.1125,21936578492.4085,10146440028.1538,1603597.75,38499622224.6748,6,Gangwon-do,295.1486500890955,989.0845892097633
KOR,South Korea,Res,41420907.7502,56351,6208369019.9492,21697033921.9594,9344811177.7867,1655652.75,37250214119.6954,7,Gwangju,735.0518668737024,899.3094585068704
KOR,South Korea,Res,301465748.767,398030,48190757286.8419,168484662312.3419,72469124121.8676,12794755.25,289144543721.0514,8,Gyeonggi-do,757.3945400271336,959.1290052142157
KOR,South Korea,Res,74402734.4856,202958,12012137772.3736,41440628357.9321,18620060503.9361,2624851.25,72072826634.2418,9,Gyeongsangbuk-do,366.5917800017737,968.6851851955909
