ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD,TAXONOMY_HAZUS,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD
CUB,Cuba,RES,W,W+WWD/LWAL/CDN+ERL/H:1/RES,TOTAL,23532.0,161520693.0,40380172.0,66443.0,1009504.0,201900871.0,101703.0,23532.0,43.0,160.0,,,
DMA,Dominica,COM,CR+,CR+PCPS/LFM/CDM+ERM/H:1/COM,TOTAL,36.0,6712565.0,1184572.0,0.0,6517.0,7897134.0,3194.0,0.0,181.0,1030.0,,,
DMA,Dominica,IND,CR+,CR+PCPS/LFM/CDM+ERM/H:1/IND,TOTAL,17.0,19361560.0,6453852.0,0.0,23903.0,25815414.0,11307.0,0.0,1406.0,810.0,,,
DMA,Dominica,COM,CR-,CR/LFINF/CDL+ERL/H:1/COM,TOTAL,142.0,26400251.0,4658868.0,0.0,25631.0,31059118.0,12562.0,0.0,180.0,1030.0,,,
DMA,Dominica,RES,CR-,CR/LFINF/CDL+ERL/H:1/RES,TOTAL,6.0,1027037.0,181242.0,17.0,1284.0,1208279.0,468.0,6.0,214.0,800.0,,,
DMA,Dominica,RES,CR-,CR/LFINF/CDL+ERL/H:2/RES,TOTAL,1510.0,400107698.0,70607240.0,6001.0,500135.0,470714938.0,182403.0,1813.0,331.0,800.0,,,
DMA,Dominica,COM,CR+,CR/LFINF/CDM+ERM/H:2/COM,TOTAL,15.0,47906189.0,8454033.0,0.0,46511.0,56360223.0,22814.0,0.0,3101.0,1030.0,,,
DMA,Dominica,RES,CR+,CR/LFINF/CDM+ERM/H:3/RES,TOTAL,328.0,135066912.0,23835337.0,2038.0,168834.0,158902247.0,61620.0,657.0,515.0,800.0,,,
DMA,Dominica,COM,CR+,CR/LFINF/CDM+ERM/H:4/COM,TOTAL,8.0,8528126.0,1504964.0,0.0,8280.0,10033090.0,4068.0,0.0,1035.0,1030.0,,,
DMA,Dominica,IND,CR-,CR/LFM/CDL+ERL/H:1/IND,TOTAL,454.0,11923225.0,3974408.0,0.0,14720.0,15897632.0,6963.0,0.0,32.0,810.0,,,
DMA,Dominica,IND,MR|MCF,MCF/LWAL/CDL+ERL/H:1/IND,TOTAL,240.0,4628008.0,1542671.0,0.0,5714.0,6170675.0,2703.0,0.0,24.0,810.0,,,
DMA,Dominica,IND,MR|MCF,MCF/LWAL/CDM+ERM/H:1/IND,TOTAL,124.0,41303923.0,13767973.0,0.0,50992.0,55071896.0,24121.0,0.0,411.0,810.0,,,
DMA,Dominica,RES,MR|MCF,MR/LWAL/CDL+ERL/H:1/RES,TOTAL,16218.0,3088171805.0,544971494.0,53718.0,3860215.0,3633143298.0,1760387.0,16218.0,238.0,800.0,,,
DMA,Dominica,COM,S,S+SL/LFM/CDL+ERL/H:1/COM,TOTAL,85.0,5749085.0,1437271.0,0.0,5582.0,7186357.0,1942.0,0.0,66.0,1030.0,,,
DMA,Dominica,IND,S,S+SL/LFM/CDL+ERL/H:1/IND,TOTAL,316.0,9203340.0,3944288.0,0.0,11362.0,13147625.0,3601.0,0.0,36.0,810.0,,,
DMA,Dominica,COM,S,S+SR/LFINF/CDM+ERM/H:1/COM,TOTAL,224.0,38028159.0,9507040.0,0.0,36921.0,47535199.0,12843.0,0.0,165.0,1030.0,,,
DMA,Dominica,IND,S,S+SR/LFINF/CDM+ERM/H:1/IND,TOTAL,21.0,9246869.0,3962945.0,0.0,11416.0,13209814.0,3618.0,0.0,544.0,810.0,,,
DMA,Dominica,COM,S,S+SR/LFM/CDM+ERM/H:1/COM,TOTAL,147.0,25042063.0,6260516.0,0.0,24313.0,31302581.0,8457.0,0.0,165.0,1030.0,,,
DMA,Dominica,IND,S,S+SR/LFM/CDM+ERM/H:1/IND,TOTAL,22.0,27194124.0,11654626.0,0.0,33573.0,38848746.0,10640.0,0.0,1526.0,810.0,,,
DMA,Dominica,RES,W,W+WLI/LWAL/CDL+ERL/H:1/RES,TOTAL,30.0,3897829.0,974457.0,100.0,5732.0,4872287.0,578.0,30.0,191.0,680.0,,,
DMA,Dominica,RES,W,W+WLI/LWAL/CDM+ERM/H:1/RES,TOTAL,1219.0,169115418.0,42278854.0,3997.0,248699.0,211394273.0,25055.0,1219.0,204.0,680.0,,,
DMA,Dominica,COM,W,W+WLI/LWAL/CDM+ERM/H:2/COM,TOTAL,208.0,82926860.0,27642286.0,0.0,81301.0,110569147.0,14018.0,0.0,391.0,1020.0,,,
DOM,Dominican Republic,IND,CR-,CR+PCPS/LFM/CDL+ERL/H:1/IND,TOTAL,1500.0,377730912.0,125910304.0,0.0,821154.0,503641238.0,388437.0,0.0,547.0,460.0,,,
DOM,Dominican Republic,IND,CR-,CR+PCPS/LFM/CDL+ERL/H:2/IND,TOTAL,123.0,67506664.0,22502224.0,0.0,146754.0,90008879.0,69487.0,0.0,1193.0,460.0,,,
DOM,Dominican Republic,IND,CR+,CR+PCPS/LFM/CDM+ERM/H:1/IND,TOTAL,508.0,124940894.0,41646963.0,0.0,271611.0,166587861.0,128482.0,0.0,535.0,460.0,,,
DOM,Dominican Republic,IND,CR+,CR+PCPS/LFM/CDM+ERM/H:2/IND,TOTAL,29.0,16027388.0,5342461.0,0.0,34842.0,21369849.0,16498.0,0.0,1201.0,460.0,,,
DOM,Dominican Republic,COM,CR-,CR/LDUAL/CDL+ERL/H:12-24/COM,TOTAL,34.0,93390600.0,16480696.0,0.0,133415.0,109871291.0,69296.0,0.0,3924.0,700.0,,,
DOM,Dominican Republic,COM,CR+,CR/LDUAL/CDM+ERM/H:12-24/COM,TOTAL,7.0,20717593.0,3656045.0,0.0,29597.0,24373640.0,15372.0,0.0,4228.0,700.0,,,
DOM,Dominican Republic,COM,CR-,CR/LFM/CDL+ERL/H:1/COM,TOTAL,6632.0,1355326132.0,239175190.0,0.0,1936180.0,1594501318.0,948938.0,0.0,292.0,700.0,,,
DOM,Dominican Republic,IND,CR-,CR/LFM/CDL+ERL/H:1/IND,TOTAL,4733.0,1206645431.0,402215140.0,0.0,2623142.0,1608860575.0,1240843.0,0.0,554.0,460.0,,,
DOM,Dominican Republic,COM,CR-,CR/LFM/CDL+ERL/H:2/COM,TOTAL,878.0,350423537.0,61839451.0,0.0,500605.0,412262982.0,245554.0,0.0,570.0,700.0,,,
DOM,Dominican Republic,IND,CR-,CR/LFM/CDL+ERL/H:2/IND,TOTAL,453.0,268339433.0,89446479.0,0.0,583347.0,357785915.0,276211.0,0.0,1288.0,460.0,,,
DOM,Dominican Republic,COM,CR-,CR/LFM/CDL+ERL/H:3/COM,TOTAL,254.0,147735914.0,26071044.0,0.0,211051.0,173806955.0,103610.0,0.0,831.0,700.0,,,
DOM,Dominican Republic,RES,CR-,CR/LFM/CDL+ERL/H:3/RES,Urban,836.0,426075121.0,75189727.0,9369.0,329780.0,501264849.0,120361.0,2926.0,394.0,1292.0,,,
DOM,Dominican Republic,RES,CR-,CR/LFM/CDL+ERL/H:4/RES,Urban,1417.0,1128683804.0,199179494.0,21974.0,873594.0,1327863299.0,319074.0,7784.0,617.0,1292.0,,,
DOM,Dominican Republic,COM,CR+,CR/LFM/CDM+ERM/H:1/COM,TOTAL,2427.0,489826624.0,86439992.0,0.0,699752.0,576266611.0,342955.0,0.0,288.0,700.0,,,
DOM,Dominican Republic,IND,CR+,CR/LFM/CDM+ERM/H:1/IND,TOTAL,1694.0,425756838.0,141918941.0,0.0,925558.0,567675771.0,437823.0,0.0,546.0,460.0,,,
DOM,Dominican Republic,COM,CR+,CR/LFM/CDM+ERM/H:2/COM,TOTAL,283.0,109419282.0,19309286.0,0.0,156313.0,128728566.0,76674.0,0.0,552.0,700.0,,,
DOM,Dominican Republic,IND,CR+,CR/LFM/CDM+ERM/H:2/IND,TOTAL,136.0,74073515.0,24691171.0,0.0,161029.0,98764683.0,76247.0,0.0,1184.0,460.0,,,
DOM,Dominican Republic,COM,CR+,CR/LFM/CDM+ERM/H:3/COM,TOTAL,71.0,39516605.0,6973518.0,0.0,56452.0,46490125.0,27714.0,0.0,795.0,700.0,,,
DOM,Dominican Republic,RES,CR+,CR/LFM/CDM+ERM/H:3/RES,Urban,21967.0,11111101776.0,1960782667.0,226184.0,8599924.0,13071884441.0,3138758.0,76697.0,391.0,1292.0,,,
DOM,Dominican Republic,RES,CR+,CR/LFM/CDM+ERM/H:4/RES,Urban,44606.0,35548214394.0,6273214304.0,642646.0,27514098.0,41821428709.0,10049333.0,244959.0,617.0,1292.0,,,
DOM,Dominican Republic,RES,CR-,CR/LFM/CDN+ERL/H:4/RES,Urban,83.0,66459113.0,11728079.0,1460.0,51439.0,78187191.0,18788.0,456.0,620.0,1292.0,,,
DOM,Dominican Republic,RES,CR-,CR/LWAL/CDL+ERL/H:>4/RES,Urban,14795.0,25771397631.0,4547893700.0,478835.0,19946902.0,30319291330.0,8475782.0,177509.0,1348.0,1292.0,,,
DOM,Dominican Republic,RES,CR+,CR/LWAL/CDM+ERM/H:>4/RES,Urban,10133.0,17541179531.0,3095502267.0,306416.0,13576764.0,20636681805.0,5769001.0,121054.0,1340.0,1292.0,,,
DOM,Dominican Republic,RES,OT,MATO/LPB/CDN+ERN/H:1/RES,Rural,40982.0,1280367676.0,320091920.0,135127.0,3169227.0,1600459596.0,330108.0,42201.0,77.0,404.0,,,
DOM,Dominican Republic,RES,OT,MATO/LPB/CDN+ERN/H:1/RES,Urban,48495.0,1618338881.0,404584723.0,154638.0,4005789.0,2022923606.0,417245.0,52827.0,83.0,404.0,,,
DOM,Dominican Republic,RES,OT,MATO/LPB/CDN+ERN/H:2/RES,Urban,20640.0,638570289.0,159642568.0,57779.0,1580620.0,798212855.0,164755.0,20890.0,77.0,404.0,,,
DOM,Dominican Republic,RES,OT,MATO/LPB/CDN+ERN/H:2/RES,Rural,3130.0,95014676.0,23753671.0,13851.0,235185.0,118768345.0,24515.0,3133.0,75.0,404.0,,,
DOM,Dominican Republic,RES,OT,MATO/LPB/CDN+ERN/H:3/RES,Urban,3757.0,115419751.0,28854938.0,9169.0,285692.0,144274687.0,29800.0,3774.0,76.0,404.0,,,
DOM,Dominican Republic,RES,OT,MATO/LPB/CDN+ERN/H:3/RES,Rural,19.0,580333.0,145082.0,55.0,1436.0,725416.0,150.0,19.0,76.0,404.0,,,
DOM,Dominican Republic,COM,MR|MCF,MCF/LWAL/CDL+ERL/H:1/COM,TOTAL,13575.0,2779922165.0,490574502.0,0.0,3971317.0,3270496667.0,1946375.0,0.0,293.0,700.0,,,
DOM,Dominican Republic,IND,MR|MCF,MCF/LWAL/CDL+ERL/H:1/IND,TOTAL,6343.0,1620151621.0,540050534.0,0.0,3522069.0,2160202161.0,1666068.0,0.0,555.0,460.0,,,
DOM,Dominican Republic,COM,MR|MCF,MCF/LWAL/CDL+ERL/H:2/COM,TOTAL,13576.0,5560120470.0,981197737.0,0.0,7943029.0,6541318227.0,3896169.0,0.0,585.0,700.0,,,
DOM,Dominican Republic,IND,MR|MCF,MCF/LWAL/CDL+ERL/H:2/IND,TOTAL,4214.0,2565221127.0,855073700.0,0.0,5576568.0,3420294843.0,2640470.0,0.0,1323.0,460.0,,,
DOM,Dominican Republic,COM,MR|MCF,MCF/LWAL/CDL+ERL/H:3/COM,TOTAL,1405.0,846301767.0,149347372.0,0.0,1209003.0,995649149.0,593525.0,0.0,861.0,700.0,,,
DOM,Dominican Republic,COM,MR|MCF,MCF/LWAL/CDM+ERM/H:1/COM,TOTAL,4449.0,903398737.0,159423303.0,0.0,1290570.0,1062822045.0,632520.0,0.0,290.0,700.0,,,
DOM,Dominican Republic,IND,MR|MCF,MCF/LWAL/CDM+ERM/H:1/IND,TOTAL,2046.0,516074205.0,172024738.0,0.0,1121900.0,688098947.0,530701.0,0.0,548.0,460.0,,,
DOM,Dominican Republic,COM,MR|MCF,MCF/LWAL/CDM+ERM/H:2/COM,TOTAL,4454.0,1808721931.0,319186218.0,0.0,2583888.0,2127908162.0,1267435.0,0.0,580.0,700.0,,,
DOM,Dominican Republic,IND,MR|MCF,MCF/LWAL/CDM+ERM/H:2/IND,TOTAL,1334.0,798537326.0,266179109.0,0.0,1735951.0,1064716425.0,821962.0,0.0,1301.0,460.0,,,
DOM,Dominican Republic,COM,MR|MCF,MCF/LWAL/CDM+ERM/H:3/COM,TOTAL,419.0,246273426.0,43460006.0,0.0,351819.0,289733433.0,172716.0,0.0,840.0,700.0,,,
DOM,Dominican Republic,RES,MR|MCF,MR+CBH/LWAL/CDL+ERL/H:1/RES,Urban,172540.0,15645700592.0,2761005989.0,442484.0,19363491.0,18406706569.0,10630952.0,172540.0,112.0,808.0,,,
DOM,Dominican Republic,RES,MR|MCF,MR+CBH/LWAL/CDL+ERL/H:2/RES,Urban,162995.0,15219234893.0,2685747332.0,432719.0,18835687.0,17904982225.0,10346725.0,167861.0,116.0,808.0,,,
DOM,Dominican Republic,RES,MR|MCF,MR+CBH/LWAL/CDL+ERL/H:3/RES,Urban,116541.0,18469872860.0,3259389327.0,342541.0,14295567.0,21729262188.0,7856979.0,127296.0,123.0,1292.0,,,
DOM,Dominican Republic,RES,MR|MCF,MR+CBH/LWAL/CDM+ERM/H:1/RES,Urban,658910.0,62739178667.0,11071619758.0,2052841.0,77647498.0,73810798422.0,42630063.0,692065.0,118.0,808.0,,,
DOM,Dominican Republic,RES,MR|MCF,MR+CBH/LWAL/CDM+ERM/H:2/RES,Urban,191224.0,20687024870.0,3650651445.0,676791.0,25602754.0,24337676319.0,14063976.0,227995.0,134.0,808.0,,,
DOM,Dominican Republic,RES,MR|MCF,MR+CBH/LWAL/CDM+ERM/H:3/RES,Urban,62972.0,10346961342.0,1825934356.0,229833.0,8008484.0,12172895695.0,4401539.0,71244.0,127.0,1292.0,,,
DOM,Dominican Republic,RES,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:1/RES,Urban,196.0,8628653.0,1522701.0,628.0,21358.0,10151357.0,9740.0,205.0,109.0,404.0,,,
DOM,Dominican Republic,RES,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:1/RES,Rural,1132.0,47132442.0,8317484.0,3996.0,116664.0,55449930.0,53203.0,1158.0,103.0,404.0,,,
DOM,Dominican Republic,RES,ADO|ST|E,MUR+ADO/LWAL/CDN+ERN/H:2/RES,Urban,67.0,2831414.0,499661.0,192.0,7008.0,3331073.0,3198.0,67.0,105.0,404.0,,,
DOM,Dominican Republic,RES,MUR,MUR/LWAL/CDN+ERN/H:1/RES,Urban,52052.0,3580840433.0,895210111.0,224371.0,8863466.0,4476050542.0,4042037.0,80086.0,170.0,404.0,,,
DOM,Dominican Republic,RES,MUR,MUR/LWAL/CDN+ERN/H:1/RES,Rural,530613.0,24736386329.0,6184096592.0,1726216.0,61228679.0,30920482907.0,27922318.0,545917.0,115.0,404.0,,,
DOM,Dominican Republic,RES,MUR,MUR/LWAL/CDN+ERN/H:2/RES,Urban,296983.0,14762443396.0,3690610849.0,855028.0,36540701.0,18453054244.0,16673322.0,320385.0,123.0,404.0,,,
DOM,Dominican Republic,RES,MUR,MUR/LWAL/CDN+ERN/H:2/RES,Rural,55942.0,3094654100.0,773663526.0,232237.0,7660035.0,3868317626.0,3495233.0,68326.0,137.0,404.0,,,
DOM,Dominican Republic,RES,MUR,MUR/LWAL/CDN+ERN/H:3/RES,Urban,176335.0,8004898533.0,2001224632.0,457565.0,19814105.0,10006123165.0,9046244.0,176335.0,112.0,404.0,,,
DOM,Dominican Republic,RES,MUR,MUR/LWAL/CDN+ERN/H:3/RES,Rural,3373.0,455880785.0,113970203.0,37774.0,1128418.0,569850982.0,515186.0,10036.0,335.0,404.0,,,
DOM,Dominican Republic,COM,S,S+SL/LFM/CDL+ERL/H:1/COM,TOTAL,8035.0,1642996171.0,410749057.0,0.0,2347137.0,2053745216.0,816461.0,0.0,292.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SL/LFM/CDL+ERL/H:1/IND,TOTAL,1499.0,377573985.0,161817421.0,0.0,820813.0,539391422.0,260123.0,0.0,548.0,460.0,,,
DOM,Dominican Republic,IND,S,S+SL/LFM/CDL+ERL/H:2/IND,TOTAL,123.0,67001363.0,28714868.0,0.0,145655.0,95716230.0,46192.0,0.0,1184.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SL/LFM/CDM+ERM/H:1/COM,TOTAL,2606.0,531288510.0,132822124.0,0.0,758984.0,664110630.0,264016.0,0.0,291.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SL/LFM/CDM+ERM/H:1/IND,TOTAL,452.0,111665577.0,47856670.0,0.0,242751.0,159522252.0,76930.0,0.0,537.0,460.0,,,
DOM,Dominican Republic,IND,S,S+SL/LFM/CDM+ERM/H:2/IND,TOTAL,27.0,14969631.0,6415554.0,0.0,32543.0,21385187.0,10320.0,0.0,1205.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFBR/CDL+ERL/H:12-24/COM,TOTAL,630.0,1806312485.0,451578121.0,0.0,2580446.0,2257890603.0,982536.0,0.0,4096.0,700.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFBR/CDL+ERL/H:7/COM,TOTAL,373.0,492125873.0,123031473.0,0.0,703037.0,615157343.0,266144.0,0.0,1885.0,700.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFBR/CDM+ERM/H:12-24/COM,TOTAL,202.0,560070274.0,140017567.0,0.0,800100.0,700087841.0,304648.0,0.0,3961.0,700.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFBR/CDM+ERM/H:7/COM,TOTAL,115.0,145913664.0,36478420.0,0.0,208448.0,182392082.0,78911.0,0.0,1813.0,700.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFINF/CDL+ERL/H:1/COM,TOTAL,7410.0,1524471644.0,381117911.0,0.0,2177817.0,1905589556.0,757561.0,0.0,294.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFINF/CDL+ERL/H:1/IND,TOTAL,1499.0,377405025.0,161745006.0,0.0,820446.0,539150052.0,260007.0,0.0,547.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFINF/CDL+ERL/H:2/COM,TOTAL,920.0,378146286.0,94536570.0,0.0,540209.0,472682859.0,188018.0,0.0,587.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFINF/CDL+ERL/H:2/IND,TOTAL,123.0,67507436.0,28931759.0,0.0,146755.0,96439187.0,46541.0,0.0,1193.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFINF/CDM+ERM/H:1/COM,TOTAL,2464.0,507006628.0,126751656.0,0.0,724295.0,633758286.0,251949.0,0.0,294.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFINF/CDM+ERM/H:1/IND,TOTAL,453.0,111946501.0,47977067.0,0.0,243362.0,159923561.0,77124.0,0.0,537.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFINF/CDM+ERM/H:2/COM,TOTAL,303.0,121963555.0,30490893.0,0.0,174234.0,152454443.0,60642.0,0.0,575.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFINF/CDM+ERM/H:2/IND,TOTAL,27.0,14984040.0,6421731.0,0.0,32574.0,21405774.0,10330.0,0.0,1206.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDL+ERL/H:1/COM,TOTAL,15166.0,3111333858.0,777833457.0,0.0,4444763.0,3889167312.0,1546127.0,0.0,293.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFM/CDL+ERL/H:1/IND,TOTAL,12804.0,3273983837.0,1403135934.0,0.0,7117356.0,4677119784.0,2255549.0,0.0,556.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDL+ERL/H:2/COM,TOTAL,2102.0,855888161.0,213972035.0,0.0,1222697.0,1069860207.0,425557.0,0.0,582.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFM/CDL+ERL/H:2/IND,TOTAL,1334.0,798769516.0,342329781.0,0.0,1736455.0,1141099297.0,550690.0,0.0,1302.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDL+ERL/H:3/COM,TOTAL,324.0,194617389.0,48654347.0,0.0,278025.0,243271734.0,96820.0,0.0,858.0,700.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDL+ERL/H:7/COM,TOTAL,184.0,238811319.0,59702832.0,0.0,341159.0,298514146.0,119070.0,0.0,1854.0,700.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDM+ERM/H:1/COM,TOTAL,4976.0,1018806400.0,254701596.0,0.0,1455438.0,1273507999.0,506280.0,0.0,292.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFM/CDM+ERM/H:1/IND,TOTAL,4214.0,1069921865.0,458537941.0,0.0,2325917.0,1528459819.0,737103.0,0.0,552.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDM+ERM/H:2/COM,TOTAL,667.0,270406895.0,67601726.0,0.0,386296.0,338008617.0,134449.0,0.0,579.0,700.0,,,
DOM,Dominican Republic,IND,S,S+SR/LFM/CDM+ERM/H:2/IND,TOTAL,396.0,232750151.0,99750063.0,0.0,505979.0,332500214.0,160464.0,0.0,1278.0,460.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDM+ERM/H:3/COM,TOTAL,98.0,54266858.0,13566717.0,0.0,77524.0,67833575.0,26997.0,0.0,791.0,700.0,,,
DOM,Dominican Republic,COM,S,S+SR/LFM/CDM+ERM/H:7/COM,TOTAL,48.0,60420560.0,15105138.0,0.0,86315.0,75525702.0,30125.0,0.0,1798.0,700.0,,,
DOM,Dominican Republic,COM,W,W+WLI/LWAL/CDL+ERL/H:1/COM,TOTAL,29.0,3468005.0,1156002.0,0.0,7707.0,4624006.0,1328.0,0.0,266.0,450.0,,,
DOM,Dominican Republic,COM,W,W+WLI/LWAL/CDL+ERL/H:2/COM,TOTAL,12.0,2932217.0,977405.0,0.0,6516.0,3909624.0,1124.0,0.0,543.0,450.0,,,
DOM,Dominican Republic,COM,W,W+WLI/LWAL/CDM+ERM/H:1/COM,TOTAL,6.0,829997.0,276666.0,0.0,1844.0,1106663.0,318.0,0.0,307.0,450.0,,,
DOM,Dominican Republic,COM,W,W+WLI/LWAL/CDM+ERM/H:2/COM,TOTAL,4.0,829901.0,276634.0,0.0,1844.0,1106536.0,318.0,0.0,461.0,450.0,,,
DOM,Dominican Republic,RES,W,W/LPB/CDN+ERL/H:1/RES,Rural,297104.0,13674798436.0,3418699611.0,937087.0,33848511.0,17093498054.0,3525671.0,301927.0,114.0,404.0,,,
DOM,Dominican Republic,RES,W,W/LPB/CDN+ERL/H:1/RES,Urban,182645.0,8581015134.0,2145253787.0,563125.0,21240136.0,10726268922.0,2212379.0,192873.0,116.0,404.0,,,
DOM,Dominican Republic,RES,W,W/LPB/CDN+ERL/H:2/RES,Rural,7070.0,335148240.0,83787059.0,23491.0,829575.0,418935298.0,86471.0,7394.0,117.0,404.0,,,
DOM,Dominican Republic,RES,W,W/LPB/CDN+ERL/H:2/RES,Urban,75968.0,3515308759.0,878827186.0,224058.0,8701259.0,4394135945.0,906973.0,78771.0,115.0,404.0,,,
SLV,El Salvador,COM,CR-,CR/LDUAL/CDL+ERL/H:5-8/COM,TOTAL,1062.0,2219722999.0,391715821.0,0.0,3033917.0,2611438821.0,1560129.0,0.0,2857.0,732.0,,,
SLV,El Salvador,RES,CR-,CR/LDUAL/CDL+ERL/H:5-8/RES,TOTAL,5468.0,5345427377.0,943310697.0,194903.0,7721494.0,6288738084.0,3053928.0,92948.0,1412.0,692.0,,,
SLV,El Salvador,COM,CR-,CR/LDUAL/CDL+ERL/H:8-20/COM,TOTAL,57.0,589037804.0,103947846.0,0.0,654486.0,692985652.0,338813.0,0.0,11482.0,900.0,,,
SLV,El Salvador,RES,CR-,CR/LDUAL/CDL+ERL/H:8-20/RES,TOTAL,72.0,529097161.0,93370087.0,2785.0,589636.0,622467250.0,234600.0,1226.0,8189.0,897.0,,,
SLV,El Salvador,COM,CR+,CR/LDUAL/CDM+ERM/H:5-8/COM,TOTAL,738.0,1549385721.0,273421002.0,0.0,2307828.0,1822806734.0,1186753.0,0.0,3127.0,671.0,,,
SLV,El Salvador,RES,CR+,CR/LDUAL/CDM+ERM/H:5-8/RES,TOTAL,7956.0,5246836644.0,925912347.0,268071.0,8299694.0,6172748983.0,3282611.0,135257.0,1043.0,632.0,,,
SLV,El Salvador,COM,CR+,CR/LDUAL/CDM+ERM/H:8-20/COM,TOTAL,3.0,40636138.0,7171084.0,0.0,54182.0,47807221.0,28049.0,0.0,18061.0,750.0,,,
SLV,El Salvador,RES,CR+,CR/LDUAL/CDM+ERM/H:8-20/RES,TOTAL,28.0,113702697.0,20065181.0,1157.0,151604.0,133767878.0,60319.0,483.0,5414.0,750.0,,,
SLV,El Salvador,COM,CR-,CR/LFINF/CDL+ERL/H:3/COM,TOTAL,6123.0,1842052712.0,325068117.0,0.0,3070088.0,2167120837.0,1507169.0,0.0,501.0,600.0,,,
SLV,El Salvador,RES,CR-,CR/LFINF/CDL+ERL/H:3/RES,TOTAL,37875.0,3602403400.0,635718232.0,115165.0,6004006.0,4238121636.0,2191314.0,52695.0,159.0,600.0,,,
SLV,El Salvador,COM,CR-,CR/LFINF/CDL+ERL/H:4/COM,TOTAL,3619.0,2518109863.0,444372327.0,0.0,4499030.0,2962482209.0,2210493.0,0.0,1243.0,560.0,,,
SLV,El Salvador,RES,CR-,CR/LFINF/CDL+ERL/H:4/RES,TOTAL,21114.0,5738791423.0,1012727908.0,158718.0,9564652.0,6751519312.0,3493425.0,73900.0,453.0,600.0,,,
SLV,El Salvador,RES,CR-,CR/LFINF/CDN+ERL/H:4/RES,TOTAL,791.0,13512060.0,2384480.0,6537.0,90080.0,15896542.0,32902.0,2769.0,114.0,150.0,,,
SLV,El Salvador,COM,CR+,CR/LFM/CDM+ERM/H:3/COM,TOTAL,3504.0,992797732.0,175199599.0,0.0,1654663.0,1167997336.0,812308.0,0.0,472.0,600.0,,,
SLV,El Salvador,RES,CR+,CR/LFM/CDM+ERM/H:3/RES,TOTAL,49048.0,4263760251.0,752428277.0,144766.0,7106267.0,5016188528.0,2593611.0,68239.0,145.0,600.0,,,
SLV,El Salvador,COM,CR+,CR/LFM/CDM+ERM/H:4/COM,TOTAL,2092.0,1527839147.0,269618680.0,0.0,2735353.0,1797457820.0,1343952.0,0.0,1308.0,559.0,,,
SLV,El Salvador,RES,CR+,CR/LFM/CDM+ERM/H:4/RES,TOTAL,27892.0,6589533816.0,1162858904.0,201597.0,10982556.0,7752392727.0,4011303.0,97623.0,394.0,600.0,,,
SLV,El Salvador,COM,CR+,CR/LWAL/CDM+ERM/HAPP:25/COM,TOTAL,5.0,73309043.0,12936890.0,0.0,90435.0,86245933.0,48337.0,0.0,18087.0,811.0,,,
SLV,El Salvador,RES,CR+,CR/LWAL/CDM+ERM/HAPP:25/RES,TOTAL,4.0,70026034.0,12357536.0,448.0,77807.0,82383571.0,32986.0,203.0,19452.0,900.0,,,
SLV,El Salvador,RES,OT,MATO/LN/CDN+ERN/H:1/RES,TOTAL,37255.0,219687953.0,54921990.0,102616.0,1464586.0,274609930.0,667902.0,37255.0,39.0,150.0,,,
SLV,El Salvador,COM,MR|MCF,MCF+CLBRS/LWAL/CDL+ERL/H:1/COM,TOTAL,10598.0,485090120.0,85604126.0,0.0,872299.0,570694261.0,427522.0,0.0,82.0,556.0,,,
