ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
LCA,Saint Lucia,Com,530345.0,1865.0,121186851.1832,122424696.9634,121864292.6911,0.0,0.0,365475840.8377,,,284.3672922252011,689.1284745546767
LCA,Saint Lucia,Ind,334773.2143,1004.0,56174181.3613,40896392.0419,28743508.2723,0.0,0.0,125814081.6754,,,333.43945647410357,375.8188418343839
LCA,Saint Lucia,Res,9206470.9497,36608.0,583492715.3349,783427235.5338,959536060.2293,38122.0,175123.0,2326456011.0979,,,251.48795207878058,252.69791473938332
LCA,Saint Lucia,Com,81625.0,290.0,17824021.2775,17670123.5602,18802177.6754,0.0,0.0,54296322.5131,LCA-ADM1-33957332B19729017,Gros Islet,281.4655172413793,665.1923125647779
LCA,Saint Lucia,Ind,72150.6429,169.0,11829999.5812,8726392.4607,6075163.9791,0.0,0.0,26631556.0209,LCA-ADM1-33957332B19729017,Gros Islet,426.9268810650888,369.11044656679
LCA,Saint Lucia,Res,1627241.624,6448.0,102112979.1503,137614777.3437,170453584.5227,6720.0,31128.0,410181341.0167,LCA-ADM1-33957332B19729017,Gros Islet,252.3637754342432,252.07156390727872
LCA,Saint Lucia,Com,43304.0,165.0,9753866.555,9892770.178,9677230.0733,0.0,0.0,29323866.8063,LCA-ADM1-33957332B32320768,Soufriere,262.44848484848484,677.1630058724367
LCA,Saint Lucia,Ind,29318.7143,96.0,4614091.7277,3351520.8377,2342827.2251,0.0,0.0,10308439.7906,LCA-ADM1-33957332B32320768,Soufriere,305.40327395833333,351.5993124773551
LCA,Saint Lucia,Res,788066.1939,3132.0,49881501.2575,66995529.6914,82200666.9928,3262.0,14963.0,199077697.9417,LCA-ADM1-33957332B32320768,Soufriere,251.6175587164751,252.61545220776412
LCA,Saint Lucia,Com,42420.0,148.0,9987941.0262,10227221.7801,9757406.8272,0.0,0.0,29972569.6335,LCA-ADM1-33957332B51340040,Vieux Fort,286.6216216216216,706.5669409123054
LCA,Saint Lucia,Ind,38682.2857,73.0,6543729.4241,4821112.4607,3084012.5654,0.0,0.0,14448854.4503,LCA-ADM1-33957332B51340040,Vieux Fort,529.8943246575343,373.52638782407837
LCA,Saint Lucia,Res,657687.7162,2607.0,41284790.6624,55631182.3908,68881842.8138,2717.0,12568.0,165797815.867,LCA-ADM1-33957332B51340040,Vieux Fort,252.27760498657463,252.0920062563273
LCA,Saint Lucia,Com,74294.0,267.0,16968524.9005,17108678.0314,16941243.9791,0.0,0.0,51018446.911,LCA-ADM1-33957332B62958852,Dennery,278.25468164794006,686.7101907421865
LCA,Saint Lucia,Ind,41378.7857,140.0,8360059.4764,6145022.8272,4220496.7539,0.0,0.0,18725579.0576,LCA-ADM1-33957332B62958852,Dennery,295.562755,452.54056494944456
LCA,Saint Lucia,Res,1308788.5028,5199.0,82728687.4791,111171799.0371,136607217.9941,5414.0,24879.0,330507704.5103,LCA-ADM1-33957332B62958852,Dennery,251.73850794383534,252.52949869533344
LCA,Saint Lucia,Com,18097.0,61.0,4545501.3194,4752711.3717,4176688.2513,0.0,0.0,13474900.9424,LCA-ADM1-33957332B69403493,Choiseul,296.672131147541,744.5930785434049
LCA,Saint Lucia,Ind,9260.1429,34.0,1852963.3508,1326466.178,858752.6702,0.0,0.0,4038182.199,LCA-ADM1-33957332B69403493,Choiseul,272.35714411764707,436.08206078547664
LCA,Saint Lucia,Res,359009.8941,1438.0,23203816.3306,30911418.1262,37056109.4668,1495.0,6687.0,91171343.9236,LCA-ADM1-33957332B69403493,Choiseul,249.65917531293462,253.95217631022948
LCA,Saint Lucia,Com,82447.0,278.0,18769273.9686,18828417.3403,19219513.2984,0.0,0.0,56817204.6073,LCA-ADM1-33957332B8507781,Micoud,296.5719424460432,689.1361069208098
LCA,Saint Lucia,Ind,43417.0,165.0,6650221.5707,4752105.5497,3591767.1204,0.0,0.0,14994094.2408,LCA-ADM1-33957332B8507781,Micoud,263.1333333333333,345.35076676877725
LCA,Saint Lucia,Res,1396284.5633,5591.0,90291403.9189,120367091.1989,143976625.0319,5814.0,26530.0,354635120.1497,LCA-ADM1-33957332B8507781,Micoud,249.73789363262387,253.98484626339345
LCA,Saint Lucia,Com,12766.0,44.0,2876783.5812,2889695.1623,2957168.5864,0.0,0.0,8723647.3298,LCA-ADM1-33957332B89483285,Canaries,290.1363636363636,683.3500963340123
LCA,Saint Lucia,Ind,13348.2143,31.0,1979901.9895,1404844.3979,977171.9372,0.0,0.0,4361918.3246,LCA-ADM1-33957332B89483285,Canaries,430.58755806451614,326.77916510525307
LCA,Saint Lucia,Res,325060.986,1304.0,21219624.2453,28199823.3876,33340518.2478,1356.0,6019.0,82759965.8807,LCA-ADM1-33957332B89483285,Canaries,249.2798972392638,254.5982736934786
LCA,Saint Lucia,Com,94319.0,361.0,20785771.3927,20869696.6702,21014639.5812,0.0,0.0,62670107.644,LCA-ADM1-33957332B93460338,Castries,261.2714681440443,664.4483894443325
LCA,Saint Lucia,Ind,59315.2143,174.0,9108912.2513,6567583.6649,4752957.4869,0.0,0.0,20429453.4031,LCA-ADM1-33957332B93460338,Castries,340.89203620689653,344.42180887644537
LCA,Saint Lucia,Res,1665787.1719,6588.0,103858762.1227,140321390.4998,175044390.2695,6868.0,32045.0,419224542.8919,LCA-ADM1-33957332B93460338,Castries,252.85172615361262,251.6675299004324
LCA,Saint Lucia,Com,35123.0,108.0,8852346.6387,9248024.1257,8299647.6649,0.0,0.0,26400018.4293,LCA-ADM1-33957332B99390753,Laborie,325.212962962963,751.6447464425021
LCA,Saint Lucia,Ind,7468.1429,47.0,2141770.0524,1572676.0209,1107518.3246,0.0,0.0,4821964.3979,LCA-ADM1-33957332B99390753,Laborie,158.89665744680852,645.6711477628528
LCA,Saint Lucia,Res,444858.5632,1775.0,28482802.3611,38083409.204,46136934.4687,1846.0,8355.0,112703146.0338,LCA-ADM1-33957332B99390753,Laborie,250.6245426478873,253.34601906523446
LCA,Saint Lucia,Com,45950.0,143.0,10822820.5236,10937358.7435,11018576.7539,0.0,0.0,32778756.0209,LCA-ADM1-33957332B99482527,Anse la Raye,321.3286713286713,713.3570407159956
LCA,Saint Lucia,Ind,20434.0714,75.0,3092531.9372,2228667.644,1732840.2094,0.0,0.0,7054039.7906,LCA-ADM1-33957332B99482527,Anse la Raye,272.45428533333336,345.2097065002915
LCA,Saint Lucia,Res,633685.7343,2526.0,40428347.8069,54130814.6543,65838170.4213,2630.0,11949.0,160397332.8825,LCA-ADM1-33957332B99482527,Anse la Raye,250.86529465558195,253.11810602724498
