ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
CHN,China,Com,24222289.32897,2501931045857.2417,2006036289376.1533,1838663290451.1047,0.0,0.0,6922641375.993634,6346630625684.5,285.79632923937186,916.7932124424896
CHN,China,Ind,13130378.22046,2173099203169.5022,945053010083.7266,1086091510641.3344,0.0,0.0,8175552919.746392,4204243723894.563,622.6441297027601,514.2457966041738
CHN,China,Res,180683401.0,9648888012034.0,13557411655949.0,12476961372589.0,506226964.0,1421296405.0,47721508637.0,35683261040572.0,264.1167277839761,747.7395845131693
HKG,Hong Kong,Com,5025.0,32721213887.878788,18720533444.775757,15139218039.224241,0.0,0.0,61243053.121577814,66580965371.878784,12187.67226300056,1087.1594732500405
HKG,Hong Kong,Ind,1013.0,13722437039.785715,4186850291.8571434,3596908332.642857,0.0,0.0,1776826.1699328462,21506195664.285717,1754.023859756018,12103.713930045575
HKG,Hong Kong,Res,34437.0,155799330703.34543,166103677412.36365,116310052906.83636,2755198.0,7436178.0,506600621.086902,438213061022.5454,14710.939428141302,865.0069557403376
JPN,Japan,Com,752164.0,1740029720657.0,1302283941934.0,437745778723.0,0.0,0.0,1130294838.0,3480059441314.0,1502.7239245696417,3078.8952796349936
JPN,Japan,Ind,407431.0,1489944742155.0,695307564311.0,297988935765.0,0.0,0.0,657243695.0,2483241242231.0,1613.1411085558045,3778.2655978632097
JPN,Japan,Res,34014004.0,7642569698075.938,5245499908706.675,3679173605494.3647,52173184.0,127094905.0,6104090753.537,16567243212276.979,179.45816533498967,2714.121378794562
MAC,Macao,Com,899.0,4156727272.7272725,2345678787.878788,2022987878.7878788,0.0,0.0,11186309.523809524,8525393939.393939,12443.058424704699,762.1274846050028
MAC,Macao,Ind,589.0,125340029.76190478,36098214.28571429,51136160.71428572,0.0,0.0,268413.46153846156,212574404.76190478,455.7104610160638,791.9662581134908
MAC,Macao,Res,3345.0,11407553030.30303,9311180909.090908,9908619090.90909,170524.0,526401.0,59292240.0,30627353030.30303,17725.632286995515,516.5490969864358
PRK,North_Korea,Com,59825.0,4310906369.0,3271851840.0,3194507748.0,0.0,0.0,16931396.0,10777265775.0,283.0153949017969,636.5255277828243
PRK,North_Korea,Ind,9423.0,2164453706.0,888783473.0,977775323.0,0.0,0.0,12962876.0,4031013236.0,1375.6633768438926,310.96596434309794
PRK,North_Korea,Res,2382878.0,28568969976.0,45754628974.0,39317475414.0,6019866.0,23325308.0,430563635.0,113641074349.0,180.69059137731767,263.93560698408726
KOR,South_Korea,Com,1489647.0,771654744881.0,461932393020.0,360520648028.0,0.0,0.0,454770360.0,1594107786197.0,305.2873331735639,3505.3027338830966
KOR,South_Korea,Ind,456360.0,479690781973.0,199216531097.0,122447695823.0,0.0,0.0,313755627.0,801355007098.0,687.5178083092295,2554.073738087891
KOR,South_Korea,Res,6406440.0,1182617342701.0,1241900535914.0,938834694958.0,21483642.0,51826339.0,1775449873.0,3363352573574.0,277.1351753860178,1894.3663939612672
TWN,Taiwan,Com,127421.0,75460116028.0,62389608256.0,53369608524.0,0.0,0.0,108458604.0,191219332948.0,851.1831173825351,1763.0628266983779
TWN,Taiwan,Ind,50164.0,40539305425.0,20802833726.0,15335534785.0,0.0,0.0,37110969.0,76677673789.0,739.7928594210988,2066.1727746586193
TWN,Taiwan,Res,1782208.0,243294380245.0,392752058678.0,334318653113.0,8034869.0,23571284.0,962634569.0,970365091728.0,540.1359263340755,1008.0305891528814
