ID_0,NAME_0,OCCUPANCY,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,ID_1,NAME_1,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
CYM,Cayman Islands,Com,1696953.0,964.0,3529550165.4,3059476065.45,2253458406.15,0.0,0.0,8842484637.0,,,1760.3246887966804,5210.801145936275
CYM,Cayman Islands,Ind,552927.8825,231.0,283487713.5682,162535650.7091,115100276.3591,0.0,0.0,561123640.6364,,,2393.627196969697,1014.8224721447286
CYM,Cayman Islands,Res,10521935.791,9327.0,945042129.34,1219566061.413,1029085535.1907,14514.0,56328.0,3193693725.9436,,,1128.1157704513776,303.52720158921187
CYM,Cayman Islands,Com,1696953.0,964.0,3529550165.4,3059476065.45,2253458406.15,0.0,0.0,8842484637.0,CYM,Cayman Islands,1760.3246887966804,5210.801145936275
CYM,Cayman Islands,Ind,552927.8825,231.0,283487713.5682,162535650.7091,115100276.3591,0.0,0.0,561123640.6364,CYM,Cayman Islands,2393.627196969697,1014.8224721447286
CYM,Cayman Islands,Res,10521935.791,9327.0,945042129.34,1219566061.413,1029085535.1907,14514.0,56328.0,3193693725.9436,CYM,Cayman Islands,1128.1157704513776,303.52720158921187
