ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
NPL,Nepal,NP-P3,Bagmati,COM,22226.0,2280965019.0,477179843.0,0.0,2864679.0,2758144855.0,1708738.0,0.0,129.0,796.0
NPL,Nepal,NP-P3,Bagmati,IND,22717.0,1797606055.0,599202016.0,0.0,4611018.0,2396808079.0,2538544.0,0.0,203.0,390.0
NPL,Nepal,NP-P3,Bagmati,RES,1219819.0,83942902860.0,14832795456.0,6124479.0,308944658.0,98775698292.0,128694885.0,1696817.0,253.0,272.0
NPL,Nepal,NP-P4,Gandaki,IND,11992.0,935098989.0,311699663.0,0.0,2400025.0,1246798643.0,1316880.0,0.0,200.0,390.0
NPL,Nepal,NP-P4,Gandaki,RES,601689.0,19603434328.0,3463627809.0,2506074.0,76415365.0,23067062089.0,31856265.0,729145.0,127.0,257.0
NPL,Nepal,NP-P4,Gandaki,COM,11729.0,1313653604.0,271046792.0,0.0,1630697.0,1584700400.0,973602.0,0.0,139.0,806.0
NPL,Nepal,NP-P6,Karnali,RES,366912.0,5591387001.0,990632405.0,1724789.0,28066466.0,6582019410.0,10110657.0,409903.0,76.0,199.0
NPL,Nepal,NP-P6,Karnali,IND,6814.0,523396833.0,174465609.0,0.0,1344014.0,697862444.0,742997.0,0.0,197.0,389.0
NPL,Nepal,NP-P6,Karnali,COM,6678.0,707052430.0,146631049.0,0.0,895255.0,853683484.0,534684.0,0.0,134.0,790.0
NPL,Nepal,NP-P1,Koshi,COM,20165.0,2184548252.0,451982300.0,0.0,2732244.0,2636530545.0,1634789.0,0.0,135.0,800.0
NPL,Nepal,NP-P1,Koshi,RES,1159002.0,25574944189.0,4604441896.0,5020237.0,112408279.0,30179386043.0,41986278.0,1316483.0,97.0,228.0
NPL,Nepal,NP-P1,Koshi,IND,20636.0,1625512074.0,541837361.0,0.0,4170408.0,2167349430.0,2292634.0,0.0,202.0,390.0
NPL,Nepal,NP-P5,Lumbini,COM,17359.0,1761166072.0,368324267.0,0.0,2230929.0,2129490341.0,1332177.0,0.0,129.0,789.0
NPL,Nepal,NP-P5,Lumbini,IND,17784.0,1423664792.0,474554932.0,0.0,3650272.0,1898219722.0,2012334.0,0.0,205.0,390.0
NPL,Nepal,NP-P5,Lumbini,RES,1101858.0,27041915911.0,4794982361.0,5180250.0,112135459.0,31836898243.0,48237270.0,1290699.0,102.0,241.0
NPL,Nepal,NP-P2,Madhesh,IND,18261.0,1440516675.0,480172222.0,0.0,3695704.0,1920688899.0,2034516.0,0.0,202.0,390.0
NPL,Nepal,NP-P2,Madhesh,COM,17832.0,1825562915.0,379691299.0,0.0,2300152.0,2205254206.0,1371857.0,0.0,129.0,794.0
NPL,Nepal,NP-P2,Madhesh,RES,984032.0,22112558387.0,4020044385.0,6256717.0,99789606.0,26132602759.0,37784025.0,1205662.0,101.0,222.0
NPL,Nepal,NP-P7,Sudurpashchim,IND,11174.0,900001871.0,300000624.0,0.0,2307252.0,1200002496.0,1265478.0,0.0,206.0,390.0
NPL,Nepal,NP-P7,Sudurpashchim,COM,10958.0,1072306059.0,225112265.0,0.0,1365504.0,1297418334.0,816502.0,0.0,125.0,785.0
NPL,Nepal,NP-P7,Sudurpashchim,RES,559310.0,10050737701.0,1812888111.0,2741749.0,46344969.0,11863625787.0,18206428.0,649028.0,83.0,217.0
