ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
ECU,Ecuador,AREA # 01,AZUAY,Com,20560.500000226,1328928169.017524,1421123006.904953,1148481899.41748,0.0,8280506.25016355,3898533075.29852,402.7385642407787,470.80854207694364
ECU,Ecuador,AREA # 01,AZUAY,Ind,6427.0,1035330213.95557,641635836.19507,555686470.6118901,0.0,1996975.0,2232652520.7714,310.71650847985063,1118.0172614937092
ECU,Ecuador,AREA # 01,AZUAY,Res,195449.0,4609380232.4,5758342036.1,8832360401.5,879474.4,21040598.6,19200082670.1,107.65262856294993,912.5254958335643
ECU,Ecuador,AREA # 02,BOLIVAR,Com,4820.399999976,308494642.175444,329763372.945058,267919033.31076,0.0,1922321.24999815,906177048.44577,398.7887415998093,471.39730076158816
ECU,Ecuador,AREA # 02,BOLIVAR,Ind,1503.0,240458004.23512,149517249.03828,129971374.16376,0.0,466150.0,519946627.4396,310.146373918829,1115.4062585854338
ECU,Ecuador,AREA # 02,BOLIVAR,Res,55116.0,1007509084.2,1179935492.6,1900517257.4,226797.9,4905020.7,4087961834.4,88.99449706074462,833.4239719722284
ECU,Ecuador,AREA # 03,CAÑAR,Com,6538.499999877,428785589.609937,458930987.60872,372416449.852137,0.0,2678399.9998959377,1260133027.08791,409.6352374315704,470.47977416997804
ECU,Ecuador,AREA # 03,CAÑAR,Ind,2038.0,329516685.43347996,204652184.12196,176575634.08013,0.0,635837.5,710744503.6394,311.99092247301274,1117.8084080278372
ECU,Ecuador,AREA # 03,CAÑAR,Res,63180.0,1476591388.7,1837382417.9,2729823519.6,278101.9,6586978.1,6043797326.3,104.25732985121873,917.5371823841347
ECU,Ecuador,AREA # 04,CARCHI,Com,4461.299999957,284355004.11184,303964458.78598,245834853.703965,0.0,1770952.499983225,834154316.601885,396.9588460763217,471.02015249408794
ECU,Ecuador,AREA # 04,CARCHI,Ind,1385.0,223705424.43357998,138682216.72104,120945716.48035,0.0,433025.0,483333357.6371,312.6534296028881,1116.178875670227
ECU,Ecuador,AREA # 04,CARCHI,Res,47642.0,983029588.3,1180846854.1,1988783083.4,203187.4,4766772.2,4152659525.8,100.05399017673481,871.1680255666507
ECU,Ecuador,AREA # 05,COTOPAXI,Com,10105.200000216,647676539.856531,691778932.038121,563807974.260466,0.0,4042935.000131275,1903263446.144646,400.08460990825085,470.7628111960362
ECU,Ecuador,AREA # 05,COTOPAXI,Ind,3136.0,506489418.01269996,314125718.97324,271060143.62945,0.0,976012.5,1091675280.6213,311.22847576530614,1118.5054296141698
ECU,Ecuador,AREA # 05,COTOPAXI,Res,114164.0,2316508881.7,2791068163.2,4602719837.1,505369.5,11342036.4,9710296882.4,99.34862478539645,856.1334613949924
ECU,Ecuador,AREA # 06,CHIMBORAZO,Com,10870.19999997,692331822.125768,738478555.637225,603324694.382237,0.0,4322171.250026688,2034135072.1521199,397.61653419795556,470.6280604081941
ECU,Ecuador,AREA # 06,CHIMBORAZO,Ind,3354.0,539619742.79596,335103534.13431,291962153.2694,0.0,1045862.5,1166685430.2051,311.82543231961836,1115.5246795875175
ECU,Ecuador,AREA # 06,CHIMBORAZO,Res,136317.0,2701376643.4,3260385790.1,5630694584.9,566346.1,13606724.8,11592457018.5,99.81678587410228,851.9652737078948
ECU,Ecuador,AREA # 07,EL ORO,Com,16844.399999545,1088087120.18216,1163985467.70537,939326907.259614,0.0,6785201.249810925,3191399495.13917,402.8164404783908,470.3470652735763
ECU,Ecuador,AREA # 07,EL ORO,Ind,5241.0,852758124.2096499,528480094.30246,457434535.70241004,0.0,1644375.0,1838672754.2235,313.75214653692046,1118.15902955439
ECU,Ecuador,AREA # 07,EL ORO,Res,164339.0,4742132159.1,5931046682.6,8297744817.4,741815.1,19513738.6,18970923658.9,118.74076512574618,972.1829346888966
ECU,Ecuador,AREA # 08,ESMERALDAS,Com,7220.699999999,461714160.372786,492962824.864364,402523112.63338,0.0,2881462.4999845126,1357200097.87976,399.0558394594584,471.01084879190853
ECU,Ecuador,AREA # 08,ESMERALDAS,Ind,2242.0,362637384.28567,225239899.23797,195207160.76433,0.0,701250.0,783084444.2926999,312.778768956289,1116.6979597756863
ECU,Ecuador,AREA # 08,ESMERALDAS,Res,144632.0,3580933530.8,4347627182.8,5339421193.8,659599.1,14401876.4,13267981906.3,99.57600254438852,921.2675860973226
ECU,Ecuador,AREA # 09,GUAYAS,Com,63923.399999557,4111542184.249005,4394893396.89493,3563203603.095791,0.0,25626273.749484476,12069639184.39859,400.89034296770933,470.9868981494586
ECU,Ecuador,AREA # 09,GUAYAS,Ind,19912.0,3217279284.98031,1996385318.67036,1725425546.74914,0.0,6207487.5,6939090150.4353,311.7460576536762,1117.8580948306862
ECU,Ecuador,AREA # 09,GUAYAS,Res,954432.0,29577584494.1,37834329988.7,49115866012.8,4502175.0,116952994.5,116527780494.6,122.53674908217663,996.3642315682648
ECU,Ecuador,AREA # 10,IMBABURA,Com,11073.599999864,723880813.21077,775611805.654333,623692163.111092,0.0,4511519.999995675,2123184781.96637,407.41222367171315,470.61406842226245
ECU,Ecuador,AREA # 10,IMBABURA,Ind,3466.0,559639147.11121,346567585.25844,301565422.74477,0.0,1081000.0,1207772155.1205,311.8869013271783,1117.273038964385
ECU,Ecuador,AREA # 10,IMBABURA,Res,108739.0,2466744821.4,3025780422.9,4889452764.6,491831.0,11570669.6,10381978008.9,106.40772491930218,897.2668279197948
ECU,Ecuador,AREA # 11,LOJA,Com,10884.599999873,701265378.086381,749405058.376117,607447879.121421,0.0,4373088.7499556,2058118315.60039,401.7684388959286,470.63264280224956
ECU,Ecuador,AREA # 11,LOJA,Ind,3389.0,548628217.05598,340462756.63004,297155327.57377,0.0,1063462.5,1186246301.2649,313.79831808793153,1115.456634592099
ECU,Ecuador,AREA # 11,LOJA,Res,124080.0,2615337953.0,3210978172.9,5250777014.6,554467.0,12574791.7,11077093140.5,101.34422711154093,880.8967500034216
ECU,Ecuador,AREA # 12,LOS RIOS,Com,11538.900000078,740688674.810276,791661618.144879,641813663.138628,0.0,4623401.250029612,2174163956.09059,400.6795491769891,470.25205871471024
ECU,Ecuador,AREA # 12,LOS RIOS,Ind,3577.0,581173718.4604399,360330958.69959,310443235.90355,0.0,1118762.5,1251947913.0709,312.7655856863293,1119.0470837831085
ECU,Ecuador,AREA # 12,LOS RIOS,Res,219996.0,5618589865.9,6757325204.4,8982427859.9,960972.7,23094856.3,21358342929.6,104.9785282459681,924.8095182822159
ECU,Ecuador,AREA # 13,MANABI,Com,26853.299999937,1734869790.858602,1854890573.452145,1500277363.978678,0.0,10816672.499786476,5090037728.33596,402.8060796926952,470.57334207321514
ECU,Ecuador,AREA # 13,MANABI,Ind,8383.0,1355022160.11673,840740381.13064,729505727.0769401,0.0,2618962.5,2925268268.3415,312.4135154479303,1116.9569126482338
ECU,Ecuador,AREA # 13,MANABI,Res,374368.0,9596637576.8,11630419105.5,14399822770.0,1691677.0,38283721.9,35626879452.4,102.26227108086161,930.6012499375095
ECU,Ecuador,AREA # 14,MORONA SANTIAGO,Com,2824.199999904,182132884.61414,194612144.910591,157488948.832205,0.0,1133684.99996815,534233978.35223,401.41810070345093,471.23670011267586
ECU,Ecuador,AREA # 14,MORONA SANTIAGO,Ind,873.0,139206080.52476,86218063.58228,75013266.21871,0.0,268912.5,300437410.3271,308.03264604810994,1117.2311079890299
ECU,Ecuador,AREA # 14,MORONA SANTIAGO,Res,38303.0,906726565.7,1118962601.7,1054934460.8,182698.8,3372877.3,3080623628.2,88.05778398558859,913.351822255734
ECU,Ecuador,AREA # 15,NAPO,Com,2746.799999936,179415449.169688,192548124.306398,152732094.43210799,0.0,1114694.9999600125,524695667.91912,405.81585844837076,470.7078330287141
ECU,Ecuador,AREA # 15,NAPO,Ind,855.0,138845868.03653,85950888.95373,75347892.24721001,0.0,269025.0,300144649.2386,314.64912280701753,1115.6756778685997
