ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
TKM,Turkmenistan,TM-M,Mary,RES,CR-,CR+PC/LPB/CDL+ERL/H:5-9/RES,TOTAL,643.0,843815767.0,210953942.0,154358.0,2058087.0,1054769709.0,822656.0,25726.0,3201.0,410.0
TKM,Turkmenistan,TM-A,Ahal,RES,CR-,CR+PC/LPB/CDL+ERL/H:5-9/RES,TOTAL,522.0,684690011.0,171172503.0,125248.0,1669976.0,855862514.0,667521.0,20874.0,3199.0,410.0
TKM,Turkmenistan,TM-D,Daşoguz,RES,CR-,CR+PC/LPB/CDL+ERL/H:5-9/RES,TOTAL,627.0,822818116.0,205704529.0,150517.0,2006873.0,1028522645.0,802185.0,25086.0,3201.0,410.0
TKM,Turkmenistan,TM-B,Balkan,RES,CR-,CR+PC/LPB/CDL+ERL/H:5-9/RES,TOTAL,211.0,278051757.0,69512939.0,50864.0,678175.0,347564696.0,271079.0,8477.0,3214.0,410.0
TKM,Turkmenistan,TM-S,Aşgabat,RES,CR-,CR+PC/LPB/CDL+ERL/H:5-9/RES,TOTAL,340.0,445483450.0,111370862.0,63994.0,1086545.0,556854312.0,434312.0,13582.0,3196.0,410.0
TKM,Turkmenistan,TM-L,Lebap,RES,CR-,CR+PC/LPB/CDL+ERL/H:5-9/RES,TOTAL,587.0,769267060.0,192316765.0,140719.0,1876261.0,961583825.0,749977.0,23453.0,3196.0,410.0
TKM,Turkmenistan,TM-B,Balkan,RES,CR-,CR+PC/LPB/CDL+ERL/H:9-12/RES,TOTAL,102.0,185367534.0,46341883.0,33909.0,452116.0,231709417.0,181042.0,5652.0,4433.0,410.0
TKM,Turkmenistan,TM-L,Lebap,RES,CR-,CR+PC/LPB/CDL+ERL/H:9-12/RES,TOTAL,284.0,512844531.0,128211133.0,93815.0,1250840.0,641055664.0,500878.0,15636.0,4404.0,410.0
TKM,Turkmenistan,TM-A,Ahal,RES,CR-,CR+PC/LPB/CDL+ERL/H:9-12/RES,TOTAL,252.0,456459582.0,114114895.0,83499.0,1113316.0,570574477.0,445809.0,13916.0,4418.0,410.0
TKM,Turkmenistan,TM-D,Daşoguz,RES,CR-,CR+PC/LPB/CDL+ERL/H:9-12/RES,TOTAL,304.0,548545045.0,137136261.0,100347.0,1337915.0,685681306.0,535746.0,16725.0,4401.0,410.0
TKM,Turkmenistan,TM-M,Mary,RES,CR-,CR+PC/LPB/CDL+ERL/H:9-12/RES,TOTAL,312.0,562543498.0,140635875.0,102908.0,1372057.0,703179373.0,549418.0,17151.0,4398.0,410.0
TKM,Turkmenistan,TM-S,Aşgabat,RES,CR-,CR+PC/LPB/CDL+ERL/H:9-12/RES,TOTAL,165.0,296988830.0,74247208.0,42664.0,724363.0,371236038.0,290059.0,9055.0,4390.0,410.0
TKM,Turkmenistan,TM-B,Balkan,RES,CR-,CR+PC/LWAL/CDL+ERL/H:5-9/RES,TOTAL,211.0,278051757.0,69512939.0,50864.0,678175.0,347564696.0,324649.0,8477.0,3214.0,410.0
TKM,Turkmenistan,TM-D,Daşoguz,RES,CR-,CR+PC/LWAL/CDL+ERL/H:5-9/RES,TOTAL,627.0,822818116.0,205704529.0,150517.0,2006873.0,1028522645.0,960710.0,25086.0,3201.0,410.0
TKM,Turkmenistan,TM-M,Mary,RES,CR-,CR+PC/LWAL/CDL+ERL/H:5-9/RES,TOTAL,643.0,843815767.0,210953942.0,154358.0,2058087.0,1054769709.0,985227.0,25726.0,3201.0,410.0
TKM,Turkmenistan,TM-L,Lebap,RES,CR-,CR+PC/LWAL/CDL+ERL/H:5-9/RES,TOTAL,587.0,769267060.0,192316765.0,140719.0,1876261.0,961583825.0,898185.0,23453.0,3196.0,410.0
TKM,Turkmenistan,TM-S,Aşgabat,RES,CR-,CR+PC/LWAL/CDL+ERL/H:5-9/RES,TOTAL,340.0,445483450.0,111370862.0,63994.0,1086545.0,556854312.0,520140.0,13582.0,3196.0,410.0
TKM,Turkmenistan,TM-A,Ahal,RES,CR-,CR+PC/LWAL/CDL+ERL/H:5-9/RES,TOTAL,522.0,684690011.0,171172503.0,125248.0,1669976.0,855862514.0,799434.0,20874.0,3199.0,410.0
TKM,Turkmenistan,TM-A,Ahal,RES,CR-,CR+PC/LWAL/CDL+ERL/H:9-12/RES,TOTAL,252.0,456459582.0,114114895.0,83499.0,1113316.0,570574477.0,533934.0,13916.0,4418.0,410.0
TKM,Turkmenistan,TM-S,Aşgabat,RES,CR-,CR+PC/LWAL/CDL+ERL/H:9-12/RES,TOTAL,165.0,296988830.0,74247208.0,42664.0,724363.0,371236038.0,347396.0,9055.0,4390.0,410.0
TKM,Turkmenistan,TM-L,Lebap,RES,CR-,CR+PC/LWAL/CDL+ERL/H:9-12/RES,TOTAL,284.0,512844531.0,128211133.0,93815.0,1250840.0,641055664.0,599889.0,15636.0,4404.0,410.0
TKM,Turkmenistan,TM-D,Daşoguz,RES,CR-,CR+PC/LWAL/CDL+ERL/H:9-12/RES,TOTAL,304.0,548545045.0,137136261.0,100347.0,1337915.0,685681306.0,641649.0,16725.0,4401.0,410.0
TKM,Turkmenistan,TM-M,Mary,RES,CR-,CR+PC/LWAL/CDL+ERL/H:9-12/RES,TOTAL,312.0,562543498.0,140635875.0,102908.0,1372057.0,703179373.0,658023.0,17151.0,4398.0,410.0
TKM,Turkmenistan,TM-B,Balkan,RES,CR-,CR+PC/LWAL/CDL+ERL/H:9-12/RES,TOTAL,102.0,185367534.0,46341883.0,33909.0,452116.0,231709417.0,216830.0,5652.0,4433.0,410.0
TKM,Turkmenistan,TM-M,Mary,COM,CR-,CR/LFINF/CDL+ERL/H:1-2/COM,TOTAL,1942.0,291397060.0,72849265.0,0.0,364246.0,364246325.0,214782.0,0.0,188.0,800.0
TKM,Turkmenistan,TM-S,Aşgabat,COM,CR-,CR/LFINF/CDL+ERL/H:1-2/COM,TOTAL,1231.0,184549257.0,46137314.0,0.0,230687.0,230686571.0,136027.0,0.0,187.0,800.0
TKM,Turkmenistan,TM-B,Balkan,COM,CR-,CR/LFINF/CDL+ERL/H:1-2/COM,TOTAL,698.0,104685465.0,26171366.0,0.0,130857.0,130856831.0,77161.0,0.0,187.0,800.0
TKM,Turkmenistan,TM-A,Ahal,COM,CR-,CR/LFINF/CDL+ERL/H:1-2/COM,TOTAL,1306.0,195902264.0,48975566.0,0.0,244878.0,244877829.0,144395.0,0.0,188.0,800.0
