L4,POP,CITY,TIER
803055,34217,Muddebihal,U3
802643,34207,Nawapur,U3
802224,34191,Khacharod,U3
589511,34177,Yenamalakuduru,U3
802399,34176,Malajkhand,U3
802623,34162,Vapi,U3
803161,34155,Kunigal,U3
803148,34151,Kadur,U3
627541,34149,Chelambra,U3
802682,34136,Risod,U3
801547,34136,Kokrajhar,U3
800361,34134,Kalka,U3
800327,34122,Almora,U3
802888,34106,Kagal,U3
628547,34096,Parassala,U3
801893,34067,Titlagarh,U3
801408,34056,Warisaliganj,U3
802325,34031,Begamganj,U3
558718,34017,Jamkhed,U3
801176,34014,Rudrapur,U3
802849,34011,Tuljapur,U3
628442,33959,Elampalloor,U3
802553,33949,Gariadhar,U3
803643,33945,Jayankondam,U3
801157,33930,Maharajganj,U3
802697,33925,Pulgaon,U3
803979,33924,Thudiyalur,U3
627564,33918,Alamcode,U3
800515,33895,Shahpura,U3
627240,33853,Elayavoor,U3
628048,33829,Eramalloor,U3
628192,33819,Thrikkodithanam,U3
801389,33785,Piro,U3
802559,33762,Umreth,U3
585801,33757,Narsipatnam,U3
801152,33753,Nautanwa,U3
802741,33741,Dharmabad,U3
627291,33732,Chockli,U3
572368,33706,Vemulawada,U3
801352,33700,Colgong,U3
801836,33690,Basudebpur,U3
800504,33666,Rajakhera,U3
801618,33637,Hailakandi,U3
801840,33631,Jagatsinghapur,U3
802833,33562,Georai,U3
800377,33484,Pundri,U3
556327,33479,Wagholi,U3
803285,33465,Angamaly,U3
801818,33442,Biramitrapur,U3
800523,33432,Chaksu,U3
803047,33382,Guledgudda,U3
803187,33381,Madikeri,U3
801830,33378,Remuna,U3
589205,33373,Kondapalle,U3
627983,33372,Puthenvelikkara,U3
800901,33355,Kheri,U3
802511,33246,Salaya,U3
803458,33245,Edaganasalai,U3
801226,33243,Zamania,U3
803054,33198,Basavana Bagevadi,U3
800811,33144,Shamsabad,U3
064065,33123,Aya Nagar,U3
802192,33114,Umaria,U3
802407,33081,Chanderi,U3
627169,33079,Ajanur,U3
801912,33071,Manendragarh,U3
800319,33035,Kotdwara,U3
800524,33024,Ramgarh,U3
800701,32954,Naugawan Sadat,U3
803977,32920,Saravanampatti,U3
800808,32905,Fatehpur Sikri,U3
045267,32900,Raipur,U3
802739,32899,Bhokar,U3
369009,32899,Patratu,U3
801159,32886,Sahjanwan,U3
800553,32875,Sanchore,U3
804038,32871,Kurumbapet,U3
802084,32838,Bamor,U3
800836,32780,Bisauli,U3
801526,32758,Udaipur,U3
801335,32741,Dighwara,U3
801510,32734,Champhai,U3
802161,32726,Garhakota,U3
627960,32697,Vengola,U3
638846,32689,Nanjikottai,U3
027776,32689,Mamun,U3
802416,32682,Bijuri,U3
541339,32654,Ghugus,U3
800464,32640,Taranagar,U3
575385,32598,Badepalle,U3
574173,32586,Peerzadguda,U3
801409,32585,Hisua,U3
574760,32583,Shamshabad,U3
593289,32574,Yerraguntla,U3
627563,32550,Edappal,U3
801832,32531,Soro,U3
627398,32509,Ulliyeri,U3
802705,32498,Savner,U3
642478,32494,Muttayyapuram,U3
802754,32488,Manwath,U3
802489,32475,Dhandhuka,U3
643848,32474,Zuzuvadi,U3
802164,32465,Hatta,U3
801388,32447,Jagdishpur,U3
800886,32440,Katra,U3
803623,32439,Thuraiyur,U3
570569,32385,Kyathampalle,U3
800614,32377,Antah,U3
803076,32359,Gajendragarh,U3
802301,32329,Narsinghgarh,U3
594956,32328,Kalyandurg,U3
803276,32298,Chittur-Thathamangalam,U3
506920,32293,Madhapar,U3
800616,32285,Chhabra,U3
800745,32269,Jewar,U3
803738,32257,Manamadurai,U3
800986,32252,Bidhuna,U3
803833,32171,Tiruchendur,U3
800691,32158,Suar,U3
804012,32147,Kangeyam,U3
801132,32145,Utraula,U3
628232,32139,Mannanchery,U3
801484,32138,Kakching,U3
800572,32124,Vijainagar,U3
627439,32122,Feroke,U3
800820,32098,Sirsaganj,U3
802266,32093,Dhamnod,U3
802932,32091,Manugur,U3
452273,32087,Jaura Khurd,U3
802586,32084,Kalol,U3
627543,32045,Thenhippalam,U3
802490,32024,Halvad,U3
574214,32013,Meerpet,U3
803099,32000,Bhatkal,U3
801414,31994,Makhdumpur,U3
801115,31972,Jalalpur,U3
063997,31944,Shafi Pur Ranhola,U3
333818,31920,Matla,U3
362299,31882,Jaridih Bazar,U3
802936,31857,Sathupalle,U3
800231,31849,Maur,U3
363457,31843,Chhota Gobindpur,U3
802817,31821,Sasvad,U3
801204,31765,Rasra,U3
628542,31761,Vilavoorkkal,U3
803429,31726,Kottakuppam,U3
552390,31699,Khaira,U3
803056,31693,Talikota,U3
803348,31681,Madambakkam,U3
802871,31671,Malkapur,U3
803336,31665,Puzhal,U3
803264,31580,Kalpetta,U3
802761,31553,Ambad,U3
802157,31537,Rahatgarh,U3
804022,31528,Thirumuruganpoondi,U3
628222,31525,Thanneermukkam,U3
803287,31503,Paravur,U3
361403,31495,Gomoh,U3
800972,31479,Samdhan,U3
627992,31468,Eloor,U3
801359,31385,Kharagpur,U3
800530,31366,Sri Madhopur,U3
801568,31347,Lumding,U3
803415,31320,Vandavasi,U3
800681,31305,Bhojpur Dharampur,U3
800269,31302,Ahmedgarh,U3
803210,31299,Chitapur,U3
570613,31244,Naspur,U3
567499,31238,Uchgaon,U3
800521,31229,Bagru,U3
627531,31212,Cheriyamundam,U3
803401,31211,Allapuram,U3
801342,31155,Rosera,U3
590988,31145,Podili,U3
802832,31134,Shrigonda,U3
627229,31122,Kalliasseri,U3
800699,31101,Bachhraon,U3
640710,31095,Kannanendal,U3
802733,31094,Pandharkaoda,U3
627284,31087,Kadirur,U3
802654,31071,Erandol,U3
803712,31066,Adiramapattinam,U3
800262,31060,Kurali,U3
363955,31035,Musabani,U3
803315,31025,Ponneri,U3
800833,31022,Islamnagar,U3
801908,31007,Malkangiri,U3
802831,30997,Deolali Pravara,U3
802779,30989,Igatpuri,U3
802679,30983,Mangrulpir,U3
578369,30963,Narsampet,U3
802311,30951,Berasia,U3
801723,30947,Tarakeswar,U3
803046,30943,Badami,U3
802155,30923,Banda,U3
803873,30921,Kalakad,U3
802062,30921,Kondagaon,U3
627648,30895,Puthuppariyaram,U3
803744,30884,Vilangudi,U3
800451,30877,Anupgarh,U3
800826,30874,Bhogaon,U3
800047,30870,Leh Ladakh,U3
591018,30858,Chirala,U3
803382,30856,Sholingur,U3
802527,30850,Manavadar,U3
240183,30829,Puraini,U3
802670,30827,Deulgaon Raja,U3
627282,30804,Dharmadom,U3
801685,30799,Birnagar,U3
803372,30796,Maduranthakam,U3
628476,30770,Kizhuvalam-Koonthalloor,U3
800093,30764,Dharmsala,U3
802971,30721,Pedana,U3
802836,30704,Kaij,U3
803355,30702,Thiruneermalai,U3
324900,30700,Pandua,U3
801144,30698,Domariyaganj,U3
627810,30657,Vadanappally,U3
627538,30635,Irimbiliyam,U3
803602,30624,Pallapatti,U3
628009,30594,Cheranallur,U3
801300,30590,Jhanjharpur,U3
800697,30553,Milak,U3
574150,30502,Nagaram,U3
307593,30490,Mainaguri,U3
801976,30465,Tifra,U3
063915,30445,Siras Pur,U3
803139,30444,Kundapura,U3
802795,30439,Uran,U3
801313,30421,Kasba,U3
802602,30405,Karjan,U3
803291,30397,Muvattupuzha,U3
802265,30393,Manawar,U3
803996,30357,Madukkarai,U3
501529,30354,Amlai,U3
802477,30347,Mansa,U3
800424,30344,Dharuhera,U3
194087,30339,Amilo,U3
801311,30336,Banmankhi Bazar,U3
802162,30329,Rehli,U3
800590,30320,Shahpura,U3
803454,30222,Tharamangalam,U3
802340,30215,Amla,U3
803435,30212,Tirukkoyilur,U3
801810,30207,Hirakud,U3
801410,30170,Rajauli,U3
801761,30148,Egra,U3
595099,30128,Kakkalapalle,U3
627467,30126,Cherukavu,U3
800307,30118,Mussoorie,U3
802344,30100,Seoni-Malwa,U3
803579,30064,Oddanchatram,U3
627360,30023,Azhiyur,U3
803105,30014,Byadgi,U3
802276,30012,Mhowgaon,U3
800698,30007,Dhanaura,U3
800867,30003,Bareilly,U3
802339,29976,Multai,U3
803177,29974,Hole Narsipur,U3
800351,29965,Sitarganj,U3
800683,29951,Kundarki,U3
801334,29932,Marhaura,U3
802368,29929,Kareli,U3
800124,29911,Baddi,U3
803878,29895,Panagudi,U3
802550,29872,Gadhada,U3
627427,29872,Poolacode,U3
800174,29841,Mukerian,U3
644921,29808,Ariankuppam,U3
627987,29805,Karumalloor,U3
628430,29788,Kottarakkara,U3
627429,29781,Mavoor,U3
800921,29768,Bilgram,U3
800478,29741,Pilani,U3
577259,29731,Devarakonda,U3
802296,29726,Rajgarh,U3
628450,29716,Meenad,U3
629387,29710,Medavakkam,U3
627975,29706,Nedumbassery,U3
802417,29704,Kotma,U3
802441,29682,Nepanagar,U3
802725,29668,Rajura,U3
802798,29663,Karjat,U3
803409,29662,Jolarpet,U3
526630,29636,Walwadi,U3
628179,29635,Puthuppally,U3
628504,29624,Karakulam,U3
803262,29619,Koothuparamba,U3
801289,29582,Pakri Dayal,U3
802449,29578,Dhanera,U3
627976,29576,Chengamanad,U3
800584,29572,Lakheri,U3
800486,29531,Behror,U3
333814,29521,Banshra,U3
629171,29511,Ayappakkam,U3
800065,29486,Rajauri,U3
803461,29467,Sankari,U3
553006,29462,Mharal Bk,U3
628443,29454,Nedumpana,U3
111040,29454,Kukra,U3
628451,29447,Poothakkulam,U3
800600,29439,Sagwara,U3
801136,29435,Colonelganj,U3
589206,29432,Ibrahimpatnam,U3
803180,29431,Mudbidri,U3
803877,29417,Vadakkuvalliyur,U3
801792,29415,Jamtara,U3
803802,29398,Sattur,U3
803370,29391,Tirukalukundram,U3
627423,29388,Thalakkulathur,U3
627221,29348,Cheruthazham,U3
627921,29341,Amballur,U3
627956,29339,Koovappady,U3
627984,29326,Chendamangalam,U3
802031,29315,Gobra Nawapara,U3
802627,29305,Tarsadi,U3
802726,29302,Ner,U3
800988,29284,Babarpur Ajitmal,U3
800659,29283,Miranpur,U3
803347,29250,Peerkankaranai,U3
628175,29248,Vijayapuram,U3
801784,29241,Hussainabad,U3
800485,29236,Udaipurwati,U3
800251,29232,Jandiala,U3
801663,29205,Beldanga,U3
800517,29201,Kishangarh Renwal,U3
278359,29194,Madanriting,U3
628016,29193,Kumbalam,U3
082987,29187,Basni Belima,U3
803305,29171,Adoor,U3
801561,29164,Marigaon,U3
803155,29159,Madhugiri,U3
627548,29157,Urakam,U3
563957,29140,Karanje Tarf Satara,U3
803027,29128,Mudalgi,U3
800421,29128,Mahendragarh,U3
576931,29126,Nakrekal,U3
629568,29122,Urapakkam,U3
332870,29114,Sankrail,U3
800670,29101,Afzalgarh,U3
800755,29087,Anupshahr,U3
801734,29085,Sonamukhi,U3
803779,29050,Uthamapalayam,U3
800529,29044,Khandela,U3
800650,29041,Purquazi,U3
628371,29008,Panmana,U3
801902,28993,Umarkote,U3
124698,28990,Dhanauli,U3
802829,28986,Ahmadnagar,U3
567321,28953,Hupari,U3
803066,28929,Devadurga,U3
803645,28902,Ariyalur,U3
800131,28899,Nahan,U3
800373,28887,Ladwa,U3
033675,28884,Gill,U3
801900,28870,Gunupur,U3
804021,28868,Avanashi,U3
802513,28814,Sikka,U3
059503,28803,Panipat Taraf Rajputan,U3
803378,28797,Katpadi,U3
627468,28794,Kondotty,U3
802717,28781,Desaiganj,U3
803169,28754,Maddur,U3
801540,28742,Nongstoin,U3
803282,28741,Irinjalakuda,U3
800198,28734,Raikot,U3
803620,28727,Musiri,U3
801371,28723,Dinapur Cantonment,U3
802589,28720,Jhalod,U3
802114,28705,Karera,U3
800694,28698,Kemri,U3
801317,28691,Murliganj,U3
640714,28646,Vandiyur,U3
802808,28645,Alandi,U3
627598,28632,Pattambi,U3
581009,28631,Tekkali,U3
291703,28626,Duliajan Oil Town,U3
800884,28613,Powayan,U3
644826,28602,Karaipudur,U3
627649,28592,Hemambikanagar,U3
803536,28585,Suriyampalayam,U3
801322,28572,Motipur,U3
801049,28564,Kabrai,U3
801997,28536,Bemetara,U3
800528,28504,Losal,U3
802433,28498,Alirajpur,U3
802621,28495,Pardi,U3
803154,28486,Pavagada,U3
629384,28458,Neelankarai,U3
802735,28454,Kinwat,U3
800967,28454,Shamsabad,U3
802418,28447,Pasan,U3
801911,28431,Baikunthpur,U3
801545,28430,Jowai,U3
628363,28412,Oachira,U3
802442,28407,Rapar,U3
801259,28396,Aliganj,U3
800072,28396,Jammu Cantt.,U3
571384,28384,Banswada,U3
803122,28370,Hosdurga,U3
587502,28369,Ramanayyapeta,U3
801031,28343,Jhansi,U3
803317,28337,Minjur,U3
313872,28332,Jafrabad,U3
802263,28331,Kukshi,U3
800450,28330,Raisinghnagar,U3
802633,28327,Kansad,U3
802518,28314,Kalavad,U3
801181,28307,Lar,U3
801932,28301,JashpurNagar,U3
801083,28288,Lal Gopalganj Nindaura,U3
802662,28276,Jalgaon,U3
628221,28276,Pallippuram,U3
800143,28270,Sujanpur,U3
803086,28267,Annigeri,U3
800015,28233,Ganderbal,U3
628513,28230,Uliyazhathura,U3
627400,28213,Atholi,U3
803565,28207,Kotagiri,U3
803100,28207,Shiggaon,U3
803374,28172,Edakalinadu,U3
800980,28164,Jaswantnagar,U3
803103,28159,Hangal,U3
522162,28148,Jhadeshwar,U3
803418,28123,Polur,U3
801292,28116,Sheohar,U3
803284,28110,Perumbavoor,U3
803200,28105,Gundlupet,U3
524208,28102,Sachin,U3
802365,28074,Gotegaon,U3
575593,28060,Kalwakurthy,U3
800554,28053,Sheoganj,U3
803235,28051,Devanahalli,U3
802404,28010,Aron,U3
800639,27979,Rampur Maniharan,U3
803108,27967,Hoovina Hadagalli,U3
800238,27963,Patran,U3
802448,27954,Tharad,U3
800715,27933,Kithaur,U3
802364,27932,Panagar,U3
641311,27925,Pallapatti,U3
800649,27921,Jalalabad,U3
803613,27910,Kulithalai,U3
803966,27909,Sulur,U3
801148,27897,Mehdawal,U3
801624,27889,Rangia,U3
802625,27859,Umbergaon,U3
801033,27852,Babina,U3
801629,27839,Nalbari,U3
802555,27822,Talaja,U3
627239,27820,Pallikkunnu,U3
332822,27818,Nibra,U3
627600,27796,Thrithala,U3
802462,27790,Vadnagar,U3
801047,27760,Charkhari,U3
802769,27745,Gangapur,U3
035832,27733,Mehna,U3
800825,27701,Karhal,U3
629196,27674,Mathur,U3
802746,27650,Mukhed,U3
803237,27605,Magadi,U3
627430,27598,Peruvayal,U3
574071,27563,Bachpalle,U3
802805,27536,Mahad,U3
628216,27528,Ezhupunna,U3
592766,27504,Sulluru,U3
802396,27494,Waraseoni,U3
803651,27471,Kurinjipadi,U3
801267,27468,Soron,U3
574213,27461,Jillalguda,U3
802387,27459,Sausar,U3
627985,27458,Moothakunnam,U3
628233,27445,Pathirappally,U3
802736,27433,Hadgaon,U3
362288,27425,Chandrapura,U3
800470,27419,Rajaldesar,U3
802303,27396,Pachore,U3
800563,27390,Sadri,U3
628478,27390,Azhoor,U3
629386,27374,Koilambakkam,U3
627397,27363,Balusseri,U3
524261,27336,Kadodara,U3
627421,27316,Nanmanda,U3
801396,27302,Nokha,U3
803661,27294,Kattumannarkoil,U3
803786,27287,Andipatti Jakkampatti,U3
627528,27278,Perumanna,U3
318688,27275,Kajora,U3
803831,27266,Arumuganeri,U3
586424,27265,Yelamanchili,U3
628447,27240,Adichanalloor,U3
800991,27237,Dibiyapur,U3
278354,27219,Pynthormukhrah,U3
800589,27215,Gulabpura,U3
802827,27211,Pathardi,U3
332829,27210,Kalara,U3
164845,27207,Barel,U3
270457,27187,Ukhrul,U3
802890,27185,Gadhinglaj,U3
801069,27179,Kunda,U3
064086,27169,Aali,U3
802546,27167,Jafrabad,U3
801947,27158,Dipka,U3
803577,27156,Ayakudi,U3
628503,27140,Vattappara,U3
800891,27137,Kanth,U3
800383,27125,Assandh,U3
801280,27095,Chanpatia,U3
803206,27088,Afzalpur,U3
627393,27051,Thikkody,U3
803425,27045,Gingee,U3
802651,27039,Raver,U3
803229,27011,Bagepalli,U3
586474,27001,Payakaraopeta,U3
627999,26997,Elamkunnapuzha,U3
628171,26993,Ettumanoor,U3
801787,26981,Latehar,U3
803421,26980,Chengam,U3
801087,26944,Allahabad,U3
628257,26943,Kumarapuram,U3
801585,26914,Margherita,U3
628364,26907,Kulasekharapuram,U3
802123,26883,Prithvipur,U3
801022,26869,Gursarai,U3
800062,26854,Punch,U3
803745,26830,Vadipatti,U3
803855,26823,Shenkottai,U3
627358,26819,Edacheri,U3
325583,26814,Kanaipur,U3
575744,26801,Nagarkurnool,U3
803220,26793,Srinivaspur,U3
629383,26766,Palavakkam,U3
541663,26755,Chandur,U3
627991,26750,Varappuzha,U3
800958,26735,Jais,U3
627713,26720,Alathur,U3
801387,26707,Behea,U3
628266,26705,Krishnapuram,U3
593921,26694,Mamidalapadu,U3
803116,26680,Kudligi,U3
802022,26632,Baloda Bazar,U3
800491,26631,Rajgarh,U3
801315,26629,Manihari,U3
804009,26627,Kottur,U3
800860,26607,Fatehganj Pashchimi,U3
800840,26604,Bilsi,U3
802649,26602,Faizpur,U3
801211,26556,Shahganj,U3
802203,26551,Manasa,U3
800748,26544,Aurangabad,U3
640126,26536,Sankarapuram,U3
800685,26519,Sirsi,U3
802635,26515,Songadh,U3
142395,26475,Katri Piper Khera,U3
802278,26459,Barwaha,U3
800712,26452,Hastinapur,U3
332910,26432,Panchla,U3
800107,26422,Mandi,U3
803302,26421,Mavelikkara,U3
802187,26420,Mauganj,U3
057509,26412,Babiyal,U3
800496,26411,Nadbai,U3
803867,26398,Kalladaikurichi,U3
800679,26381,Kanth,U3
802640,26363,Talode,U3
801210,26359,Reoti,U3
801061,26359,Kora Jahanabad,U3
644798,26349,Muruganpalayam,U3
801451,26328,Mon,U3
800268,26295,Dera Bassi,U3
627362,26293,Ayancheri,U3
803117,26289,Kotturu,U3
802286,26289,Anjad,U3
803592,26285,Chinnalapatti,U3
581460,26280,Narasannapeta,U3
627596,26273,Ongallur -II,U3
800850,26244,Dataganj,U3
801326,26240,Mirganj,U3
800619,26240,Aklera,U3
627133,26235,Kudlu,U3
803113,26224,Tekkalakote,U3
802409,26192,Mungaoli,U3
800234,26172,Budhlada,U3
281759,26162,Mankachar,U3
641066,26158,Chinna Anuppanadi,U3
800531,26139,Reengus,U3
802536,26132,Sutrapada,U3
639447,26116,Pudukkottai,U3
801214,26107,Machhlishahr,U3
563959,26106,Kodoli,U3
800519,26091,Phulera,U3
803040,26088,Terdal,U3
800910,26052,Tambaur-cum-Ahamdabad,U3
595773,26031,Renigunta,U3
080899,26029,Bassi,U3
552677,26016,Khoni,U3
801286,26014,Areraj,U3
644799,26014,Muthanampalayam,U3
800920,26007,Sandi,U3
801291,25995,Mehsi,U3
801630,25989,Mangaldoi,U3
803727,25980,Tirupathur,U3
627395,25979,Naduvannur,U3
803164,25946,Krishnarajpet,U3
800379,25944,Taraori,U3
803625,25931,Manachanallur,U3
803972,25930,Periyanaicken-palayam,U3
801242,25929,Khamaria,U3
627431,25929,Kuttikkattoor,U3
801749,25922,Jaynagar Mazilpur,U3
802086,25920,Kailaras,U3
627386,25894,Iringal,U3
802521,25892,Jamjodhpur,U3
801458,25885,Chumukedima,U3
628366,25884,Thodiyoor,U3
802517,25883,Dhrol,U3
802006,25878,Jamul,U3
627562,25872,Kalady,U3
628225,25861,Muhamma,U3
627529,25855,Ponmundam,U3
628018,25852,Mulamthuruthy,U3
061015,25847,Gangwa,U3
627283,25818,Eranholi,U3
800858,25815,Shishgarh,U3
803142,25800,Karkal,U3
802728,25791,Darwha,U3
802599,25787,Chhota Udaipur,U3
627537,25750,Kuttippuram,U3
801829,25747,Jaleshwar,U3
802847,25713,Kalamb,U3
803965,25691,Irugur,U3
800932,25688,Safipur,U3
803214,25686,Jevargi,U3
800800,25681,Mathura,U3
803444,25676,Mecheri,U3
801368,25674,Silao,U3
801580,25662,Silapathar,U3
800169,25662,Kartarpur,U3
802581,25658,Dakor,U3
802883,25651,Vadgaon Kasba,U3
802163,25632,Deori,U3
635412,25627,Balakrishnapuram,U3
628440,25607,Panayam,U3
209756,25596,Lohta,U3
197677,25589,Walidpur,U3
802575,25575,Kheda,U3
800494,25572,Nagar,U3
801737,25561,Raghunathpur,U3
323220,25557,Nebadhai Duttapukur,U3
641315,25555,Viswanatham,U3
803110,25552,Kamalapuram,U3
589509,25545,Poranki,U3
803653,25541,Parangipettai,U3
644796,25539,Andipalayam,U3
628007,25531,Kakkanad,U3
060865,25531,Adampur,U3
800344,25524,Bazpur,U3
802821,25515,Indapur,U3
627811,25507,Talikkulam,U3
803944,25469,Harur,U3
802723,25449,Mul,U3
800316,25440,Pauri,U3
628439,25432,Thrikkaruva,U3
800194,25424,Doraha,U3
803686,25423,Kuthanallur,U3
801141,25422,Siddharthnagar,U3
802256,25413,Khategaon,U3
803882,25378,Edaicode,U3
363454,25360,Haludbani,U3
550516,25341,Chandvad,U3
801355,25336,Amarpur,U3
628368,25336,Karunagappally,U3
315450,25336,Chaltia,U3
522387,25332,Gadkhol,U3
802806,25315,Junnar,U3
142396,25310,Majhara Pipar Ahatmali,U3
803062,25298,Chitgoppa,U3
802539,25270,Babra,U3
627938,25259,Kallur Vadakkummuri,U3
801639,25218,Mal,U3
800201,25206,Bagha Purana,U3
802111,25204,Bhander,U3
332874,25200,Sarenga,U3
627231,25195,Azhikode South,U3
803368,25194,Uthiramerur,U3
800172,25192,Dasua,U3
344458,25191,Kolaghat,U3
800132,25183,Paonta Sahib,U3
802715,25181,Tirora,U3
111038,25157,Shahbudinpur,U3
555861,25146,Rajgurunagar,U3
628191,25145,Chethipuzha,U3
803447,25133,P.N.Patti,U3
064000,25126,Quammruddin Nagar,U3
801548,25124,Gauripur,U3
800402,25123,Rania,U3
629348,25117,Mugalivakkam,U3
627428,25116,Thazhecode,U3
801519,25110,Saiha,U3
803441,25106,Chinnasalem,U3
800613,25073,Mangrol,U3
803167,25061,Shrirangapattana,U3
314142,25058,Teghari,U3
801323,25051,Kanti,U3
800390,25051,Kharkhoda,U3
306662,25044,Uttar Bagdogra,U3
802348,25040,Sohagpur,U3
801028,25028,Barua Sagar,U3
803501,25012,Velur,U3
801376,25011,Naubatpur,U3
802466,25001,Khedbrahma,U3
333296,24985,Chata Kalikapur,U3
800447,24980,Sadulshahar,U3
800914,24976,Sidhauli,U3
083743,24975,Borawar,U3
800821,24969,Kuraoali,U3
801247,24967,Ahraura,U3
627652,24963,Marutharode,U3
573642,24961,Gajwel,U3
803559,24954,Devarshola,U3
803534,24930,Perundurai,U3
803082,24919,Mundargi,U3
800189,24916,Machhiwara,U3
802376,24914,Nainpur,U3
802228,24908,Tarana,U3
801476,24900,Lilong,U3
800718,24882,Sewalkhas,U3
803071,24878,Kushtagi,U3
373459,24876,Churi,U3
803988,24872,Vellalur,U3
803342,24864,Sriperumbudur,U3
627599,24861,Muthuthala,U3
078282,24846,Mahwa,U3
802745,24843,Kandhar,U3
800566,24839,Falna,U3
595740,24839,Avilala,U3
551139,24838,Ghoti Bk.,U3
628220,24804,Vayalar,U3
803538,24798,Brahmana Periya Agraharam,U3
627535,24790,Thirunavaya,U3
802609,24789,Anklesvar,U3
802749,24784,Kalamnuri,U3
803739,24767,Ilayangudi,U3
800434,24750,Ferozepur jhirka,U3
800488,24747,Tijara,U3
800435,24734,Punahana,U3
634470,24708,Thathankuttai,U3
563744,24690,Koregaon,U3
800163,24688,Phillaur,U3
800970,24687,Mohammadabad,U3
801877,24671,Hinjilicut,U3
802381,24663,Damua,U3
803890,24657,Ezhudesam,U3
801435,24656,Pasighat,U3
802210,24637,Shamgarh,U3
801969,24636,Ratanpur,U3
801766,24633,Kodarma,U3
800585,24627,Keshoraipatan,U3
803085,24613,Navalgund,U3
522161,24605,Bholav,U3
801538,24597,Williamnagar,U3
803737,24554,Thirupuvanam,U3
802411,24545,Beohari,U3
627433,24537,Pantheeramkavu,U3
800903,24518,Dhaurehra,U3
535967,24499,Hudkeshwar bk.,U3
801130,24488,Tulsipur,U3
800705,24488,Ujhari,U3
800556,24487,Pindwara,U3
802141,24481,Khajuraho,U3
800942,24467,Purwa,U3
800675,24463,Sahaspur,U3
801142,24444,Uska Bazar,U3
059502,24440,Ugra Kheri(19),U3
641313,24436,Anaiyur,U3
331744,24431,Balarampur,U3
802759,24416,Bhokardan,U3
802280,24411,Maheshwar,U3
803688,24404,Thiruthuraipoondi,U3
801676,24397,Dainhat,U3
800106,24344,Sundarnagar,U3
801220,24338,Saidpur,U3
803352,24334,Meenambakkam,U3
552687,24295,Kon,U3
801330,24282,Maharajganj,U3
801503,24272,Kolasib,U3
628369,24268,Ayanivelikulangara,U3
800610,24260,Kaithoon,U3
801000,24258,Pukhrayan,U3
803957,24252,Denkanikottai,U3
323772,24249,Ghuni,U3
627354,24246,Chekkiad,U3
801489,24239,Mayang Imphal,U3
803091,24238,Haliyal,U3
644445,24235,Vilankurichi,U3
460963,24232,Rajakhedi,U3
369092,24202,Barughutu,U3
802620,24178,Dharampur,U3
802744,24125,Loha,U3
362189,24125,Siuliban,U3
802867,24120,Mhaswad,U3
802218,24115,Alot,U3
587503,24112,Suryaraopeta,U3
318684,24104,Ukhra,U3
800979,24082,Tirwaganj,U3
801270,24067,Sahawar,U3
617517,24066,Someshwar,U3
803885,24050,Pacode,U3
800994,24027,Jhinjhak,U3
636033,24023,Pappankurichi,U3
800261,24022,Morinda,U3
800300,24014,Tehri,U3
802637,23991,Diu,U3
801203,23986,Sikanderpur,U3
800849,23985,Allapur,U3
801402,23984,Nabinagar,U3
800145,23976,Dina Nagar,U3
214381,23966,Parasi,U3
629157,23910,Kattupakkam,U3
801645,23890,Mathabhanga,U3
803533,23868,Karumandi Chellipalayam,U3
801341,23862,Dalsinghsarai,U3
460964,23861,Makronia Buzurg,U3
802880,23851,Sawantwadi,U3
800274,23851,Longowal,U3
803982,23841,Veerakeralam,U3
321527,23822,Jagadanandapur,U3
801395,23819,Nasriganj,U3
628772,23819,Padianallur,U3
629345,23808,Ayyappanthangal,U3
803022,23790,Sadalgi,U3
318864,23789,Kanksa,U3
802319,23788,Nasrullaganj,U3
800807,23788,Kiraoali,U3
363455,23788,Sarjamda,U3
802563,23783,Vallabh Vidyanagar,U3
801127,23780,Bhinga,U3
627998,23760,Njarackal,U3
803629,23740,Lalgudi,U3
332855,23740,Dhulagari,U3
803442,23734,Ulundurpettai,U3
800827,23729,Bewar,U3
800865,23727,Dhaura Tanda,U3
064057,23726,Malik Pur Kohi alias Rang Puri,U3
802120,23724,Niwari,U3
628000,23717,Puthuvype,U3
627249,23709,Muzhappilangad,U3
803879,23702,Thisayanvilai,U3
628224,23681,Kanjikkuzhi,U3
628219,23669,Kuthiathode,U3
800832,23665,Gunnaur,U3
534191,23661,Pipri,U3
803585,23660,Natham,U3
803887,23656,Unnamalaikadai,U3
800864,23650,Sirauli,U3
802015,23648,Balod,U3
800150,23632,Qadian,U3
643118,23630,Painkulam ,U3
801752,23629,Chandrakona,U3
802773,23604,Nandgaon,U3
802470,23596,Prantij,U3
800040,23584,Kulgam,U3
570685,23579,Chennur,U3
587397,23572,Katheru,U3
801331,23565,Mairwa,U3
800579,23559,Todaraisingh,U3
800548,23554,Pokaran,U3
800497,23540,Kumher,U3
800787,23537,Chhata,U3
628514,23528,Sreekaryam,U3
801169,23526,Kaptanganj,U3
802738,23517,Mudkhed,U3
801910,23514,Shivpur Charcha,U3
802478,23497,Pethapur,U3
800537,23468,Kuchera,U3
803301,23466,Chengannur,U3
628261,23460,Pathiyoor,U3
800669,23456,Warhapur,U3
803366,23454,Sevilimedu,U3
062924,23448,Manesar,U3
627355,23421,Thuneri,U3
800171,23419,Urmar Tanda,U3
802672,23416,Lonar,U3
315447,23415,Gopjan,U3
