L4,POP,CITY,TIER
627396,14347,Panangad,U3
802172,14339,Birsinghpur,U3
627167,14334,Pallikkara,U3
307254,14334,Paschim Jitpur,U3
119677,14332,Bisokhar,U3
332899,14330,Shuvararah,U3
627867,14329,Kurumpilavu,U3
800876,14328,Jahanabad,U3
641067,14328,Thanakkankulam,U3
627353,14328,Valayam,U3
627135,14323,Chemnad,U3
583086,14321,Kothavalasa,U3
803906,14320,Vilavur,U3
553512,14318,Talode Panchnad,U3
803499,14315,Mohanur,U3
803195,14313,Heggadadevankote,U3
803480,14308,Sentharapatti,U3
594394,14307,Banumukkala,U3
803417,14304,Kalambur,U3
610265,14304,Huliyar,U3
801251,14302,Chopan,U3
801234,14298,Maruadih Railway Settlement,U3
800248,14298,Raja Sansi,U3
321419,14293,Matiari,U3
299388,14283,Ambikapur Pt. X,U3
801146,14282,Bhabnan Bazar,U3
642993,14281,Sivanthipuram,U3
619442,14276,Byrapura,U3
362286,14274,Telo,U3
109208,14274,Chhutmalpur,U3
627130,14271,Puthur,U3
563956,14266,Khed,U3
516946,14262,Hadgood,U3
344459,14261,Amalhara,U3
801094,14255,Ramnagar,U3
802140,14253,Rajnagar,U3
801802,14252,Seraikela,U3
801448,14246,Namsai,U3
313875,14244,Chachanda,U3
800477,14238,Baggar,U3
595096,14227,Narayanapuram,U3
627793,14221,Punnayurkulam,U3
803097,14204,Siddapur,U3
801460,14204,Phek,U3
800899,14196,Barwar,U3
803160,14194,Turuvekere,U3
306988,14194,Odlabari,U3
803835,14193,Sathankulam,U3
803578,14179,Balasamudram,U3
803569,14178,Adikaratti,U3
801034,14176,Talbehat,U3
627392,14176,Thurayur,U3
556202,14174,Pirangut,U3
005963,14174,Bhalwal,U3
800722,14166,Doghat,U3
332877,14165,Raghudebbati,U3
197190,14157,Kurthi Jafarpur,U3
627926,14155,Madayikonam,U3
635020,14143,Mukasipidariyur,U3
802377,14141,Amarwara,U3
096393,14140,Beejoliya Kalan,U3
803715,14127,Iluppur,U3
321612,14123,Chapra,U3
801966,14120,Pendra,U3
801233,14119,Varanasi,U3
802252,14108,Satwas,U3
272026,14105,Madhupur,U3
800280,14096,Khanauri,U3
800721,14092,Tikri,U3
802037,14090,Rajim,U3
112564,14089,Mukrampur Khema,U3
629372,14086,Tirusulam,U3
643142,14086,Thikkanamcode,U3
321682,14085,Gadigachha,U3
626732,14077,Calapor,U3
333388,14076,Dakshin Raypur,U3
523226,14072,Bansda,U3
802026,14071,Kasdol,U3
627762,14067,Pazhanji,U3
627801,14064,Orumanayur,U3
629355,14063,Padappai,U3
802213,14056,Sitamau,U3
314053,14027,Srikantabati,U3
560210,14015,Arvi,U3
327362,14012,Barjora,U3
801121,14011,Dostpur,U3
800444,14010,Kesrisinghpur,U3
627391,14007,Kozhukkallur,U3
629744,13994,Thenambakkam,U3
803388,13983,Thakkolam,U3
627854,13983,Avinissery,U3
803659,13971,Srimushnam,U3
322164,13969,Hijuli,U3
803453,13967,Karuppur,U3
801871,13965,Kodala,U3
317006,13965,Rajnagar,U3
802352,13946,Barhi,U3
597792,13946,Kakati,U3
589216,13941,Prasadampadu,U3
800411,13937,Loharu,U3
627778,13928,Velur,U3
800305,13927,Vikasnagar,U3
802074,13926,Sukma,U3
524206,13924,Mora,U3
627390,13922,Meppayyur,U3
800260,13920,Chamkaur Sahib,U3
800913,13917,Paintepur,U3
564684,13913,Saidapur,U3
045268,13905,Natthan Pur,U3
302704,13898,Sualkuchi,U3
803778,13892,Odaipatti,U3
000830,13889,Kral Pora,U3
802151,13886,Amanganj,U3
228693,13884,Damodarpur,U3
511185,13882,Saij,U3
800562,13880,Rani,U3
801084,13878,Jhusi,U3
541242,13877,Shivaji Nagar,U3
800725,13873,Agarwal Mandi,U3
454189,13868,Buzurg,U3
272013,13866,Radhakishorenagar,U3
803467,13852,Attayampatti,U3
595097,13850,Papampeta,U3
801622,13849,Basugaon,U3
801118,13849,Amethi,U3
801190,13848,Nizamabad,U3
103985,13848,Khanpur,U3
434068,13846,Kunkuri,U3
800594,13844,Mandalgarh,U3
182984,13844,Ledwa Mahua,U3
510581,13841,Savgadh,U3
577744,13841,Bhimaram,U3
803407,13837,Uthayendram,U3
005966,13836,Nagrota,U3
802236,13834,Badod,U3
627757,13828,Cheruthuruthi,U3
627212,13820,Irikkur,U3
272024,13814,Anandanagar,U3
641310,13811,Sengamalanachiarpatti,U3
626695,13810,Calangute,U3
318719,13806,Chhora,U3
342538,13784,Balichak,U3
802049,13783,Kurud,U3
564465,13779,Patan,U3
801104,13772,Subeha,U3
063907,13772,Tikri Khurd,U3
207809,13757,Satpokhari,U3
576878,13752,Chityala,U3
801124,13750,Risiya Bazar,U3
801046,13745,Kharela,U3
597793,13741,Hindalgi,U3
535451,13741,Tekadi,U3
058472,13726,Ismailabad,U3
071111,13719,Malsisar,U3
803423,13718,Kilpennathur,U3
801199,13717,Adari,U3
332813,13704,Dakshin Jhapardaha,U3
802184,13700,Mangawan,U3
530167,13699,Shivani,U3
802438,13694,Pandhana,U3
800767,13690,Harduaganj,U3
057964,13690,Radaur,U3
803211,13680,Shahabad ACC,U3
627234,13677,Kannadiparamba,U3
322324,13675,Madanpur,U3
629390,13671,Vengavasal,U3
802158,13668,Shahpur,U3
803363,13666,Thiruporur,U3
627763,13656,Karikkad,U3
800121,13654,Bilaspur,U3
803245,13651,Sanquelim,U3
551750,13646,Chinchani,U3
804033,13642,Komaralingam,U3
802176,13638,Rampur Baghelan,U3
800781,13637,Mursan,U3
803591,13634,Sithayankottai,U3
802067,13633,Dantewada,U3
627121,13633,Kunjathur,U3
318691,13633,Dignala,U3
801952,13630,Baloda,U3
802137,13625,Garhi - Malhera,U3
063996,13614,Tilang Pur Kotla,U3
803656,13608,Killai,U3
801032,13602,Jhansi Railway Settlement,U3
802359,13601,Shahpura,U3
800002,13600,Handwara,U3
120228,13600,Salarpur Khadar,U3
522160,13583,Nandelav,U3
801001,13580,Sikandra,U3
332773,13573,Patihal,U3
802116,13571,Badarwas,U3
803915,13567,Thingalnagar,U3
803851,13566,Achampudur,U3
629571,13566,Singaperumalkoil,U3
802400,13558,Lanji,U3
313618,13550,Bamangram,U3
369094,13547,Ara ,U3
555674,13543,Sanaswadi,U3
803065,13536,Hatti Gold Mines(NAC),U3
617598,13533,Pudu,U3
800954,13530,Amethi,U3
072695,13529,Ramgarh,U3
641316,13526,Anuppankulam,U3
801218,13525,Kerakat,U3
800742,13520,Dankaur,U3
801158,13517,Pipiganj,U3
476878,13514,Barwaha Kasba,U3
800430,13513,Farrukhnagar,U3
366843,13513,Shah Pur,U3
803941,13511,Kariamangalam,U3
801578,13502,Dhakuakhana,U3
802740,13501,Peth Umri,U3
627209,13498,Karivellur,U3
323773,13496,Sulanggari,U3
318683,13492,Chak Bankola,U3
570458,13485,Thimmapur,U3
513005,13483,Anandpar,U3
045269,13475,Mehu Wala Mafi,U3
636038,13469,Palaganangudy,U3
801193,13467,Katghar Lalganj,U3
574070,13465,Dundigal,U3
513571,13463,Shaktinagar,U3
313762,13454,Jagannathpur,U3
802185,13446,Semaria,U3
800256,13446,Khem Karan,U3
579388,13442,Laxmidevipalle,U3
801060,13439,Rajapur,U3
556054,13435,Khadkale,U3
800896,13416,Mailani,U3
306661,13416,Dumriguri,U3
214385,13409,Kota,U3
801238,13408,Nai Bazar,U3
801038,13408,Kurara,U3
801431,13405,Daporijo,U3
801057,13400,Naraini,U3
802863,13393,Mahabaleshwar,U3
612949,13389,Hunasamaranahalli,U3
804007,13370,Odaiyakulam,U3
368939,13356,Gidi,U3
628014,13348,Kureekkad,U3
629352,13344,Manapakkam,U3
642479,13344,Kumaragiri,U3
801164,13335,Gola Bazar,U3
800851,13327,Usawan,U3
803956,13321,Kelamangalam,U3
111039,13318,Almaspur,U3
803918,13317,Mandaikadu,U3
529327,13317,Sundarkhed,U3
802053,13308,Nagari,U3
802214,13304,Suwasara,U3
801591,13304,Nazira,U3
506922,13303,Sukhpar,U3
802143,13301,Ghuwara,U3
801617,13298,Badarpur,U3
535968,13294,Borkhedi,U3
800775,13291,Sasni,U3
801987,13278,Gandai,U3
064070,13275,Asola,U3
124692,13269,Kalwari,U3
627832,13260,Peramangalam,U3
801623,13257,Bijni,U3
323143,13249,Muragachha,U3
056632,13248,Sunhaira,U3
627213,13244,Kuttiattoor,U3
122717,13241,Dhaurra Mafi,U3
800625,13239,Kanor,U3
800011,13239,Hajan,U3
627756,13236,Kaniyarkode,U3
522389,13233,Bhadkodara,U3
152870,13232,Khailar,U3
803556,13225,Kodumudi,U3
061014,13219,Uklana Mandi,U3
804011,13212,Muthur,U3
802356,13210,Majholi,U3
803765,13204,Vadugapatti,U3
803929,13193,Suchindrum,U3
362594,13192,Bandh Dih,U3
801879,13190,Digapahandi,U3
578155,13183,Enumamula,U3
332694,13183,Basantapur,U3
803920,13182,Vellimalai,U3
318657,13179,Jemari,U3
033546,13174,Bhamian Kalan,U3
800788,13173,Chaumuhan,U3
578354,13159,Gorrekunta,U3
597797,13159,Sambra,U3
507356,13155,Galpadar,U3
801106,13154,Bhadarsa,U3
801827,13152,Udala,U3
627866,13149,Oorakam,U3
636035,13146,Krishnasamudram,U3
325102,13140,Naldanga,U3
800041,13138,Quimoh,U3
801112,13136,Iltifatganj Bazar,U3
801539,13131,Baghmara,U3
801567,13118,Doboka,U3
555673,13116,Koregaon Bhima,U3
801522,13104,Ranirbazar,U3
552918,13104,Asangaon,U3
801938,13102,Kirodimalnagar,U3
801185,13096,Bilariaganj,U3
627919,13093,Trikkur,U3
319950,13093,Sukdal,U3
627227,13092,Narath,U3
136543,13092,Saidhari,U3
332938,13091,Basudebpur,U3
334194,13086,Kalikapota,U3
801472,13078,Ningthoukhong,U3
802369,13077,Tendukheda,U3
803936,13073,Puthalam,U3
803624,13073,S. Kannanur,U3
320104,13072,Nari,U3
800148,13070,Fatehgarh Churian,U3
378290,13068,Jhinkpani,U3
334785,13060,Purba Bishnupur,U3
536901,13058,Warthi,U3
801535,13054,Kumarghat,U3
524997,13039,Dadra,U3
801872,13022,Khalikote,U3
197679,13016,Khairabad,U3
321125,13000,Uttampur,U3
628477,12994,Edakkode,U3
644443,12993,Ashokapuram,U3
800420,12989,Kanina,U3
027775,12988,Daulatpur,U3
803800,12986,Mallankinaru,U3
803619,12980,Thathaiyangarpet,U3
802124,12974,Lidhora Khas,U3
803706,12972,Thirukkattupalli,U3
576824,12972,Pochampalle,U3
627865,12970,Vallachira,U3
332943,12970,Khalisani,U3
349494,12969,Bachra,U3
321778,12963,Paschimbhatjangla,U3
803571,12960,Huligal,U3
800902,12958,Oel Dhakwa,U3
802379,12956,Chaurai Khas,U3
801019,12947,Moth,U3
801008,12944,Rampura,U3
124699,12941,Nainana Jat,U3
313871,12940,Anup Nagar,U3
644474,12936,Malumichampatti,U3
801110,12931,Gosainganj,U3
000128,12930,Drug Mulla,U3
504556,12929,Meghnagar,U3
627873,12921,Edathiruthy,U3
803912,12917,Neyyoor,U3
271865,12917,Singarbil,U3
627760,12912,Kadavallur,U3
626703,12908,Socorro,U3
552682,12907,Karivali,U3
056636,12901,Padali Gujar,U3
552681,12898,Katai,U3
802102,12893,Bilaua,U3
802437,12889,Mundi,U3
626926,12886,Curtorim,U3
374058,12878,Tati,U3
801974,12861,Sakari,U3
802695,12858,Sindi,U3
801010,12858,Madhogarh,U3
801225,12855,Dildarnagar Fatehpur Bazar,U3
627602,12855,Thirumittacode -II,U3
803993,12853,Pooluvapatti,U3
800467,12841,Ratannagar,U3
802134,12838,Chandla,U3
325670,12837,Janai,U3
092991,12835,Banasthali,U3
803316,12833,Arani,U3
407607,12830,Pratapsasan,U3
315446,12829,Sibdanga Badarpur,U3
627805,12819,Elavally,U3
320102,12819,Bahir Sarbamangala,U3
801579,12816,Dhemaji,U3
801240,12808,Gyanpur,U3
800621,12807,Pirawa,U3
444587,12807,Mandir Hasaud,U3
801443,12806,Ziro,U3
627165,12804,Bare,U3
801170,12801,Hata,U3
034220,12800,Kot Ise Khan,U3
803677,12798,Thalainayar,U3
802515,12796,Reliance Complex,U3
803822,12792,Sayapuram,U3
055293,12791,Fatehpur Range,U3
627126,12790,Mangalpady,U3
802149,12785,Devendranagar,U3
800731,12785,Faridnagar,U3
585802,12781,Peda Boddepalle,U3
803818,12772,Ettayapuram,U3
332937,12770,Tehatta,U3
803443,12748,Kolathur,U3
373896,12744,Muri,U3
803318,12740,Uthukkottai,U3
574216,12740,Kothapet,U3
574243,12734,Bandlaguda ,U3
325637,12728,Nababpur,U3
291062,12726,Digboi Oil Town,U3
626869,12722,Bandora,U3
577709,12721,Ghanpur,U3
803608,12720,Puliyur,U3
524927,12717,Kadaiya,U3
063908,12716,Bakhtawar Pur,U3
643107,12715,Vellamcode,U3
803790,12713,S.Kodikulam,U3
803946,12705,B.Mallapuram,U3
800079,12700,Samba,U3
322320,12700,Chanduria,U3
565872,12689,Devrukh,U3
803644,12688,Udayarpalayam,U3
801090,12686,Sirsa,U3
627132,12685,Madhur,U3
542502,12684,Waghapur,U3
627217,12681,Maniyoor,U3
803720,12676,Ponnamaravathi,U3
307257,12670,Bholar Dabri,U3
313620,12664,Silampur,U3
323769,12660,Bishnupur,U3
802089,12657,Phuphkalan,U3
627928,12656,Pullur,U3
570612,12656,Teegalpahad,U3
555864,12654,Nanekarwadi,U3
636612,12648,Lakshminarayanapuram,U3
800024,12647,Awantipora,U3
581592,12640,Ponduru,U3
629745,12638,Orikkai,U3
511285,12628,Vavol,U3
553083,12628,Vangani,U3
802363,12620,Barela,U3
803683,12618,Nannilam,U3
332895,12618,Deulpur,U3
359741,12617,Barharwa,U3
627922,12615,Puthukkad,U3
063432,12612,Pingwan,U3
613354,12610,Dommasandra,U3
567498,12601,Gandhinagar,U3
490023,12599,Manegaon,U3
313880,12599,Jaykrishnapur,U3
800340,12584,Mahua Kheraganj,U3
802406,12583,Isagarh,U3
332944,12583,Brindabanpur,U3
313466,12581,Milki,U3
555865,12576,Medankarwadi,U3
239423,12575,Sabour,U3
509611,12574,Bechar Alias Becharaji,U3
512713,12565,Mahendranagar,U3
612951,12563,Madanaiyakanahalli,U3
801253,12560,Dudhi,U3
377916,12554,Gua,U3
524999,12553,Samarvarni,U3
800581,12551,Uniara,U3
554446,12549,Nagothane,U3
630689,12548,Sembedu,U3
511686,12547,Singarva,U3
323221,12537,Chatta Baria,U3
124459,12536,Ranchi Bangar,U3
802091,12534,Akoda,U3
579684,12530,Ballepalle,U3
800956,12521,Bachhrawan,U3
803383,12513,Ammoor,U3
800282,12507,Handiaya,U3
636682,12506,Kondur,U3
627776,12502,Choondal,U3
800976,12498,Saurikh,U3
366661,12497,Rerma,U3
627214,12490,Mayyil,U3
803371,12485,Karunguzhi,U3
318588,12480,Domohani,U3
090726,12472,Sojat Road,U3
524929,12470,Dunetha,U3
209729,12470,Benipur,U3
803638,12467,Arumbavur,U3
333816,12459,Taldi,U3
803854,12457,Pudur,U3
802709,12457,Kamptee,U3
605046,12453,Vaddu,U3
377852,12453,Manohar Pur,U3
803940,12451,Marandahalli,U3
634058,12448,Maramangalathupatti,U3
238047,12439,Malhipur,U3
801102,12438,Siddhaur,U3
626873,12436,Usgao,U3
803254,12434,Canacona,U3
801268,12429,Bilram,U3
072517,12429,Kishangarh,U3
802103,12425,Pichhore,U3
803640,12420,Kurumbalur,U3
308329,12418,Takagach,U3
215120,12414,Bhagipur,U3
803601,12412,Aravakurichi,U3
333062,12405,Paschim Bainan,U3
803491,12403,Seerapalli,U3
627758,12399,Nedumpura,U3
565351,12397,Kherdi,U3
803338,12396,Chinnasekkadu,U3
802879,12392,Vengurla,U3
801107,12391,Faizabad,U3
508229,12389,Kanodar,U3
523502,12380,Balitha,U3
313621,12379,Baliadanga,U3
594601,12373,Thummalamenta,U3
803766,12372,Thamaraikulam,U3
802430,12371,Ranapur,U3
803721,12367,Alangudi,U3
802861,12363,Maindargi,U3
801219,12361,Sadat,U3
628288,12360,Chennithala,U3
569638,12358,Ichoda,U3
802778,12353,Bhagur,U3
119675,12350,Rori,U3
574853,12349,Ibrahimpatnam,U3
454188,12348,Tekanpur,U3
802281,12343,Mandleshwar,U3
627799,12343,Iringaprom,U3
124693,12335,Deoretha,U3
800834,12334,Faizganj,U3
522158,12334,Palej,U3
803748,12331,Alanganallur,U3
803519,12330,Periyakodiveri,U3
626930,12323,Navelim,U3
593597,12318,Nagireddipalle,U3
627806,12299,Pavaratty,U3
801852,12298,Athmallik,U3
575990,12297,Atmakur,U3
523317,12296,Parnera,U3
487930,12295,Hatwas,U3
033676,12294,Tharike,U3
523314,12291,Bhagdawada,U3
627247,12286,Mavilayi,U3
802243,12268,Polaykalan,U3
800770,12244,Kauriaganj,U3
332862,12239,Masila,U3
801221,12223,Jangipur,U3
801574,12223,Gohpur,U3
802802,12216,Murud Janjira,U3
516334,12208,Ghogha,U3
325638,12208,Kumirmora,U3
803998,12207,Othakalmandapam,U3
512716,12206,Ravapara,U3
803943,12194,Kambainallur,U3
801419,12190,Namchi,U3
162514,12190,Arail Uparhar,U3
520919,12184,Bodeli,U3
627838,12179,Kuttoor,U3
803593,12175,Ayyampalayam,U3
803949,12174,Papparapatti,U3
803636,12167,Ponnampatti,U3
801471,12167,Bishnupur,U3
802245,12166,Bhaurasa,U3
802289,12166,Pansemal,U3
627808,12165,Mullassery,U3
803999,12164,Thirumalayampalayam,U3
801550,12163,Sapatgram,U3
801187,12160,Azmatgarh,U3
644790,12160,Kanakkampalayam,U3
317933,12160,Surul,U3
143558,12157,Kalli Pashchim,U3
209745,12156,Chhitpur,U3
525000,12139,Masat,U3
064639,12134,3 e Village,U3
530169,12133,Khadki Bk,U3
800043,12123,Yari Pora,U3
628773,12119,Edayanchavadi,U3
534195,12119,Nalwadi,U3
801753,12118,Kharar,U3
801873,12111,Rambha,U3
334013,12111,Champahati,U3
800644,12110,Ailam,U3
801098,12107,Satrikh,U3
802394,12100,Barghat,U3
524204,12097,Ichchhapor,U3
634065,12090,Neykkarappatti,U3
803498,12085,Erumaipatti,U3
535335,12077,Chandkapur,U3
332826,12073,Kesabpur,U3
627800,12072,Perakam,U3
535969,12072,Bori,U3
124694,12063,Rohta,U3
240182,12063,Habibpur,U3
802350,12062,Pachmarhi Cantt,U3
802775,12056,Trimbak,U3
633893,12052,Karukkalvadi,U3
367615,12046,Chandwa,U3
803520,12044,Vaniputhur,U3
063941,12043,Mubarak Pur Dabas,U3
802783,12040,Jawhar,U3
333385,12035,Chak Kashipur,U3
803551,12034,Arachalur,U3
800094,12028,Yol,U3
334012,12027,Hariharpur,U3
322982,12025,Guma,U3
803430,12022,Vikravandi,U3
307206,12022,Uttar Kamakhyaguri,U3
628342,12021,Kozhenchery,U3
801576,12016,Bihpuria,U3
803478,12015,Gangavalli,U3
644400,12011,Kaniyur,U3
801260,12009,Jaithara,U3
091065,12004,Marwar Junction,U3
323305,11994,Deara,U3
102331,11993,Khairabad,U3
802220,11989,Sailana,U3
803500,11986,Paramathi,U3
802432,11976,Jobat,U3
506923,11975,Mankuva,U3
558895,11972,Ashti,U3
627845,11969,Nadathara,U3
599028,11969,Gudur,U3
800878,11964,Barkhera,U3
802333,11961,Bhainsdehi,U3
078281,11960,Mandawar,U3
511287,11957,Adalaj,U3
802204,11956,Kukdeshwar,U3
802035,11953,Mana-Camp,U3
272016,11949,Bankimnagar,U3
801003,11948,Shivrajpur,U3
512159,11944,Kharaghoda,U3
803763,11942,Ganguvarpatti,U3
544754,11939,Balirampur,U3
800828,11938,Kusmara,U3
148853,11938,Kasba Khanpur,U3
802422,11936,Rampur Naikin,U3
061018,11932,Satrod Kalan(153),U3
801543,11930,Shillong,U3
332838,11923,Chamrail,U3
100868,11923,Sawa,U3
801528,11921,Santir Bazar,U3
626931,11919,Benaulim,U3
802334,11915,Athner,U3
803900,11910,Athur,U3
803967,11910,Pallapalayam,U3
801917,11893,Ramanujganj,U3
627923,11893,Parappukkara,U3
802425,11892,Majhauli,U3
803641,11891,Labbaikudikadu,U3
550302,11881,Maldhe,U3
802182,11878,Sirmour,U3
803938,11872,Thenthamaraikulam,U3
045110,11870,Jiwangarh,U3
368007,11867,Barhi,U3
282248,11863,Gobindapur,U3
164844,11858,Obaree,U3
801024,11855,Tondi Fatehpur,U3
608852,11854,Udyavara,U3
800963,11853,Parsadepur,U3
597802,11850,Yellur,U3
628277,11849,Kurattissery,U3
801067,11847,Hathgram,U3
028503,11845,Tibri,U3
627761,11836,Kattakampal,U3
477623,11835,Jaitpur,U3
069776,11831,Beriyawali,U3
362188,11829,Egarkunr,U3
801186,11816,Jiyanpur,U3
800031,11815,Arwani,U3
800793,11813,Baldeo,U3
365336,11811,Satgawan Alias Hariharganj,U3
613358,11807,Sarjapura,U3
801195,11799,Dohrighat,U3
803464,11797,Ilampillai,U3
801909,11796,Balimela,U3
516285,11795,Sidsar,U3
558166,11790,Nagapur,U3
303358,11790,Nahira,U3
803545,11789,Avalpoondurai,U3
122711,11785,Ashrafpur Jalal,U3
801619,11771,Lala,U3
573895,11759,Eddumailaram,U3
803679,11754,Valangaiman,U3
803524,11753,Kuhalur,U3
803575,11753,Neikkarapatti,U3
800711,11753,Bahsuma,U3
800647,11748,Garhi Pukhta,U3
801875,11747,Ganjam,U3
063990,11743,Chilla Saroda Khadar,U3
058146,11733,Bilaspur,U3
803596,11730,Sevugampatti,U3
803581,11730,Vedasandur,U3
627973,11727,Vadakkumbhagom,U3
519907,11726,Ranoli,U3
315444,11724,Kasim Bazar,U3
473253,11723,Pankhedi,U3
278901,11722,Cherrapunjee,U3
291064,11717,Lido Town,U3
803521,11716,Lakkampatti,U3
097133,11712,Kelwa,U3
282404,11709,Salpara Molandubi Pt.-I,U3
385278,11708,Balagoda,U3
803691,11705,Aduthurai alias Maruthuvakudi,U3
299382,11691,Ambicapur Pt VIII,U3
102329,11690,Chechat,U3
565671,11688,Nachane,U3
209759,11685,Kandwa,U3
802229,11678,Makdon,U3
095665,11678,Hameer Garh,U3
066364,11675,8 PSD-B,U3
638574,11673,Ullur,U3
629356,11673,Madambakkam,U3
803717,11667,Keeranur,U3
066362,11667,3 STR,U3
800977,11665,Talgram,U3
641312,11665,Naranapuram,U3
800706,11663,Karnawal,U3
558631,11659,Karjat,U3
803987,11658,Vedapatti,U3
519476,11657,Freelandgunj,U3
802242,11652,Akodia,U3
801880,11645,Chikiti,U3
801258,11644,Raja Ka Rampur,U3
306393,11635,Sonada Khasmahal,U3
803476,11624,Veeraganur,U3
627859,11623,Padiyam,U3
552914,11623,Shahapur,U3
123441,11620,Hathras Dehat,U3
801507,11619,Saitual,U3
800275,11615,Cheema,U3
323227,11615,Koyra,U3
802321,11611,Rehti,U3
801055,11611,Bisanda Buzurg,U3
608858,11611,Nadsal,U3
169021,11605,Kathaura,U3
803626,11604,Kallakudi,U3
627850,11602,Veluthur,U3
544383,11600,Gokunda,U3
642162,11599,Devipattinam ,U3
634158,11582,Yercaud,U3
628037,11576,Velloorkunnam,U3
800809,11575,Jagner,U3
627939,11573,Vadama,U3
800439,11569,Hassan Pur,U3
800989,11568,Atasu,U3
096535,11568,Bhim,U3
612952,11554,Chikkabidarakallu,U3
130470,11554,Kareli,U3
073683,11552,Govindgarh,U3
629351,11551,Gerugambakkam,U3
537887,11549,Kudwa,U3
804019,11546,Chinnakkampalayam,U3
800939,11545,Nawabganj,U3
436411,11544,Rajgamar,U3
627125,11542,Uppala,U3
627835,11540,Kolazhy,U3
572560,11537,Dharmaram,U3
803391,11536,Panapakkam,U3
307506,11535,Telipara Tea Garden,U3
800021,11533,Charar-i-Sharief,U3
306566,11529,Mathapari,U3
800922,11523,Madhoganj,U3
802201,11518,Jiran,U3
800771,11518,Pilkhana,U3
803470,11517,Ayothiapattinam,U3
800785,11517,Nandgaon,U3
573894,11514,Pothreddipalle,U3
801636,11513,Mirik,U3
803781,11511,Pudupatti,U3
802121,11511,Orchha,U3
644401,11510,Arasur,U3
549592,11507,Chitegaon,U3
332936,11507,Kantaberia,U3
803986,11500,Dhaliyur,U3
120113,11499,Buxer,U3
334102,11494,Dihi Kalas,U3
577948,11493,Kamalapuram,U3
803985,11492,Thondamuthur,U3
800888,11489,Railway Settlement Roza,U3
321777,11474,Baruihuda,U3
630910,11472,Konavattam,U3
587890,11470,Bandarulanka,U3
556201,11459,Hinjavadi,U3
630546,11454,Narasingapuram,U3
362193,11434,Dumarkunda,U3
803196,11425,Saragur,U3
109636,11422,Kailashpur,U3
063336,11417,Nagina,U3
307401,11408,Parangarpar,U3
629740,11406,Konerikuppam,U3
552386,11398,Katkar,U3
593135,11397,Modameedipalle,U3
803921,11392,Azhagiapandipuram,U3
056016,11392,Bandiya,U3
803451,11390,Kadayampatti,U3
801446,11389,Roing,U3
627388,11389,Koothali,U3
208865,11383,Baragaon,U3
803420,11382,Pudupalayam,U3
803945,11382,Kadathur,U3
554733,11380,Utekhol,U3
801483,11379,Kakching Khunou,U3
800761,11373,Chhatari,U3
071463,11372,Singhana,U3
272081,11369,Gakulnagar,U3
617514,11368,Konaje,U3
108047,11368,Dhariawad,U3
801924,11367,Bishrampur,U3
510446,11363,Meghraj,U3
536129,11363,Takalghat,U3
233708,11362,Sanrha,U3
064852,11361,8 LLG,U3
800178,11360,Mahilpur,U3
272015,11359,Uttar Champamura,U3
628019,11358,Amballur,U3
630366,11356,Sevur,U3
800520,11354,Jobner,U3
516284,11354,Vartej,U3
209744,11350,Sir Gobardhan,U3
800349,11343,Dineshpur,U3
321979,11336,Nrisinghapur,U3
627809,11335,Venkitangu,U3
803132,11332,Sorab,U3
802309,11329,Shamshabad,U3
136058,11325,Maigal Ganj,U3
803868,11323,Manimutharu,U3
570590,11322,Luxettipet,U3
361835,11318,Gobindpur,U3
800982,11310,Ekdil,U3
801885,11302,G. Udayagiri,U3
801004,11300,Bithoor,U3
243202,11299,Gazipur,U3
801866,11297,Bellaguntha,U3
803530,11294,Kanjikoil,U3
803610,11292,Uppidamangalam,U3
104837,11292,Manoharthana,U3
801151,11285,Hariharpur,U3
801525,11285,Sonamura,U3
803732,11284,Puduvayal,U3
800881,11282,Kalinagar,U3
573373,11276,Allipur,U3
801156,11271,Ghughuli,U3
802253,11266,Karnawad,U3
644995,11264,Thirumalairayanpattinam,U3
313979,11261,Jagtaj,U3
507357,11256,Antarjal,U3
325577,11254,Dakshin Rajyadharpur,U3
596289,11253,Narayanavanam,U3
080898,11250,Kanota,U3
801560,11242,Pathsala,U3
803349,11239,Nandambakkam,U3
803925,11236,Marungur,U3
629122,11235,Kadambathur,U3
618831,11234,Srirampura,U3
556541,11228,Shivatkar,U3
209761,11228,Maruadih ,U3
803837,11223,Rayagiri,U3
113101,11221,Kotwali,U3
300232,11220,Chapra,U3
313613,11216,Chhota Suzapur,U3
802862,11214,Dudhani,U3
318687,11212,Parashkol,U3
627038,11210,Kavaratti,U3
801925,11204,Bhatgaon,U3
801424,11202,Tawang,U3
362418,11195,Hasir,U3
802889,11194,Murgud,U3
333881,11192,Makhal Tala,U3
627046,11191,Andrott,U3
130471,11191,Kandharpur,U3
374144,11190,Tundiul,U3
072894,11188,Diwakari,U3
589207,11187,Guntupalle,U3
800355,11186,Jhabrera,U3
800786,11184,Barsana,U3
803494,11181,Pillanallur,U3
800726,11174,Aminagar Sarai,U3
634064,11173,Puthur Agraharam,U3
330149,11171,Shankara,U3
803690,11169,Thiruppanandal,U3
568759,11168,Madhavnagar,U3
064075,11161,Raj Pur Khurd,U3
272235,11160,Fulkumari,U3
080900,11150,Baskhoh,U3
321680,11148,Tiorkhali,U3
333386,11144,Chak Alampur,U3
627933,11141,Poomangalam,U3
102951,11141,Atru,U3
056633,11135,Shafipur,U3
332823,11130,Ankurhati,U3
