NAME0_ID1,AVG_AREA,BUILDINGS,TOTAL_REPL_COST_USD,COST_PER_AREA_USD
Colombia_AREA # 50,41836694.56327661,217267.199999793,22893690483.99023,547.2
Colombia_AREA # 52,30333357.235872433,166637.899999992,16261461586.88806,536.1
Colombia_AREA # 54,52093477.68607318,286454.50000002503,28321603192.24205,543.7
Colombia_AREA # 63,21805684.906504918,111404.499999908,12920223240.45148,592.5
Colombia_AREA # 66,35234948.32614889,159194.199999828,21516182187.50529,610.6
Colombia_AREA # 68,64676708.27176683,293451.799999815,36517686768.55417,564.6
Colombia_AREA # 70,21805103.572954893,137367.199999797,10983569807.00305,503.7
Colombia_AREA # 73,43530557.198057786,235909.899999999,23498696209.92554,539.8
Colombia_AREA # 76,182266528.35173953,794087.650234515,95001747791.94547,521.2
Colombia_AREA # 81,7287282.106923968,46529.999999937,3471581774.05862,476.4
Colombia_AREA # 85,15062989.318173015,81402.199999861,7725594633.023,512.9
Colombia_AREA # 86,8405088.438663239,54023.399999934,3866290059.98873,460.0
Colombia_AREA # 88,2138999.6466135075,9390.900000022,1206411756.29174,564.0
Colombia_AREA # 91,1485742.0242960374,9281.299999992,706513556.20886,475.5
Colombia_AREA # 94,858579.8010474978,6285.999999995,367379034.17658997,427.9
Colombia_AREA # 95,2424245.7447628793,16103.299999986,1129992474.29198,466.1
Colombia_AREA # 97,523358.13524316263,3826.7999999989997,217387959.47665998,415.4
Colombia_AREA # 99,1374126.0119975943,9834.799999991,596451139.70364,434.1
Comoros_COM-ADM1-1590546715-B1,6274827.305693796,62455.0,1127941103.0,179.8
Comoros_COM-ADM1-1590546715-B2,1174733.8348986693,11774.0,210163186.0,178.9
Comoros_COM-ADM1-1590546715-B3,8109980.075361567,80693.0,1458117365.0,179.8
Congo_COG-ADM1-1590546715-B1,9041739.80231995,83963.0,1543426063.0,170.7
Congo_COG-ADM1-1590546715-B10,3640931.337574051,33890.0,620937670.0,170.5
Congo_COG-ADM1-1590546715-B11,42061908.806869075,390358.0,7185349376.0,170.8
Congo_COG-ADM1-1590546715-B12,5037237.161447738,46814.0,859685375.0,170.7
Congo_COG-ADM1-1590546715-B2,6007772.553803317,55834.0,1025362744.0,170.7
Congo_COG-ADM1-1590546715-B3,5811120.3085726155,53990.0,991801591.0,170.7
Congo_COG-ADM1-1590546715-B4,12298162.67214344,114197.0,2099703597.0,170.7
Congo_COG-ADM1-1590546715-B5,38146935.581033334,354039.0,6515896378.0,170.8
Congo_COG-ADM1-1590546715-B6,5425250.798186451,50406.0,925942276.0,170.7
Congo_COG-ADM1-1590546715-B7,5122968.895391727,47625.0,874313894.0,170.7
Congo_COG-ADM1-1590546715-B8,3778320.959139022,35149.0,644410495.0,170.6
Congo_COG-ADM1-1590546715-B9,259882.56227240057,2503.0,43320651.0,166.7
Cook Islands_COK.1.1_1,1943317.1698587423,5855.0,1502570977.4702609,773.2
Cook Islands_COK.2.1_1,286952.74013784184,1252.0,216104429.185527,753.1
Cook Islands_COK.2.2_1,111429.27681737285,609.0,31756250.9212213,285.0
Cook Islands_COK.2.3_1,127405.61518864556,728.0,37438194.8960735,293.9
Cook Islands_COK.2.4_1,63303.62702016242,406.0,18069042.1577036,285.4
Cook Islands_COK.2.5_1,32100.35384825421,187.0,8789054.3069053,273.8
Cook Islands_COK.3.1_1,3076.327788781423,42.0,3269793.1655077003,1062.9
Cook Islands_COK.3.2_1,57594.468347350936,502.0,15171199.8228593,263.4
Cook Islands_COK.3.3_1,5320.611201359221,55.0,2918385.6559079997,548.5
Cook Islands_COK.3.4_1,8756.30383635881,90.0,4948694.338059,565.2
Cook Islands_COK.3.5_1,7127.992011863114,96.0,5998623.537764,841.6
Cook Islands_COK.3.6_1,24106.343670389433,158.0,9143271.503116,379.3
Cook Islands_COK.4.1_1,169.91752002533448,2.0,73861.75953,434.7
Costa Rica_1,92399322.07831603,397207.0,57045783171.385925,617.4
Costa Rica_2,54848148.984058276,248662.0,33271020232.557068,606.6
Costa Rica_3,28244393.94481261,133533.0,17444907212.162636,617.6
Costa Rica_4,36089248.20977371,129387.0,22124345164.46536,613.0
Costa Rica_5,15718528.549399326,98009.0,9773709882.92336,621.8
Costa Rica_6,19774120.60960132,122742.0,11169722819.383968,564.9
Costa Rica_7,15629314.998725628,105868.0,9230207860.618607,590.6
Croatia_1,7182574.568221663,64344.503721618996,5853055538.7300005,814.9
Croatia_10,3687924.4960096837,32674.219411441652,3004894765.3,814.8
Croatia_11,3972895.3666106807,36241.19409141646,3073750473.16,773.7
Croatia_12,13906471.365226606,108633.69817003024,12500783381.19,898.9
Croatia_13,3556663.864905212,26468.48796813135,3013231332.25,847.2
Croatia_14,17582433.25491374,145137.58460169038,15920861098.92,905.5
Croatia_15,9345050.072912442,72344.15351559296,7712868752.13,825.3
Croatia_16,21243097.096805334,179240.01221800759,19678284682.45,926.3
Croatia_17,6624781.154801485,57466.93196049589,5350700242.29,807.7
Croatia_18,4178001.3009980894,31105.068795666222,3397559647.17,813.2
Croatia_19,7155973.232006206,61047.39228738409,5721045599.43,799.5
Croatia_2,4865920.592377117,43148.63179586498,3908372009.23,803.2
Croatia_20,10912909.046463558,99489.60554455058,8624167617.01,790.3
Croatia_21,10364491.649617698,82343.6299754407,8688466315.13,838.3
Croatia_3,6361036.6886385325,52661.05403077059,5010274266.86,787.7
Croatia_4,6513738.974614645,47139.950319245625,5930758143.29,910.5
Croatia_5,35303950.840223104,290221.5271951489,37381474969.58,1058.8
Croatia_6,12929694.693803484,96515.4881197949,11678537262.47,903.2
Croatia_7,5872394.196703866,51685.584430014715,4856810599.54,827.1
Croatia_8,4893437.932672897,40459.72090273785,3905981999.87,798.2
Croatia_9,5682297.191170734,51652.093290724966,4366385255.01,768.4
Cuba_1,38839248.78188713,246946.0,14621861151.8,376.5
Cuba_10,25219306.598606203,165287.0,9392645608.42,372.4
Cuba_11,34513817.16809753,215186.0,12959702510.78,375.5
Cuba_12,17344787.972605444,112269.0,6420383365.92,370.2
Cuba_13,38279193.60240093,249300.0,14386098369.4,375.8
Cuba_14,23869453.51424704,149070.0,9013900871.36,377.6
Cuba_15,47590462.86172134,311600.0,17728462743.52,372.5
Cuba_16,39915418.51879772,256659.0,14964937333.9,374.9
Cuba_2,22041588.190483443,137824.0,8291836988.68,376.2
Cuba_3,20893490.346381217,122825.0,7955514426.42,380.8
Cuba_4,115983086.23345688,530479.0,46645830188.26,402.2
Cuba_5,36751759.10231805,245260.0,13667774808.62,371.9
Cuba_6,24609432.16685051,153314.0,9288675777.9,377.4
Cuba_7,46632387.45654704,311732.0,17331922250.98,371.7
Cuba_8,4572198.605610563,26299.0,1732366719.92,378.9
Cuba_9,20166974.15412528,110355.0,7784856410.86,386.0
Cyprus_1,5864694.699579221,22178.378595599002,7359361611.26,1254.9
Cyprus_2,15035665.930369982,46660.49516079267,18920085326.14,1258.3
Cyprus_3,19018607.56894448,71809.20175419445,23006788354.22,1209.7
Cyprus_4,29805937.694482155,93083.50652074478,37207802017.81,1248.3
Cyprus_5,11040175.506500434,44269.60568387456,13317286988.9,1206.3
Cyprus_6,2598971.7452835836,8611.651544989112,3321208821.86,1277.9
Czechia_1,39763419.28022178,184934.5057663722,56066753249.65,1410.0
Czechia_10,23597698.710727837,112060.62080966854,31910769407.8,1352.3
Czechia_11,26129110.42631333,123341.08925527873,35261593734.29,1349.5
Czechia_12,52776438.76795537,258413.74909720494,81563349955.51,1545.5
Czechia_13,61349301.86242443,268002.31843357824,87983776577.2,1434.1
Czechia_14,28467505.696365584,133147.10986023664,38047409160.19,1336.5
Czechia_2,31243323.46474145,140734.04052184444,43057458242.91,1378.1
Czechia_3,64123954.52674679,323870.32591359614,86048082463.85,1341.9
Czechia_4,13694297.118812183,68370.90449100801,18445030330.11,1346.9
Czechia_5,28352779.291436423,126055.91910519726,39713553779.49,1400.7
Czechia_6,23809772.932295475,115536.05866625259,30669017355.36,1288.1
Czechia_7,19065065.152274344,95282.09630556313,25972016812.74,1362.3
Czechia_8,61347934.41393723,281304.3713049477,85324073557.57,1390.8
Czechia_9,30912716.408987764,142167.20069925147,42655731530.23,1379.9
Democratic Republic of the Congo_COD-ADM1-1590546715-B1,33093434.79334347,315210.0,4254530147.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B10,125587247.73904757,1195974.0,16147651266.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B11,47646083.12405667,453764.0,6125689758.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B12,36544643.21535276,348074.0,4698265736.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B13,3330832.518015127,31824.0,427239202.0,128.3
Democratic Republic of the Congo_COD-ADM1-1590546715-B14,47705628.81187995,454331.0,6133345610.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B15,85676580.78678201,815908.0,11015970873.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B16,100020328.4605332,952515.0,12860236790.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B17,88961163.0681043,847178.0,11438288705.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B18,48146356.42373802,458529.0,6190061056.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B19,147291669.3664278,1402668.0,18938343664.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B2,97860444.70037144,931939.0,12582527030.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B20,98466831.46509458,937711.0,12660493518.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B21,112472163.75147277,1071100.0,14461243919.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B22,65344731.15063726,622305.0,8401254632.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B23,63972018.781252146,609225.0,8224767897.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B24,122593043.06666416,1167461.0,15762662165.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B25,70669483.34873642,673019.0,9085848388.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B26,26084622.66785335,248466.0,3352826095.0,128.5
Democratic Republic of the Congo_COD-ADM1-1590546715-B3,54674348.5962099,520698.0,7029384205.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B4,23576835.97265936,224588.0,3030471483.0,128.5
Democratic Republic of the Congo_COD-ADM1-1590546715-B5,36135525.59080857,344165.0,4645666162.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B6,24218972.422684107,230709.0,3113022346.0,128.5
Democratic Republic of the Congo_COD-ADM1-1590546715-B7,26478494.885459818,252202.0,3403999345.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B8,38499163.69602848,366674.0,4949541410.0,128.6
Democratic Republic of the Congo_COD-ADM1-1590546715-B9,167727562.24355724,1597273.0,21565966891.0,128.6
Denmark_1,130797280.46855013,526219.6982120991,327542537631.07,2504.2
Denmark_2,96905435.53144705,373733.8639967159,222817893913.51,2299.3
Denmark_3,44539372.232787505,178769.6988692007,100563752979.92,2257.9
Denmark_4,55788783.42869941,237512.5288729751,124789033698.49,2236.8
Denmark_5,97425507.00815955,370524.67334900907,223637318554.75,2295.5
Djibouti_DJI-ADM1-1590546715-B1,890817.2519574625,9587.0,115403252.0,129.5
Djibouti_DJI-ADM1-1590546715-B2,2172390.442780216,23242.0,282854951.0,130.2
Djibouti_DJI-ADM1-1590546715-B3,1465171.209475842,15731.0,190131344.0,129.8
Djibouti_DJI-ADM1-1590546715-B4,1988079.831724358,21278.0,258712816.0,130.1
Djibouti_DJI-ADM1-1590546715-B5,7954794.067055907,84703.0,1040085449.0,130.7
Djibouti_DJI-ADM1-1590546715-B6,677564.9272096299,7334.0,87218845.0,128.7
Dominica_DMA-ADM1-846354B20976878,202641.59166666667,551.0,36684838.4569378,181.0
Dominica_DMA-ADM1-846354B2448118,880038.4305555556,2478.0,159268181.16028708,181.0
Dominica_DMA-ADM1-846354B2651440,949504.3833333334,2692.0,164954153.46889952,173.7
Dominica_DMA-ADM1-846354B51767650,364052.7805555556,1031.0,65010477.45215311,178.6
Dominica_DMA-ADM1-846354B56500329,453969.2222222222,1294.0,82194371.77033491,181.1
Dominica_DMA-ADM1-846354B61038949,153243.93333333335,448.0,24672508.133971293,161.0
Dominica_DMA-ADM1-846354B65014914,1969913.3583333336,5686.0,341975870.2751196,173.6
Dominica_DMA-ADM1-846354B68297624,227419.50555555557,656.0,38622227.87081339,169.8
Dominica_DMA-ADM1-846354B76236566,531693.3361111111,1515.0,94678754.96411483,178.1
Dominica_DMA-ADM1-846354B9133183,573391.5527777778,1662.0,97616617.284689,170.2
Dominican Republic_1,78687390.20893848,223456.0,50104707319.22,636.8
Dominican Republic_10,1601194.3758016375,12218.0,799033650.4449999,499.0
Dominican Republic_11,14497915.590677015,77131.0,8094816932.887,558.3
Dominican Republic_12,11474423.237089958,59958.0,6587427915.107,574.1
Dominican Republic_13,17809876.630911287,103773.0,9488357148.894,532.8
Dominican Republic_14,6148314.331886886,38557.0,3246057095.726,528.0
Dominican Republic_15,4541307.241250979,33595.0,2202850178.406,485.1
Dominican Republic_16,860646.1553727615,6699.0,429186017.765,498.7
Dominican Republic_17,7517392.471680343,45776.0,4053042110.575,539.2
Dominican Republic_18,15648758.469587542,91065.0,8443177959.79,539.5
Dominican Republic_19,3943200.9620672623,25692.0,2003698250.817,508.1
Dominican Republic_2,7774489.919939637,49589.0,4201667423.03,540.4
Dominican Republic_20,4192728.945082344,28157.0,2137800753.227,509.9
Dominican Republic_21,36401747.24002925,218094.0,20229815558.226,555.7
Dominican Republic_22,8255518.699677608,58715.0,4234322240.827,512.9
Dominican Republic_23,12700065.246267214,74271.0,7008005378.909,551.8
Dominican Republic_24,6116164.971199242,39099.0,3214333023.704,525.5
Dominican Republic_25,53785175.192993134,250254.0,30946305344.719,575.4
Dominican Republic_26,2182514.4869832224,15790.0,1074749066.18,492.4
Dominican Republic_27,7020929.012883563,45488.0,3606031735.26,513.6
Dominican Republic_28,7766239.364579172,42221.0,4317344687.417,555.9
Dominican Republic_29,5681159.462879557,50045.0,2576663209.637,453.5
Dominican Republic_3,2937081.4081767537,22897.0,1453839368.676,495.0
Dominican Republic_30,3330074.7747463044,22826.0,1735551519.127,521.2
Dominican Republic_31,2290861.7714531925,16710.0,1154059043.186,503.8
Dominican Republic_32,94959942.17652345,468626.0,55728410895.606,586.9
Dominican Republic_4,6123663.616544293,45319.0,3067803024.833,501.0
Dominican Republic_5,2368745.3396868636,17609.0,1163132184.76,491.0
Dominican Republic_6,13648230.134778174,76486.0,7512305058.292,550.4
Dominican Republic_7,1687944.7815297532,14824.0,782082813.241,463.3
Dominican Republic_8,3007538.1407797714,24482.0,1427009040.841,474.5
Dominican Republic_9,10133378.626793085,60782.0,5358083340.611,528.8
Ecuador_AREA # 01,40945172.52179824,231944.500000226,22841145729.99197,557.8
Ecuador_AREA # 02,9846645.074171757,62978.399999976,5094661087.74809,517.4
Ecuador_AREA # 03,12770306.852901395,75440.499999877,6852311415.51546,536.6
Ecuador_AREA # 04,9048671.166169992,55662.299999957,4906863329.865915,542.3
Ecuador_AREA # 05,20812400.73648845,133477.200000216,11107582087.306986,533.7
Ecuador_AREA # 06,24243209.667307954,156253.19999997,13321564319.30882,549.5
Ecuador_AREA # 07,34899914.43135165,196920.399999545,19831381657.85034,568.2
Ecuador_AREA # 08,22963681.959021945,160437.699999999,13049376382.19126,568.3
Ecuador_AREA # 09,183895329.8337751,1085498.399999557,114578963132.79463,623.1
Ecuador_AREA # 10,22099110.974043846,128986.599999864,12152185860.78701,549.9
Ecuador_AREA # 11,23775088.28455855,142543.599999873,13231817731.25459,556.5
Ecuador_AREA # 12,35620189.08439048,248003.900000078,20306248802.80382,570.1
Ecuador_AREA # 13,67336721.59138006,425414.299999937,37471750301.40601,556.5
Ecuador_AREA # 14,6721108.236996002,42781.199999904,3591570045.65641,534.4
Ecuador_AREA # 15,5204044.595464814,30112.799999936,2697707362.9948,518.4
Ecuador_AREA # 16,4579628.7398252655,25552.499999979,2439676016.37818,532.7
Ecuador_AREA # 17,164709829.28702724,771408.700000246,101466177609.45818,616.0
Ecuador_AREA # 18,30875240.665641475,176242.199999778,16760024191.73326,542.8
Ecuador_AREA # 19,5016720.809112069,28401.700000046,2593173931.30161,516.9
Ecuador_AREA # 20,1930372.550351936,9018.599999984,1094644573.42901,567.1
Ecuador_AREA # 21,8894427.621256791,56118.6999999,4746350558.32586,533.6
Ecuador_AREA # 22,6764258.37038162,41906.900000003,3530487525.01255,521.9
Ecuador_AREA # 23,20295253.779520333,114858.800000086,11724808326.1043,577.7
Ecuador_AREA # 24,13395232.063029984,93505.500000012,7572364843.886046,565.3
Ecuador_AREA # 90,1031339.1972539169,9835.199999997,574341146.67426,556.9
Egypt_EGY-ADM1-1590546715-B1,14034413.825783834,110708.0,2554321615.0,182.0
Egypt_EGY-ADM1-1590546715-B10,163032638.89322838,1284741.0,29690476949.0,182.1
Egypt_EGY-ADM1-1590546715-B11,112262516.55758451,884672.0,20444542783.0,182.1
Egypt_EGY-ADM1-1590546715-B12,101070030.01385657,796468.0,18406213573.0,182.1
Egypt_EGY-ADM1-1590546715-B13,176514396.5365304,1390966.0,32145695513.0,182.1
Egypt_EGY-ADM1-1590546715-B14,136761634.54780227,1077708.0,24906168524.0,182.1
Egypt_EGY-ADM1-1590546715-B15,138656055.29969653,1092645.0,25251174712.0,182.1
Egypt_EGY-ADM1-1590546715-B16,65271619.36051305,514375.0,11886462495.0,182.1
Egypt_EGY-ADM1-1590546715-B17,128617435.32306054,1013535.0,23422999158.0,182.1
Egypt_EGY-ADM1-1590546715-B18,314067773.8270662,2474844.0,57196997597.0,182.1
Egypt_EGY-ADM1-1590546715-B19,132024491.58706793,1040376.0,24043470123.0,182.1
Egypt_EGY-ADM1-1590546715-B2,5466452.764578729,43194.0,993796491.0,181.8
Egypt_EGY-ADM1-1590546715-B20,194460217.38415876,1532360.0,35414158979.0,182.1
Egypt_EGY-ADM1-1590546715-B21,252351245.42033884,1988514.0,45957382334.0,182.1
Egypt_EGY-ADM1-1590546715-B22,207954000.26449463,1638669.0,37871904188.0,182.1
Egypt_EGY-ADM1-1590546715-B23,224897519.001978,1772195.0,40957600061.0,182.1
Egypt_EGY-ADM1-1590546715-B24,51688242.399165966,407329.0,9412824511.0,182.1
Egypt_EGY-ADM1-1590546715-B25,125473934.61422405,988757.0,22850525418.0,182.1
Egypt_EGY-ADM1-1590546715-B26,23957810.664770618,188861.0,4362225678.0,182.1
Egypt_EGY-ADM1-1590546715-B27,211682652.2105692,1668058.0,38550950800.0,182.1
Egypt_EGY-ADM1-1590546715-B3,49748902.543809816,392049.0,9059655330.0,182.1
Egypt_EGY-ADM1-1590546715-B4,11476297.483718239,90535.0,2088511749.0,182.0
Egypt_EGY-ADM1-1590546715-B5,18657656.16281712,147135.0,3396097815.0,182.0
Egypt_EGY-ADM1-1590546715-B6,43602373.08882976,343622.0,7940331483.0,182.1
Egypt_EGY-ADM1-1590546715-B7,172529038.17033038,1359552.0,31419904164.0,182.1
Egypt_EGY-ADM1-1590546715-B8,34411954.79658751,271223.0,6266182188.0,182.1
Egypt_EGY-ADM1-1590546715-B9,21329095.03926237,168188.0,3882423063.0,182.0
El Salvador_1,11606242.588873558,73300.0,4462914488.14048,384.5
El Salvador_10,69057225.67271735,347116.0,31706871916.867714,459.1
El Salvador_11,9387016.2654807,41988.0,3724742988.384384,396.8
El Salvador_12,23632555.199061148,129142.0,9662354774.463425,408.9
El Salvador_13,15102320.179641053,98939.0,6249352111.117312,413.8
El Salvador_14,12173634.376007395,78677.0,4906674511.320001,403.1
El Salvador_2,11947655.01570707,43277.0,4629586193.23328,387.5
El Salvador_3,10803994.656570166,50065.0,4083832333.8378243,378.0
El Salvador_4,8047725.983752706,51267.0,3218838835.379968,400.0
El Salvador_5,33289502.165866703,158014.0,14037570711.54208,421.7
El Salvador_6,40176907.16886454,121746.0,15793071394.899393,393.1
El Salvador_7,8939565.102782287,57498.0,3481830383.0291843,389.5
El Salvador_8,7732871.835848666,43234.0,2888578011.34848,373.5
El Salvador_9,15950732.644448955,101431.0,6611009527.731328,414.5
Equatorial Guinea_GNQ-ADM1-1590546715-B1,99622.15637471051,901.0,18124374.0,181.9
Equatorial Guinea_GNQ-ADM1-1590546715-B2,7078319.234348119,57332.0,1352419238.0,191.1
Equatorial Guinea_GNQ-ADM1-1590546715-B3,766524.6957424115,6309.0,145082649.0,189.3
Equatorial Guinea_GNQ-ADM1-1590546715-B4,8457300.715670079,68476.0,1616175985.0,191.1
Equatorial Guinea_GNQ-ADM1-1590546715-B5,4133383.3372295843,33514.0,788879029.0,190.9
Equatorial Guinea_GNQ-ADM1-1590546715-B6,3112000.4604741377,25243.0,593834512.0,190.8
Equatorial Guinea_GNQ-ADM1-1590546715-B7,4436368.046129304,35963.0,846847803.0,190.9
Eritrea_ERI-ADM1-1590546715-B1,9357050.138580633,95015.0,1444845745.0,154.4
Eritrea_ERI-ADM1-1590546715-B2,15427519.542865656,156598.0,2382710092.0,154.4
Eritrea_ERI-ADM1-1590546715-B3,15784125.150510762,160208.0,2437881576.0,154.5
Eritrea_ERI-ADM1-1590546715-B4,10910928.87343002,108495.0,1750314648.0,160.4
Eritrea_ERI-ADM1-1590546715-B5,18512712.084016833,187895.0,2859345568.0,154.5
Eritrea_ERI-ADM1-1590546715-B6,1813594.7117397569,18526.0,279200823.0,153.9
Estonia_1,26211627.124586258,92024.17281509633,31240153580.149998,1191.8
Estonia_10,23750.811006907752,123.5545,22044352.04,928.2
Estonia_11,1651349.5515258333,6401.443487854345,1768324703.85,1070.8
Estonia_12,1196146.773929034,5790.220558610523,1325970691.47,1108.5
Estonia_13,6545264.963457287,25872.55058823098,7624425778.360001,1164.9
Estonia_14,2246807.506373811,7031.331933538508,2491759257.32,1109.0
Estonia_15,1532562.0455508216,5903.376090393514,1679325837.76,1095.8
Estonia_16,2202702.4382573506,9575.958414595267,2366717162.06,1074.5
Estonia_2,429063.9133866647,1729.562507839332,447616626.19,1043.2
Estonia_3,8580377.164546264,30417.417444537234,9773989541.81,1139.1
Estonia_4,1639747.908299233,6587.435304583414,1779378158.75,1085.2
Estonia_5,1467335.8458579024,6320.851441460742,1554722679.73,1059.6
Estonia_6,3595227.3959257347,11803.095189689586,3990190580.14,1109.9
Estonia_7,1459500.1703127644,4871.6438162748345,1624525572.7,1113.1
Estonia_8,3195707.677057746,14943.886916414667,3600158435.6,1126.6
Estonia_9,1475385.5380943741,5539.73919088073,1576824847.48,1068.8
Eswatini_SWZ-ADM1-1590546715-B1,10066736.857518649,93442.0,2319372963.0,230.4
Eswatini_SWZ-ADM1-1590546715-B2,6098320.142234754,56655.0,1404517639.0,230.3
Eswatini_SWZ-ADM1-1590546715-B3,5381791.50332262,50022.0,1239168071.0,230.3
Eswatini_SWZ-ADM1-1590546715-B4,8740097.819091663,81141.0,2013540362.0,230.4
Ethiopia_ETH-ADM1-1590546715-B1,81394902.1528454,886930.0,10509676212.0,129.1
Ethiopia_ETH-ADM1-1590546715-B10,156593866.09317642,1573683.0,19326338463.0,123.4
Ethiopia_ETH-ADM1-1590546715-B11,138532552.48542687,1434838.0,19745607470.0,142.5
Ethiopia_ETH-ADM1-1590546715-B2,45969125.35447559,455742.0,5781816126.0,125.8
Ethiopia_ETH-ADM1-1590546715-B3,506813285.0786835,5503452.0,61823402530.0,122.0
Ethiopia_ETH-ADM1-1590546715-B4,26076169.500889197,286601.0,3029488729.0,116.2
Ethiopia_ETH-ADM1-1590546715-B5,11004080.272447908,115351.0,1479482742.0,134.4
Ethiopia_ETH-ADM1-1590546715-B6,13634069.861929402,144448.0,1678722937.0,123.1
Ethiopia_ETH-ADM1-1590546715-B7,5923052.658692246,64287.0,740963741.0,125.1
Ethiopia_ETH-ADM1-1590546715-B8,920834246.2410944,9941357.0,111977919102.0,121.6
Ethiopia_ETH-ADM1-1590546715-B9,509670556.2790574,5401636.0,61671471693.0,121.0
Fiji_FJI-ADM1-2392783B24185004,8699720.542919848,76801.530173384,5082946390.105844,584.3
Fiji_FJI-ADM1-2392783B49665477,8068892.151229463,74157.982416397,4665710884.902991,578.2
Fiji_FJI-ADM1-2392783B58557829,845302.2134794126,7991.814060212,375702628.1288839,444.5
Fiji_FJI-ADM1-2392783B62760992,3250237.1138445786,29603.514521869,1415985158.043407,435.7
Finland_1,33566434.94455107,161752.34346729403,77805635956.74,2318.0
Finland_2,11261110.191569904,50096.30183121483,26162834068.43,2323.3
Finland_3,26044452.453556933,120449.21692946373,60933499071.47,2339.6
Finland_4,97491874.54675841,444287.7759893758,237044594451.7,2431.4
Finland_5,122520032.65611696,561934.6520826516,289169540026.31,2360.2
France_1,120679074.65750407,373569.5014037476,263048152812.59,2179.7
France_10,24730507.167724747,98945.65750379636,46022648077.4,1861.0
France_11,77617704.93244493,309880.68814365973,158776197405.62,2045.6
France_12,118742185.60487601,471090.19741761684,245195409569.19,2064.9
France_13,184401841.96117747,765450.7800017527,364859332546.73,1978.6
France_14,55290520.15004191,281440.9179859075,105659950482.52,1911.0
France_15,153255761.81429824,566569.433859306,314679130976.37,2053.3
France_16,190626173.68486318,876014.0378154562,389302391666.91,2042.2
France_17,249615070.06827742,1018027.551809126,524678998171.65,2102.0
France_18,257886498.2713756,1076801.3111105955,541329067037.56,2099.1
France_19,124358759.02009982,549401.7698805064,251461968440.82,2022.1
France_2,221272541.05176583,966781.5360651211,447197361431.44,2021.0
France_20,126867504.18163313,651427.9384666313,247586507804.48,1951.5
France_21,320105903.16083354,945953.5680648889,675957003765.84,2111.7
France_22,439659299.9910549,1330601.6060050877,930703187126.37,2116.9
France_3,105513519.25393681,476547.5653622455,209073429248.09,1981.5
France_4,606990041.9439139,1345851.4546767743,1320835742563.93,2176.0
France_5,107901030.52537562,501323.77100297675,214480785953.59,1987.8
France_6,121186154.36613049,538447.4409448542,240347106891.64,1983.3
France_7,224928900.88421118,1029608.5435766517,449273702264.71,1997.4
France_8,179268423.47273752,795580.9950681081,361482127982.63,2016.4
France_9,93676617.60892482,377521.8135865935,190842580026.73,2037.2
French Guiana_GUF.1_1,3641589.525013685,23010.543843404,3793804214.09757,1041.8
French Guiana_GUF.2_1,1914003.3342493193,12493.001156496,1936465339.8169801,1011.7
Gabon_GAB-ADM1-1590546715-B1,1422580.274656344,12813.0,268413296.0,188.7
Gabon_GAB-ADM1-1590546715-B2,3004653.745748117,26898.0,569225783.0,189.4
Gabon_GAB-ADM1-1590546715-B3,3763862.8615072053,33665.0,713239148.0,189.5
Gabon_GAB-ADM1-1590546715-B4,16367584.758062825,146023.0,3106663083.0,189.8
Gabon_GAB-ADM1-1590546715-B5,2080773.506697873,18665.0,393915388.0,189.3
Gabon_GAB-ADM1-1590546715-B6,2383522.020148997,21362.0,451378563.0,189.4
Gabon_GAB-ADM1-1590546715-B7,21718075.997618638,193716.0,4122375277.0,189.8
Gabon_GAB-ADM1-1590546715-B8,1938747.5500762267,17397.0,366942858.0,189.3
Gabon_GAB-ADM1-1590546715-B9,6604991.911309471,59007.0,1252515617.0,189.6
Gambia_GMB-ADM1-1590546715-B1,14747288.454363383,132644.0,3431861177.0,232.7
Gambia_GMB-ADM1-1590546715-B2,1229613.1782060429,11108.0,285478205.0,232.2
Gambia_GMB-ADM1-1590546715-B3,3955657.9216437186,35608.0,920227689.0,232.6
Gambia_GMB-ADM1-1590546715-B4,109263.61851539825,1061.0,24534449.0,224.5
Gambia_GMB-ADM1-1590546715-B5,5535413.7222548025,49800.0,1287936699.0,232.7
Gambia_GMB-ADM1-1590546715-B6,3573562.8264193214,32179.0,831254116.0,232.6
