NAME0_ID1,AVG_AREA,BUILDINGS,TOTAL_REPL_COST_USD,COST_PER_AREA_USD
Albania_2,2705367.0241024652,31618.578228955,1283068852.8,474.3
Albania_3,7340498.992743074,59976.316120514,3476223957.84,473.6
Albania_4,7201355.1980145,69449.254454626,3495165091.51,485.3
Albania_5,8978515.96372933,84080.417265555,4395654541.61,489.6
Albania_6,2771155.651232534,27610.924802586,1300903076.89,469.4
Albania_7,5531332.460396642,55807.028351315,2624291282.28,474.4
Albania_8,1571782.7145495848,17322.2,747444517.71,475.5
Albania_9,3209596.72740854,32977.419319385,1516987413.96,472.6
Algeria_DZA-ADM1-1590546715-B1,24903181.08000438,185946.0,7966798178.0,319.9
Algeria_DZA-ADM1-1590546715-B10,26117717.213481635,195013.0,8355345646.0,319.9
Algeria_DZA-ADM1-1590546715-B11,27123506.83829234,202516.0,8677110502.0,319.9
Algeria_DZA-ADM1-1590546715-B12,10573303.2397092,79033.0,3381448357.0,319.8
Algeria_DZA-ADM1-1590546715-B13,10028575.662833218,74953.0,3207240240.0,319.8
Algeria_DZA-ADM1-1590546715-B14,2160638.668530693,16262.0,688990085.0,318.9
Algeria_DZA-ADM1-1590546715-B15,23095450.820086423,172442.0,7388397309.0,319.9
Algeria_DZA-ADM1-1590546715-B16,15289848.73288854,114209.0,4890568747.0,319.9
Algeria_DZA-ADM1-1590546715-B17,14168592.352459509,105856.0,4531553870.0,319.8
Algeria_DZA-ADM1-1590546715-B18,23959289.637041014,178904.0,7664746531.0,319.9
Algeria_DZA-ADM1-1590546715-B19,15676968.638492467,117090.0,5014391819.0,319.9
Algeria_DZA-ADM1-1590546715-B2,16806620.907224234,125516.0,5375742327.0,319.9
Algeria_DZA-ADM1-1590546715-B20,38278497.09219323,285763.0,12246200598.0,319.9
Algeria_DZA-ADM1-1590546715-B21,18388308.08846376,137335.0,5881777782.0,319.9
Algeria_DZA-ADM1-1590546715-B22,16874362.95554332,126030.0,5397423154.0,319.9
Algeria_DZA-ADM1-1590546715-B23,7674205.228631724,57421.0,2452373109.0,319.6
Algeria_DZA-ADM1-1590546715-B24,28228792.625734672,210753.0,9030695071.0,319.9
Algeria_DZA-ADM1-1590546715-B25,19508237.58702331,145683.0,6240008588.0,319.9
Algeria_DZA-ADM1-1590546715-B26,1894104.6177293544,14272.0,603758879.0,318.8
Algeria_DZA-ADM1-1590546715-B27,12080912.055777647,90280.0,3863573704.0,319.8
Algeria_DZA-ADM1-1590546715-B28,36402950.82315685,271765.0,11645795010.0,319.9
Algeria_DZA-ADM1-1590546715-B29,19021297.67346862,142047.0,6084246653.0,319.9
Algeria_DZA-ADM1-1590546715-B3,8900676.916211044,66543.0,2846433901.0,319.8
Algeria_DZA-ADM1-1590546715-B30,32275364.430697195,240979.0,10325179083.0,319.9
Algeria_DZA-ADM1-1590546715-B31,95090730.485478,709734.0,30425224533.0,320.0
Algeria_DZA-ADM1-1590546715-B32,16085157.734801326,120137.0,5144983023.0,319.9
Algeria_DZA-ADM1-1590546715-B33,15681488.943780381,117123.0,5015832859.0,319.9
Algeria_DZA-ADM1-1590546715-B34,20378290.50947874,152196.0,6518328927.0,319.9
Algeria_DZA-ADM1-1590546715-B35,19014698.047245733,142009.0,6082139148.0,319.9
Algeria_DZA-ADM1-1590546715-B36,19258377.04992082,143831.0,6160079931.0,319.9
Algeria_DZA-ADM1-1590546715-B37,17245072.826411363,128788.0,5516093584.0,319.9
Algeria_DZA-ADM1-1590546715-B38,22985036.423406225,171612.0,7353077606.0,319.9
Algeria_DZA-ADM1-1590546715-B39,29819783.58025423,222643.0,9539682900.0,319.9
Algeria_DZA-ADM1-1590546715-B4,19929893.66314702,148844.0,6374892836.0,319.9
Algeria_DZA-ADM1-1590546715-B40,21595947.683372486,161251.0,6907830436.0,319.9
Algeria_DZA-ADM1-1590546715-B41,5209020.090831237,38999.0,1664298837.0,319.5
Algeria_DZA-ADM1-1590546715-B42,10308961.813033309,77062.0,3296915015.0,319.8
Algeria_DZA-ADM1-1590546715-B43,47457052.09496291,354240.0,15183683617.0,319.9
Algeria_DZA-ADM1-1590546715-B44,17100113.698933043,127713.0,5469721960.0,319.9
Algeria_DZA-ADM1-1590546715-B45,7283079.251009649,54502.0,2327226604.0,319.5
Algeria_DZA-ADM1-1590546715-B46,18168265.22897449,135689.0,5811390808.0,319.9
Algeria_DZA-ADM1-1590546715-B47,12124714.53479562,90610.0,3877572657.0,319.8
Algeria_DZA-ADM1-1590546715-B48,25177778.59332,187992.0,8054651810.0,319.9
Algeria_DZA-ADM1-1590546715-B5,11885261.782114435,88820.0,3800995146.0,319.8
Algeria_DZA-ADM1-1590546715-B6,9472774.753172409,70786.0,3029477806.0,319.8
Algeria_DZA-ADM1-1590546715-B7,7288444.975668537,54542.0,2328944508.0,319.5
Algeria_DZA-ADM1-1590546715-B8,21888172.14080425,163462.0,7001292774.0,319.9
Algeria_DZA-ADM1-1590546715-B9,16099809.957911974,120249.0,5149666286.0,319.9
American Samoa_ASM.1_1,4590657.941007228,8256.0,4071942319.17,887.0
American Samoa_ASM.2_1,301291.46102798637,589.0,226279441.0004,751.0
American Samoa_ASM.4_1,6185536.684043352,8831.0,3197845449.6256,517.0
Andorra_1,1179840.7570933048,3757.6704277666668,2529589054.86,2144.0
Andorra_2,459375.77305106755,1873.6710572,923844279.28,2011.1
Andorra_3,738253.4049119117,2485.8775581,1524739760.0,2065.3
Andorra_4,993472.4299708307,4307.811858266667,1861583257.87,1873.8
Andorra_5,606729.1572358651,2389.1393141,1210140910.77,1994.5
Andorra_6,195963.5260170351,674.8178936166667,414871497.01,2117.1
Andorra_7,578606.022800397,2585.2696436166666,1034455513.8199999,1787.8
Angola_AGO-ADM1-1590546715-B1,25600919.663709026,238922.0,4173001436.0,163.0
Angola_AGO-ADM1-1590546715-B10,7227854.816193865,67502.0,1177496809.0,162.9
Angola_AGO-ADM1-1590546715-B11,38829013.23238759,362320.0,6329781317.0,163.0
Angola_AGO-ADM1-1590546715-B12,34678854.85089415,323605.0,5653229472.0,163.0
Angola_AGO-ADM1-1590546715-B13,65944233.02118761,615336.0,10750100435.0,163.0
Angola_AGO-ADM1-1590546715-B14,345245932.5442689,3221415.0,56282558251.0,163.0
Angola_AGO-ADM1-1590546715-B15,18139214.562320624,169299.0,2956705022.0,163.0
Angola_AGO-ADM1-1590546715-B16,10482291.120788237,97882.0,1707843579.0,162.9
Angola_AGO-ADM1-1590546715-B17,24670769.460069634,230251.0,4021386894.0,163.0
Angola_AGO-ADM1-1590546715-B18,13085642.248275017,122151.0,2132760983.0,163.0
Angola_AGO-ADM1-1590546715-B2,28921309.817184094,269911.0,4714263443.0,163.0
Angola_AGO-ADM1-1590546715-B3,16221172.424411606,151394.0,2644062349.0,163.0
Angola_AGO-ADM1-1590546715-B4,18689359.798675053,174429.0,3046379839.0,163.0
Angola_AGO-ADM1-1590546715-B5,19578260.889782634,182722.0,3191271540.0,163.0
Angola_AGO-ADM1-1590546715-B6,8611648.730002789,80420.0,1403051568.0,162.9
Angola_AGO-ADM1-1590546715-B7,9224171.491729949,86122.0,1502848648.0,162.9
Angola_AGO-ADM1-1590546715-B8,40597437.03453928,378833.0,6618063407.0,163.0
Angola_AGO-ADM1-1590546715-B9,22147002.76867904,206689.0,3609977273.0,163.0
Anguilla_AIA,1697198.5483954453,3661.0,394668684.9,232.5
Antigua and Barbuda_ATG-ADM1-63525770B22472980,1834144.9541925464,3735.0,337661565.2879581,184.1
Antigua and Barbuda_ATG-ADM1-63525770B31214233,1435699.5280538301,2985.0,247526431.37172773,172.4
Antigua and Barbuda_ATG-ADM1-63525770B5529924,1931733.3258281571,3966.0,338044724.0314136,175.0
Antigua and Barbuda_ATG-ADM1-63525770B67661999,3132210.7934265006,6488.0,535067624.05235595,170.8
Antigua and Barbuda_ATG-ADM1-63525770B77128197,2777301.5791407865,5707.0,490771624.052356,176.7
Antigua and Barbuda_ATG-ADM1-63525770B88570648,1093610.6244824019,2253.0,197898858.27225134,181.0
Antigua and Barbuda_ATG-ADM1-63525770B95565835,273448.82184265007,570.0,42992604.753926694,157.2
Argentina_AREA # 02,221053651.97866112,829159.30000044,168433733048.40637,762.0
Argentina_AREA # 06,692762520.8396487,4732891.299998233,509460324108.032,735.4
Argentina_AREA # 10,12259098.10815261,106709.100000037,8820697373.296701,719.5
Argentina_AREA # 14,157063018.69071618,1100600.799999387,115444404084.15967,735.0
Argentina_AREA # 18,32188428.129179664,263469.099999866,23445607403.751595,728.4
Argentina_AREA # 22,34749106.047682896,283477.599999792,25269697463.302273,727.2
Argentina_AREA # 26,20318262.073875505,148518.099999926,14993452015.927954,737.9
Argentina_AREA # 30,51196268.94214455,383585.499999721,37492324189.95619,732.3
Argentina_AREA # 34,16410310.877650322,140984.39999989,11834768169.685608,721.2
Argentina_AREA # 38,21157643.582171444,177470.799999866,15878556648.637146,750.5
Argentina_AREA # 42,15408576.826819306,119881.500000066,11349902848.020185,736.6
Argentina_AREA # 46,11717107.307622943,99966.099999922,8571926552.2064705,731.6
Argentina_AREA # 50,69305041.05701134,499448.799999446,51681870611.63502,745.7
Argentina_AREA # 54,40838966.00689748,314113.300000475,28678535305.58345,702.2
Argentina_AREA # 58,22147732.712595545,166877.199999917,16376780388.30056,739.4
Argentina_AREA # 62,27136987.792388003,205314.900000172,19987800810.839092,736.6
Argentina_AREA # 66,35020639.33965455,284157.700000015,26184205686.81041,747.7
Argentina_AREA # 70,22907018.642933037,174731.200000138,17076028638.695524,745.4
Argentina_AREA # 74,16804043.743814003,129277.599999924,12303019499.941473,732.1
Argentina_AREA # 78,9893372.224125624,74372.69999999,7345714705.217666,742.5
Argentina_AREA # 82,152366322.74609384,1017725.899998964,111490876196.22511,731.7
Argentina_AREA # 86,25635292.51373622,221786.00000006,18511312689.5657,722.1
Argentina_AREA # 90,44002314.693622634,358650.999999984,32010077392.576035,727.5
Argentina_AREA # 94,5013639.314858874,36013.099999973,3589795147.548322,716.0
Armenia_ARM-ADM1-1590546715-B1,5594622.653892999,29963.0,2323728204.0,415.4
Armenia_ARM-ADM1-1590546715-B10,4967692.650658212,26612.0,2063254297.0,415.3
Armenia_ARM-ADM1-1590546715-B11,8792658.087473908,46950.0,3659591300.0,416.2
Armenia_ARM-ADM1-1590546715-B2,1970295.1882647318,10656.0,813266604.0,412.8
Armenia_ARM-ADM1-1590546715-B3,10479964.822154637,55940.0,4363226804.0,416.3
Armenia_ARM-ADM1-1590546715-B4,10774314.66277892,57503.0,4485898510.0,416.4
Armenia_ARM-ADM1-1590546715-B5,9315314.41662098,49743.0,3877202946.0,416.2
Armenia_ARM-ADM1-1590546715-B6,44324372.853128575,235810.0,18510738286.0,417.6
Armenia_ARM-ADM1-1590546715-B7,5098538.030516722,27319.0,2117675289.0,415.3
Armenia_ARM-ADM1-1590546715-B8,10271379.778369762,54831.0,4276320072.0,416.3
Armenia_ARM-ADM1-1590546715-B9,9524068.00691963,50845.0,3965176216.0,416.3
Aruba_ABW,20803730.480555553,22860.0,5595061367.738219,268.9
Australia_ACT,94797059.68400222,142437.0,153574707475.83228,1620.0
Australia_NSW,2548595633.214707,2413764.0,3724942408357.9614,1461.6
Australia_NT,79658901.12202068,68627.0,140140383289.4818,1759.3
Australia_OT,2805706.650636844,2136.0,5133558667.709057,1829.7
Australia_QLD,1792183925.7692175,1765415.0,2610326454666.785,1456.5
Australia_SA,818188986.7999561,734010.0,1092204358493.0599,1334.9
Australia_TAS,311160456.9124087,224037.0,416369291304.4952,1338.1
Australia_VIC,2362828281.6515985,2421588.0,3564937509349.076,1508.8
Australia_WA,796490384.0494124,995844.0,1170623543742.9731,1469.7
Austria_AUT.1_1,25719760.38286479,126501.55696836553,47889378573.98,1862.0
Austria_AUT.2_1,38732149.67317605,180148.7898443889,76100018620.82,1964.8
Austria_AUT.3_1,129613195.34746718,613487.6788818141,246969127721.38998,1905.4
Austria_AUT.4_1,90136056.24187616,403154.3095456506,178996237626.65,1985.8
Austria_AUT.5_1,31930401.6261948,138220.66832419645,66800220148.270004,2092.1
Austria_AUT.6_1,81133699.85455015,367693.02568958583,160946442907.7,1983.7
Austria_AUT.7_1,43319303.99529965,189667.57257206482,90183153360.43001,2081.8
Austria_AUT.8_1,22431357.302731276,103429.56440300595,44794449537.31,1997.0
Austria_AUT.9_1,127301890.1241073,193338.9337709278,326370844268.42,2563.8
Azerbaijan_AZ00000003,96535384.94177929,512269.0,40071256514.0,415.1
Azerbaijan_AZ10100001,650897.5057971133,3574.0,264230955.0,405.9
Azerbaijan_AZ10200001,4921866.523174228,26267.0,2034090054.0,413.3
Azerbaijan_AZ10300001,3178281.603411449,17015.0,1310789450.0,412.4
Azerbaijan_AZ10400002,3947042.529326914,21082.0,1629154485.0,412.8
Azerbaijan_AZ10500001,1031418.0779743899,5626.0,419903258.0,407.1
Azerbaijan_AZ10600001,1947959.686301573,10487.0,800852187.0,411.1
Azerbaijan_AZ10700001,2081788.695173648,11203.0,855869353.0,411.1
Azerbaijan_AZ10800001,1334895.390926846,7276.0,543581223.0,407.2
Azerbaijan_AZ20000002,14112992.158076374,74981.0,5853204888.0,414.7
Azerbaijan_AZ30100001,4137132.45524857,22099.0,1708351723.0,412.9
Azerbaijan_AZ30200001,7543384.915769864,40165.0,3123221572.0,414.0
Azerbaijan_AZ30300001,7276239.832401855,38741.0,3012593589.0,414.0
Azerbaijan_AZ30400001,2488887.0875007412,13372.0,1024137969.0,411.5
Azerbaijan_AZ30500001,1762061.1116462434,9504.0,723993018.0,410.9
Azerbaijan_AZ30600001,693532.7848376565,3809.0,281539124.0,405.9
Azerbaijan_AZ30700001,1964130.5365169428,10570.0,807463861.0,411.1
Azerbaijan_AZ30800001,8984765.542976046,47818.0,3720681404.0,414.1
Azerbaijan_AZ30900002,14522108.402282646,77143.0,6022997148.0,414.7
Azerbaijan_AZ40100001,4142758.2316793036,22129.0,1710637724.0,412.9
Azerbaijan_AZ40200001,5432870.9869079115,28988.0,2245307321.0,413.3
Azerbaijan_AZ40300001,2376211.7167443633,12766.0,977812053.0,411.5
Azerbaijan_AZ40401002,7891635.968159759,42014.0,3267510822.0,414.0
Azerbaijan_AZ40500001,1851469.9493415456,9976.0,760747349.0,410.9
Azerbaijan_AZ40600001,4509747.549683728,24075.0,1862882638.0,413.1
Azerbaijan_AZ40700001,3647883.8213123484,19504.0,1505474213.0,412.7
Azerbaijan_AZ40800001,5091418.442526605,27178.0,2104199878.0,413.3
Azerbaijan_AZ40900001,3379169.8779237512,18082.0,1393848274.0,412.5
Azerbaijan_AZ41000001,4450446.495119551,23757.0,1837771878.0,412.9
Azerbaijan_AZ50100001,4112299.281709424,21971.0,1698085685.0,412.9
Azerbaijan_AZ50200001,3696478.763413816,19765.0,1525730460.0,412.8
Azerbaijan_AZ50300001,7432876.041509049,39571.0,3077522414.0,414.0
Azerbaijan_AZ50400001,9214207.684631743,49043.0,3815882358.0,414.1
Azerbaijan_AZ50500001,4216881.888405942,22524.0,1741301560.0,412.9
Azerbaijan_AZ50600001,1446446.0482216286,7881.0,589119915.0,407.3
Azerbaijan_AZ50700001,2442356.083307704,13118.0,1005043993.0,411.5
Azerbaijan_AZ50800001,2684158.647872312,14414.0,1104585063.0,411.5
Azerbaijan_AZ50900001,4388978.643099164,23436.0,1812469764.0,413.0
Azerbaijan_AZ51000002,403716.2532840994,2251.0,162207656.0,401.8
Azerbaijan_AZ60100001,3929541.833377812,20992.0,1621963016.0,412.8
Azerbaijan_AZ60200001,3277826.70189305,17537.0,1352069692.0,412.5
Azerbaijan_AZ60300001,1720707.108261151,9278.0,706901982.0,410.8
Azerbaijan_AZ60400001,1871037.1790485466,10083.0,768777720.0,410.9
Azerbaijan_AZ60500001,3407912.5712242723,18230.0,1405871868.0,412.5
Azerbaijan_AZ60600001,5599383.7516009165,29874.0,2314146782.0,413.3
Azerbaijan_AZ60700001,4159706.869018926,22224.0,1717644412.0,412.9
Azerbaijan_AZ60800001,5726312.108260996,30553.0,2366601012.0,413.3
Azerbaijan_AZ60900001,8558530.152681012,45548.0,3544204003.0,414.1
Azerbaijan_AZ61000001,6595820.422829524,35180.0,2726349436.0,413.3
Azerbaijan_AZ61100001,4375731.579006667,23362.0,1806981559.0,413.0
Azerbaijan_AZ70100001,1173852.9070261915,6410.0,477891075.0,407.1
Azerbaijan_AZ70200001,1418193.6335958599,7738.0,577550853.0,407.2
Azerbaijan_AZ70300001,1825240.291997661,9843.0,749966661.0,410.9
Azerbaijan_AZ70400002,2321306.3182637524,12477.0,955217385.0,411.5
Azerbaijan_AZ80100001,4590593.510628113,24510.0,1896248808.0,413.1
Azerbaijan_AZ80201002,9664114.89806638,51413.0,4002924905.0,414.2
Azerbaijan_AZ80300001,3581931.5623032693,19144.0,1478175468.0,412.7
Azerbaijan_AZ80400001,2830671.2985719074,15184.0,1165773171.0,411.8
Azerbaijan_AZ80500001,9557455.343274267,50877.0,3958003982.0,414.1
Azerbaijan_AZ80600001,9455725.810628042,50331.0,3915903655.0,414.1
Azerbaijan_AZ80700001,3712201.2446034,19840.0,1532251245.0,412.8
Azerbaijan_AZ80800001,4393846.157703364,23460.0,1814421784.0,412.9
Azerbaijan_AZ80900001,5856373.866524368,31231.0,2420596489.0,413.3
Azerbaijan_AZ90101002,5426868.03672175,28956.0,2242835850.0,413.3
Azerbaijan_AZ90200002,4433934.0690521225,23677.0,1831029189.0,413.0
Azerbaijan_AZ90300001,4648434.328432797,24811.0,1921043099.0,413.3
Azerbaijan_AZ90400001,3737528.0560939037,19977.0,1542660042.0,412.7
Azerbaijan_AZ90500001,2463110.0360148125,13232.0,1013540760.0,411.5
Azerbaijan_AZ90600001,4934090.747872537,26341.0,2039158166.0,413.3
Azerbaijan_AZ90700001,5498885.667160482,29339.0,2272584338.0,413.3
Azerbaijan_AZ90800001,4562288.8154712375,24355.0,1884584480.0,413.1
Azerbaijan_AZ90900001,7502141.350278337,39940.0,3106163221.0,414.0
Azerbaijan_AZ91000001,3195333.9271438527,17095.0,1317821703.0,412.4
Azerbaijan_AZ91100002,3651774.3611359545,19526.0,1507003602.0,412.7
Bahamas_BHS-ADM1-57655419B17768651,2303685.012752525,2662.0,779854548.7535212,338.5
Bahamas_BHS-ADM1-57655419B27384929,11206530.566256315,12485.0,4614292892.004792,411.8
Bahamas_BHS-ADM1-57655419B29758972,5512.522222222221,7.0,1334891.7093749996,242.2
Bahamas_BHS-ADM1-57655419B38364826,39361.59444444444,46.0,16971821.40074013,431.2
Bahamas_BHS-ADM1-57655419B41933458,65001847.68181818,71743.0,25142142240.23168,386.8
Bahamas_BHS-ADM1-57655419B42562392,393026.1777777778,501.0,119499742.8520335,304.1
Bahamas_BHS-ADM1-57655419B42761212,6076.233333333333,8.0,1471397.8781249998,242.2
Bahamas_BHS-ADM1-57655419B432018,192584.62777777776,224.0,89448064.37886514,464.5
Bahamas_BHS-ADM1-57655419B4479367,186055.86111111107,216.0,88191725.80139802,474.0
Bahamas_BHS-ADM1-57655419B45517779,10030.616666666665,13.0,2804940.4152138154,279.6
Bahamas_BHS-ADM1-57655419B45633841,3313737.1692550504,3874.0,1240760286.746434,374.4
Bahamas_BHS-ADM1-57655419B51606978,156180.2954861111,185.0,66621399.828902505,426.6
Bahamas_BHS-ADM1-57655419B54031513,1047207.4495580806,1165.0,323175649.49049044,308.6
Bahamas_BHS-ADM1-57655419B55254017,81763.14444444444,99.0,30653369.87390849,374.9
Bahamas_BHS-ADM1-57655419B5844164,1049988.5218118685,1184.0,356811257.16584927,339.8
Bahamas_BHS-ADM1-57655419B6070116,155716.45555555553,185.0,66707282.315625,428.4
Bahamas_BHS-ADM1-57655419B62918977,4827.655555555555,6.0,1169046.965625,242.2
Bahamas_BHS-ADM1-57655419B64312736,2768466.454198232,3176.0,1053326274.5645633,380.5
Bahamas_BHS-ADM1-57655419B66050450,9685.494444444443,12.0,2345403.0140624996,242.2
Bahamas_BHS-ADM1-57655419B66901023,706619.5444444444,830.0,323392458.9562051,457.7
Bahamas_BHS-ADM1-57655419B74847134,8185.744444444442,10.0,1982229.1781249994,242.2
Bahamas_BHS-ADM1-57655419B793939,1473300.022790404,1588.0,588068915.7786558,399.2
Bahamas_BHS-ADM1-57655419B91126816,85009.08888888886,109.0,25152782.417494014,295.9
Bahamas_BHS-ADM1-57655419B91740937,115439.88993055554,134.0,58146113.23741776,503.7
Bahamas_BHS-ADM1-57655419B9246872,540393.7439709594,599.0,164434272.41451854,304.3
Bahamas_BHS-ADM1-57655419B92526884,370854.8469696969,459.0,113724598.5610272,306.7
Bahamas_BHS-ADM1-57655419B93921520,1026276.8823547978,1240.0,342819316.2080741,334.0
Bahrain_BHR-ADM1-1590546715-B1,24597766.20440853,70854.0,16012043915.0,651.0
Bahrain_BHR-ADM1-1590546715-B2,17812228.6363481,50219.0,11473846852.0,644.2
Bahrain_BHR-ADM1-1590546715-B3,35726263.01464237,94500.0,23733494248.0,664.3
Bahrain_BHR-ADM1-1590546715-B4,17032552.371515524,49861.0,10933632889.0,641.9
Bangladesh_AREA # 10,100448365.20117383,1806314.0,17113584303.750538,170.4
Bangladesh_AREA # 20,317287906.1519608,5017190.0,61907452904.71416,195.1
Bangladesh_AREA # 30,651192525.2499315,9217976.0,149010451811.13275,228.8
Bangladesh_AREA # 40,198843923.5050391,3442420.0,34482642287.22968,173.4
Bangladesh_AREA # 50,244050490.87444907,4087085.0,42270924817.74549,173.2
Bangladesh_AREA # 55,206232400.3026116,3659021.0,34140695388.61714,165.5
Bangladesh_AREA # 60,95663751.34089684,1591880.0,16721261834.21713,174.8
Barbados_1,3731258.7,15477.9,2645822639.2799997,709.1
Barbados_10,2014713.66,8179.6,1440317388.08,714.9
Barbados_11,943883.22,4019.0,661468314.96,700.8
Barbados_2,310734.18,1531.1,199559916.88,642.2
Barbados_3,1416006.18,6064.6,989908151.76,699.1
Barbados_4,1900856.52,7687.1,1368259369.76,719.8
Barbados_5,631606.38,2853.4,429855040.88,680.6
Barbados_6,420872.7,1950.5,281546981.04,669.0
Barbados_7,669304.08,2981.9,462957708.8,691.7
Barbados_8,5370503.34,24542.2,3621196126.96,674.3
Barbados_9,818569.32,3574.5,566845206.56,692.5
Belarus_1,45333617.60032969,251384.91150000002,29713110204.20275,655.4
Belarus_2,46482519.08427433,260118.6563,30834521413.08979,663.4
Belarus_3,36132830.81145443,201364.4161,23730593998.510582,656.8
Belarus_4,37068545.87949505,205693.9469,24739648139.75285,667.4
Belarus_5,106654649.93686661,564003.5847,78117689014.71548,732.4
Belarus_6,41662744.70517746,233437.8216,27268447250.987,654.5
Belgium_1,62240031.869721256,185943.15147070648,161043051984.48,2587.5
Belgium_2,427117285.0760738,2298244.1119394256,887208651011.6,2077.2
Belgium_3,210011819.7241961,1362275.5107191158,431215897461.21,2053.3
Belize_1,3556883.42,16558.0,1826029657.908377,513.4
Belize_2,2216024.86,10287.0,1140142997.5554974,514.5
Belize_3,1389339.04,6367.9,701326984.73089,504.8
Belize_4,1396411.26,6718.3,713485227.0078534,510.9
Belize_5,1015068.0599999999,4707.6,551741971.9115183,543.6
Belize_6,740139.4199999999,4068.8,382039354.6287958,516.2
Benin_BEN-ADM1-1590546715-B1,23557549.7935248,220139.0,3167805686.0,134.5
Benin_BEN-ADM1-1590546715-B10,18314622.683160108,171144.0,2462754510.0,134.5
Benin_BEN-ADM1-1590546715-B11,14507357.30308094,135571.0,1950755587.0,134.5
Benin_BEN-ADM1-1590546715-B12,27494658.617953803,256909.0,3697292552.0,134.5
Benin_BEN-ADM1-1590546715-B2,33340943.05759663,311510.0,4483681654.0,134.5
Benin_BEN-ADM1-1590546715-B3,20429684.350159094,190899.0,2747163529.0,134.5
Benin_BEN-ADM1-1590546715-B4,13976053.654218026,130615.0,1879278578.0,134.5
Benin_BEN-ADM1-1590546715-B5,16944588.50041464,158346.0,2278526992.0,134.5
Benin_BEN-ADM1-1590546715-B6,15547249.963777045,145277.0,2090627623.0,134.5
Benin_BEN-ADM1-1590546715-B7,20909261.605927423,195390.0,2811687682.0,134.5
Benin_BEN-ADM1-1590546715-B8,15545292.586808786,145264.0,2090362148.0,134.5
