CONTINENT,GEM_REGION,ISO3,COUNTRY,ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,ISO3_NUMERIC,AREA_SQM,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_REPL_COST_USD,COST_BDG_USD
Africa,Africa,COG,Congo,COG,Republic of the Congo,RES,MCF,1068,1590372.0,17976.0,105153118.0,157729682.0,262882802.0,19950.0,85794.0,525765606.0,420612484.0
Africa,Africa,COG,Congo,COG,Republic of the Congo,RES,MUR,2136,27016938.0,321292.0,580347031.0,1741041103.0,3482082218.0,340192.0,1462802.0,5803470352.0,5223123321.0
Africa,Africa,COG,Congo,COG,Republic of the Congo,RES,OT,356,1782931.0,29716.0,28011010.0,35013765.0,77030276.0,29716.0,127777.0,140055036.0,112044041.0
Africa,Africa,COG,Congo,COG,Republic of the Congo,RES,RC,1780,3842144.0,29117.0,191076193.0,636920672.0,445844478.0,39898.0,171566.0,1273841339.0,1082765150.0
Africa,Africa,COG,Congo,COG,Republic of the Congo,RES,W,890,28229497.0,357932.0,1417611578.0,1846692074.0,2330202192.0,366991.0,1578063.0,5594505850.0,4176894266.0
Africa,Africa,COM,Comoros,COM,Comoros,COM,ADO/E,522,133696.0,736.0,10464444.0,10464444.0,20928887.0,0.0,0.0,41857774.0,31393331.0
Africa,Africa,COM,Comoros,COM,Comoros,COM,MCF,696,6439.0,40.0,835309.0,1002371.0,1503559.0,0.0,0.0,3341240.0,2505930.0
Africa,Africa,COM,Comoros,COM,Comoros,COM,MUR,1914,197833.0,1096.0,18302795.0,18302795.0,36605599.0,0.0,0.0,73211192.0,54908394.0
Africa,Africa,COM,Comoros,COM,Comoros,COM,RC,696,7458.0,23.0,1277512.0,1703351.0,1277512.0,0.0,0.0,4258378.0,2980863.0
Africa,Africa,COM,Comoros,COM,Comoros,COM,W,522,197615.0,987.0,29441122.0,33646999.0,21029372.0,0.0,0.0,84117495.0,54676371.0
Africa,Africa,COM,Comoros,COM,Comoros,IND,MCF,522,4330.0,20.0,615640.0,439742.0,703590.0,0.0,0.0,1758969.0,1143332.0
Africa,Africa,COM,Comoros,COM,Comoros,IND,MUR,1392,225769.0,792.0,18044093.0,12029391.0,30073488.0,0.0,0.0,60146959.0,42102879.0
Africa,Africa,COM,Comoros,COM,Comoros,IND,RC,348,5479.0,21.0,1193193.0,795461.0,662885.0,0.0,0.0,2651538.0,1458346.0
