ISO3,ISO3_NUMERIC,COUNTRY,CONTINENT,GEM_REGION,ID_0,NAME_0,OCCUPANTS_PER_ASSET_RES,POP_RANK,UN_POP21,POP_%,BUILDINGS_TOTAL,BDG_RANK,BUILDINGS_RES,BUILDINGS_COM,BUILDINGS_IND,%_BDG_RES,%_BDG_COM,%_BDG_IND,%_IND/COM_BDG,DWELLINGS_RES,OCC_PER_DWL/BDG,AVG_HOH_PRB,%_HOH,AREA_SQM_TOTAL,AREA_RANK,AREA_SQM_RES,AREA_SQM_COM,AREA_SQM_IND,AREA_RES_PER_CAPITA,%_AREA_RES,%_AREA_COM,%_AREA_IND,COST_STRUCTURAL_USD_TOTAL,COST_NONSTRUCTURAL_USD_TOTAL,COST_CONTENTS_USD_TOTAL,COST_BDG_USD_TOTAL,COST_USD_TOTAL,TOT_COST_RANK,COST_USD_RES,COST_USD_COM,COST_USD_IND,%_COST_RES,%_COST_COM,%_COST_IND,COST_BDG_USD_COM,COST_BDG_USD_IND,COST_BDG_USD_RES,COST_CONTENTS_USD_COM,COST_CONTENTS_USD_IND,COST_CONTENTS_USD_RES,%_CONTENTS_COST/BDG_COST-RES,%_CONTENTS_COST/BDG_COST-COM,%_CONTENTS_COST/BDG_COST-IND,AVG_COST_PER_AREA_USD_TOTAL,AVG_COST_AREA_RANK,AVG_COST_PER_AREA_USD_RES,AVG_COST_PER_AREA_USD_COM,AVG_COST_PER_AREA_USD_IND,AVG_COST_AREA_COM/RES,AVG_COST_AREA_IND/RES,AVG_BDG_COST_PER_AREA_RES,AVG_BDG_COST_PER_AREA_COM,AVG_BDG_COST_PER_AREA_IND,BDG_COST_PER_CAPITA,TOT_COST_PER_CAPITA,TOT_COST_PER_CAPITA_RANK,BGD_RES_PER_CAPITA,EMPL_AGR_%,EMPL_COM_%,EMPL_IND_%,LABOR_FORCE_%,UNEMPLOYMENT_%,GDP_%_AGR,GDP_%_IND,GDP_%_MAN,GDP_%_SER,GDP_PER_CAPITA,GDP_USD,GDP_RANK,PWT10_NC_STRUC,BDG_COST / PWT_NC
ABW,533,Aruba,North America,Caribbean_Central_America,ABW,Aruba,104636.0,191.0,107195.0,0.9761276178926256,22860.0,194.0,20947.0,1261.0,652.0,0.9163167104111986,0.05516185476815398,0.02852143482064742,0.5170499603489295,25834.0,4.050321282031431,,,12412219.4646,175.0,10715857.6651,623289.0,1073072.7995,102.41081143296763,0.8633313079632478,0.05021575728479808,0.08645293475195422,1494930289.1436,1863609362.2203999,2236521716.3743,3358539651.3640003,5595061367.7379,182.0,3326827347.6335,1850104438.9527001,418129581.1517,0.5946006896039724,0.3306674078001584,0.0747319025958693,1124190039.3299,204135091.6231,2030214520.4110003,725914399.623,213994489.5288,1296612827.2224998,0.6386580404124049,0.645722141476808,1.048298398023127,450.77041891622787,135.0,310.45833675716835,2968.293101519039,389.6563041636394,9.561003039969105,1.2551001472008059,189.4588920327969,1803.641712479925,190.23414974102138,32097.36277537368,53471.667186607854,55.0,0.2001892274169502,,,,,,,,,,,,,13859024994.41,0.2423359257031904
AUS,36,Australia,Oceania,Oceania,AUS,Australia,24506767.0,55.0,25788217.0,0.9503087010629699,8767858.0,34.0,8419661.0,204290.0,143907.0,0.9602871077519731,0.023299875522619095,0.016413016725407733,0.704425081991287,10227538.0,2.396155066840133,2.5,0.9584620267360531,4728587417.8078,9.0,3017317690.4629,1490345736.012,220923991.3329,123.12181735203588,0.6381012813889662,0.31517779081325153,0.04672092779778228,3098341133395.697,3782807397904.7803,5997103684046.896,6881148531300.477,12878252215347.375,4.0,7442646452719.777,4756629735697.142,678976026930.456,0.5779236443164365,0.3693536713024251,0.0527226843811384,2311727817340.1304,280259548176.7036,4289161165783.643,2444901918357.0103,398716478753.7522,3153485286936.134,0.735221915206346,1.0576080367325034,1.4226686703368319,2723.4882381254156,24.0,2466.6432958797814,3191.6283723703973,3073.3467326658015,1.2939156535935346,1.2459631831645226,1421.5146052869309,1551.135257732919,1268.5790551121886,280785.6512162733,525497.8029271415,1.0,0.34356473866993553,2.55999994277954,78.379997253418,19.0599994659424,65.95,5.16,2.12159698465698,25.3824487371203,5.64439641928017,66.0302251264928,55057.2046960666,1396567014733.23,13.0,5603082046738.29,1.2281006192486839
AUT,40,Austria,Europe,Europe,AUT,Austria,8876999.9999,96.0,9043072.0,0.9816354442273599,2315642.1001,87.0,2191280.0001,94262.1,30100.0,0.946294766365394,0.04070667915215799,0.012998554482447933,0.3193223999889669,4441311.8738,1.9987337642886158,2.2,0.9085153474039163,422231516.6601,69.0,353164096.17939997,47611713.7612,21455706.7195,39.78417215088187,0.8364228681292404,0.11276210297567114,0.05081502889508845,323112937400.52,528316647610.57996,387620287751.5,851429585011.1,1239049872764.97,29.0,812987229333.39,306147441732.32,119915201699.26001,0.6561376157677893,0.24708242053981616,0.09677996369239465,153073720866.29,47966080678.1,650389783466.71,153073720866.07,71949121018.65001,162597445866.78,0.2500000000001576,0.9999999999985628,1.5000000000312723,2934.5272057519473,19.0,2302.0098535735906,6430.08658053824,5588.965363246468,2.793248938772487,2.4278633536560577,1841.6078828588668,3215.0432902718508,2235.586145223828,95914.11344155586,139579.79866834832,20.0,0.2468491607665523,3.66000008583069,70.9899978637695,25.3600006103516,61.36,4.49,1.08562333151095,25.5242529163282,16.6166140912986,62.7716919422153,50121.5542131186,445075391688.156,27.0,1690387366789.8,0.5036890370448298
AZE,31,Azerbaijan,Asia,Middle_East,AZE,Azerbaijan,10040971.0,90.0,10223344.0,0.9821611206665842,2248012.0,89.0,2122985.0,82530.0,42497.0,0.9443833040037153,0.036712437478091754,0.018904258518192964,0.5149279050042409,2836417.0,3.5400193272004787,4.1,0.8634193480976778,350183384.0,76.0,304141123.0,28455280.0,17586981.0,30.29001109554046,0.8685195725905716,0.08125822440507342,0.050222203004354996,70586237661.0,70970775129.0,32803901368.0,141557012790.0,174360914206.0,84.0,136261747907.0,23875339761.0,14223826538.0,0.781492506663578,0.13693057225423985,0.08157692108218219,15969386953.0,7574074293.0,118013551544.0,7905952811.0,6649752251.0,18248196306.0,0.15462797337470494,0.49506927437278936,0.8779623745103394,497.9131568561231,128.0,448.02145320874615,839.0477887056462,808.7702225868101,1.8727848470120236,1.8052042302759566,388.02234429837364,561.2099741418816,430.6636990737637,14097.94060654094,17364.94550238219,117.0,0.21143224096554009,36.0,49.2200012207031,14.789999961853,66.5,4.85,5.69538024963307,48.8232665251868,5.00352885726078,36.972533524144,4805.75371765917,48174235294.1176,90.0,75107113176.47,1.8847351043489156
BHS,44,Bahamas,North America,Caribbean_Central_America,BHS,Bahamas,391462.0,175.0,396914.0,0.9862640269680586,102760.0,172.0,97256.0,4377.0,1127.0,0.9464383028415726,0.04259439470611133,0.010967302452316077,0.25748229380854465,97256.0,4.025067862137041,3.4,1.1838434888638356,57170981.781100005,147.0,48189053.7478,4790511.0,4191417.0333000002,123.10020831600512,0.8428935842366571,0.08379270131029448,0.07331371445304843,10247199786.742401,11543610956.4589,13824492178.941502,21790810743.2013,35615302922.1426,136.0,18370460449.6547,14821163644.7368,2423678827.7511,0.5158024484535128,0.41614593808557065,0.06805161346091655,8913585422.3684,1207944774.2224998,11669280546.610401,5907578222.368401,1215734053.5288,6701179903.0443,0.5742581880929073,0.6627611609065297,1.0064483736943304,622.9611913699297,111.0,381.2164593602002,3093.8585977021658,578.2480742182033,8.115752931797916,1.516849705777876,242.15624999989018,1860.6752854483375,288.19484308662476,55665.200564042745,90980.23032157042,39.0,0.24844301618036999,2.20000004768372,83.3099975585938,14.4799995422363,,,0.597990985948685,12.8884732082364,2.27560609184906,71.1682917489027,34863.3840497476,13578800000.0,132.0,40505946980.0,0.5379657153543557
BHR,48,Bahrain,Asia,Middle_East,BHR,Bahrain,1501608.0,153.0,1748295.0,0.8588985268504458,265434.0,154.0,216928.0,32612.0,15894.0,0.8172577740605951,0.12286293391200825,0.05987929202739664,0.487366613516497,245987.0,6.1044201522844705,,,65110013.0,141.0,46391337.0,12126541.0,6592135.0,30.89443916121917,0.7125069534235848,0.18624694484395204,0.10124610173246318,19116149012.0,24137725264.0,18899143629.0,43253874276.0,62153017904.0,121.0,43674283964.0,12383344176.0,6095389764.0,0.7026896752054456,0.1992396281565443,0.09807069663801019,7631206889.0,2948661551.0,32674005836.0,4752137282.0,3146728215.0,11000278132.0,0.3366675695417783,0.6227242100918489,1.0671717186168173,954.5846336108089,77.0,941.4318876819609,1021.1769519436746,924.6457731827397,1.0847061431688552,0.9821695921724589,704.3126572532282,629.2979085297283,447.2999340881217,28805.037184138604,41390.97414504984,67.0,0.14446380147148924,0.939999997615814,63.810001373291,35.25,,,0.282447212233573,42.2739005227278,17.7034815801007,55.0606853665247,23443.4348283266,38474521276.5957,96.0,121085793962.77,0.35721675400913816
BGD,50,Bangladesh,Asia,South_Asia,BGD,Bangladesh,144043689.0,9.0,166303494.0,0.8661495049526741,28821886.0,10.0,28248553.0,471964.0,101369.0,0.9801077209173612,0.01637519487794796,0.0035170842046908382,0.21478121212634863,31740177.0,4.538213161193147,4.3,1.0553984095798017,1479955518.0,25.0,1414825368.0,39116280.0,26013870.0,9.82219615327958,0.955991819208177,0.026430713304722447,0.017577467487100516,173188223818.7058,114670720531.2942,67788068997.407,287858944350.0,355647013347.407,59.0,312263507881.04,27519523065.9341,15863982400.4329,0.8780152684032562,0.0773787548696555,0.044605976727088305,19462628000.0,9216574900.0,259179741450.0,8056895065.9341,6647407500.4329,53083766431.04,0.20481448948925943,0.4139674799278957,0.7212448846298531,240.3092586377363,175.0,220.70816296039158,703.5311912567888,609.8278495446044,3.1876083866596496,2.763050724381429,183.18850319766108,497.5582545170451,354.29464743231205,1998.414136352756,2469.021835086485,204.0,0.19611100768184297,38.2999992370605,40.3800010681152,21.3199996948242,,,12.6802716368639,29.6486788149504,18.9326330099565,52.849325301184,1855.6915096678,302563398919.928,40.0,671091101735.87,0.4289416796101349
BRB,52,Barbados,North America,Caribbean_Central_America,BRB,Barbados,277787.0,180.0,287708.0,0.9655171215259917,78861.8,174.0,74697.0,3053.8,1111.0,0.9471886261789612,0.0387234377100193,0.01408793611101953,0.3638090248215338,82552.0,3.3649941854830896,2.8,1.2017836376725322,12468704.982,174.0,10491296.082,1530378.9,447030.0,37.76741201712103,0.8414102424546401,0.12273759802716293,0.03585215951819686,4917045873.5199995,3598593669.656,4152097301.7840004,8515639543.176,12667736844.96,161.0,9119987532.96,2578555512.0,969193800.0,0.7199381897950058,0.203552974265163,0.07650883593983124,1599386050.8,511990530.0,6404262962.375999,979169461.2,457203270.0,2715724570.584,0.4240495099183839,0.6122158316375383,0.8929916535760926,1015.9625128068491,71.0,869.2908351530783,1684.9131362174428,2168.073283672237,1.9382617049226534,2.494071254404113,610.4358234025865,1045.0915461523941,1145.3158177303537,30655.28459998488,45602.33864421301,61.0,0.2689002725109526,2.65000009536743,78.4199981689453,18.9300003051758,62.3,8.41,,,,,18148.4978451054,5209000000.0,155.0,22207414390.0,0.38345929848594135
BLR,112,Belarus,Europe,Europe,BLR,Belarus,9991862.280100001,92.0,9442867.0,1.058138622528518,1716003.3371000001,101.0,1630265.5386,61349.798500000004,24388.0,0.9500363451245412,0.0357515613015529,0.014212093573905906,0.39752371802818554,3961544.9153,2.5222135539875197,2.5,1.0088854215950078,235782308.81440002,97.0,215975612.81480002,12302695.9996,7504000.0,21.6151510859934,0.9159958348902624,0.05217819802283925,0.03182596708689836,58316006790.6989,96244076929.2718,59843926301.287704,154560083719.9707,214404010021.2587,77.0,164876691364.4714,28478031656.7873,21049287000.0,0.7690000357181914,0.13282415591930222,0.09817580836250642,14239015828.3936,8419714800.0,131901353091.5771,14239015828.3934,12629572200.0,32975338272.8943,0.25000000000000017,0.9999999999999859,1.5,909.3303526433376,85.0,763.404206686307,2314.779757031565,2805.0755597014927,3.0321810343163844,3.6744303150717843,610.7233653490455,1157.3898785157787,1122.030223880597,15468.596282376284,21457.86280984578,101.0,0.16315932835131952,11.0600004196167,58.560001373291,30.3799991607666,70.7,4.16,6.79466882799274,31.737128716913,21.6399061545096,48.426692673832,6839.10383292452,64409647193.8044,76.0,223614302373.57,0.6911905100853641
BEL,56,Belgium,Europe,Europe,BEL,Belgium,11484000.0001,81.0,11632334.0,0.9872481309511917,3846462.7741,61.0,3681642.7741,105620.0,59200.0,0.9571502417468307,0.027458994458801983,0.015390763794367329,0.5604999053209619,5203479.0,2.2069849806446804,2.3,0.9595586872368176,458416331.2931,64.0,333591513.8397,59364598.5225,65460218.9309,29.048372852385505,0.7277042528103342,0.12949930984143704,0.1427964373482287,354093191608.0,577952310220.39,547422098629.62,932045501828.3899,1479467600457.29,22.0,759123585653.18,366090273825.96,354253740978.15,0.513105920953282,0.24744730720213462,0.2394467718445834,183045136913.06998,141701496392.09,607298868523.23,183045136913.13,212552244585.81,151824717130.68,0.24999999999979006,1.000000000000328,1.4999999999835922,3227.344881636329,13.0,2275.608203924396,6166.811246726562,5411.740852136491,2.7099617746550564,2.378151407084789,1820.4865631415732,3083.405623364796,2164.6963408672755,81160.35369385875,128828.5963466046,22.0,0.32058888663078555,0.920000016689301,78.2399978637695,20.8400001525879,54.39,5.36,0.626060683926477,19.1114145335426,12.1608015726463,69.5030855877984,46414.4352334354,533254518108.234,23.0,1848567163781.02,0.5041988844603319
BLZ,84,Belize,North America,Caribbean_Central_America,BLZ,Belize,322459.0,178.0,404915.0,0.7963621994739637,48707.6,179.0,42607.0,4857.6,1243.0,0.8747505522752096,0.09972981629150278,0.02551963143328762,0.2558876811594203,50718.0,6.357880831263063,3.8,1.6731265345429114,7707973.0879999995,184.0,6412679.688,926266.4,369027.0,19.886806347473634,0.8319540837504285,0.12016990581376562,0.04787601043580603,1966233326.8593,1829762777.8233,1518770089.0604,3795996104.6826,5314766193.7428,185.0,3495854261.4785,1180186147.1858,638725785.0785,0.6577625682940206,0.22205796156663696,0.12017947013934255,753486423.4359,349117384.0052,2693392297.2415,426699723.7499,289608401.0734,802461964.2371,0.2979372759991034,0.566300480643232,0.829544486587601,689.5154060692018,105.0,545.1471820774498,1274.1325251415792,1730.8375405552981,2.3372266555356815,3.1749912637526863,420.01042127234655,813.4662160215462,946.0483487798997,11772.027155956572,16481.99055924257,120.0,0.1321315267987558,16.7999992370605,67.6100006103516,15.5900001525879,69.73,9.05,8.9679707256406,12.8509461508856,6.13554776841025,64.3999929100507,5078.80994441772,1982518540.6134,170.0,3858193905.5,0.9838790370984893
