ID_0,NAME_0,ID_1,NAME_1,NAME0_ID1,BUILDINGS,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,COST_PER_AREA_USD
ARG,Argentina,AREA # 90,Tucumán,Argentina_AREA # 90,717302.199999984,65773911.639791325,64020154766.27603,973.3
ARG,Argentina,AREA # 94,Tierra del Fuego,Argentina_AREA # 94,72026.29999997301,7021419.112194378,7179590293.148322,1022.5
ARM,Armenia,AM-AG,Aragatsotn,Armenia_AM-AG,64774.0,9518457.4,4461349518.7,468.7
ARM,Armenia,AM-AR,Ararat,Armenia_AM-AR,129590.0,19427706.3,9319316960.1,479.7
ARM,Armenia,AM-AV,Armavir,Armenia_AM-AV,131712.0,19911641.4,9642391197.0,484.3
ARM,Armenia,AM-ER,Yerevan,Armenia_AM-ER,406184.0,76535944.39999999,45348808484.5,592.5
ARM,Armenia,AM-GR,Gegharkunik,Armenia_AM-GR,114762.0,17255902.5,8307013790.9,481.4
ARM,Armenia,AM-KT,Kotayk,Armenia_AM-KT,114994.0,18568336.2,9635713393.3,518.9
ARM,Armenia,AM-LO,Lori,Armenia_AM-LO,96726.0,15826642.0,8321411162.7,525.8
ARM,Armenia,AM-SH,Shirak,Armenia_AM-SH,104932.0,17149121.1,9005216147.0,525.1
ARM,Armenia,AM-SU,Syunik,Armenia_AM-SU,59568.0,9997332.4,5381159155.8,538.3
ARM,Armenia,AM-TV,Tavush,Armenia_AM-TV,58564.0,9097184.8,4540217939.0,499.1
ARM,Armenia,AM-VD,Vayots Dzor,Armenia_AM-VD,24060.0,3641653.0,1765689960.8,484.9
ATG,Antigua_and_Barbuda,ATG-ADM1-63525770B22472980,Saint Philip,Antigua_and_Barbuda_ATG-ADM1-63525770B22472980,7470.0,2334529.329425466,675323130.5879581,289.3
ATG,Antigua_and_Barbuda,ATG-ADM1-63525770B31214233,Saint Peter,Antigua_and_Barbuda_ATG-ADM1-63525770B31214233,5970.0,1833029.5350310558,495052862.57172775,270.1
ATG,Antigua_and_Barbuda,ATG-ADM1-63525770B5529924,Saint Paul,Antigua_and_Barbuda_ATG-ADM1-63525770B5529924,7932.0,2464925.216940994,676089448.2314136,274.3
ATG,Antigua_and_Barbuda,ATG-ADM1-63525770B67661999,Saint John,Antigua_and_Barbuda_ATG-ADM1-63525770B67661999,12976.0,3997942.463920807,1070135247.352356,267.7
ATG,Antigua_and_Barbuda,ATG-ADM1-63525770B77128197,Saint Mary,Antigua_and_Barbuda_ATG-ADM1-63525770B77128197,11414.0,3538339.58443323,981543248.052356,277.4
ATG,Antigua_and_Barbuda,ATG-ADM1-63525770B88570648,Saint George,Antigua_and_Barbuda_ATG-ADM1-63525770B88570648,4506.0,1396195.7528493789,395797716.7722513,283.5
ATG,Antigua_and_Barbuda,ATG-ADM1-63525770B95565835,Barbuda,Antigua_and_Barbuda_ATG-ADM1-63525770B95565835,1140.0,343546.89139751554,85985209.4539267,250.3
AUT,Austria,AUT.1_1,Burgenland,Austria_AUT.1_1,250227.2,46494970.167854086,84724591641.89,1822.2
AUT,Austria,AUT.2_1,Carinthia,Austria_AUT.2_1,356150.29999999993,70072559.06695652,135674926909.04,1936.2
AUT,Austria,AUT.3_1,Lower Austria,Austria_AUT.3_1,1209827.5,228668544.87384912,425622613771.27997,1861.3
AUT,Austria,AUT.4_1,Upper Austria,Austria_AUT.4_1,794881.4999999999,159914361.1156327,312480397092.25,1954.0
AUT,Austria,AUT.5_1,Salzburg,Austria_AUT.5_1,273900.3,59326435.19423307,123463276659.84,2081.1
AUT,Austria,AUT.6_1,Styria,Austria_AUT.6_1,725660.7,144936555.539286,283147695150.37,1953.6
AUT,Austria,AUT.7_1,Tyrol,Austria_AUT.7_1,375562.5,79914864.67943917,165334492259.49,2068.9
AUT,Austria,AUT.8_1,Vorarlberg,Austria_AUT.8_1,204929.5,41424292.169109,81901861342.98,1977.1
AUT,Austria,AUT.9_1,Vienna,Austria_AUT.9_1,379940.5,242606174.65766984,625919456435.47,2580.0
AZE,Azerbaijan,AZ-ABS,Absheron district ,Azerbaijan_AZ-ABS,60100.0,11270707.9,7228592268.7,641.4
AZE,Azerbaijan,AZ-AGA,Aghstafa district ,Azerbaijan_AZ-AGA,32776.0,4511261.7,2310620895.6,512.2
AZE,Azerbaijan,AZ-AGC,Aghjabadi district ,Azerbaijan_AZ-AGC,47946.0,7030786.7,3814100783.5,542.5
AZE,Azerbaijan,AZ-AGM,Aghdam district ,Azerbaijan_AZ-AGM,76230.0,10481960.1,5370059550.9,512.3
AZE,Azerbaijan,AZ-AGS,Agdash district ,Azerbaijan_AZ-AGS,40110.0,5753675.7,3062086492.9,532.2
AZE,Azerbaijan,AZ-AGU,Aghsu district ,Azerbaijan_AZ-AGU,29040.0,4065260.4,2116135649.8,520.5
AZE,Azerbaijan,AZ-AST,Astara district ,Azerbaijan_AZ-AST,38940.0,5544061.8,2930456967.0,528.6
AZE,Azerbaijan,AZ-BA,Baku city,Azerbaijan_AZ-BA,398520.0,126388476.6,98049640963.9,775.8
AZE,Azerbaijan,AZ-BAB,Babak district ,Azerbaijan_AZ-BAB,26482.0,3970073.9,2191662165.1,552.0
AZE,Azerbaijan,AZ-BAL,Balakan district ,Azerbaijan_AZ-BAL,40652.0,5149675.6,2440913601.8,474.0
AZE,Azerbaijan,AZ-BAR,Barda district ,Azerbaijan_AZ-BAR,58056.0,8082033.199999999,4186624134.4,518.0
AZE,Azerbaijan,AZ-BEY,Beylagan district ,Azerbaijan_AZ-BEY,33168.0,4982145.3,2753768081.5,552.7
AZE,Azerbaijan,AZ-BIL,Bilasuvar district ,Azerbaijan_AZ-BIL,36508.0,5175878.0,2732701652.9,528.0
AZE,Azerbaijan,AZ-CAB,Jabrayil district ,Azerbaijan_AZ-CAB,20294.0,3636399.9,2229291706.3,613.0
AZE,Azerbaijan,AZ-CAL,Jalilabad district ,Azerbaijan_AZ-CAL,81574.0,11511367.700000001,6040425668.1,524.7
AZE,Azerbaijan,AZ-CUL,Julfa district ,Azerbaijan_AZ-CUL,17556.0,2440178.4,1264000395.0,518.0
AZE,Azerbaijan,AZ-DAS,Dashkasan district ,Azerbaijan_AZ-DAS,11922.0,1767729.1,964876981.5,545.8
AZE,Azerbaijan,AZ-FUZ,Fuzuli district ,Azerbaijan_AZ-FUZ,49726.0,6867055.5,3532759740.8,514.5
AZE,Azerbaijan,AZ-GA,Ganja city,Azerbaijan_AZ-GA,80900.0,17191603.8,11750553592.800001,683.5
AZE,Azerbaijan,AZ-GAD,Gadabay district ,Azerbaijan_AZ-GAD,39452.0,5140107.5,2492292369.8,484.9
AZE,Azerbaijan,AZ-GOR,Goranboy district ,Azerbaijan_AZ-GOR,39622.0,5384584.5,2724934284.2000003,506.1
AZE,Azerbaijan,AZ-GOY,Goychay district ,Azerbaijan_AZ-GOY,44340.0,6286517.8,3310759274.1,526.6
AZE,Azerbaijan,AZ-GYG,Goygol district ,Azerbaijan_AZ-GYG,22346.0,3307023.9,1806140021.6,546.2
AZE,Azerbaijan,AZ-HAC,Hajigabul district ,Azerbaijan_AZ-HAC,27312.0,3867467.4,2062036078.7,533.2
AZE,Azerbaijan,AZ-IMI,Imishli district ,Azerbaijan_AZ-IMI,46102.0,6609716.5,3517458262.6,532.2
AZE,Azerbaijan,AZ-ISM,Ismayilli district ,Azerbaijan_AZ-ISM,30452.0,4370630.1,2326076002.7000003,532.2
AZE,Azerbaijan,AZ-KAL,Kalbajar district ,Azerbaijan_AZ-KAL,23448.0,4195512.8,2566812803.5,611.8
AZE,Azerbaijan,AZ-KAN,Kangarli district ,Azerbaijan_AZ-KAN,12774.0,1685390.7,826680778.1,490.5
AZE,Azerbaijan,AZ-KUR,Kurdamir district ,Azerbaijan_AZ-KUR,45360.0,6097574.0,3054211238.9,500.9
AZE,Azerbaijan,AZ-LAC,Lachin district ,Azerbaijan_AZ-LAC,19596.0,3515924.9,2157494165.9,613.6
AZE,Azerbaijan,AZ-LAN,Lankaran district ,Azerbaijan_AZ-LAN,78016.0,11602697.299999999,6369099753.6,548.9
AZE,Azerbaijan,AZ-LER,Lerik district ,Azerbaijan_AZ-LER,33518.0,4350511.2,2101690775.2,483.1
AZE,Azerbaijan,AZ-MAS,Masalli district ,Azerbaijan_AZ-MAS,83548.0,11530008.8,5927167946.0,514.1
AZE,Azerbaijan,AZ-MI,Mingachevir city,Azerbaijan_AZ-MI,25658.0,5426334.5,3694961599.7,680.9
AZE,Azerbaijan,AZ-NA,Naftalan city,Azerbaijan_AZ-NA,2658.0,489794.0,310061834.0,633.0
AZE,Azerbaijan,AZ-NEF,Neftchala district ,Azerbaijan_AZ-NEF,31358.0,4444992.2,2367574846.9,532.6
AZE,Azerbaijan,AZ-NX,Nakhchivan city,Azerbaijan_AZ-NX,25312.0,4945293.6,3239292148.0,655.0
AZE,Azerbaijan,AZ-OGU,Oghuz district ,Azerbaijan_AZ-OGU,18430.0,2309003.6999999997,1085357578.3,470.1
AZE,Azerbaijan,AZ-ORD,Ordubad district ,Azerbaijan_AZ-ORD,19232.0,2600756.4,1312618308.0,504.7
AZE,Azerbaijan,AZ-QAB,Gabala district ,Azerbaijan_AZ-QAB,45468.0,5773687.3,2767597458.0,479.3
AZE,Azerbaijan,AZ-QAX,Gakh district ,Azerbaijan_AZ-QAX,23678.0,2981955.3,1414101570.2,474.2
AZE,Azerbaijan,AZ-QAZ,Gazakh district ,Azerbaijan_AZ-QAZ,36840.0,5028400.5,2554854469.2,508.1
AZE,Azerbaijan,AZ-QBA,Guba district ,Azerbaijan_AZ-QBA,64004.0,8847739.5,4555795106.9,514.9
AZE,Azerbaijan,AZ-QBI,Gubadli district ,Azerbaijan_AZ-QBI,10312.0,1840423.3,1129328805.2,613.6
AZE,Azerbaijan,AZ-QOB,Gobustan district ,Azerbaijan_AZ-QOB,17660.0,2390035.9,1207188184.0,505.1
AZE,Azerbaijan,AZ-QUS,Gusar district ,Azerbaijan_AZ-QUS,36878.0,5015860.8,2540597421.9,506.5
AZE,Azerbaijan,AZ-SAB,Sabirabad district ,Azerbaijan_AZ-SAB,67172.0,9030353.8,4527649659.599999,501.4
AZE,Azerbaijan,AZ-SAD,Sadarak district ,Azerbaijan_AZ-SAD,9092.0,1134336.8,523706103.6,461.7
AZE,Azerbaijan,AZ-SAH,Shahbuz district ,Azerbaijan_AZ-SAH,9660.0,1278519.6,629370569.4,492.3
AZE,Azerbaijan,AZ-SAK,Shaki district ,Azerbaijan_AZ-SAK,79128.0,10080922.6,4860213610.0,482.1
AZE,Azerbaijan,AZ-SAL,Salyan district ,Azerbaijan_AZ-SAL,48814.0,6931767.3,3684281331.9,531.5
AZE,Azerbaijan,AZ-SAR,Sharur district ,Azerbaijan_AZ-SAR,45642.0,5802465.0,2740338991.2,472.3
AZE,Azerbaijan,AZ-SAT,Saatli district ,Azerbaijan_AZ-SAT,40682.0,5486767.2,2755568340.6,502.2
AZE,Azerbaijan,AZ-SBN,Shabran district ,Azerbaijan_AZ-SBN,20108.0,3013196.2,1663865811.7,552.2
AZE,Azerbaijan,AZ-SIY,Siyazan district ,Azerbaijan_AZ-SIY,12778.0,2129797.8,1273072882.2,597.7
AZE,Azerbaijan,AZ-SKR,Shamkir district ,Azerbaijan_AZ-SKR,77740.0,11308600.0,6092839646.1,538.8
AZE,Azerbaijan,AZ-SM,Sumgayit city,Azerbaijan_AZ-SM,85626.0,18158874.8,12399168703.6,682.8
AZE,Azerbaijan,AZ-SMI,Shamakhi district ,Azerbaijan_AZ-SMI,34708.0,5370413.3,3036638162.9,565.4
AZE,Azerbaijan,AZ-SMX,Samukh district ,Azerbaijan_AZ-SMX,20602.0,3007028.0,1624564952.7,540.3
AZE,Azerbaijan,AZ-SR,Shirvan city,Azerbaijan_AZ-SR,32742.0,4654846.0,2530508564.1,543.6
AZE,Azerbaijan,AZ-SUS,Shusha district ,Azerbaijan_AZ-SUS,9958.0,1729579.0,1058298320.9,611.9
AZE,Azerbaijan,AZ-TAR,Tartar district ,Azerbaijan_AZ-TAR,37846.0,5322088.7,2781638753.5,522.7
AZE,Azerbaijan,AZ-TOV,Tovuz district ,Azerbaijan_AZ-TOV,68318.0,9124558.2,4544409338.8,498.0
AZE,Azerbaijan,AZ-UCA,Ujar district ,Azerbaijan_AZ-UCA,34136.0,4610398.6,2319089965.1,503.0
AZE,Azerbaijan,AZ-XA,Khankandi city,Azerbaijan_AZ-XA,13380.0,2816858.0,1917357600.0,680.7
AZE,Azerbaijan,AZ-XAC,Khachmaz district ,Azerbaijan_AZ-XAC,61908.0,9161274.700000001,5006931330.599999,546.5
AZE,Azerbaijan,AZ-XCI,Khojaly district ,Azerbaijan_AZ-XCI,10164.0,1439250.3,755331518.4,524.8
AZE,Azerbaijan,AZ-XIZ,Khizi district ,Azerbaijan_AZ-XIZ,5658.0,861042.2,479733928.6,557.2
AZE,Azerbaijan,AZ-XVD,Khojavand district ,Azerbaijan_AZ-XVD,16456.0,2226419.7,1123513317.5,504.6
AZE,Azerbaijan,AZ-YAR,Yardimli district ,Azerbaijan_AZ-YAR,26538.0,3459156.8,1679049395.8,485.4
AZE,Azerbaijan,AZ-YEV,Yevlakh district ,Azerbaijan_AZ-YEV,41848.0,6692774.6,3883443732.7999997,580.2
AZE,Azerbaijan,AZ-ZAN,Zangilan district ,Azerbaijan_AZ-ZAN,11064.0,2048789.3,1292633496.6,630.9
AZE,Azerbaijan,AZ-ZAQ,Zagatala district ,Azerbaijan_AZ-ZAQ,54010.0,6862548.7,3284699107.0,478.6
AZE,Azerbaijan,AZ-ZAR,Zardab district ,Azerbaijan_AZ-ZAR,22650.0,3049375.7,1530010835.6,501.7
