ID_0,NAME_0,ID_1,NAME_1,NAME0_ID1,BUILDINGS,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,COST_PER_AREA_USD
AFG,Afghanistan,AFG-ADM1-1590546715-B1,Ghor,Afghanistan_AFG-ADM1-1590546715-B1,274048.0,23106726.0,5573585576.0,241.2
AFG,Afghanistan,AFG-ADM1-1590546715-B10,Khost,Afghanistan_AFG-ADM1-1590546715-B10,228178.0,19236062.4,4638989799.799999,241.2
AFG,Afghanistan,AFG-ADM1-1590546715-B11,Kabul,Afghanistan_AFG-ADM1-1590546715-B11,1758376.0,148367357.9,35827412393.399994,241.5
AFG,Afghanistan,AFG-ADM1-1590546715-B12,Faryab,Afghanistan_AFG-ADM1-1590546715-B12,355878.0,30013970.9,7242775031.599999,241.3
AFG,Afghanistan,AFG-ADM1-1590546715-B13,Parwan,Afghanistan_AFG-ADM1-1590546715-B13,56414.0,4744096.2,1140612207.7,240.4
AFG,Afghanistan,AFG-ADM1-1590546715-B14,Hirat,Afghanistan_AFG-ADM1-1590546715-B14,757378.0,63896686.099999994,15426473707.8,241.4
AFG,Afghanistan,AFG-ADM1-1590546715-B15,Logar,Afghanistan_AFG-ADM1-1590546715-B15,155698.0,13121754.4,3163017276.1,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B16,Takhar,Afghanistan_AFG-ADM1-1590546715-B16,222620.0,18766206.5,4524819860.1,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B17,Laghman,Afghanistan_AFG-ADM1-1590546715-B17,176892.0,14907608.9,3593633369.3,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B18,Balkh,Afghanistan_AFG-ADM1-1590546715-B18,552372.0,46595430.4,11246677712.2,241.4
AFG,Afghanistan,AFG-ADM1-1590546715-B19,Sar-e-Pul,Afghanistan_AFG-ADM1-1590546715-B19,154322.0,13006187.9,3135171940.2000003,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B2,Hilmand,Afghanistan_AFG-ADM1-1590546715-B2,367710.0,31013611.0,7484010795.3,241.3
AFG,Afghanistan,AFG-ADM1-1590546715-B20,Daykundi,Afghanistan_AFG-ADM1-1590546715-B20,188038.0,15845934.700000001,3819913860.6,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B21,Kandahar,Afghanistan_AFG-ADM1-1590546715-B21,505802.0,42661797.0,10296032386.9,241.3
AFG,Afghanistan,AFG-ADM1-1590546715-B22,Panjsher,Afghanistan_AFG-ADM1-1590546715-B22,205248.0,17298375.0,4170771124.5,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B23,Bamyan,Afghanistan_AFG-ADM1-1590546715-B23,177632.0,14970649.7,3608833576.0,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B24,Paktya,Afghanistan_AFG-ADM1-1590546715-B24,181656.0,15308623.7,3690297444.7,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B25,Nuristan,Afghanistan_AFG-ADM1-1590546715-B25,65784.0,5534460.5,1330929445.2,240.5
AFG,Afghanistan,AFG-ADM1-1590546715-B26,Paktika,Afghanistan_AFG-ADM1-1590546715-B26,58710.0,4937112.8,1187130509.0,240.5
AFG,Afghanistan,AFG-ADM1-1590546715-B27,Jawzjan,Afghanistan_AFG-ADM1-1590546715-B27,215930.0,18200178.5,4388313060.900001,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B28,Kapisa,Afghanistan_AFG-ADM1-1590546715-B28,142258.0,11982128.200000001,2886297120.1,240.9
AFG,Afghanistan,AFG-ADM1-1590546715-B29,Badghis,Afghanistan_AFG-ADM1-1590546715-B29,221862.0,18701106.400000002,4509057825.8,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B3,Uruzgan,Afghanistan_AFG-ADM1-1590546715-B3,379448.0,32003050.6,7722783037.7,241.3
AFG,Afghanistan,AFG-ADM1-1590546715-B30,Wardak,Afghanistan_AFG-ADM1-1590546715-B30,134050.0,11290349.5,2719623498.5,240.9
AFG,Afghanistan,AFG-ADM1-1590546715-B31,Farah,Afghanistan_AFG-ADM1-1590546715-B31,201866.0,17013160.5,4101962301.9,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B32,Nangarhar,Afghanistan_AFG-ADM1-1590546715-B32,218152.0,18387315.3,4433432894.0,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B33,Kunduz,Afghanistan_AFG-ADM1-1590546715-B33,404228.0,34096668.6,8228708277.400001,241.3
AFG,Afghanistan,AFG-ADM1-1590546715-B34,Samangan,Afghanistan_AFG-ADM1-1590546715-B34,264504.0,22301316.7,5379209946.8,241.2
AFG,Afghanistan,AFG-ADM1-1590546715-B4,Nimroz,Afghanistan_AFG-ADM1-1590546715-B4,605260.0,51058900.5,12324719722.800001,241.4
AFG,Afghanistan,AFG-ADM1-1590546715-B5,Baghlan,Afghanistan_AFG-ADM1-1590546715-B5,363916.0,30691840.5,7406350978.5,241.3
AFG,Afghanistan,AFG-ADM1-1590546715-B6,Ghazni,Afghanistan_AFG-ADM1-1590546715-B6,517600.0,43658623.8,10536582197.699999,241.3
AFG,Afghanistan,AFG-ADM1-1590546715-B7,Kunar,Afghanistan_AFG-ADM1-1590546715-B7,179006.0,15086434.9,3636727163.0,241.1
AFG,Afghanistan,AFG-ADM1-1590546715-B8,Zabul,Afghanistan_AFG-ADM1-1590546715-B8,107620.0,9060978.4,2182234768.2,240.8
AFG,Afghanistan,AFG-ADM1-1590546715-B9,Badakhshan,Afghanistan_AFG-ADM1-1590546715-B9,445304.0,37560019.3,9064640863.6,241.3
AGO,Angola,AGO-ADM1-1590546715-B1,Cunene,Angola_AGO-ADM1-1590546715-B1,477844.0,42112636.7,8346002864.9,198.2
AGO,Angola,AGO-ADM1-1590546715-B10,Cuanza Norte,Angola_AGO-ADM1-1590546715-B10,135004.0,11890537.8,2354993646.8,198.1
AGO,Angola,AGO-ADM1-1590546715-B11,Cuanza Sul,Angola_AGO-ADM1-1590546715-B11,724640.0,63871186.699999996,12659562610.1,198.2
AGO,Angola,AGO-ADM1-1590546715-B12,Huambo,Angola_AGO-ADM1-1590546715-B12,647210.0,57044539.699999996,11306458996.0,198.2
AGO,Angola,AGO-ADM1-1590546715-B13,Hu�la,Angola_AGO-ADM1-1590546715-B13,1230672.0,108473848.0,21500200891.3,198.2
AGO,Angola,AGO-ADM1-1590546715-B14,Luanda,Angola_AGO-ADM1-1590546715-B14,6442830.0,567903518.5,112565116509.8,198.2
AGO,Angola,AGO-ADM1-1590546715-B15,Lunda Norte,Angola_AGO-ADM1-1590546715-B15,338598.0,29838481.6,5913410089.5,198.2
AGO,Angola,AGO-ADM1-1590546715-B16,Lunda Sul,Angola_AGO-ADM1-1590546715-B16,195764.0,17244081.8,3415687204.8,198.1
AGO,Angola,AGO-ADM1-1590546715-B17,Moxico,Angola_AGO-ADM1-1590546715-B17,460502.0,40582591.1,8042773584.3,198.2
AGO,Angola,AGO-ADM1-1590546715-B18,Namibe,Angola_AGO-ADM1-1590546715-B18,244302.0,21525892.099999998,4265521972.4,198.2
AGO,Angola,AGO-ADM1-1590546715-B2,Cabinda,Angola_AGO-ADM1-1590546715-B2,539822.0,47574418.8,9428526894.1,198.2
AGO,Angola,AGO-ADM1-1590546715-B3,Zaire,Angola_AGO-ADM1-1590546715-B3,302788.0,26683324.9,5288124705.3,198.2
AGO,Angola,AGO-ADM1-1590546715-B4,U�ge,Angola_AGO-ADM1-1590546715-B4,348858.0,30743474.8,6092759574.9,198.2
AGO,Angola,AGO-ADM1-1590546715-B5,Malanje,Angola_AGO-ADM1-1590546715-B5,365444.0,32205676.1,6382543031.2,198.2
AGO,Angola,AGO-ADM1-1590546715-B6,Cuando Cubango,Angola_AGO-ADM1-1590546715-B6,160840.0,14166873.2,2806103198.7,198.1
AGO,Angola,AGO-ADM1-1590546715-B7,Bengo,Angola_AGO-ADM1-1590546715-B7,172244.0,15174463.9,3005697292.8,198.1
AGO,Angola,AGO-ADM1-1590546715-B8,Benguela,Angola_AGO-ADM1-1590546715-B8,757666.0,66780146.3,13236126952.9,198.2
AGO,Angola,AGO-ADM1-1590546715-B9,Bi�,Angola_AGO-ADM1-1590546715-B9,413378.0,36431139.7,7219954510.1,198.2
ALB,Albania,1,Berat,Albania_1,75993.5,6754361.548673256,3160503015.66,467.9
ALB,Albania,10,Shkoder,Albania_10,99628.2,9081767.289010966,4286885010.94,472.0
ALB,Albania,11,Tirane,Albania_11,236275.6,32720001.18033926,16687208855.86,510.0
ALB,Albania,12,Vlore,Albania_12,108711.40000000001,12593045.168515582,5800527132.09,460.6
ALB,Albania,2,Diber,Albania_2,62993.9,5334098.494044817,2521798609.63,472.8
ALB,Albania,3,Durres,Albania_3,117580.7,13932849.127842776,6519177414.71,467.9
ALB,Albania,4,Elbasan,Albania_4,133341.0,12651405.628887149,5975217927.49,472.3
ALB,Albania,5,Fier,Albania_5,157456.6,14584589.312678728,6836260591.61,468.7
ALB,Albania,6,Gjirokaster,Albania_6,53639.0,5043598.059504937,2312776013.97,458.6
ALB,Albania,7,Korce,Albania_7,109848.0,10505952.962280126,4926061539.07,468.9
ALB,Albania,8,Kukes,Albania_8,34644.5,3143437.686909042,1494886599.51,475.6
ALB,Albania,9,Lezhe,Albania_9,65269.2,6202954.188493871,2908748050.91,468.9
AND,Andorra,1,Andorra la Vella,Andorra_1,7515.570427766667,2359681.7433836153,5059178109.76,2144.0
AND,Andorra,2,Canillo,Andorra_2,3747.5710572,918751.3782941999,1847688559.0800002,2011.1
AND,Andorra,3,Encamp,Andorra_3,4971.4775581,1476507.9763399493,3049479519.6,2065.3
AND,Andorra,4,Escaldes-Engordany,Andorra_4,8615.511858266667,1986948.0369553422,3723166515.77,1873.8
AND,Andorra,5,La Massana,Andorra_5,4778.4393141,1213457.7526358282,2420281821.4700003,1994.5
AND,Andorra,6,Ordino,Andorra_6,1350.0178936166667,391926.7739019726,829742994.11,2117.1
AND,Andorra,7,Sant Julia de Loria,Andorra_7,5170.569643616666,1157212.1186541093,2068911027.72,1787.8
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B1,Abu Dhabi,United_Arab_Emirates_ARE-ADM1-1590546715-B1,267712.0,153027638.6,255543570064.0,1669.9
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B2,Ajman,United_Arab_Emirates_ARE-ADM1-1590546715-B2,94338.0,24766233.4,36234339830.2,1463.1
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B3,Dubai,United_Arab_Emirates_ARE-ADM1-1590546715-B3,405928.0,237194613.2,377925059664.7,1593.3
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B4,Fujairah,United_Arab_Emirates_ARE-ADM1-1590546715-B4,53680.0,17393476.8,25938971904.5,1491.3
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B5,Ras al-Khaimah,United_Arab_Emirates_ARE-ADM1-1590546715-B5,145588.0,37304332.0,52466177578.5,1406.4
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B6,Sharjah,United_Arab_Emirates_ARE-ADM1-1590546715-B6,369444.0,95516325.9,136352227128.7,1427.5
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B7,Umm al-Quwain,United_Arab_Emirates_ARE-ADM1-1590546715-B7,31280.0,7479975.8,10189748773.300001,1362.3
ARG,Argentina,AREA # 02,Ciudad Autónoma de Buenos Aires,Argentina_AREA # 02,1658319.10000044,313109051.7040858,336867466094.70636,1075.9
ARG,Argentina,AREA # 06,Buenos Aires,Argentina_AREA # 06,9465779.099998232,1011946254.2622743,1018920648127.6321,1006.9
ARG,Argentina,AREA # 10,Catamarca,Argentina_AREA # 10,213418.500000037,18681563.584172755,17641394720.4967,944.3
ARG,Argentina,AREA # 14,Córdoba,Argentina_AREA # 14,2201198.799999387,231423732.70109043,230888808088.35965,997.7
ARG,Argentina,AREA # 18,Corrientes,Argentina_AREA # 18,526938.899999866,48336487.16724375,46891214777.651596,970.1
ARG,Argentina,AREA # 22,Chaco,Argentina_AREA # 22,566954.699999792,52321688.64504672,50539394899.20227,965.9
ARG,Argentina,AREA # 26,Chubut,Argentina_AREA # 26,297037.699999926,30152467.509361915,29986903999.727955,994.5
ARG,Argentina,AREA # 30,Entre Ríos,Argentina_AREA # 30,767170.099999721,75985008.90842316,74984648336.95619,986.8
ARG,Argentina,AREA # 34,Formosa,Argentina_AREA # 34,281969.29999989,24708371.96278709,23669536309.08561,958.0
ARG,Argentina,AREA # 38,Jujuy,Argentina_AREA # 38,354941.799999866,32263652.69775934,31757113278.037144,984.3
ARG,Argentina,AREA # 42,La Pampa,Argentina_AREA # 42,239763.200000066,23159420.439021233,22699805662.720184,980.2
ARG,Argentina,AREA # 46,La Rioja,Argentina_AREA # 46,199932.399999922,17867170.844053663,17143853081.10647,959.5
ARG,Argentina,AREA # 50,Mendoza,Argentina_AREA # 50,998898.099999446,101892862.71365966,103363741193.13501,1014.4
ARG,Argentina,AREA # 54,Misiones,Argentina_AREA # 54,628227.000000475,56883316.58851113,57357070582.48345,1008.3
ARG,Argentina,AREA # 58,Neuquén,Argentina_AREA # 58,333754.599999917,33037640.070439667,32753560744.70056,991.4
ARG,Argentina,AREA # 62,Río negro,Argentina_AREA # 62,410630.10000017204,40428821.32877922,39975601600.439095,988.8
ARG,Argentina,AREA # 66,Salta,Argentina_AREA # 66,568314.900000015,52443782.72333132,52368411321.81041,998.6
ARG,Argentina,AREA # 70,San Juan,Argentina_AREA # 70,349461.800000138,34119509.39335249,34152057264.295525,1001.0
ARG,Argentina,AREA # 74,San Luis,Argentina_AREA # 74,258555.899999924,25069269.655182924,24606038976.64147,981.5
ARG,Argentina,AREA # 78,Santa Cruz,Argentina_AREA # 78,148745.49999999,14778770.799696947,14691429405.817665,994.1
ARG,Argentina,AREA # 82,Santa Fe,Argentina_AREA # 82,2035451.499998964,221677974.66317797,222981752343.52512,1005.9
ARG,Argentina,AREA # 86,Santiago del Estero,Argentina_AREA # 86,443573.60000006,39159108.39162633,37022625319.7657,945.4
