ID_0,NAME_0,ID_1,NAME_1,NAME0_ID1,ADO/E,MUR,Masonry,Others,RC,W,ADO/E_%,MUR_%,Masonry_%,Others_%,RC_%,W_%
AFG,Afghanistan,AFG-ADM1-1590546715-B18,Balkh,Afghanistan_AFG-ADM1-1590546715-B18,197076.0,65431.0,2012.0,9476.0,2191.0,,0.7135625991179857,0.23690918439022976,0.007284945652567472,0.03431021123445794,0.007933059604759112,
AFG,Afghanistan,AFG-ADM1-1590546715-B19,Sar-e-Pul,Afghanistan_AFG-ADM1-1590546715-B19,55070.0,18283.0,559.0,2647.0,602.0,,0.7137025181114812,0.23694612563341585,0.0072445924754733606,0.034304894959889067,0.007801868819740543,
AFG,Afghanistan,AFG-ADM1-1590546715-B2,Hilmand,Afghanistan_AFG-ADM1-1590546715-B2,131195.0,43559.0,1334.0,6309.0,1458.0,,0.7135786353376302,0.23692039922765223,0.007255717821109026,0.034315085257403934,0.007930162356204617,
AFG,Afghanistan,AFG-ADM1-1590546715-B20,Daykundi,Afghanistan_AFG-ADM1-1590546715-B20,67091.0,22275.0,686.0,3226.0,741.0,,0.7135898063157446,0.2369201969814612,0.00729639753666812,0.034312213488762906,0.007881385677363087,
AFG,Afghanistan,AFG-ADM1-1590546715-B21,Kandahar,Afghanistan_AFG-ADM1-1590546715-B21,180452.0,59919.0,1847.0,8676.0,2007.0,,0.7135282185519235,0.2369267025436831,0.007303253051589357,0.034305914171948705,0.007935911680855355,
AFG,Afghanistan,AFG-ADM1-1590546715-B22,Panjsher,Afghanistan_AFG-ADM1-1590546715-B22,73232.0,24312.0,750.0,3520.0,810.0,,0.7135952603679451,0.23690364826941065,0.00730823199251637,0.034299968818210166,0.00789289055191768,
AFG,Afghanistan,AFG-ADM1-1590546715-B23,Bamyan,Afghanistan_AFG-ADM1-1590546715-B23,63386.0,21041.0,644.0,3047.0,698.0,,0.7136777157268961,0.23690551252026662,0.007250945775535939,0.034306881642947214,0.00785894433435417,
AFG,Afghanistan,AFG-ADM1-1590546715-B24,Paktya,Afghanistan_AFG-ADM1-1590546715-B24,64816.0,21520.0,660.0,3117.0,715.0,,0.7136125423878099,0.23693134275773992,0.007266481701677896,0.034317611309287885,0.007872021843484388,
AFG,Afghanistan,AFG-ADM1-1590546715-B25,Nuristan,Afghanistan_AFG-ADM1-1590546715-B25,23483.0,7792.0,233.0,1129.0,255.0,,0.713942600024322,0.2368965097896145,0.00708378937127569,0.03432445579472212,0.0077526450200656695,
AFG,Afghanistan,AFG-ADM1-1590546715-B26,Paktika,Afghanistan_AFG-ADM1-1590546715-B26,20952.0,6956.0,210.0,1007.0,230.0,,0.7137455288707205,0.23696133537727815,0.007153806847215125,0.0343042071197411,0.007835121785045137,
AFG,Afghanistan,AFG-ADM1-1590546715-B27,Jawzjan,Afghanistan_AFG-ADM1-1590546715-B27,77046.0,25581.0,783.0,3704.0,851.0,,0.7136201546797574,0.23693789654054553,0.007252350298707915,0.03430741443986477,0.00788218404112444,
AFG,Afghanistan,AFG-ADM1-1590546715-B28,Kapisa,Afghanistan_AFG-ADM1-1590546715-B28,50763.0,16849.0,519.0,2441.0,557.0,,0.713675153594174,0.23687947250769728,0.0072966019485723125,0.03431792939588635,0.007830842553670092,
AFG,Afghanistan,AFG-ADM1-1590546715-B29,Badghis,Afghanistan_AFG-ADM1-1590546715-B29,79169.0,26280.0,803.0,3805.0,874.0,,0.7136778718302368,0.23690402141871975,0.007238733987794214,0.034300601274666234,0.007878771488582993,
AFG,Afghanistan,AFG-ADM1-1590546715-B3,Uruzgan,Afghanistan_AFG-ADM1-1590546715-B3,135381.0,44952.0,1378.0,6509.0,1504.0,,0.7135681305475322,0.23693365098775063,0.007263182306930066,0.03430773123062976,0.007927304927157344,
AFG,Afghanistan,AFG-ADM1-1590546715-B30,Wardak,Afghanistan_AFG-ADM1-1590546715-B30,47833.0,15877.0,486.0,2301.0,528.0,,0.7136590824319284,0.23688176053711302,0.0072510257366654235,0.03433047370384185,0.007877657590451325,
AFG,Afghanistan,AFG-ADM1-1590546715-B31,Farah,Afghanistan_AFG-ADM1-1590546715-B31,72023.0,23916.0,736.0,3462.0,796.0,,0.7135723697898606,0.2369492633727324,0.007291965957615448,0.03429998117563136,0.007886419704160185,
AFG,Afghanistan,AFG-ADM1-1590546715-B32,Nangarhar,Afghanistan_AFG-ADM1-1590546715-B32,77836.0,25845.0,789.0,3743.0,863.0,,0.7135941912061315,0.23694488246727052,0.007233488576772159,0.03431552312149327,0.00791191462833254,
AFG,Afghanistan,AFG-ADM1-1590546715-B33,Kunduz,Afghanistan_AFG-ADM1-1590546715-B33,144226.0,47883.0,1470.0,6934.0,1601.0,,0.7135873813788258,0.23691085229128117,0.007273123088949801,0.034307371087604024,0.007921272153339204,
AFG,Afghanistan,AFG-ADM1-1590546715-B34,Samangan,Afghanistan_AFG-ADM1-1590546715-B34,94373.0,31331.0,963.0,4538.0,1047.0,,0.7135846716873847,0.23690378973474882,0.007281553398058253,0.03431328070652996,0.007916704473278286,
AFG,Afghanistan,AFG-ADM1-1590546715-B4,Nimroz,Afghanistan_AFG-ADM1-1590546715-B4,215943.0,71699.0,2205.0,10383.0,2400.0,,0.7135545055017678,0.2369196708852394,0.007286124971086805,0.03430922248289991,0.007930476159006047,
AFG,Afghanistan,AFG-ADM1-1590546715-B5,Baghlan,Afghanistan_AFG-ADM1-1590546715-B5,129836.0,43107.0,1327.0,6242.0,1446.0,,0.7135492806032161,0.23690631904065773,0.007292891766231767,0.034304619747414236,0.007946888842480133,
AFG,Afghanistan,AFG-ADM1-1590546715-B6,Ghazni,Afghanistan_AFG-ADM1-1590546715-B6,184668.0,61312.0,1890.0,8879.0,2051.0,,0.7135548686244204,0.23690880989180835,0.007302936630602782,0.03430834621329212,0.007925038639876352,
AFG,Afghanistan,AFG-ADM1-1590546715-B7,Kunar,Afghanistan_AFG-ADM1-1590546715-B7,63876.0,21204.0,652.0,3070.0,701.0,,0.7136744019753528,0.23690826005832208,0.007284672022166855,0.03430052623934393,0.007832139704814363,
AFG,Afghanistan,AFG-ADM1-1590546715-B8,Zabul,Afghanistan_AFG-ADM1-1590546715-B8,38398.0,12750.0,391.0,1847.0,424.0,,0.7135848355324289,0.23694480579817878,0.007266307377810816,0.03432447500464598,0.007879576286935515,
AFG,Afghanistan,AFG-ADM1-1590546715-B9,Badakhshan,Afghanistan_AFG-ADM1-1590546715-B9,158876.0,52751.0,1624.0,7640.0,1761.0,,0.7135619711478002,0.23692129421698435,0.007293893609758726,0.034313637425219624,0.007909203600237141,
AGO,Angola,AGO-ADM1-1590546715-B1,Cunene,Angola_AGO-ADM1-1590546715-B1,62250.0,101813.0,12177.0,31142.0,10760.0,20780.0,0.26054528256083576,0.42613488921070475,0.050966424188647344,0.1303437942089887,0.04503561831894928,0.08697399151187417
AGO,Angola,AGO-ADM1-1590546715-B10,Cuanza Norte,Angola_AGO-ADM1-1590546715-B10,17586.0,28764.0,3440.0,8798.0,3041.0,5873.0,0.2605256140558798,0.4261207075345916,0.050961452993985364,0.13033687890729165,0.045050517021717876,0.08700482948653374
AGO,Angola,AGO-ADM1-1590546715-B11,Cuanza Sul,Angola_AGO-ADM1-1590546715-B11,94402.0,154405.0,18463.0,47223.0,16316.0,31511.0,0.260548686244204,0.42615643629940386,0.050957716935305805,0.13033506292779862,0.04503201589754913,0.08697008169573857
AGO,Angola,AGO-ADM1-1590546715-B12,Huambo,Angola_AGO-ADM1-1590546715-B12,84313.0,137901.0,16492.0,42177.0,14576.0,28146.0,0.26054294587537274,0.42613989277050723,0.05096336583180112,0.13033482177345837,0.045042567327451676,0.08697640642140882
AGO,Angola,AGO-ADM1-1590546715-B13,Hu�la,Angola_AGO-ADM1-1590546715-B13,160319.0,262227.0,31358.0,80198.0,27716.0,53518.0,0.2605389575776486,0.426152541050743,0.050960775901296204,0.1303320462316523,0.045042058322607485,0.08697362091605237
AGO,Angola,AGO-ADM1-1590546715-B14,Luanda,Angola_AGO-ADM1-1590546715-B14,839309.0,1372828.0,164179.0,419839.0,145104.0,280156.0,0.2605404767780618,0.4261568285986127,0.05096487102717284,0.13032751135758666,0.04504356005047471,0.08696675218809126
AGO,Angola,AGO-ADM1-1590546715-B15,Lunda Norte,Angola_AGO-ADM1-1590546715-B15,44107.0,72149.0,8630.0,22062.0,7625.0,14726.0,0.2605272328838327,0.4261631787547475,0.05097490239162665,0.13031382347208192,0.04503865941322748,0.08698220308448366
AGO,Angola,AGO-ADM1-1590546715-B16,Lunda Sul,Angola_AGO-ADM1-1590546715-B16,25504.0,41710.0,4992.0,12757.0,4409.0,8510.0,0.26055863182198974,0.426125334586543,0.05100018389489385,0.1303303978259537,0.04504403261069451,0.08694141925992521
AGO,Angola,AGO-ADM1-1590546715-B17,Moxico,Angola_AGO-ADM1-1590546715-B17,59989.0,98127.0,11733.0,30005.0,10370.0,20027.0,0.2605374135182909,0.4261740448467108,0.050957433409626884,0.13031430916695258,0.04503780656761534,0.08697899249080351
AGO,Angola,AGO-ADM1-1590546715-B18,Namibe,Angola_AGO-ADM1-1590546715-B18,31825.0,52052.0,6225.0,15921.0,5504.0,10624.0,0.2605381863431327,0.42612831659175937,0.05096151484637866,0.13033867917577424,0.04505898437180211,0.08697431867115292
AGO,Angola,AGO-ADM1-1590546715-B2,Cabinda,Angola_AGO-ADM1-1590546715-B2,70322.0,115026.0,13756.0,35175.0,12157.0,23475.0,0.26053773280822196,0.4261626980745505,0.050964947704984234,0.1303207353535054,0.04504077269914898,0.0869731133595889
AGO,Angola,AGO-ADM1-1590546715-B3,Zaire,Angola_AGO-ADM1-1590546715-B3,39445.0,64520.0,7711.0,19731.0,6818.0,13169.0,0.2605453320475052,0.426172767745089,0.05093332628769964,0.1303288109172094,0.04503480983394322,0.08698495316855358
AGO,Angola,AGO-ADM1-1590546715-B4,U�ge,Angola_AGO-ADM1-1590546715-B4,45444.0,74339.0,8890.0,22729.0,7858.0,15169.0,0.2605300724076845,0.4261848660486502,0.05096629574210711,0.13030516714537146,0.045049848362370935,0.08696375029381583
AGO,Angola,AGO-ADM1-1590546715-B5,Malanje,Angola_AGO-ADM1-1590546715-B5,47604.0,77869.0,9317.0,23813.0,8229.0,15890.0,0.2605269206773131,0.42616105340353105,0.05099002856798853,0.1303236610807675,0.045035627893740215,0.08696270837665962
AGO,Angola,AGO-ADM1-1590546715-B6,Cuando Cubango,Angola_AGO-ADM1-1590546715-B6,20953.0,34271.0,4099.0,10484.0,3619.0,6994.0,0.26054464063665755,0.4261502113902014,0.050969907983088786,0.13036558070131807,0.04500124347177319,0.08696841581696095
AGO,Angola,AGO-ADM1-1590546715-B7,Bengo,Angola_AGO-ADM1-1590546715-B7,22440.0,36703.0,4389.0,11223.0,3877.0,7490.0,0.26056060007895776,0.4261744966442953,0.050962587956619676,0.13031513434430228,0.045017533266761105,0.08696964770906389
AGO,Angola,AGO-ADM1-1590546715-B8,Benguela,Angola_AGO-ADM1-1590546715-B8,98702.0,161440.0,19310.0,49371.0,17066.0,32944.0,0.26054224420787,0.426150836912307,0.050972328176267644,0.1303239158151481,0.04504887377815554,0.08696180111025174
AGO,Angola,AGO-ADM1-1590546715-B9,Bi�,Angola_AGO-ADM1-1590546715-B9,53854.0,88083.0,10531.0,26938.0,9310.0,17973.0,0.26055571414056866,0.42616201152456107,0.05095094562361809,0.13033107712553643,0.04504351949063569,0.08695673209508005
AIA,Anguilla,AIA,Anguilla,Anguilla_AIA,,,26.0,227.0,3179.0,229.0,,,0.0071018847309478285,0.06200491668942912,0.8683419830647364,0.06255121551488664
ALB,Albania,1,Berat,Albania_1,,17060.596960680003,18628.590980208,211.578289632,2328.83124068,355.21999999999997,,0.44215829123499567,0.4827958819323822,0.005483459648083695,0.06035615543388942,0.009206211750648782
ALB,Albania,10,Shkoder,Albania_10,,22327.5157898973,24397.74316243388,375.36806375352,3293.7520498973,462.51000000000005,,0.439026377742639,0.4797332988807104,0.00738086954682807,0.0647651106937345,0.009094343136087956
ALB,Albania,11,Tirane,Albania_11,,48042.995680331,54813.15191408359,850.3806007943999,15780.760140331,1012.58,,0.398697495225074,0.4548814257742812,0.007057108132487398,0.13096080815946132,0.008403162708696104
ALB,Albania,12,Vlore,Albania_12,,22703.42984770005,25885.34991878678,172.03917048012,5579.44764770005,493.82,,0.4140386256392662,0.47206676596715624,0.003137449371286263,0.10175144686845582,0.009005712153835431
ALB,Albania,2,Diber,Albania_2,,14346.522304343249,15050.7254778447,43.696162423800004,1882.89428434325,294.74,,0.4537371098870376,0.4760089264248404,0.001381977459814586,0.059550251460041066,0.009321734768266372
ALB,Albania,3,Durres,Albania_3,,24608.8556680771,27901.35156097476,427.00180338504003,6512.6670880771,526.44,,0.4103095565027544,0.4652061574590694,0.007119507015519923,0.1085873142823712,0.008777464740285026
ALB,Albania,4,Elbasan,Albania_4,,29487.6403481939,32690.066434572836,1000.4236036653601,5656.7340681938995,614.3900000000001,,0.42459261196906545,0.47070435372248065,0.014405102135674867,0.08145132892520356,0.008846603247575623
ALB,Albania,5,Fier,Albania_5,,35632.52628983325,39856.381790288695,1926.7622155998001,5933.16696983325,731.58,,0.4237910258852954,0.4740269266791158,0.022915707108284437,0.07056538445919291,0.00870095586811157
ALB,Albania,6,Gjirokaster,Albania_6,,12164.428590387899,13096.684312879239,284.84092893096,1813.3709703879001,251.6,,0.4405657788488344,0.4743297954167991,0.01031624007408409,0.06567585053210759,0.0091123351281749
ALB,Albania,7,Korce,Albania_7,,24729.63801269725,26716.0368794471,317.85420647340004,3535.05925269725,508.44,,0.4431276622904889,0.4787217249996717,0.005695594548995733,0.06334433774978009,0.009110680411063662
ALB,Albania,8,Kukes,Albania_8,,7628.672140000001,8158.14068,,1375.2071799999999,160.18,,0.4403985717749478,0.4709644664072693,,0.07938986849245476,0.009247093325328191
ALB,Albania,9,Lezhe,Albania_9,,14771.71176790775,15981.9220085909,123.41495497860001,1797.97058790775,302.40000000000003,,0.44793413410686583,0.4846322828905021,0.0037424079120118845,0.05452126409572793,0.009169910994892233
AND,Andorra,1,Andorra la Vella,Andorra_1,,17.080000000000002,1887.1122413316998,627.0721011992,1149.9223373306666,76.4837479051,,0.004545369352721902,0.5022027018088667,0.16687788704553688,0.30602000878882596,0.02035403300404856
AND,Andorra,2,Canillo,Andorra_2,,1.96,956.5574254584,277.0423413184,596.971237728,41.140052695200005,,0.0010460747592104078,0.5105258053608792,0.1478607145335372,0.31861048151115134,0.021956923835221853
AND,Andorra,3,Encamp,Andorra_3,,9.48,1219.5316598907,421.4553089832,782.0046299440002,53.40595928210001,,0.003813542613597482,0.49058396135279064,0.16953985026733404,0.31457890087784535,0.021483744888432528
AND,Andorra,4,Escaldes-Engordany,Andorra_4,,7.2,2193.3012119652,646.8621017952,1369.1790726506665,91.2694718556,,0.001671382185873146,0.5091450797128634,0.15016024911902207,0.3178363210136997,0.02118696796854171
AND,Andorra,5,La Massana,Andorra_5,,5.2,1193.2768727727,378.6220934152,763.304911384,48.735436528099996,,0.00217651602370407,0.49945889121255077,0.1584763563935696,0.3194894943460175,0.020398742024158128
AND,Andorra,6,Ordino,Andorra_6,,2.0,338.19933293665,108.35922994040001,212.43423313466667,13.82509760495,,0.002963762548264775,0.5011712584028866,0.16057551372808435,0.31480231206693654,0.02048715325382793
AND,Andorra,7,Sant Julia de Loria,Andorra_7,,5.32,1266.16578293665,421.6475299404,837.5963331346666,54.539997604949995,,0.002057812427085006,0.48976159452572454,0.1630961516844083,0.3239879968431108,0.021096444519671534
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B1,Abu Dhabi,United_Arab_Emirates_ARE-ADM1-1590546715-B1,,6542.0,24249.0,2867.0,100198.0,,,0.048873416208462826,0.1811573631365049,0.021418539325842697,0.7485506813291896,
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B2,Ajman,United_Arab_Emirates_ARE-ADM1-1590546715-B2,,835.0,16608.0,531.0,29195.0,,,0.01770230447963705,0.352095656045284,0.011257393627170388,0.6189446458479085,
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B3,Dubai,United_Arab_Emirates_ARE-ADM1-1590546715-B3,,5238.0,32612.0,2919.0,162195.0,,,0.02580753237027256,0.16067874105752744,0.014381860822608936,0.799131865749591,
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B4,Fujairah,United_Arab_Emirates_ARE-ADM1-1590546715-B4,,485.0,8731.0,675.0,16949.0,,,0.01807004470938897,0.3252980625931446,0.02514903129657228,0.6314828614008942,
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B5,Ras al-Khaimah,United_Arab_Emirates_ARE-ADM1-1590546715-B5,,776.0,25645.0,651.0,45722.0,,,0.01066021924883919,0.3522955188614446,0.00894304475643597,0.6281012171332803,
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B6,Sharjah,United_Arab_Emirates_ARE-ADM1-1590546715-B6,,2386.0,65067.0,1788.0,115481.0,,,0.01291670726821927,0.35224282976581023,0.009679410140643779,0.6251610528253267,
ARE,United_Arab_Emirates,ARE-ADM1-1590546715-B7,Umm al-Quwain,United_Arab_Emirates_ARE-ADM1-1590546715-B7,,159.0,6766.0,172.0,8543.0,,,0.010166240409207161,0.4326086956521739,0.010997442455242966,0.546227621483376,
ARG,Argentina,AREA # 02,Ciudad Autónoma de Buenos Aires,Argentina_AREA # 02,566.0,286487.89999985404,394290.700000436,30237.8999999,112332.80000025,5244.0,0.0006826191300027627,0.34551611493678236,0.4755306971775228,0.03646814309371427,0.13547794736209362,0.006324478299884253
ARG,Argentina,AREA # 06,Buenos Aires,Argentina_AREA # 06,17100.0,2731490.5999994148,1505506.999997867,75277.400000262,191378.300000689,212138.0,0.003613013465998339,0.577129375441273,0.3180945651547985,0.015905161396859064,0.040435811403646736,0.044822073137424305
ARG,Argentina,AREA # 10,Catamarca,Argentina_AREA # 10,21490.0,57755.300000015,23178.600000051,1203.400000032,1907.799999939,1174.0,0.201388635083536,0.5412406252137351,0.21721296496777653,0.01127738871409826,0.017878512703587028,0.01100187331726716
ARG,Argentina,AREA # 14,Córdoba,Argentina_AREA # 14,10751.0,685448.599999932,342068.599999452,15295.400000118,42758.199999885,4279.0,0.00976830109518909,0.6227949316412579,0.3108017003073617,0.013897318628267869,0.038849871815383755,0.0038878765125396814
ARG,Argentina,AREA # 18,Corrientes,Argentina_AREA # 18,12509.0,153242.999999961,64321.100000048005,5737.099999911,5278.899999946,22380.0,0.047478053403630115,0.5816355694084769,0.24413147500060053,0.021775229049303763,0.02003612567830036,0.08494354745968838
ARG,Argentina,AREA # 22,Chaco,Argentina_AREA # 22,10328.0,180637.899999967,70216.299999854,6812.900000011,5723.49999996,9759.0,0.03643321377070914,0.6372210714359777,0.2476961142605466,0.024033292224909478,0.02019030780549927,0.034426000502357716
ARG,Argentina,AREA # 26,Chubut,Argentina_AREA # 26,4046.0,85421.999999932,44391.299999805,2219.700000032,4877.100000157,7562.0,0.02724247078303598,0.5751622192848855,0.29889488217144655,0.014945653088971014,0.03283842171532918,0.050916352956331706
ARG,Argentina,AREA # 30,Entre Ríos,Argentina_AREA # 30,3391.0,239981.399999972,109707.800000117,5044.1999999399995,11800.099999692,13661.0,0.008840271595257031,0.6256268810999022,0.2860061185842447,0.013150132108600738,0.030762633101878413,0.03561396351011687
ARG,Argentina,AREA # 34,Formosa,Argentina_AREA # 34,6554.0,80823.499999945,29903.799999964,8135.999999986,1878.099999995,13689.0,0.04648741279180613,0.5732797387512948,0.21210715511778133,0.05770851243110832,0.01332133200550178,0.09709584890250751
ARG,Argentina,AREA # 38,Jujuy,Argentina_AREA # 38,35255.0,91676.700000018,38381.799999923,2643.699999993,2992.5999999319997,6521.0,0.19865239802844536,0.5165734306719033,0.21627107107170296,0.014896535091941865,0.016862492308223433,0.036744072827783074
ARG,Argentina,AREA # 42,La Pampa,Argentina_AREA # 42,2915.0,76815.699999983,35012.499999951004,1614.3000000460002,3163.000000086,361.0,0.024315678399072376,0.6407635873753724,0.29205924183407556,0.013465797475382868,0.026384387917103628,0.0030113069989931825
ARG,Argentina,AREA # 46,La Rioja,Argentina_AREA # 46,10269.0,59406.799999978,26082.199999933,1198.999999993,1880.100000018,1129.0,0.10272482371531962,0.5942694573462839,0.260910448641623,0.011994065988309393,0.018807375700557155,0.011293828607906889
ARG,Argentina,AREA # 50,Mendoza,Argentina_AREA # 50,81688.0,259302.699999843,124663.399999825,8448.700000083,17884.999999695,7461.0,0.1635563044702292,0.5191777415425377,0.24960196120195557,0.0169160482517775,0.03580947636617574,0.01493846816732421
ARG,Argentina,AREA # 54,Misiones,Argentina_AREA # 54,525.0,104052.700000109,51658.300000188,4304.299999989,7471.000000189,146102.0,0.0016713714446322586,0.3312584981277509,0.1644575380924968,0.013703017350689992,0.023784411548882847,0.46512516343554716
ARG,Argentina,AREA # 58,Neuquén,Argentina_AREA # 58,4445.0,93552.29999996,48309.699999953,3454.4000000260003,5007.7999999779995,12108.0,0.02663635295895551,0.5606056429518623,0.2894925130573681,0.020700251442544088,0.030008892766540247,0.07255634682272966
ARG,Argentina,AREA # 62,Río negro,Argentina_AREA # 62,4958.0,117379.90000002302,57307.300000004,3016.299999967,5993.400000178,16660.0,0.024148271752297792,0.5717066808104266,0.27911905078470184,0.014691091586458035,0.0291912569432271,0.0811436481228885
ARG,Argentina,AREA # 66,Salta,Argentina_AREA # 66,34632.0,141178.600000029,63743.300000068004,5583.400000033,5387.399999885,33633.0,0.12187598646807099,0.49683186484132424,0.22432367660656263,0.019648948453737856,0.01895919061804314,0.11836033301226125
ARG,Argentina,AREA # 70,San Juan,Argentina_AREA # 70,53557.0,72548.199999975,37428.200000003,3666.600000037,5055.200000123,2476.0,0.3065108005894637,0.4151988883491769,0.21420444660125634,0.02098423178020928,0.028931295613599674,0.014170337066294083
ARG,Argentina,AREA # 74,San Luis,Argentina_AREA # 74,5449.0,79046.40000006699,37929.099999954,2157.200000037,3908.899999866,787.0,0.042149606737773626,0.6114469946851849,0.2933926681805379,0.016686572152006755,0.0302364833495385,0.006087674894958313
ARG,Argentina,AREA # 78,Santa Cruz,Argentina_AREA # 78,418.0,42627.20000001,22149.900000020003,1290.1999999949999,2205.399999965,5682.0,0.00562034187275783,0.5731565480346381,0.29782299150122266,0.01734776335933983,0.029653353985606232,0.07639900124643537
ARG,Argentina,AREA # 82,Santa Fe,Argentina_AREA # 82,7489.0,615131.299999726,319393.499998806,18031.300000151998,45066.80000028,12614.0,0.007358562850771139,0.6044174566062946,0.3138305706862045,0.017717245871575395,0.04428186410538032,0.012394299879773954
ARG,Argentina,AREA # 86,Santiago del Estero,Argentina_AREA # 86,17842.0,143296.99999991502,47023.800000076,5771.000000058,3385.200000011,4467.0,0.08044691729863548,0.6461048037291633,0.21202330174160347,0.02602057839564462,0.015263361979611353,0.020141036855341594
ARG,Argentina,AREA # 90,Tucumán,Argentina_AREA # 90,11107.0,210304.400000036,89787.500000124,3676.199999955,7908.899999869,35867.0,0.03096882484643984,0.5863761707064677,0.25034783117885634,0.01025007597903021,0.022051799660029812,0.100005297629176
ARG,Argentina,AREA # 94,Tierra del Fuego,Argentina_AREA # 94,11.0,10918.999999964,7810.799999998,1255.499999981,1220.80000003,14796.0,0.0003054444077296386,0.30319522618081163,0.21688774362673185,0.034862313990796166,0.03389877572413692,0.4108504960697939
ARM,Armenia,AM-AG,Aragatsotn,Armenia_AM-AG,,27264.0,315.0,3165.0,888.0,755.0,,0.8418192484638898,0.009726124679655418,0.09772439559082348,0.02741840862074289,0.02331182264488838
ARM,Armenia,AM-AR,Ararat,Armenia_AM-AR,,54577.0,693.0,6162.0,1876.0,1487.0,,0.8423026468091673,0.010695269696735859,0.09509993055019678,0.02895285130025465,0.022949301643645344
ARM,Armenia,AM-AV,Armavir,Armenia_AM-AV,,55503.0,730.0,6178.0,1946.0,1499.0,,0.8427933673469388,0.011084791059280855,0.09381073858114675,0.029549319727891158,0.02276178328474247
ARM,Armenia,AM-ER,Yerevan,Armenia_AM-ER,,173979.0,4495.0,11180.0,9859.0,3579.0,,0.856651172867469,0.02213282650227483,0.05504894333602505,0.048544501999094006,0.01762255529513718
ARM,Armenia,AM-GR,Gegharkunik,Armenia_AM-GR,,48343.0,621.0,5427.0,1676.0,1314.0,,0.842491417019571,0.01082239765776128,0.09457834474826161,0.029208274515954757,0.022899566058451403
ARM,Armenia,AM-KT,Kotayk,Armenia_AM-KT,,48691.0,809.0,4772.0,2000.0,1225.0,,0.8468441831747744,0.01407029931996452,0.08299563455484633,0.03478442353514096,0.021305459415273842
ARM,Armenia,AM-LO,Lori,Armenia_AM-LO,,40992.0,714.0,3899.0,1741.0,1017.0,,0.8475900998697351,0.014763352149370386,0.0806194818352873,0.03599859396646196,0.021028472179145215
ARM,Armenia,AM-SH,Shirak,Armenia_AM-SH,,44466.0,774.0,4243.0,1881.0,1102.0,,0.8475202988602142,0.014752411085274272,0.08087142149201387,0.03585178973049213,0.021004078832005488
