CONTINENT,GEM_REGION,ISO3,COUNTRY,ID_0,NAME_0,OCCUPANCY,MACRO_TAXO,ISO3_NUMERIC,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD,COST_BDG_USD
Africa,Africa,ZMB,Zambia,ZMB,Zambia,COM,MCF,5364,2902.0,95654644.0,114785575.0,172178352.0,4150.0,0.0,558210.0,382618568.0,2586.6957006424577,4187.0136166320535,286963927.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,COM,MUR,7152,45334.0,1061978539.0,1061978539.0,2123957074.0,62705.0,0.0,8306145.0,4247914143.0,2754.1936666858146,4005.7044132869796,3185935613.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,COM,RC,8046,2039.0,176088462.0,234784621.0,176088462.0,4741.0,0.0,766530.0,586961551.0,7319.366603753467,6906.05067395699,410873083.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,COM,W,1788,253.0,5903197.0,6746512.0,4216570.0,276.0,0.0,36175.0,16866274.0,370.8272727272727,939.8408060988318,10963082.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,IND,MCF,3576,624.0,33641939.0,24029954.0,38447931.0,624.0,0.0,179676.0,96119824.0,1418.9670227423117,2139.8310455773735,62477885.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,IND,MUR,3576,12699.0,404760704.0,269840468.0,674601180.0,12699.0,0.0,3621406.0,1349202352.0,1400.9130516303917,1490.2515087397314,944441648.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,IND,RC,3576,722.0,57618918.0,38412612.0,32010515.0,722.0,0.0,202520.0,128042048.0,1216.7513071895426,2529.1354069989297,70423127.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,IND,S,3576,4692.0,309824346.0,271096301.0,193640215.0,4692.0,0.0,1336497.0,774560861.0,1397.55118868066,2318.183026413849,464736516.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,RES,ADO/E,3576,1316766.0,5789045324.0,7236306662.0,15919874654.0,1374007.0,6939305.0,102420553.0,28945226632.0,900.8515513062862,1228.9498769441882,23156181316.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,RES,MCF,5364,121860.0,1080568664.0,1620852997.0,2701421652.0,135207.0,645569.0,10777258.0,5402843306.0,1674.3694650524214,3302.4398091082967,4322274649.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,RES,MUR,8940,1612304.0,4426840056.0,13280520167.0,26561040344.0,1707219.0,8389757.0,135585079.0,44268400567.0,2002.6221200009575,3346.8355285149155,39841560511.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,RES,OT,2682,83051.0,118710875.0,148388591.0,326454907.0,83051.0,422986.0,4983274.0,593554371.0,180.01113256091503,357.32754631532987,474843498.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,RES,RC,8940,113435.0,1128960846.0,3763202825.0,2634241979.0,155480.0,742385.0,14970259.0,7526405651.0,4923.626105764495,5581.534075742953,6397444804.0
Africa,Africa,ZMB,Zambia,ZMB,Zambia,RES,W,3576,224259.0,782682923.0,980262660.0,2112288815.0,225946.0,1155334.0,16142852.0,3875234400.0,321.19726062899474,1132.8361741343504,3092551475.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,COM,ADO/E,2148,19618.0,368295781.0,368295781.0,736591572.0,27140.0,0.0,3594709.0,1473183142.0,1290.7634049179205,1253.9334792694815,1104887353.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,COM,MCF,4296,1484.0,48595857.0,58315022.0,87472535.0,2110.0,0.0,283129.0,194383410.0,2493.6613789373214,4199.9706721206785,145787557.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,COM,MUR,8592,24090.0,553462700.0,553462700.0,1106925372.0,33255.0,0.0,4401038.0,2213850756.0,5031.359003861964,5974.250398463602,1660388072.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,COM,RC,6444,996.0,83359187.0,111145589.0,83359187.0,2292.0,0.0,365296.0,277863983.0,7141.162249798733,6911.387327640709,194504776.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,COM,W,2148,5682.0,222924709.0,254771088.0,159231929.0,8531.0,0.0,1143376.0,636927724.0,842.5749581337836,1683.1035195425497,414003017.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,IND,MCF,2864,352.0,18459486.0,13185349.0,21096556.0,352.0,0.0,98421.0,52741394.0,1262.6526842173184,2143.5005534901293,34281905.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,IND,MUR,5728,7666.0,239255609.0,159503743.0,398759339.0,7666.0,0.0,2183463.0,797518686.0,2810.8107308380067,2836.1245031595436,558263082.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,IND,RC,2864,388.0,30914854.0,20609906.0,17174920.0,388.0,0.0,108482.0,68699679.0,1368.6203021567371,2533.137868984799,37784826.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,IND,S,2864,2806.0,185296531.0,162134460.0,115810335.0,2806.0,0.0,797992.0,463241340.0,1391.4664281904265,2322.03968851787,277944795.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,RES,ADO/E,2864,1085256.0,4781750302.0,5977187881.0,13149813335.0,1132499.0,4584408.0,84443400.0,23908751521.0,900.329302435953,1230.9807637411616,19127001216.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,RES,MCF,4296,97871.0,869359464.0,1304039200.0,2173398651.0,108596.0,390002.0,8656407.0,4346797318.0,1679.6868512122933,3307.9023718002863,3477437851.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,RES,MUR,8592,1372063.0,3711215680.0,11133647026.0,22267294046.0,1452871.0,5720666.0,115385893.0,37112156737.0,3360.0170929920255,4190.002490311226,33400941072.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,RES,OT,2148,566243.0,810682102.0,1013352632.0,2229375790.0,566243.0,2292203.0,33974839.0,4053410529.0,180.00234205045655,357.9188219610373,3242728422.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,RES,RC,7160,87488.0,872215297.0,2907384324.0,2035169028.0,119921.0,430684.0,11546675.0,5814768646.0,4941.583197551017,5590.719284388382,4942553352.0
Africa,Africa,ZWE,Zimbabwe,ZWE,Zimbabwe,RES,W,3580,351024.0,1817471360.0,2346819822.0,3423453169.0,357886.0,1443330.0,26900955.0,7587744361.0,468.77059612784615,1648.3696323438635,5770272991.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,ADO/E,796,46990.0,1188920264.0,1188920264.0,2377840526.0,0.0,0.0,7048942.0,4755681074.0,300.0188125133007,1349.331878174058,3566760790.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,MCF,398,6709.0,371537581.0,445845096.0,668767650.0,0.0,0.0,1762226.0,1486150332.0,262.665971083619,843.3369681300809,1114612746.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,MIX,398,23495.0,743075168.0,743075168.0,1486150332.0,0.0,0.0,3524471.0,2972300662.0,150.00940625665035,843.3324212342789,2229225500.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,MUR,398,46992.0,1486150332.0,1486150332.0,2972300662.0,0.0,0.0,7048939.0,5944601330.0,150.0029579502894,843.3327810043469,4458450994.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,OT,398,5872.0,185768783.0,185768783.0,371537581.0,0.0,0.0,881119.0,743075168.0,150.05432561307902,843.3312276775328,557306364.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,RC,1194,48163.0,3296069135.0,4394758843.0,3296069135.0,0.0,0.0,10132846.0,10986897100.0,912.7356039649574,3252.8567031089933,7690827978.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,S,398,4700.0,300088046.0,342957768.0,214348603.0,0.0,0.0,734262.0,857394423.0,156.2259574468085,1167.6954860799003,557306371.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,COM,W,398,23495.0,743075168.0,743075168.0,1486150332.0,0.0,0.0,3524471.0,2972300662.0,150.00940625665035,843.3324212342789,2229225500.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,ADO/E,796,5002.0,162790412.0,135658674.0,244185610.0,0.0,0.0,999588.0,542634692.0,399.6753298680528,1085.7166992801035,379844284.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,MCF,398,1247.0,63916105.0,45654361.0,73046977.0,0.0,0.0,249896.0,182617444.0,200.39775461106652,730.7737778916029,118701338.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,MIX,398,4996.0,203521876.0,169601561.0,305282816.0,0.0,0.0,999756.0,678406250.0,200.11128903122497,678.5718215244519,474884377.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,MUR,398,4996.0,203521876.0,135681250.0,339203127.0,0.0,0.0,999756.0,678406250.0,200.11128903122497,678.5718215244519,474884377.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,OT,398,3746.0,152641405.0,127201170.0,228962111.0,0.0,0.0,749817.0,508804690.0,200.16470902295785,678.5718248585988,356163281.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,RC,796,14961.0,1684857968.0,1123238646.0,936032204.0,0.0,0.0,3612750.0,3744128822.0,499.88068459933004,2072.730688810637,2059270850.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,S,398,7498.0,569861254.0,498628592.0,356163280.0,0.0,0.0,1499635.0,1424653129.0,200.00466791144305,949.9999193136996,854791872.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,IND,W,398,4996.0,203521876.0,169601561.0,305282816.0,0.0,0.0,999756.0,678406250.0,200.11128903122497,678.5718215244519,474884377.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,ADO/E,796,1021463.0,3654367296.0,10963101919.0,21926203888.0,1144660.793006955,7439257.0,71498492.0,36543673108.0,139.99232887019633,1022.2222060886954,32889305807.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,MCF,398,196864.0,7923781878.0,11885672830.0,19809454693.0,893396.498166726,1583598.0,55121962.0,39618909406.0,280.0002133452536,718.7499858223479,31695127523.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,MIX,398,111443.0,747645954.0,2242937855.0,4485875718.0,197150.509478544,893919.0,11702298.0,7476459523.0,105.00702601329829,638.8881502590345,6728813573.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,MUR,796,793785.0,5591048173.0,16773144518.0,33546289053.0,1417775.430777466,6382035.0,87512069.0,55910481740.0,314.98635225713974,1277.777717734449,50319433571.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,OT,398,55726.0,249208706.0,747626103.0,1495252210.0,65725.211275482,446948.0,3900666.0,2492087019.0,69.99723647848401,638.8875691997213,2242878313.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,RC,2786,101672.0,9821575117.0,32738583673.0,22917008588.0,1531385.201089062,841793.0,89559121.0,65477167412.0,16383.757991214665,5141.174361084197,55655592261.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,S,398,55726.0,4859569682.0,7775311491.0,6803397560.0,328578.04745462,446948.0,19503292.0,19438278732.0,349.9855004845135,996.6665490113156,14578709051.0
Asia,Central_Asia,KAZ,Kazakhstan,KAZ,Kazakhstan,RES,W,398,111443.0,1682203391.0,2523305088.0,4205508484.0,197150.509478544,893919.0,11702298.0,8411016951.0,105.00702601329829,718.7491679839293,6728813572.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,ADO/E,834,15398.0,271060054.0,271060054.0,542120114.0,0.0,0.0,1925144.0,1084240238.0,250.0511754773347,1126.3991036514672,813180168.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,MCF,417,2200.0,101647522.0,121977027.0,182965541.0,0.0,0.0,577545.0,406590090.0,262.5204545454545,703.9972469677688,304942568.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,MIX,417,7699.0,169412536.0,169412536.0,338825072.0,0.0,0.0,962572.0,677650145.0,125.02558773866735,703.9994358863545,508237608.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,MUR,417,15404.0,338825072.0,338825072.0,677650145.0,0.0,0.0,1925144.0,1355300288.0,124.97688911970916,703.9994348474712,1016475217.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,OT,417,1928.0,42353131.0,42353131.0,84706272.0,0.0,0.0,240643.0,169412536.0,124.81483402489629,703.9994348474712,127059403.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,RC,834,12129.0,1097793232.0,1463724309.0,1097793232.0,0.0,0.0,4042803.0,3659310786.0,986.6457457425673,1810.2838471001,2561517541.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,S,417,1544.0,98489949.0,112559939.0,70349961.0,0.0,0.0,288687.0,281399853.0,186.9734455958549,974.7576198443296,182909900.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,COM,W,417,7699.0,169412536.0,169412536.0,338825072.0,0.0,0.0,962572.0,677650145.0,125.02558773866735,703.9994358863545,508237608.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,ADO/E,834,3816.0,100385934.0,83654952.0,150578908.0,0.0,0.0,762482.0,334619792.0,399.6236897274634,877.7119774630745,234233860.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,MCF,417,951.0,39414349.0,28153108.0,45044974.0,0.0,0.0,190618.0,112612432.0,200.43953732912723,590.7754356881302,73198082.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,MIX,417,3813.0,125482422.0,104568686.0,188223633.0,0.0,0.0,762479.0,418274745.0,199.9682664568581,548.5721508395641,292792319.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,MUR,417,3813.0,125482422.0,83654948.0,209137373.0,0.0,0.0,762479.0,418274745.0,199.9682664568581,548.5721508395641,292792321.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,OT,417,2859.0,94111818.0,78426514.0,141167724.0,0.0,0.0,571861.0,313706058.0,200.0213361315145,548.570470796225,219594238.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,RC,834,11185.0,949105686.0,632737125.0,527280935.0,0.0,0.0,2517401.0,2109123749.0,462.16420105686836,1675.6359539723348,1160018060.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,S,417,5721.0,351350783.0,307431934.0,219594238.0,0.0,0.0,1143720.0,878376958.0,199.9160985841636,767.9999982513202,527026172.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,IND,W,417,3813.0,125482422.0,104568686.0,188223633.0,0.0,0.0,762479.0,418274745.0,199.9682664568581,548.5721508395641,292792319.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,ADO/E,834,306742.0,1112463294.0,3337389878.0,6674779758.0,306742.0,1537176.0,26073362.0,11124632934.0,170.0019038801338,853.3332167903778,10012169636.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,MCF,417,30029.0,1225206117.0,1837809172.0,3063015288.0,120118.0,602665.0,10210053.0,6126030578.0,340.0064271204502,599.9998803140395,4900824460.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,MIX,417,82334.0,486058075.0,1458174227.0,2916348459.0,107219.0,541651.0,9113591.0,4860580764.0,110.69049238467704,533.3332123418749,4374522686.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,MUR,834,134889.0,846043065.0,2538129193.0,5076258388.0,186628.0,934506.0,15863307.0,8460430646.0,304.8632463532743,1066.666905979822,7614387581.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,OT,417,26605.0,120602806.0,361808416.0,723616834.0,26605.0,132736.0,2261303.0,1206028054.0,84.99541439579026,533.3332392872605,1085425250.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,RC,2919,35248.0,3659141534.0,12197138443.0,8537996903.0,476451.0,2357127.0,40498310.0,24394276867.0,19368.773483918478,4291.76494091514,20735135346.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,S,417,9203.0,705526412.0,1128842257.0,987736975.0,39905.0,199104.0,3391954.0,2822105646.0,368.5704661523416,831.9999758251439,2116579232.0
Asia,Central_Asia,KGZ,Kyrgyzstan,KGZ,Kyrgyzstan,RES,W,417,49768.0,678390780.0,1017586172.0,1695976952.0,66509.0,331840.0,5653256.0,3391953900.0,113.5921877511654,600.0000530667636,2713563124.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,ADO/E,1524,5488.0,105605140.0,105605140.0,211210286.0,0.0,0.0,685748.0,422420568.0,249.90816326530611,1231.9994166953459,316815426.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,MCF,762,783.0,39590375.0,47508447.0,71262672.0,0.0,0.0,205662.0,158361491.0,262.65900383141764,770.0085139695228,118771119.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,MIX,762,2744.0,66003217.0,66003217.0,132006429.0,0.0,0.0,342874.0,264012854.0,124.95408163265306,769.9996325180679,198009646.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,MUR,762,5485.0,132006429.0,132006429.0,264012854.0,0.0,0.0,685747.0,528025711.0,125.02224247948952,770.00075975542,396019283.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,OT,762,689.0,16495989.0,16495989.0,32991974.0,0.0,0.0,85696.0,65983958.0,124.37735849056604,769.977105115758,49487963.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,RC,1524,4322.0,427629507.0,570172677.0,427629507.0,0.0,0.0,1439831.0,1425431706.0,986.174364449268,1979.9991685343996,997802184.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,S,762,549.0,38337588.0,43814388.0,27383997.0,0.0,0.0,102740.0,109535969.0,187.14025500910748,1066.1472552073194,71198385.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,COM,W,762,2744.0,66003217.0,66003217.0,132006429.0,0.0,0.0,342874.0,264012854.0,124.95408163265306,769.9996325180679,198009646.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,ADO/E,1524,1030.0,29665548.0,24721286.0,44498320.0,0.0,0.0,206010.0,98885156.0,400.0194174757282,960.0034561429056,69219606.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,MCF,762,257.0,11634597.0,8310425.0,13296679.0,0.0,0.0,51444.0,33241699.0,200.17120622568092,646.1725176891377,21607104.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,MIX,762,1031.0,37081932.0,30901608.0,55622899.0,0.0,0.0,206012.0,123606442.0,199.8176527643065,599.9963206026833,86524507.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,MUR,762,1031.0,37081932.0,24721290.0,61803223.0,0.0,0.0,206012.0,123606442.0,199.8176527643065,599.9963206026833,86524513.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,OT,762,773.0,27811452.0,23176208.0,41717174.0,0.0,0.0,154508.0,92704831.0,199.8809831824062,600.0002006368602,64893382.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,RC,1524,3245.0,292645463.0,195096973.0,162580810.0,0.0,0.0,709676.0,650323246.0,442.08905561158275,1832.7328379381688,357677783.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,S,762,1546.0,103829413.0,90850735.0,64893382.0,0.0,0.0,309016.0,259573529.0,199.8809831824062,840.0002880109768,155744117.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,IND,W,762,1031.0,37081932.0,30901608.0,55622899.0,0.0,0.0,206012.0,123606442.0,199.8176527643065,599.9963206026833,86524507.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,ADO/E,1524,348430.0,1382099998.0,4146300000.0,8292600000.0,348430.0,2220204.0,29616430.0,13820999998.0,169.99931119593606,933.3332881782173,12438900000.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,MCF,762,42363.0,1526015624.0,2289023437.0,3815039063.0,136787.0,872444.0,11626787.0,7630078124.0,274.4561763803319,656.249927344502,6104062500.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,MIX,762,106329.0,614124999.0,1842375000.0,3684750000.0,123859.0,794259.0,10527859.0,6141249999.0,99.01211334631192,583.3332303367665,5527125000.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,MUR,1524,169641.0,1049395833.0,3148187500.0,6296375000.0,211642.0,1347762.0,17989642.0,10493958333.0,271.79257203353603,1166.6670679472431,9444562500.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,OT,762,29943.0,148466667.0,445400000.0,890800000.0,29943.0,190125.0,2545143.0,1484666667.0,84.99959923855324,583.333300722199,1336200000.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,RC,5334,88113.0,4583025000.0,15276750000.0,10693725000.0,526708.0,3320997.0,44770708.0,30553500000.0,16748.688014396655,4694.118780195775,25970475000.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,S,762,11228.0,868530000.0,1389648000.0,1215942000.0,44915.0,285189.0,3817715.0,3474120000.0,340.0173672960456,909.9998297410884,2605590000.0
Asia,Central_Asia,TJK,Tajikistan,TJK,Tajikistan,RES,W,762,61785.0,835125000.0,1252687498.0,2087812498.0,74857.0,475315.0,6362857.0,4175625000.0,102.9838472121065,656.2500147339473,3340499996.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,ADO/E,1590,13082.0,251871422.0,251871422.0,503742848.0,0.0,0.0,1635528.0,1007485694.0,250.0425011466137,1232.0005453896233,755614270.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,MCF,795,1870.0,94451783.0,113342140.0,170013211.0,0.0,0.0,490659.0,377807135.0,262.3844919786096,769.9993987677797,283355351.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,MIX,795,6541.0,157419639.0,157419639.0,314839280.0,0.0,0.0,817764.0,629678558.0,125.02125057330684,770.0003399513796,472258919.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,MUR,795,13085.0,314839280.0,314839280.0,629678558.0,0.0,0.0,1635529.0,1259357119.0,124.99266335498665,769.9998709897532,944517838.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,OT,795,1636.0,39354909.0,39354909.0,78709821.0,0.0,0.0,204441.0,157419639.0,124.96393643031784,770.0003375056863,118064730.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,RC,1590,10305.0,1020079264.0,1360105687.0,1020079264.0,0.0,0.0,3434611.0,3400264217.0,987.2584658207775,1979.9994639864308,2380184951.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,S,795,1308.0,91545576.0,104623514.0,65389696.0,0.0,0.0,245329.0,261558786.0,187.5603975535168,1066.1551875236926,170013210.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,COM,W,795,6541.0,157419639.0,157419639.0,314839280.0,0.0,0.0,817764.0,629678558.0,125.02125057330684,770.0003399513796,472258919.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,ADO/E,1590,666.0,14423618.0,12019680.0,21635424.0,0.0,0.0,100164.0,48078720.0,300.7927927927928,960.0,33655104.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,MCF,795,167.0,5663119.0,4045085.0,6472136.0,0.0,0.0,25040.0,16180337.0,149.94011976047904,646.1795926517572,10517221.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,MIX,795,667.0,18029519.0,15024600.0,27044280.0,0.0,0.0,100164.0,60098400.0,150.17091454272864,600.0,42068880.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,MUR,795,667.0,18029519.0,12019680.0,30049201.0,0.0,0.0,100164.0,60098400.0,150.17091454272864,600.0,42068881.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,OT,795,501.0,13522141.0,11268451.0,20283210.0,0.0,0.0,75122.0,45073799.0,149.9441117764471,600.007973696121,31551661.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,RC,1590,2338.0,168657966.0,112438643.0,93698869.0,0.0,0.0,409003.0,374795477.0,349.87425149700596,1832.7272758390525,206137512.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,S,795,1000.0,50482656.0,44172323.0,31551660.0,0.0,0.0,150245.0,126206640.0,150.245,840.0055908682485,75723983.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,IND,W,795,667.0,18029519.0,15024600.0,27044280.0,0.0,0.0,100164.0,60098400.0,150.17091454272864,600.0,42068880.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,RES,ADO/E,1590,204134.0,762104000.0,2286312000.0,4572624000.0,204134.0,1224810.0,16330800.0,7621040000.0,160.0007837988772,933.3333333333334,6858936000.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,RES,MCF,795,17012.0,1071708750.0,1607563124.0,2679271875.0,102067.0,612405.0,8165400.0,5358543750.0,479.9788384669645,656.25,4286834999.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,RES,MIX,795,81656.0,476315000.0,1428945000.0,2857890000.0,102067.0,612405.0,8165400.0,4763149999.0,99.99755070049966,583.3333332108654,4286835000.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,RES,MUR,1590,78593.0,476315000.0,1428945000.0,2857890000.0,102067.0,612407.0,8165402.0,4763150000.0,259.9798904393215,1166.666507911928,4286835000.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,RES,OT,795,20413.0,95263000.0,285789000.0,571578000.0,20413.0,122480.0,1633078.0,952630000.0,80.00186155881056,583.3340477307269,857367000.0
Asia,Central_Asia,TKM,Turkmenistan,TKM,Turkmenistan,RES,RC,5565,26574.0,3177301235.0,10591004116.0,7413702884.0,408272.0,2449619.0,32661602.0,21182008238.0,18323.658929969635,4694.1166055211725,18004707000.0
