NAME0_ID1,ADO/E,MUR,Masonry,Others,RC,W,ADO/E_%,MUR_%,Masonry_%,Others_%,RC_%,W_%
Algeria_DZA-ADM1-1590546715-B8,27163.0,73159.0,20945.0,5840.0,33717.0,2638.0,0.16617317786396837,0.4475596774785577,0.1281337558576305,0.03572695794741285,0.20626812347823958,0.016138307374190943
Algeria_DZA-ADM1-1590546715-B9,19979.0,53820.0,15408.0,4301.0,24800.0,1941.0,0.16614691182463057,0.44757128957413367,0.12813412169747773,0.03576744920955684,0.20623872131992782,0.016141506374273383
American Samoa_ASM.1_1,,4035.0,,65.0,3765.0,391.0,,0.4887354651162791,,0.007873062015503876,0.45603197674418605,0.04735949612403101
American Samoa_ASM.2_1,,275.0,,9.0,255.0,50.0,,0.466893039049236,,0.015280135823429542,0.432937181663837,0.08488964346349745
American Samoa_ASM.4_1,,4297.0,,36.0,4053.0,445.0,,0.4865813611142566,,0.004076548522251161,0.45895142113010984,0.0503906692333824
Andorra_1,,17.080000000000002,1887.1122413317,627.0721011992,1149.9223373306666,76.4837479051,,0.004545369352721902,0.5022027018088668,0.16687788704553688,0.30602000878882596,0.02035403300404856
Andorra_2,,1.96,956.5574254584,277.0423413184,596.971237728,41.140052695200005,,0.0010460747592104078,0.5105258053608792,0.1478607145335372,0.31861048151115134,0.021956923835221853
Andorra_3,,9.48,1219.5316598907002,421.4553089832,782.004629944,53.4059592821,,0.0038135426135974815,0.49058396135279064,0.169539850267334,0.31457890087784524,0.02148374488843252
Andorra_4,,7.2,2193.3012119652003,646.8621017952,1369.1790726506665,91.2694718556,,0.0016713821858731456,0.5091450797128633,0.15016024911902204,0.31783632101369963,0.021186967968541706
Andorra_5,,5.2,1193.2768727727,378.6220934152,763.304911384,48.735436528099996,,0.00217651602370407,0.49945889121255077,0.1584763563935696,0.3194894943460175,0.020398742024158128
Andorra_6,,2.0,338.19933293665,108.3592299404,212.43423313466667,13.825097604949999,,0.002963762548264775,0.5011712584028866,0.16057551372808432,0.31480231206693654,0.020487153253827925
Andorra_7,,5.32,1266.16578293665,421.64752994040003,837.5963331346666,54.53999760495,,0.002057812427085006,0.48976159452572443,0.1630961516844083,0.32398799684311075,0.021096444519671534
Angola_AGO-ADM1-1590546715-B1,62250.0,101813.0,12177.0,31142.0,10760.0,20780.0,0.26054528256083576,0.42613488921070475,0.050966424188647344,0.1303437942089887,0.04503561831894928,0.08697399151187417
Angola_AGO-ADM1-1590546715-B10,17586.0,28764.0,3440.0,8798.0,3041.0,5873.0,0.2605256140558798,0.4261207075345916,0.050961452993985364,0.13033687890729165,0.045050517021717876,0.08700482948653374
Angola_AGO-ADM1-1590546715-B11,94402.0,154405.0,18463.0,47223.0,16316.0,31511.0,0.260548686244204,0.42615643629940386,0.050957716935305805,0.13033506292779862,0.04503201589754913,0.08697008169573857
Angola_AGO-ADM1-1590546715-B12,84313.0,137901.0,16492.0,42177.0,14576.0,28146.0,0.26054294587537274,0.42613989277050723,0.05096336583180112,0.13033482177345837,0.045042567327451676,0.08697640642140882
Angola_AGO-ADM1-1590546715-B13,160319.0,262227.0,31358.0,80198.0,27716.0,53518.0,0.2605389575776486,0.426152541050743,0.050960775901296204,0.1303320462316523,0.045042058322607485,0.08697362091605237
Angola_AGO-ADM1-1590546715-B14,839309.0,1372828.0,164179.0,419839.0,145104.0,280156.0,0.2605404767780618,0.4261568285986127,0.05096487102717284,0.13032751135758666,0.04504356005047471,0.08696675218809126
Angola_AGO-ADM1-1590546715-B15,44107.0,72149.0,8630.0,22062.0,7625.0,14726.0,0.2605272328838327,0.4261631787547475,0.05097490239162665,0.13031382347208192,0.04503865941322748,0.08698220308448366
Angola_AGO-ADM1-1590546715-B16,25504.0,41710.0,4992.0,12757.0,4409.0,8510.0,0.26055863182198974,0.426125334586543,0.05100018389489385,0.1303303978259537,0.04504403261069451,0.08694141925992521
Angola_AGO-ADM1-1590546715-B17,59989.0,98127.0,11733.0,30005.0,10370.0,20027.0,0.2605374135182909,0.4261740448467108,0.050957433409626884,0.13031430916695258,0.04503780656761534,0.08697899249080351
Angola_AGO-ADM1-1590546715-B18,31825.0,52052.0,6225.0,15921.0,5504.0,10624.0,0.2605381863431327,0.42612831659175937,0.05096151484637866,0.13033867917577424,0.04505898437180211,0.08697431867115292
Angola_AGO-ADM1-1590546715-B2,70322.0,115026.0,13756.0,35175.0,12157.0,23475.0,0.26053773280822196,0.4261626980745505,0.050964947704984234,0.1303207353535054,0.04504077269914898,0.0869731133595889
Angola_AGO-ADM1-1590546715-B3,39445.0,64520.0,7711.0,19731.0,6818.0,13169.0,0.2605453320475052,0.426172767745089,0.05093332628769964,0.1303288109172094,0.04503480983394322,0.08698495316855358
Angola_AGO-ADM1-1590546715-B4,45444.0,74339.0,8890.0,22729.0,7858.0,15169.0,0.2605300724076845,0.4261848660486502,0.05096629574210711,0.13030516714537146,0.045049848362370935,0.08696375029381583
Angola_AGO-ADM1-1590546715-B5,47604.0,77869.0,9317.0,23813.0,8229.0,15890.0,0.2605269206773131,0.42616105340353105,0.05099002856798853,0.1303236610807675,0.045035627893740215,0.08696270837665962
Angola_AGO-ADM1-1590546715-B6,20953.0,34271.0,4099.0,10484.0,3619.0,6994.0,0.26054464063665755,0.4261502113902014,0.050969907983088786,0.13036558070131807,0.04500124347177319,0.08696841581696095
Angola_AGO-ADM1-1590546715-B7,22440.0,36703.0,4389.0,11223.0,3877.0,7490.0,0.26056060007895776,0.4261744966442953,0.050962587956619676,0.13031513434430228,0.045017533266761105,0.08696964770906389
Angola_AGO-ADM1-1590546715-B8,98702.0,161440.0,19310.0,49371.0,17066.0,32944.0,0.26054224420787,0.426150836912307,0.050972328176267644,0.1303239158151481,0.04504887377815554,0.08696180111025174
Angola_AGO-ADM1-1590546715-B9,53854.0,88083.0,10531.0,26938.0,9310.0,17973.0,0.26055571414056866,0.42616201152456107,0.05095094562361809,0.13033107712553643,0.04504351949063569,0.08695673209508005
Anguilla_AIA,,,26.0,227.0,3179.0,229.0,,,0.0071018847309478285,0.06200491668942912,0.8683419830647364,0.06255121551488664
Antigua and Barbuda_ATG-ADM1-63525770B22472980,,,18.0,641.0,881.0,2195.0,,,0.004819277108433735,0.171619812583668,0.2358768406961178,0.5876840696117804
Antigua and Barbuda_ATG-ADM1-63525770B31214233,,,7.0,503.0,696.0,1779.0,,,0.0023450586264656616,0.16850921273031827,0.23316582914572864,0.5959798994974874
Antigua and Barbuda_ATG-ADM1-63525770B5529924,,,14.0,653.0,944.0,2355.0,,,0.0035300050428643467,0.16464952092788704,0.23802319717599596,0.5937972768532527
Antigua and Barbuda_ATG-ADM1-63525770B67661999,,,27.0,1069.0,1533.0,3859.0,,,0.004161528976572133,0.16476572133168926,0.23628236744759556,0.594790382244143
Antigua and Barbuda_ATG-ADM1-63525770B77128197,,,24.0,907.0,1374.0,3402.0,,,0.004205361836341335,0.15892763273173297,0.24075696513054143,0.5961100403013843
Antigua and Barbuda_ATG-ADM1-63525770B88570648,,,11.0,366.0,528.0,1348.0,,,0.004882379050155349,0.16245006657789615,0.23435419440745672,0.5983133599644918
Antigua and Barbuda_ATG-ADM1-63525770B95565835,,,1.0,199.0,107.0,263.0,,,0.0017543859649122807,0.34912280701754383,0.18771929824561404,0.4614035087719298
Argentina_AREA # 02,566.0,286487.899999854,394290.700000436,30237.8999999,112332.80000025,5244.0,0.0006826191300027627,0.3455161149367823,0.4755306971775228,0.03646814309371427,0.13547794736209362,0.006324478299884253
Argentina_AREA # 06,17100.0,2731490.599999415,1505506.999997867,75277.400000262,191378.300000689,212138.0,0.003613013465998339,0.5771293754412731,0.3180945651547985,0.015905161396859064,0.040435811403646736,0.044822073137424305
Argentina_AREA # 10,21490.0,57755.300000015,23178.600000051,1203.400000032,1907.799999939,1174.0,0.201388635083536,0.5412406252137351,0.21721296496777653,0.01127738871409826,0.017878512703587028,0.01100187331726716
Argentina_AREA # 14,10751.0,685448.599999932,342068.599999452,15295.400000118,42758.199999885,4279.0,0.00976830109518909,0.6227949316412579,0.3108017003073617,0.013897318628267869,0.038849871815383755,0.0038878765125396814
Argentina_AREA # 18,12509.0,153242.999999961,64321.100000048,5737.099999911,5278.899999946,22380.0,0.047478053403630115,0.5816355694084769,0.2441314750006005,0.021775229049303763,0.02003612567830036,0.08494354745968838
Argentina_AREA # 22,10328.0,180637.899999967,70216.299999854,6812.900000011,5723.49999996,9759.0,0.03643321377070914,0.6372210714359777,0.2476961142605466,0.024033292224909478,0.02019030780549927,0.034426000502357716
Argentina_AREA # 26,4046.0,85421.999999932,44391.299999805,2219.700000032,4877.100000157,7562.0,0.02724247078303598,0.5751622192848855,0.29889488217144655,0.014945653088971014,0.03283842171532918,0.050916352956331706
Argentina_AREA # 30,3391.0,239981.399999972,109707.800000117,5044.1999999399995,11800.099999692,13661.0,0.008840271595257031,0.6256268810999022,0.2860061185842447,0.013150132108600738,0.030762633101878413,0.03561396351011687
Argentina_AREA # 34,6554.0,80823.499999945,29903.799999964,8135.999999986,1878.099999995,13689.0,0.04648741279180613,0.5732797387512948,0.21210715511778133,0.05770851243110832,0.01332133200550178,0.09709584890250751
Argentina_AREA # 38,35255.0,91676.700000018,38381.799999923,2643.699999993,2992.599999932,6521.0,0.19865239802844536,0.5165734306719033,0.21627107107170296,0.014896535091941865,0.016862492308223436,0.036744072827783074
Argentina_AREA # 42,2915.0,76815.699999983,35012.499999951,1614.300000046,3163.000000086,361.0,0.024315678399072376,0.6407635873753724,0.29205924183407544,0.013465797475382867,0.026384387917103628,0.0030113069989931825
