NAME0_ID1,ADO/E,MUR,Masonry,Others,RC,W,ADO/E_%,MUR_%,Masonry_%,Others_%,RC_%,W_%
Afghanistan_AFG-ADM1-1590546715-B1,97779.0,32465.0,996.0,4701.0,1083.0,,0.7135903199439514,0.23692929705744978,0.00726879962634283,0.034307858477347034,0.00790372489490892,
Afghanistan_AFG-ADM1-1590546715-B10,81416.0,27031.0,826.0,3915.0,901.0,,0.7136183155255984,0.23692906415167106,0.0072399617842210905,0.03431531523635057,0.00789734330215884,
Afghanistan_AFG-ADM1-1590546715-B11,627330.0,208296.0,6418.0,30164.0,6980.0,,0.71353339672516,0.23691861126403,0.007299917651287324,0.03430893051315532,0.00793914384636733,
Afghanistan_AFG-ADM1-1590546715-B12,126966.0,42160.0,1295.0,6105.0,1413.0,,0.7135366614401565,0.23693512945447598,0.007277774967826053,0.03430951056260854,0.007940923574932982,
Afghanistan_AFG-ADM1-1590546715-B13,20136.0,6686.0,200.0,968.0,217.0,,0.7138653525720566,0.23703336051334775,0.007090438543623923,0.03431772255113979,0.007693125819831957,
Afghanistan_AFG-ADM1-1590546715-B14,270211.0,89723.0,2761.0,12991.0,3003.0,,0.7135433033439049,0.23693056835556353,0.00729094322782019,0.034305195028110136,0.007929990044601242,
Afghanistan_AFG-ADM1-1590546715-B15,55560.0,18445.0,564.0,2671.0,609.0,,0.7136893216354738,0.236933037033231,0.007244794409690555,0.03431001040475793,0.007822836516846716,
Afghanistan_AFG-ADM1-1590546715-B16,79442.0,26369.0,804.0,3818.0,877.0,,0.7137004761476956,0.23689695445153175,0.007223070703440841,0.03430060192255862,0.007878896774773157,
Afghanistan_AFG-ADM1-1590546715-B17,63121.0,20953.0,643.0,3034.0,695.0,,0.7136670963073514,0.23690161228320106,0.007269972638672184,0.03430341677407684,0.00785790199669855,
Afghanistan_AFG-ADM1-1590546715-B18,197076.0,65431.0,2012.0,9476.0,2191.0,,0.7135625991179857,0.23690918439022976,0.007284945652567472,0.03431021123445794,0.007933059604759112,
Afghanistan_AFG-ADM1-1590546715-B19,55070.0,18283.0,559.0,2647.0,602.0,,0.7137025181114812,0.23694612563341585,0.0072445924754733606,0.034304894959889067,0.007801868819740543,
Afghanistan_AFG-ADM1-1590546715-B2,131195.0,43559.0,1334.0,6309.0,1458.0,,0.7135786353376302,0.23692039922765223,0.007255717821109026,0.034315085257403934,0.007930162356204617,
Afghanistan_AFG-ADM1-1590546715-B20,67091.0,22275.0,686.0,3226.0,741.0,,0.7135898063157446,0.2369201969814612,0.00729639753666812,0.034312213488762906,0.007881385677363087,
Afghanistan_AFG-ADM1-1590546715-B21,180452.0,59919.0,1847.0,8676.0,2007.0,,0.7135282185519235,0.2369267025436831,0.007303253051589357,0.034305914171948705,0.007935911680855355,
Afghanistan_AFG-ADM1-1590546715-B22,73232.0,24312.0,750.0,3520.0,810.0,,0.7135952603679451,0.23690364826941065,0.00730823199251637,0.034299968818210166,0.00789289055191768,
Afghanistan_AFG-ADM1-1590546715-B23,63386.0,21041.0,644.0,3047.0,698.0,,0.7136777157268961,0.23690551252026662,0.007250945775535939,0.034306881642947214,0.00785894433435417,
Afghanistan_AFG-ADM1-1590546715-B24,64816.0,21520.0,660.0,3117.0,715.0,,0.7136125423878099,0.23693134275773992,0.007266481701677896,0.034317611309287885,0.007872021843484388,
Afghanistan_AFG-ADM1-1590546715-B25,23483.0,7792.0,233.0,1129.0,255.0,,0.713942600024322,0.2368965097896145,0.00708378937127569,0.03432445579472212,0.0077526450200656695,
Afghanistan_AFG-ADM1-1590546715-B26,20952.0,6956.0,210.0,1007.0,230.0,,0.7137455288707205,0.23696133537727815,0.007153806847215125,0.0343042071197411,0.007835121785045137,
Afghanistan_AFG-ADM1-1590546715-B27,77046.0,25581.0,783.0,3704.0,851.0,,0.7136201546797574,0.23693789654054553,0.007252350298707915,0.03430741443986477,0.00788218404112444,
Afghanistan_AFG-ADM1-1590546715-B28,50763.0,16849.0,519.0,2441.0,557.0,,0.713675153594174,0.23687947250769728,0.0072966019485723125,0.03431792939588635,0.007830842553670092,
Afghanistan_AFG-ADM1-1590546715-B29,79169.0,26280.0,803.0,3805.0,874.0,,0.7136778718302368,0.23690402141871975,0.007238733987794214,0.034300601274666234,0.007878771488582993,
Afghanistan_AFG-ADM1-1590546715-B3,135381.0,44952.0,1378.0,6509.0,1504.0,,0.7135681305475322,0.23693365098775063,0.007263182306930066,0.03430773123062976,0.007927304927157344,
Afghanistan_AFG-ADM1-1590546715-B30,47833.0,15877.0,486.0,2301.0,528.0,,0.7136590824319284,0.23688176053711302,0.0072510257366654235,0.03433047370384185,0.007877657590451325,
Afghanistan_AFG-ADM1-1590546715-B31,72023.0,23916.0,736.0,3462.0,796.0,,0.7135723697898606,0.2369492633727324,0.007291965957615448,0.03429998117563136,0.007886419704160185,
Afghanistan_AFG-ADM1-1590546715-B32,77836.0,25845.0,789.0,3743.0,863.0,,0.7135941912061315,0.23694488246727052,0.007233488576772159,0.03431552312149327,0.00791191462833254,
Afghanistan_AFG-ADM1-1590546715-B33,144226.0,47883.0,1470.0,6934.0,1601.0,,0.7135873813788258,0.23691085229128117,0.007273123088949801,0.034307371087604024,0.007921272153339204,
Afghanistan_AFG-ADM1-1590546715-B34,94373.0,31331.0,963.0,4538.0,1047.0,,0.7135846716873847,0.23690378973474882,0.007281553398058253,0.03431328070652996,0.007916704473278286,
Afghanistan_AFG-ADM1-1590546715-B4,215943.0,71699.0,2205.0,10383.0,2400.0,,0.7135545055017678,0.2369196708852394,0.007286124971086805,0.03430922248289991,0.007930476159006047,
Afghanistan_AFG-ADM1-1590546715-B5,129836.0,43107.0,1327.0,6242.0,1446.0,,0.7135492806032161,0.23690631904065773,0.007292891766231767,0.034304619747414236,0.007946888842480133,
Afghanistan_AFG-ADM1-1590546715-B6,184668.0,61312.0,1890.0,8879.0,2051.0,,0.7135548686244204,0.23690880989180835,0.007302936630602782,0.03430834621329212,0.007925038639876352,
Afghanistan_AFG-ADM1-1590546715-B7,63876.0,21204.0,652.0,3070.0,701.0,,0.7136744019753528,0.23690826005832208,0.007284672022166855,0.03430052623934393,0.007832139704814363,
Afghanistan_AFG-ADM1-1590546715-B8,38398.0,12750.0,391.0,1847.0,424.0,,0.7135848355324289,0.23694480579817878,0.007266307377810816,0.03432447500464598,0.007879576286935515,
Afghanistan_AFG-ADM1-1590546715-B9,158876.0,52751.0,1624.0,7640.0,1761.0,,0.7135619711478002,0.23692129421698435,0.007293893609758726,0.034313637425219624,0.007909203600237141,
Albania_1,,17060.59696068,18628.590980208,211.578289632,2328.83124068,355.22,,0.4421582912349956,0.4827958819323823,0.005483459648083696,0.06035615543388943,0.009206211750648785
Albania_10,,22327.5157898973,24397.74316243388,375.36806375352,3293.7520498973,462.51,,0.439026377742639,0.4797332988807104,0.00738086954682807,0.0647651106937345,0.009094343136087955
Albania_11,,48042.995680331,54813.151914083595,850.3806007944,15780.760140331,1012.58,,0.398697495225074,0.45488142577428126,0.007057108132487399,0.13096080815946132,0.008403162708696104
Albania_12,,22703.42984770005,25885.34991878678,172.03917048012,5579.44764770005,493.82,,0.4140386256392662,0.47206676596715624,0.003137449371286263,0.10175144686845582,0.009005712153835431
Albania_2,,14346.52230434325,15050.7254778447,43.696162423800004,1882.89428434325,294.74,,0.45373710988703764,0.4760089264248404,0.001381977459814586,0.059550251460041066,0.009321734768266372
Albania_3,,24608.8556680771,27901.35156097476,427.00180338504003,6512.6670880771,526.44,,0.4103095565027544,0.4652061574590694,0.007119507015519923,0.1085873142823712,0.008777464740285026
Albania_4,,29487.6403481939,32690.066434572836,1000.42360366536,5656.7340681938995,614.39,,0.42459261196906545,0.47070435372248065,0.014405102135674867,0.08145132892520356,0.008846603247575621
Albania_5,,35632.52628983325,39856.3817902887,1926.7622155998001,5933.16696983325,731.58,,0.42379102588529527,0.4740269266791158,0.022915707108284434,0.0705653844591929,0.008700955868111569
Albania_6,,12164.4285903879,13096.684312879239,284.84092893096,1813.3709703879001,251.6,,0.44056577884883447,0.4743297954167991,0.01031624007408409,0.06567585053210759,0.0091123351281749
Albania_7,,24729.63801269725,26716.0368794471,317.85420647340004,3535.05925269725,508.44,,0.4431276622904889,0.4787217249996717,0.005695594548995733,0.06334433774978009,0.009110680411063662
Albania_8,,7628.67214,8158.14068,,1375.20718,160.18,,0.44039857177494773,0.4709644664072693,,0.07938986849245477,0.009247093325328191
Albania_9,,14771.71176790775,15981.9220085909,123.4149549786,1797.97058790775,302.40000000000003,,0.44793413410686583,0.4846322828905021,0.003742407912011884,0.05452126409572793,0.009169910994892233
Algeria_DZA-ADM1-1590546715-B1,30896.0,83220.0,23823.0,6646.0,38356.0,3005.0,0.1661557656523937,0.4475492885031138,0.12811784066341841,0.03574155937745367,0.20627494003635463,0.016160605767265766
Algeria_DZA-ADM1-1590546715-B10,32399.0,87280.0,24983.0,6970.0,40224.0,3157.0,0.1661376421059109,0.4475599062626594,0.12810940809074267,0.035741206996456644,0.2062631721987765,0.016188664345453893
Algeria_DZA-ADM1-1590546715-B11,33647.0,90638.0,25946.0,7235.0,41776.0,3274.0,0.1661448971933082,0.44755969898674675,0.12811827213652255,0.03572557230046021,0.20628493551126825,0.01616662387169409
Algeria_DZA-ADM1-1590546715-B12,13130.0,35368.0,10127.0,2823.0,16306.0,1279.0,0.16613313426037224,0.4475092682803386,0.12813634810775246,0.03571925651310212,0.20631887945541735,0.01618311338301722
Algeria_DZA-ADM1-1590546715-B13,12454.0,33547.0,9604.0,2674.0,15462.0,1212.0,0.16615745867410245,0.44757381292276494,0.12813363040838927,0.035675690099128785,0.20628927461209023,0.016170133283524343
Algeria_DZA-ADM1-1590546715-B14,2705.0,7277.0,2082.0,580.0,3357.0,261.0,0.1663387037264789,0.4474849342024351,0.12802853277579634,0.03566596974541877,0.2064321731644324,0.016049686385438446
Algeria_DZA-ADM1-1590546715-B15,28653.0,77182.0,22094.0,6160.0,35568.0,2785.0,0.16616021618863153,0.4475823755233644,0.12812423887452012,0.03572215585530207,0.2062606557567182,0.01615035780146368
Algeria_DZA-ADM1-1590546715-B16,18976.0,51109.0,14635.0,4087.0,23557.0,1845.0,0.16615152921398488,0.44750413715206333,0.128142265495714,0.035785270863066834,0.20626220350410213,0.01615459377106883
Algeria_DZA-ADM1-1590546715-B17,17589.0,47371.0,13563.0,3783.0,21837.0,1713.0,0.16615968863361547,0.44750415659008463,0.1281268893591294,0.03573722793228537,0.20628967654171704,0.016182360943168078
Algeria_DZA-ADM1-1590546715-B18,29728.0,80070.0,22920.0,6392.0,36906.0,2888.0,0.1661673299646738,0.44755846711085273,0.12811340160085857,0.03572865894557975,0.20628940660913114,0.016142735768903994
Algeria_DZA-ADM1-1590546715-B19,19457.0,52406.0,15000.0,4184.0,24152.0,1891.0,0.16617132120591,0.4475702451105987,0.12810658467845248,0.03573319668630968,0.20626868221026562,0.016149970108463575
Algeria_DZA-ADM1-1590546715-B2,20855.0,56177.0,16082.0,4485.0,25891.0,2026.0,0.16615411580993658,0.4475684374900411,0.1281270913668377,0.03573249625545747,0.2062764906466108,0.01614136843111635
Algeria_DZA-ADM1-1590546715-B20,47480.0,127888.0,36616.0,10210.0,58957.0,4612.0,0.16615167114007062,0.4475316958458583,0.12813415312689186,0.03572890822114829,0.20631432340785896,0.016139248258171982
Algeria_DZA-ADM1-1590546715-B21,22820.0,61469.0,17596.0,4906.0,28329.0,2215.0,0.1661630320020388,0.447584373976044,0.1281246586813267,0.03572286744092912,0.20627662285651874,0.01612844504314268
Algeria_DZA-ADM1-1590546715-B22,20941.0,56403.0,16147.0,4505.0,26000.0,2034.0,0.1661588510672062,0.4475363008807427,0.1281202888201222,0.03574545743077045,0.20630008728080615,0.016139014520352296
Algeria_DZA-ADM1-1590546715-B23,9539.0,25704.0,7360.0,2048.0,11846.0,924.0,0.16612389195590463,0.44764110691210535,0.12817610281952596,0.03566639382804201,0.20630083070653593,0.016091673777886138
Algeria_DZA-ADM1-1590546715-B24,35021.0,94331.0,27000.0,7524.0,43470.0,3407.0,0.16617082556357443,0.4475903071367905,0.12811205534440792,0.03570055942264167,0.20626040910449672,0.016165843428088807
Algeria_DZA-ADM1-1590546715-B25,24211.0,65203.0,18663.0,5205.0,30048.0,2353.0,0.16618960345407494,0.44756766403767084,0.12810691707337163,0.03572825930273264,0.20625604909289347,0.01615150703925647
Algeria_DZA-ADM1-1590546715-B26,2376.0,6391.0,1830.0,505.0,2943.0,227.0,0.1664798206278027,0.4477998878923767,0.1282230941704036,0.03538396860986547,0.2062079596412556,0.015905269058295965
Algeria_DZA-ADM1-1590546715-B27,15003.0,40404.0,11571.0,3222.0,18622.0,1458.0,0.16618298626495348,0.44754098360655736,0.12816792202038105,0.03568896765618077,0.2062693841382366,0.01614975631369074
Algeria_DZA-ADM1-1590546715-B28,45159.0,121628.0,34822.0,9710.0,56057.0,4389.0,0.16616930068257502,0.44754843338914135,0.12813276176108035,0.03572939856125697,0.2062701230842824,0.016149982521663938
Algeria_DZA-ADM1-1590546715-B29,23607.0,63570.0,18202.0,5076.0,29300.0,2292.0,0.16619147183678643,0.44752793089611187,0.12814068582933819,0.035734651206994865,0.20626975578505705,0.01613550444571163
Algeria_DZA-ADM1-1590546715-B3,11056.0,29786.0,8525.0,2380.0,13722.0,1074.0,0.16614820492012683,0.4476203357227657,0.1281126489638279,0.03576634657289272,0.2062125242324512,0.01613993958793562
Algeria_DZA-ADM1-1590546715-B30,40041.0,107851.0,30873.0,8608.0,49711.0,3895.0,0.1661597068624237,0.44755352126118875,0.12811489797866205,0.03572095493798215,0.20628768481900914,0.016163234140734256
Algeria_DZA-ADM1-1590546715-B31,117930.0,317641.0,90936.0,25355.0,146402.0,11470.0,0.1661608433582159,0.44754936356437763,0.12812687570272807,0.03572465177094517,0.20627728134765982,0.016160984256073402
Algeria_DZA-ADM1-1590546715-B32,19961.0,53771.0,15391.0,4296.0,24778.0,1940.0,0.16615197649350325,0.44758067872512214,0.12811207205107503,0.03575917494194129,0.20624786701848724,0.016148230769871062
Algeria_DZA-ADM1-1590546715-B33,19463.0,52421.0,15006.0,4185.0,24157.0,1891.0,0.16617572978834216,0.44757221041127704,0.1281217181936938,0.03573166670935683,0.2062532551249541,0.01614541977237605
Algeria_DZA-ADM1-1590546715-B34,25288.0,68109.0,19498.0,5436.0,31404.0,2461.0,0.16615416962338037,0.447508475912639,0.12811111987174434,0.035717101632105966,0.20633919419695657,0.016169938763173804
Algeria_DZA-ADM1-1590546715-B35,23600.0,63549.0,18198.0,5076.0,29294.0,2292.0,0.1661866501418924,0.44749980635030173,0.1281468075967016,0.03574421339492567,0.20628270039222865,0.01613982212394989
Algeria_DZA-ADM1-1590546715-B36,23898.0,64372.0,18426.0,5140.0,29673.0,2322.0,0.16615333273077432,0.44755303098775645,0.12810868310725781,0.03573638506302536,0.20630462139594385,0.016143946715242195
Algeria_DZA-ADM1-1590546715-B37,21401.0,57640.0,16501.0,4601.0,26567.0,2078.0,0.16617231419076312,0.44755722582849333,0.12812529117619653,0.03572537814082057,0.20628474702612046,0.016135043637605987
Algeria_DZA-ADM1-1590546715-B38,28520.0,76808.0,21989.0,6124.0,35401.0,2770.0,0.16618884460294153,0.44756776915367225,0.12813206535673496,0.035685150222595156,0.2062851082674871,0.016141062396569004
Algeria_DZA-ADM1-1590546715-B39,36992.0,99642.0,28530.0,7953.0,45930.0,3596.0,0.16614939611844973,0.44754158001823546,0.12814236243672605,0.03572086254676769,0.20629438158846225,0.016151417291358813
Algeria_DZA-ADM1-1590546715-B4,24731.0,66616.0,19070.0,5315.0,30706.0,2406.0,0.1661538254817124,0.44755583026524415,0.12812071699228722,0.03570852704845341,0.20629652522103678,0.016164574991266025
Algeria_DZA-ADM1-1590546715-B40,26794.0,72171.0,20662.0,5760.0,33264.0,2600.0,0.16616331061512796,0.447569317399582,0.12813563946890252,0.0357207087087832,0.206287092793223,0.016123931014381306
Algeria_DZA-ADM1-1590546715-B41,6480.0,17458.0,4997.0,1394.0,8043.0,627.0,0.16615810661811842,0.44765250391035666,0.12813149055103978,0.035744506269391525,0.20623605733480346,0.016077335316290162
Algeria_DZA-ADM1-1590546715-B42,12801.0,34493.0,9870.0,2750.0,15901.0,1247.0,0.16611299992214063,0.44760063325633903,0.12807868988606577,0.03568555189328074,0.20634034932911163,0.01618177571306221
Algeria_DZA-ADM1-1590546715-B43,58861.0,158534.0,45387.0,12653.0,73075.0,5730.0,0.16616135953026198,0.4475327461607949,0.128125,0.03571872177055104,0.2062866982836495,0.01617547425474255
Algeria_DZA-ADM1-1590546715-B44,21219.0,57158.0,16365.0,4560.0,26348.0,2063.0,0.16614596791242864,0.4475503668381449,0.12813887388128067,0.035705057433464096,0.20630632746862104,0.01615340646606062
Algeria_DZA-ADM1-1590546715-B45,9057.0,24397.0,6983.0,1948.0,11243.0,874.0,0.16617738798576198,0.447634949176177,0.1281237385784008,0.0357418076400866,0.20628600785292284,0.016036108766650764
Algeria_DZA-ADM1-1590546715-B46,22545.0,60730.0,17384.0,4851.0,27989.0,2190.0,0.16615200937437818,0.44756759943694774,0.12811650170610736,0.03575087147815961,0.20627316879039567,0.016139849214011452
Algeria_DZA-ADM1-1590546715-B47,15057.0,40553.0,11614.0,3236.0,18688.0,1462.0,0.16617371151087076,0.44755545745502706,0.12817569804657322,0.03571349740646728,0.20624655115329435,0.016135084427767354
Algeria_DZA-ADM1-1590546715-B48,31235.0,84139.0,24082.0,6719.0,38776.0,3041.0,0.1661506872632878,0.44756691774118046,0.12810119579556578,0.03574088259074854,0.2062640963445253,0.016176220264692114
Algeria_DZA-ADM1-1590546715-B5,14758.0,39745.0,11385.0,3169.0,18328.0,1435.0,0.16615627111011033,0.44747804548525105,0.12818058995721685,0.03567890114839,0.20634992118892143,0.016156271110110334
Algeria_DZA-ADM1-1590546715-B6,11765.0,31678.0,9071.0,2528.0,14599.0,1145.0,0.16620518181561325,0.4475178707654056,0.1281468086909841,0.03571327663662306,0.20624134715904274,0.016175514932331252
Algeria_DZA-ADM1-1590546715-B7,9063.0,24413.0,6989.0,1950.0,11253.0,874.0,0.16616552381650837,0.44760001466759564,0.12813978218620511,0.03575226431007297,0.206318066810898,0.016024348208719886
