ISO3,ISO3_NUMERIC,COUNTRY,CONTINENT,GEM_REGION,ID_0,NAME_0,OCCUPANTS_PER_ASSET_RES,POP_RANK,UN_POP21,POP_%,BUILDINGS_TOTAL,BDG_RANK,BUILDINGS_RES,BUILDINGS_COM,BUILDINGS_IND,%_BDG_RES,%_BDG_COM,%_BDG_IND,%_IND/COM_BDG,DWELLINGS_RES,OCC_PER_DWL/BDG,AVG_HOH_PRB,%_HOH,AREA_SQM_TOTAL,AREA_RANK,AREA_SQM_RES,AREA_SQM_COM,AREA_SQM_IND,AREA_RES_PER_CAPITA,%_AREA_RES,%_AREA_COM,%_AREA_IND,COST_STRUCTURAL_USD_TOTAL,COST_NONSTRUCTURAL_USD_TOTAL,COST_CONTENTS_USD_TOTAL,COST_BDG_USD_TOTAL,COST_USD_TOTAL,TOT_COST_RANK,COST_USD_RES,COST_USD_COM,COST_USD_IND,%_COST_RES,%_COST_COM,%_COST_IND,COST_BDG_USD_COM,COST_BDG_USD_IND,COST_BDG_USD_RES,COST_CONTENTS_USD_COM,COST_CONTENTS_USD_IND,COST_CONTENTS_USD_RES,%_CONTENTS_COST/BDG_COST-RES,%_CONTENTS_COST/BDG_COST-COM,%_CONTENTS_COST/BDG_COST-IND,AVG_COST_PER_AREA_USD_TOTAL,AVG_COST_AREA_RANK,AVG_COST_PER_AREA_USD_RES,AVG_COST_PER_AREA_USD_COM,AVG_COST_PER_AREA_USD_IND,AVG_COST_AREA_COM/RES,AVG_COST_AREA_IND/RES,AVG_BDG_COST_PER_AREA_RES,AVG_BDG_COST_PER_AREA_COM,AVG_BDG_COST_PER_AREA_IND,BDG_COST_PER_CAPITA,TOT_COST_PER_CAPITA,TOT_COST_PER_CAPITA_RANK,BGD_RES_PER_CAPITA,EMPL_AGR_%,EMPL_COM_%,EMPL_IND_%,LABOR_FORCE_%,UNEMPLOYMENT_%,GDP_%_AGR,GDP_%_IND,GDP_%_MAN,GDP_%_SER,GDP_PER_CAPITA,GDP_USD,GDP_RANK,PWT10_NC_STRUC,BDG_COST / PWT_NC
ABW,533,Aruba,North America,Caribbean_Central_America,ABW,Aruba,104636.0,191.0,107195.0,0.9761276178926256,22860.0,194.0,20947.0,1261.0,652.0,0.9163167104111986,0.05516185476815398,0.02852143482064742,0.5170499603489295,25834.0,4.050321282031431,,,12412219.464583332,176.0,10715857.665104166,623289.0,1073072.7994791667,102.41081143300744,0.8633313079647427,0.05021575728486552,0.08645293475039187,1494930289.1434555,1863609362.2204185,2236521716.3743453,3358539651.363874,5595061367.73822,184.0,3326827347.6335077,1850104438.9528794,418129581.1518324,0.5946006896039396,0.3306674078001715,0.07473190259588869,1124190039.3298428,204135091.62303662,2030214520.4109945,725914399.6230366,213994489.52879578,1296612827.222513,0.6386580404124131,0.6457221414768733,1.048298398023432,450.77041891685906,134.0,310.4583367570484,2968.2931015193262,389.65630417132775,9.561003039973725,1.2551001472260555,189.45889203272273,1803.6417124798334,190.2341497446556,32097.362775372472,53471.66718661092,56.0,0.2001892274169502,,,,,,,,,,31135.8843563332,3310055865.92179,167.0,13859024994.41,0.24233592570318127
AUS,36,Australia,Oceania,Oceania,AUS,Australia,24506767.0,54.0,25788217.0,0.9503087010629699,8767858.0,33.0,8419661.0,204290.00000000003,143907.0,0.9602871077519731,0.0232998755226191,0.016413016725407733,0.7044250819912868,10227538.0,2.396155066840133,2.5,0.9584620267360531,4198728157.344864,10.0,2487458430.0,1490345736.0119522,220923991.33291194,101.50088055270612,0.5924314070318346,0.3549517092229179,0.0526168837452475,3098341133395.6973,3782807397904.7803,5997103684046.896,6881148531300.478,12878252215347.375,4.0,7442646452719.777,4756629735697.142,678976026930.4557,0.5779236443164365,0.3693536713024251,0.05272268438113837,2311727817340.1304,280259548176.70355,4289161165783.6436,2444901918357.0107,398716478753.7522,3153485286936.134,0.7352219152063459,1.0576080367325036,1.422668670336832,3067.17932972616,4.0,2992.0686765888095,3191.6283723705,3073.3467326656337,1.066696228379759,1.027164502176296,1724.3147117773717,1551.1352577329687,1268.5790551121197,280785.65121627337,525497.8029271415,1.0,0.34356473866993553,2.55999994277954,78.379997253418,19.0599994659424,65.9499969482422,5.15999984741211,2.11686400565607,25.3279677406758,5.61511806427613,66.0647159531155,54875.2859563351,1391952510370.48,14.0,5603082046738.29,1.2281006192486839
AUT,40,Austria,Europe,Europe,AUT,Austria,8877000.0,98.0,9043072.0,0.9816354442384181,2315642.1,89.0,2191280.0,94262.1,30100.0,0.9462947663630749,0.04070667915391588,0.012998554483009269,0.3193223999889669,4441311.873913322,1.9987337642601333,2.2,0.9085153473909696,590319026.7949895,58.0,441455964.4640295,95223383.8,53639678.53095998,49.73031029221916,0.7478260811968402,0.1613083425702792,0.09086557623288057,323112937400.52,528316647610.57996,387620287751.5,851429585011.1,1239049872764.97,29.0,812987229333.39,306147441732.32,119915201699.26001,0.6561376157677893,0.24708242053981616,0.09677996369239465,153073720866.29,47966080678.1,650389783466.71,153073720866.07,71949121018.65001,162597445866.78,0.2500000000001576,0.9999999999985628,1.5000000000312723,2098.9495789965054,26.0,1841.604360970489,3215.044766475942,2235.568985187837,1.7457847269549671,1.2139246803313044,1473.2834887763868,1607.5223832393362,894.2275940452315,95914.11344047538,139579.79866677593,20.0,0.24684916075250649,3.66000008583069,70.9899978637695,25.3600006103516,61.3600006103516,4.48999977111816,1.07158272416678,25.0971690527944,16.5435327871752,63.2084329953516,50114.4011099728,445011872704.47,27.0,1690387366789.8,0.5036890370448298
AZE,31,Azerbaijan,Asia,Middle_East,AZE,Azerbaijan,10070038.0,91.0,10223344.0,0.985004319525979,1541151.0,105.0,1379346.0,110369.0,51436.0,0.8950102877654429,0.07161465683764927,0.033375055396907896,0.4660366588444219,2205110.0,4.566682841218806,4.1,1.113825083224099,261325128.0,97.0,201840630.0,38226247.0,21258251.0,20.043681066546124,0.7723736004445773,0.1462784971830187,0.08134790237240408,55684378000.0,65592753214.0,35917559922.0,121277131214.0,157194691174.0,88.0,108299087510.0,31701788970.0,17193814694.0,0.6889487596634095,0.2016721349381262,0.10937910539846435,21201028303.0,9155255507.0,90920847404.0,10500760634.0,8038559180.0,17378240108.0,0.19113592321440964,0.4952948736224325,0.8780267436396301,601.5291846484813,109.0,536.5574191380596,829.3199426561546,808.8066461347173,1.5456313025890065,1.507399986070468,450.45859896493585,554.6196649385957,430.66833235716337,12043.363809947887,15610.138827082877,121.0,0.13697525272496489,36.0,49.2200012207031,14.789999961853,66.5,4.84999990463257,5.6952581438455,48.8236328425495,5.00365096304835,36.491070403755,4805.75371765917,48174235294.1176,90.0,75107113176.47,1.6147223090448164
BHS,44,Bahamas,North America,Caribbean_Central_America,BHS,Bahamas,391462.0,176.0,396914.0,0.9862640269680586,102760.0,172.0,97256.0,4377.0,1127.0,0.9464383028415726,0.04259439470611133,0.010967302452316077,0.25748229380854465,97256.0,4.025067862137041,3.4,1.1838434888638356,57170981.78104009,150.0,48189053.747777775,4790511.0,4191417.0332623105,123.10020831594835,0.8428935842371517,0.0837927013103823,0.07331371445246603,10247199786.74245,11543610956.458769,13824492178.941505,21790810743.20122,35615302922.14272,137.0,18370460449.654686,14821163644.736843,2423678827.751196,0.5158024484535105,0.4161459380855705,0.06805161346091901,8913585422.368422,1207944774.222488,11669280546.610312,5907578222.368421,1215734053.528708,6701179903.044375,0.5742581880929182,0.6627611609065304,1.006448373694264,622.9611913705846,104.0,381.21645936037567,3093.858597702175,578.2480742234259,8.115752931794203,1.5168497057908776,242.15625,1860.6752854483418,288.1948430892134,55665.20056404254,90980.23032157074,40.0,0.24844301618036999,2.20000004768372,83.3099975585938,14.4799995422363,,,0.539688314838397,12.0778000121278,1.14001576617549,73.5590625189497,33872.3343072665,13192800000.0,135.0,40505946980.0,0.5379657153543537
BHR,48,Bahrain,Asia,Middle_East,BHR,Bahrain,1501608.0,153.0,1748295.0,0.8588985268504458,265434.0,154.0,216928.0,32612.0,15894.0,0.8172577740605951,0.12286293391200825,0.05987929202739664,0.487366613516497,245987.0,6.1044201522844705,,,65110013.0,146.0,46391337.0,12126541.0,6592135.0,30.89443916121917,0.7125069534235848,0.18624694484395204,0.10124610173246318,19116149012.0,24137725264.0,18899143629.0,43253874276.0,62153017904.0,122.0,43674283964.0,12383344176.0,6095389764.0,0.7026896752054456,0.1992396281565443,0.09807069663801019,7631206889.0,2948661551.0,32674005836.0,4752137282.0,3146728215.0,11000278132.0,0.3366675695417783,0.6227242100918489,1.0671717186168173,954.5846336108089,74.0,941.4318876819609,1021.1769519436746,924.6457731827397,1.0847061431688552,0.9821695921724589,704.3126572532282,629.2979085297283,447.2999340881217,28805.037184138604,41390.97414504984,68.0,0.14446380147148924,0.939999997615814,63.810001373291,35.25,,,0.281212267731055,42.0803295106729,17.6216093198792,54.7985083937222,23552.3799480773,38653318085.1064,96.0,121085793962.77,0.35721675400913816
BGD,50,Bangladesh,Asia,South_Asia,BGD,Bangladesh,165158615.0,8.0,166303494.0,0.9931157249167597,32961987.0,10.0,32388654.0,471964.0,101369.0,0.9826062366931945,0.014318432926995573,0.0030753303798099307,0.21478121212634863,36392140.0,4.538304562468709,4.3,1.0554196656903976,1687301844.7,26.0,1622171694.7,39116280.0,26013870.0,9.821901780297686,0.961399822915751,0.023182740019439037,0.01541743706480996,196475949984.7036,129359349620.29639,75566531213.62537,325835299605.0,401401830818.62537,55.0,358018325352.2584,27519523065.934067,15863982400.4329,0.8919200109827852,0.06855853898277023,0.039521450034444634,19462628000.0,9216574900.0,297156096705.0,8056895065.934066,6647407500.4329,60862228647.2584,0.2048156821351676,0.4139674799278939,0.7212448846298531,237.89568658356683,177.0,220.7031022190714,703.5311912567879,609.8278495446044,3.1876814787970584,2.763114081374738,183.1841214317053,497.5582545170451,354.29464743231205,1972.8628724877597,2430.40201577511,205.0,0.19610635509385932,38.2999992370605,40.3800010681152,21.3199996948242,,,11.9753231358984,32.8525491977868,21.2079438820896,50.8492887427224,2154.22681857606,351238438542.792,37.0,671091101735.87,0.4855306511473359
BRB,52,Barbados,North America,Caribbean_Central_America,BRB,Barbados,277787.0,181.0,287708.0,0.9655171215259917,78861.8,174.0,74697.0,3053.8,1111.0,0.9471886261789612,0.0387234377100193,0.01408793611101953,0.3638090248215338,82552.0,3.3649941854830896,2.8,1.2017836376725322,12468704.982,175.0,10491296.082,1530378.9,447030.0,37.76741201712103,0.8414102424546401,0.12273759802716293,0.03585215951819686,4917045873.5199995,3598593669.656,4152097301.7840004,8515639543.176001,12667736844.96,161.0,9119987532.96,2578555512.0,969193800.0,0.7199381897950058,0.203552974265163,0.07650883593983124,1599386050.8,511990530.0,6404262962.376,979169461.2,457203270.0,2715724570.584,0.42404950991838386,0.6122158316375383,0.8929916535760926,1015.9625128068491,69.0,869.2908351530783,1684.9131362174428,2168.073283672237,1.9382617049226534,2.494071254404113,610.4358234025865,1045.0915461523941,1145.3158177303537,30655.284599984883,45602.33864421301,62.0,0.2689002725109526,2.65000009536743,78.4199981689453,18.9300003051758,62.2999992370605,8.40999984741211,1.30529552522568,12.0046718717992,4.69637102187913,,18480.0565925601,5304164323.2532,160.0,22207414390.0,0.3834592984859414
BLR,112,Belarus,Europe,Europe,BLR,Belarus,9991862.280100001,93.0,9442867.0,1.058138622528518,1716003.3371000001,101.0,1630265.5386,61349.798500000004,24388.0,0.9500363451245412,0.0357515613015529,0.014212093573905906,0.39752371802818554,3961544.9153,2.5222135539875197,2.5,1.0088854215950078,235782308.81431875,101.0,215975612.81471995,12302695.999598809,7504000.0,21.615151085985385,0.9159958348902385,0.05217819802285218,0.03182596708690933,58316006790.69883,96244076929.2718,59843926301.28781,154560083719.97064,214404010021.25845,76.0,164876691364.47137,28478031656.78707,21049287000.0,0.7690000357181921,0.1328241559193013,0.09817580836250653,14239015828.393536,8419714800.0,131901353091.5771,14239015828.393536,12629572200.0,32975338272.89428,0.25000000000000006,1.0,1.5,909.33035264365,81.0,763.4042066865899,2314.779757031771,2805.0755597014927,3.0321810343155304,3.6744303150704227,610.723365349272,1157.3898785158856,1122.030223880597,15468.596282376278,21457.86280984576,103.0,0.16315932835131952,11.0600004196167,58.560001373291,30.3799991607666,70.6699981689453,4.15999984741211,6.79466882799274,31.737128716913,21.6399061545096,48.426692673832,6837.71782606351,64409647193.8044,78.0,223614302373.57,0.6911905100853638
BEL,56,Belgium,Europe,Europe,BEL,Belgium,11484000.000000004,82.0,11632334.0,0.9872481309425953,3846462.7741292478,61.0,3681642.774134948,105619.99999430001,59200.0,0.9571502417486384,0.02745899445711131,0.015390763794250301,0.5604999053512104,5203479.0,2.206984980625463,2.3,0.9595586872284622,699361835.4808438,46.0,416983026.466,118729236.55439374,163649572.46045,36.30991174381747,0.5962336022801484,0.16976796635287064,0.23399843136698087,354093191608.0,577952310220.39,547422098629.62,932045501828.3899,1479467600457.29,23.0,759123585653.18,366090273825.96,354253740978.15,0.513105920953282,0.24744730720213462,0.2394467718445834,183045136913.06998,141701496392.09,607298868523.23,183045136913.13,212552244585.81,151824717130.68,0.24999999999979006,1.000000000000328,1.4999999999835922,2115.453725667039,25.0,1820.5143554328283,3083.4045973018797,2164.7092360339916,1.6936996888271163,1.1890646341645192,1456.4114843479076,1541.7022986516974,865.8836944186683,81160.35369456545,128828.59634772636,22.0,0.3205888866366202,0.920000016689301,78.2399978637695,20.8400001525879,54.3899993896484,5.3600001335144,0.66575512782419,19.1789501021351,12.2944411255546,69.4356732586998,46599.1113350938,535376258146.666,23.0,1848567163781.02,0.5041988844603319
BLZ,84,Belize,North America,Caribbean_Central_America,BLZ,Belize,397625.20796353585,174.0,404915.0,0.981996735027193,59499.21791388679,178.0,52890.0,5366.217913886788,1243.0,0.888919247250404,0.09018972184900505,0.02089103090059089,0.23163427575002946,62994.0,6.312112391077497,3.8,1.6610822081782888,9372684.031734176,181.0,7975839.210792837,1027817.8209413383,369027.0,20.058686046696163,0.8509664023441011,0.10966099118047051,0.03937260647542825,2372915014.085665,2164313249.4990387,1761064430.1143093,4537228263.584704,6298292693.699014,181.0,4349336112.738143,1310230795.8823364,638725785.0785341,0.6905579534417857,0.20802951841109696,0.10141252814711725,836625335.7607554,349117384.0052356,3351485543.818713,473605460.1215811,289608401.07329845,997850568.9194299,0.2977338126252127,0.5660902675041808,0.8295444865872256,671.9838919539119,100.0,545.3139159140343,1274.7694865636277,1730.8375405553907,2.3376800946421987,3.1740204862629025,420.2047527843229,813.9821267104737,946.0483487799961,11410.816449043617,15839.77214612761,120.0,0.13301470565933102,16.7999992370605,67.6100006103516,15.5900001525879,69.7300033569336,9.05000019073486,8.93933805682094,12.7671451489632,6.01586795394099,64.240272145494,4983.33611435869,1945250235.57603,177.0,3858193905.5,1.1759979862900918
