ISO3,ISO3_NUMERIC,COUNTRY,CONTINENT,GEM_REGION,ID_0,NAME_0,OCCUPANTS_PER_ASSET_RES,POP_RANK,UN_POP21,POP_%,BUILDINGS_TOTAL,BDG_RANK,BUILDINGS_RES,BUILDINGS_COM,BUILDINGS_IND,%_BDG_RES,%_BDG_COM,%_BDG_IND,%_IND/COM_BDG,DWELLINGS_RES,OCC_PER_DWL/BDG,AVG_HOH_PRB,%_HOH,AREA_SQM_TOTAL,AREA_RANK,AREA_SQM_RES,AREA_SQM_COM,AREA_SQM_IND,AREA_RES_PER_CAPITA,%_AREA_RES,%_AREA_COM,%_AREA_IND,COST_STRUCTURAL_USD_TOTAL,COST_NONSTRUCTURAL_USD_TOTAL,COST_CONTENTS_USD_TOTAL,COST_BDG_USD_TOTAL,COST_USD_TOTAL,TOT_COST_RANK,COST_USD_RES,COST_USD_COM,COST_USD_IND,%_COST_RES,%_COST_COM,%_COST_IND,COST_BDG_USD_COM,COST_BDG_USD_IND,COST_BDG_USD_RES,COST_CONTENTS_USD_COM,COST_CONTENTS_USD_IND,COST_CONTENTS_USD_RES,%_CONTENTS_COST/BDG_COST-RES,%_CONTENTS_COST/BDG_COST-COM,%_CONTENTS_COST/BDG_COST-IND,AVG_COST_PER_AREA_USD_TOTAL,AVG_COST_AREA_RANK,AVG_COST_PER_AREA_USD_RES,AVG_COST_PER_AREA_USD_COM,AVG_COST_PER_AREA_USD_IND,AVG_COST_AREA_COM/RES,AVG_COST_AREA_IND/RES,AVG_BDG_COST_PER_AREA_RES,AVG_BDG_COST_PER_AREA_COM,AVG_BDG_COST_PER_AREA_IND,BDG_COST_PER_CAPITA,TOT_COST_PER_CAPITA,TOT_COST_PER_CAPITA_RANK,BGD_RES_PER_CAPITA,EMPL_AGR_%,EMPL_COM_%,EMPL_IND_%,LABOR_FORCE_%,UNEMPLOYMENT_%,GDP_%_AGR,GDP_%_IND,GDP_%_MAN,GDP_%_SER,GDP_PER_CAPITA,GDP_USD,GDP_RANK,PWT10_NC_STRUC,BDG_COST / PWT_NC
AFG,4,Afghanistan,Asia,South_Asia,AFG,Afghanistan,39796214.0,37.0,39835428.0,0.9990155998825969,5421880.0,50.0,5086969.0,261291.0,73620.0,0.9382297284336798,0.04819195555785078,0.013578316008469387,0.28175482508008315,5102095.0,7.79997510826435,8.0,0.9749968885330438,457212290.0,71.0,378117331.0,58118413.0,20976546.0,9.50133927312784,0.8270060522651305,0.12711472169744167,0.04587922603742782,51051335911.0,31881418281.0,27378111423.0,82932754192.0,110310865738.0,99.0,83374073539.0,19780564159.0,7156228040.0,0.7558101641321741,0.17931655260489876,0.06487328326292716,13648299994.0,4129630271.0,65154823927.0,6132264060.0,3026597768.0,18219249595.0,0.27963009485549367,0.44930607201599,0.732898000398254,241.26837390569708,174.0,220.4978896854638,340.3493512288438,341.1537838498292,1.5435492453662294,1.5471975007855123,172.31377296218142,234.8360749974367,196.86893500007102,2083.9357782124703,2771.8934705195825,197.0,0.12782545093359887,42.5,38.9599990844727,18.5499992370605,,,25.7739707394105,14.0581123697768,7.04318108092508,55.4728067408306,494.179349886029,18799450742.7823,115.0,,
ALB,8,Albania,Europe,Europe,ALB,Albania,2853999.9999999995,139.0,2872934.0,0.9934095248968474,643617.800000325,132.0,598267.0,29424.800000000003,15926.000000325,0.9295376852531082,0.04571781575957835,0.024744498987313526,0.5412441206167926,1012052.432,2.8200119971649844,3.7,0.7621654046391849,71290760.84728289,143.0,60048751.424,6225319.423180508,5016690.000102375,21.04020722634899,0.8423076245831461,0.08732294829222284,0.07036942712463107,9457759390.0,15598574814.77,9567487927.79,25056334204.769997,34623822132.6,140.0,26784332112.96,4930725065.29,2908764954.35,0.7735810336127292,0.1424084564207452,0.08401050996652555,2465362532.8399997,1163505981.83,21427465690.1,2465362532.8,1745258972.62,5356866422.37,0.24999999999276631,0.9999999999837754,1.4999999998925662,485.67053740344,129.0,446.0431145992981,792.043705730187,579.8175598433711,1.775711091161485,1.299913709831053,356.8344916749754,396.02185289641716,231.92702395528855,8779.37428338122,12131.682597266996,135.0,0.20962403644008412,36.4199981689453,43.4300003051758,20.1499996185303,60.310001373291,11.4700002670288,18.3893474367375,20.6196288248697,6.25619510166206,48.4073136548234,5396.21586434732,15401830754.0773,125.0,64131682994.36,0.39070133567169213
DZA,12,Algeria,Africa,Africa,DZA,Algeria,43770499.0,34.0,44616626.0,0.981035612150502,7139445.0,39.0,6633261.0,306780.0,199404.0,0.9291003712473449,0.04296972663841517,0.02792990211423997,0.6499902210052807,7450039.0,5.875204008999147,5.9,0.9957972896608723,732903104.0,44.0,609293685.0,66803361.0,56806058.0,13.92019051462036,0.8313427541439367,0.09114896721736357,0.07750827863869983,124025791462.0,109485393895.0,72282617200.0,233511185357.0,305793802754.0,63.0,237059408942.0,39890732548.0,28843661264.0,0.7752263348930772,0.13044977428823384,0.09432389081868894,27051482378.0,16513619521.0,189946083458.0,12839250034.0,12330041748.0,47113325418.0,0.2480352559015384,0.47462278978255557,0.7466589461093107,417.2363319039784,138.0,389.07248635278404,597.1366103570747,507.7567829825474,1.5347695642904764,1.305044177608973,311.74799301916283,404.9419366489659,290.7017332728844,5334.898863204644,6986.299213860916,150.0,0.151546387442373,9.60000038146973,59.9900016784668,30.4200000762939,,,12.3362121115896,25.1376002155596,23.8619148338588,46.3987273242191,3989.66827645236,171767403748.19,55.0,679852734288.68,0.3434731870297166
ASM,16,American_Samoa,Oceania,Oceania,ASM,American Samoa,54508.163855473,201.0,55103.0,0.9892050134379798,17676.0,198.0,17017.0,435.0,224.0,0.9627178094591536,0.024609640190088256,0.01267255035075809,0.5149425287356322,10963.000002955,4.972011661112899,,,3143513.7732505742,201.0,2868683.521919411,176477.84270897528,98352.40862218781,52.62851138272887,0.9125722770264904,0.056140311587210584,0.03128741138629902,1142019609.55,3952657333.22,2401390267.00242,5094676942.7699995,7496067209.7960005,175.0,6620862506.320101,494430722.0508,380773981.42509997,0.883244816384228,0.06595868316184102,0.05079650045393102,207330961.5,101984418.89999999,4785361562.37,287099760.5459,278789562.5258,1835500943.93072,0.3835657807686467,1.384741374220174,2.733648586056708,2384.6140817269697,15.0,2307.979411367811,2801.658919109477,3871.5267552603614,1.2139011749022015,1.677452899359238,1668.1385471089388,1174.8271529015897,1036.9285341222728,93466.31004262783,137521.91744472683,21.0,0.312191767184089,,,,,,,,12.1913580246914,,11715.3601388487,648000000.0,191.0,,
AND,20,Andorra,Europe,Europe,AND,Andorra,77000.0,197.0,77354.0,0.9954236367867207,18074.257752666665,196.0,12616.075716666666,4252.182036,1206.0,0.6980134890908756,0.23526177916615337,0.06672473174297117,0.2836190901023787,27244.986,2.8262080956841014,,,4752243.580165016,194.0,2150235.672,1777392.5235496322,824615.3846153845,27.925138597402594,0.4524674789345152,0.3740112419675075,0.17352127909797727,2147989953.11,3417776450.74,3933457869.76,5565766403.85,9499224273.61,170.0,3198640703.2799997,4866204129.929999,1434379440.4,0.33672651693951605,0.5122738436073044,0.1509996394531794,2433102065.08,573751776.17,2558912562.6,2433102064.92,860627664.23,639728140.61,0.24999999998436837,0.9999999999342404,1.4999999999564273,1998.8925469346734,30.0,1487.5768014325827,2737.833126591361,1739.4526795895526,1.8404650596559067,1.169319579274432,1190.0614411349047,1368.9165633603823,695.7810718479478,72282.68056948052,123366.54900792209,26.0,0.16384513917748916,,,,,,0.522633248415779,11.6998176283166,3.67368951398301,77.5555098246535,40898.4179063904,3155149347.80639,168.0,,
AGO,24,Angola,Africa,Africa,AGO,Angola,32812404.0,44.0,33933611.0,0.9669588067123184,6979203.0,43.0,6579875.0,339529.0,59799.0,0.942783151600548,0.0486486780797177,0.008568170319734216,0.17612339446704112,6974844.0,4.704392528349021,4.8,0.9800817767393794,615123107.0,56.0,532332970.0,65748558.0,17041579.0,16.22352845588516,0.8654088327070438,0.10688682842798816,0.02770433886496805,63007175063.0,37235377575.0,21672229678.0,100242552638.0,121914782265.0,95.0,97534589985.0,19872689735.0,4507502545.0,0.8000226729929599,0.16300475927360258,0.036972567733437524,14579680332.0,2925164732.0,82737707574.0,5293009422.0,1582337807.0,14796882449.0,0.17884085603611602,0.3630401559890662,0.5409397254417602,198.19574468529922,191.0,183.22102045454747,302.25286058745195,264.5002875027015,1.6496625760385026,1.4436132210513333,155.42472895112996,221.74905086131318,171.64869123923316,3055.0200661310887,3715.5089966891787,183.0,0.20053011050333283,50.7299995422363,42.4700012207031,6.80000019073486,,,7.8826247630721,49.7609207439829,6.13744540474518,42.123213697373,2177.79901475964,69309104806.6311,71.0,252638922937.01,0.39678190309176264
AIA,660,Anguilla,North America,Caribbean_Central_America,AIA,Anguilla,14762.0,211.0,15125.0,0.976,3661.0,211.0,3012.0,563.0,86.0,0.8227260311390331,0.15378311936629335,0.023490849494673588,0.152753108348135,3106.0,4.752736638763683,,,1228893.9905124223,208.0,1061222.8725,148632.0,19039.11801242236,71.88882756401571,0.8635593311490546,0.12094777999363775,0.015492888857307749,122815091.259,147387376.14299998,124466217.498,270202467.402,394668684.9,212.0,214531323.29999998,164958393.6,15178968.0,0.5435732083845398,0.41796676531809634,0.038460026297363836,102118234.68,7627334.4,160456898.322,62840158.92,7551633.6,54074424.978,0.33700280600890775,0.6153666788004839,0.990075064756568,321.15763275515053,147.0,202.15482426854683,1109.844404973357,797.2516368718474,5.490071330175212,3.9437675541829322,151.2,687.0541651865009,400.61385170381476,18303.920024522424,26735.448103238043,92.0,0.20403739330713996,,,,,,,,,,,,,2045693253.33,0.1320835696955845
ATG,28,Antigua_and_Barbuda,North America,Caribbean_Central_America,ATG,Antigua and Barbuda,100788.0,193.0,98728.0,1.020865407989628,25704.0,192.0,23943.0,1421.0,340.0,0.9314892623716153,0.05528322440087146,0.013227513227513227,0.23926812104152007,27906.0,3.611696409374328,,,7954254.673998447,184.0,7392724.37625,419502.0,142028.2977484472,73.34925165942374,0.9294050390938543,0.05273932218581136,0.017855638720334355,604946797.0743455,774050965.4696336,810965669.2780105,1378997762.543979,2189963431.821989,199.0,1635227925.8534029,445335532.1465968,109399973.82198954,0.74669188630832,0.20335295360438504,0.04995516008729506,274415899.539267,54892412.30366492,1049689450.7010471,170919632.60732985,54507561.51832461,585538475.152356,0.5578206723534256,0.6228488687947632,0.9929889984937934,275.3197529594734,163.0,221.19422321583716,1061.5814278515877,770.2688517449728,4.799318049168565,3.482319025092075,141.9895287958115,654.1468206093582,386.48926427948453,13682.162187403053,21728.414412648224,101.0,0.23755804262412192,,,,,,1.73340883252786,21.16303875479,2.30272543313273,66.8604625642511,17376.6496765004,1687533333.33333,179.0,6918811303.7,0.1993113704093255
ARG,32,Argentina,South America,South_America,ARG,Argentina,45374179.99507617,31.0,45605823.0,0.9949207581469623,11869182.999996204,28.0,11147575.0,522908.999996204,198699.0,0.9392032290683837,0.04405602306379228,0.016740747867824056,0.3799877225319175,13685742.920121742,3.315434190157398,3.3,1.0046770273204237,1286120641.5050635,31.0,1075649651.006128,145156090.49893543,65314900.0,23.706205844884764,0.8363520623907919,0.11286351047835504,0.05078442713085315,578099968074.7399,385402150546.7191,332729292357.54224,963502118621.459,1296231410978.3206,27.0,1057539294175.2518,160414128132.86838,78277988670.2003,0.8158568641513495,0.12375423614507002,0.0603888997035804,106470379535.71753,42463829085.741486,814567910000.0,53943748597.80731,35814159584.4831,242971384175.25183,0.29828253874529853,0.506654985480829,0.8434039123548749,1007.8614471667487,71.0,983.163331281764,1105.114691236775,1198.4706195707304,1.1240397765811925,1.2189944248716713,757.279946345057,733.4888888902556,650.139999996042,21234.590216859335,28567.599703597563,88.0,0.24568102390411664,0.0599999986588955,78.0999984741211,21.8400001525879,60.2900009155273,9.84000015258789,5.11101651115706,24.052388220108,14.469857210653,54.9588429102213,10076.3552409481,452818426182.658,25.0,1102078352201.99,0.8742591819323454
ARM,51,Armenia,Asia,Middle_East,ARM,Armenia,2962322.0,137.0,2968128.0,0.9980438848998426,652933.0,131.0,593900.0,52054.0,6979.0,0.9095879669123784,0.07972334067967157,0.010688692407949974,0.13407230952472432,822873.0,3.599974722709337,3.5,1.028564206488382,108464959.0,131.0,87352442.0,18219955.0,2892562.0,29.487828129420098,0.8053517265423942,0.16798010314096,0.026668170316645767,22687467021.0,23485047663.0,11691629219.0,46172514684.0,57864143851.0,125.0,40103312065.0,15440870194.0,2319961592.0,0.6930598017360442,0.2668469481508306,0.04009325011312522,10323426007.0,1235440816.0,34613647861.0,5117444221.0,1084520752.0,5489664246.0,0.1585982577752324,0.4957118128739449,0.8778411219335982,533.4823742569248,121.0,459.09777845706935,847.4702705906793,802.0438600797494,1.8459472259675223,1.7470000895566287,396.2527786115012,566.5999727771007,427.10953680508834,15586.59547611637,19533.37410686617,110.0,0.2004846198353859,24.0499992370605,51.2000007629395,24.75,70.9000015258789,12.1999998092651,11.5256107379588,24.9716084573435,11.7114918602964,53.9731853016919,4604.64632355695,13619291361.2814,132.0,39450361519.2,1.170395223413312
