ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
KIR,Kiribati,RES,OT,MATO/LPB/CDN+ERM/H:1/RES,TOTAL,68.0,1269000.0,317250.0,118.0,1880.0,1586250.0,216.0,47.0,28.0,675.0
KIR,Kiribati,COM,OT,ME+MEIR/LFM/CDL+ERM/H:1/COM,TOTAL,120.0,1793734.0,448434.0,0.0,9609.0,2242168.0,407.0,0.0,80.0,187.0
KIR,Kiribati,IND,OT,ME+MEIR/LFM/CDL+ERM/H:1/IND,TOTAL,65.0,1014977.0,338325.0,0.0,5205.0,1353302.0,220.0,0.0,80.0,195.0
KIR,Kiribati,RES,OT,ME+MEIR/LN/CDL+ERM/H:1/RES,TOTAL,17020.0,407862046.0,101965512.0,43967.0,543816.0,509827558.0,23014.0,10876.0,32.0,750.0
KIR,Kiribati,COM,MUR,MUR+CBH/LWAL/CDN+ERL/H:1/COM,TOTAL,567.0,27760959.0,6940239.0,0.0,45324.0,34701199.0,25564.0,0.0,80.0,613.0
KIR,Kiribati,IND,MUR,MUR+CBH/LWAL/CDN+ERL/H:1/IND,TOTAL,28.0,1366370.0,455457.0,0.0,2803.0,1821826.0,1426.0,0.0,100.0,487.0
KIR,Kiribati,RES,MUR,MUR+CBH/LWAL/CDN+ERL/H:1/RES,TOTAL,4968.0,536519564.0,134129891.0,17386.0,298066.0,670649455.0,123821.0,4968.0,60.0,1800.0
KIR,Kiribati,RES,MUR,MUR+CBH/LWAL/CDN+ERL/H:2-3/RES,TOTAL,74.0,15876000.0,3969000.0,337.0,8820.0,19845000.0,3666.0,147.0,119.0,1800.0
KIR,Kiribati,COM,MUR,MUR+CBH/LWAL/CDN+ERL/H:2-5/COM,TOTAL,119.0,14592565.0,3648141.0,0.0,23825.0,18240706.0,13463.0,0.0,200.0,612.0
KIR,Kiribati,IND,MUR,MUR+CBH/LWAL/CDN+ERL/H:2/IND,TOTAL,6.0,512349.0,170783.0,0.0,901.0,683132.0,459.0,0.0,150.0,569.0
KIR,Kiribati,COM,W,W+WLI/LFM/CDL+ERH/H:1/COM,TOTAL,365.0,13153104.0,4384368.0,0.0,29229.0,17537472.0,6014.0,0.0,80.0,450.0
KIR,Kiribati,IND,W,W+WLI/LFM/CDL+ERH/H:1/IND,TOTAL,36.0,1189207.0,792805.0,0.0,2883.0,1982012.0,560.0,0.0,80.0,412.0
KIR,Kiribati,RES,W,W+WLI/LFM/CDL+ERH/H:1/RES,TOTAL,25884.0,821791834.0,205447958.0,57422.0,694733.0,1027239792.0,79876.0,17081.0,27.0,1183.0
KIR,Kiribati,RES,W,W+WLI/LFM/CDL+ERH/H:2-3/RES,TOTAL,12.0,1973400.0,493350.0,64.0,1380.0,2466750.0,159.0,23.0,115.0,1430.0
KIR,Kiribati,COM,W,W+WLI/LFM/CDL+ERH/H:2/COM,TOTAL,72.0,3891823.0,1297274.0,0.0,8648.0,5189097.0,1780.0,0.0,120.0,450.0
KIR,Kiribati,RES,W,W/LPB/CDN+ERM/H:1/RES,TOTAL,7949.0,245402235.0,61350559.0,17193.0,189351.0,306752793.0,21770.0,4734.0,24.0,1296.0
