ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
COL,Colombia,Com,338147.099996445,39639400695.12476,43075026357.251144,33546428981.692978,0.0,113014202.0625064,116260856033.7184,334.2160913510556,1028.727840501111
COL,Colombia,Ind,261573.0,32936722058.57932,21148016488.36991,15760363806.78615,0.0,74905412.5,69845102353.7505,286.3652307386466,932.4439986729998
COL,Colombia,Res,6532631.285597215,161953314333.7315,236740830886.3898,330100579382.9896,45025012.52521012,1861892332.2054513,728794720224.6917,285.0141467972406,391.42688737614526
