REGION,ID_0,NAME_0,MACRO_TAXONOMY,TAXONOMY,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LDUAL/CDL+ERM/H:5/COM:3A,1.0,1200000.0,211765.0,0.0,0.0,0.0,2400.0,1411765.0,1488.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LDUAL/CDL+ERM/H:5/COM:3B,5.0,2250000.0,397060.0,0.0,0.0,0.0,4500.0,2647060.0,2790.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LDUAL/CDL+ERM/H:5/RES,66.0,29965594.0,5288053.0,0.0,0.0,6724.0,62878.0,35253647.0,27584.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LDUAL/CDL+ERM/H:6-7/COM:3,1.0,1440000.0,254118.0,0.0,0.0,0.0,2880.0,1694118.0,1787.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LDUAL/CDL+ERM/H:6-7/COM:3B,1.0,540000.0,95294.0,0.0,0.0,0.0,1080.0,635294.0,670.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LDUAL/CDL+ERM/H:>2/IND:2,109.0,8325000.0,2775000.0,0.0,0.0,0.0,16650.0,11100000.0,10123.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LDUAL/CDL+ERM/H:>5/RES,11.0,14000000.0,2470587.0,0.0,0.0,3918.0,28000.0,16470587.0,12291.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:1/COM:1,1.0,45000.0,7941.0,0.0,0.0,0.0,90.0,52941.0,53.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:1/COM:2,2.0,260000.0,45883.0,0.0,0.0,0.0,520.0,305883.0,306.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:1/COM:3,1.0,60000.0,10588.0,0.0,0.0,0.0,120.0,70588.0,71.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:1/IND:6,10.0,300000.0,100000.0,0.0,0.0,0.0,600.0,400000.0,353.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:2/IND:2,1.0,50000.0,16667.0,0.0,0.0,0.0,100.0,66667.0,59.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:2/RES,102.0,6525142.0,1151489.0,0.0,0.0,990.0,18127.0,7676624.0,7224.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:3/COM:1,2.0,1440000.0,254118.0,0.0,0.0,0.0,2880.0,1694118.0,1699.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:3/COM:3,4.0,2880000.0,508236.0,0.0,0.0,0.0,5760.0,3388236.0,3399.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:3/COM:3A,1.0,720000.0,127059.0,0.0,0.0,0.0,1440.0,847059.0,850.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:3/COM:3B,2.0,990000.0,174706.0,0.0,0.0,0.0,1980.0,1164706.0,1168.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:3/RES,38.0,5756571.0,1015864.0,0.0,0.0,1030.0,13337.0,6772434.0,5318.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:4/COM:2,1.0,600000.0,105882.0,0.0,0.0,0.0,1200.0,705882.0,709.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:4/COM:3,1.0,960000.0,169412.0,0.0,0.0,0.0,1920.0,1129412.0,1134.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:4/COM:3B,2.0,1320000.0,232941.0,0.0,0.0,0.0,2640.0,1552941.0,1559.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:4/RES,12.0,4186593.0,738809.0,0.0,0.0,815.0,8875.0,4925411.0,3541.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:5/COM:3,1.0,1200000.0,211765.0,0.0,0.0,0.0,2400.0,1411765.0,1418.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:5/RES,5.0,2046807.0,361200.0,0.0,0.0,441.0,4403.0,2408007.0,1758.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:>2/IND:2,3.0,225000.0,75000.0,0.0,0.0,0.0,450.0,300000.0,266.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDH+ERL/H:>5/RES,1.0,1255754.0,221604.0,0.0,0.0,349.0,2512.0,1477358.0,1003.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:1,447.0,34040000.0,6007051.0,0.0,0.0,0.0,68080.0,40047051.0,40119.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:2,1283.0,123430000.0,21781813.0,0.0,0.0,0.0,246860.0,145211813.0,145471.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:3,589.0,72450000.0,12785279.0,0.0,0.0,0.0,144900.0,85235279.0,85389.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:3A,41.0,2385000.0,420873.0,0.0,0.0,0.0,4770.0,2805873.0,2811.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:3B,543.0,42357500.0,7474848.0,0.0,0.0,0.0,84715.0,49832348.0,49922.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:3C,92.0,7680000.0,1355314.0,0.0,0.0,0.0,15360.0,9035314.0,9051.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:5,126.0,7032500.0,1241023.0,0.0,0.0,0.0,14065.0,8273523.0,8289.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/COM:5A,119.0,4657500.0,821924.0,0.0,0.0,0.0,9315.0,5479424.0,5490.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/IND:1,12.0,17000000.0,5666666.0,0.0,0.0,0.0,34000.0,22666666.0,20038.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/IND:2,568.0,14200000.0,4733332.0,0.0,0.0,0.0,28400.0,18933332.0,16737.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/IND:4,174.0,10680000.0,3560000.0,0.0,0.0,0.0,21360.0,14240000.0,12589.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:1/IND:6,1753.0,52590000.0,17530000.0,0.0,0.0,0.0,105180.0,70120000.0,61984.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:1,217.0,35170000.0,6206473.0,0.0,0.0,0.0,70340.0,41376473.0,41476.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:2,194.0,98660000.0,17410560.0,0.0,0.0,0.0,197320.0,116070560.0,116351.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:3,263.0,91460000.0,16139990.0,0.0,0.0,0.0,182920.0,107599990.0,107861.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:3A,29.0,14250000.0,2514709.0,0.0,0.0,0.0,28500.0,16764709.0,16804.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:3B,252.0,40595000.0,7163835.0,0.0,0.0,0.0,81190.0,47758835.0,47876.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:3C,2.0,1260000.0,222353.0,0.0,0.0,0.0,2520.0,1482353.0,1486.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:5,6.0,2880000.0,508236.0,0.0,0.0,0.0,5760.0,3388236.0,3396.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/COM:5A,2.0,270000.0,47648.0,0.0,0.0,0.0,540.0,317648.0,318.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/IND:1,3.0,6000000.0,2000000.0,0.0,0.0,0.0,12000.0,8000000.0,7077.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/IND:2,187.0,9350000.0,3116667.0,0.0,0.0,0.0,18700.0,12466667.0,11028.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:2/RES,13555.0,894122221.0,157786854.0,0.0,0.0,144716.0,2345688.0,1051909024.0,934851.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:1,124.0,49560000.0,8745878.0,0.0,0.0,0.0,99120.0,58305878.0,58486.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:2,110.0,82480000.0,14555308.0,0.0,0.0,0.0,164960.0,97035308.0,97333.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:3,257.0,179240000.0,31630583.0,0.0,0.0,0.0,358480.0,210870583.0,211518.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:3A,35.0,25790000.0,4551179.0,0.0,0.0,0.0,51580.0,30341179.0,30434.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:3B,188.0,73170000.0,12912348.0,0.0,0.0,0.0,146340.0,86082348.0,86347.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:3C,3.0,4500000.0,794117.0,0.0,0.0,0.0,9000.0,5294117.0,5310.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:5,4.0,1980000.0,349412.0,0.0,0.0,0.0,3960.0,2329412.0,2337.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/COM:5A,6.0,2070000.0,365294.0,0.0,0.0,0.0,4140.0,2435294.0,2444.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:3/RES,3922.0,824233244.0,145452932.0,0.0,0.0,148798.0,1774741.0,969686199.0,707713.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:1,57.0,31540000.0,5565879.0,0.0,0.0,0.0,63080.0,37105879.0,37243.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:2,51.0,59400000.0,10482352.0,0.0,0.0,0.0,118800.0,69882352.0,70144.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:3,150.0,134880000.0,23802349.0,0.0,0.0,0.0,269760.0,158682349.0,159272.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:3A,15.0,14440000.0,2548237.0,0.0,0.0,0.0,28880.0,16988237.0,17052.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:3B,77.0,41520000.0,7327055.0,0.0,0.0,0.0,83040.0,48847055.0,49028.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:3C,3.0,2400000.0,423528.0,0.0,0.0,0.0,4800.0,2823528.0,2834.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:5,4.0,3240000.0,571765.0,0.0,0.0,0.0,6480.0,3811765.0,3826.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/COM:5A,2.0,720000.0,127058.0,0.0,0.0,0.0,1440.0,847058.0,850.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:4/RES,1279.0,478883778.0,84508842.0,0.0,0.0,95356.0,984503.0,563392790.0,392822.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:5/COM:1,14.0,8550000.0,1508827.0,0.0,0.0,0.0,17100.0,10058827.0,10102.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:5/COM:2,14.0,20100000.0,3547058.0,0.0,0.0,0.0,40200.0,23647058.0,23750.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:5/COM:3,38.0,42800000.0,7552950.0,0.0,0.0,0.0,85600.0,50352950.0,50572.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:5/COM:3A,3.0,3600000.0,635295.0,0.0,0.0,0.0,7200.0,4235295.0,4254.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:5/COM:3B,20.0,11250000.0,1985296.0,0.0,0.0,0.0,22500.0,13235296.0,13294.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:5/RES,343.0,155680471.0,27472990.0,0.0,0.0,34833.0,326215.0,183153494.0,130238.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:6-7/COM:1,7.0,7380000.0,1302354.0,0.0,0.0,0.0,14760.0,8682354.0,8725.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:6-7/COM:2,4.0,9360000.0,1651766.0,0.0,0.0,0.0,18720.0,11011766.0,11067.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:6-7/COM:3,15.0,20880000.0,3684709.0,0.0,0.0,0.0,41760.0,24564709.0,24688.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:6-7/COM:3A,1.0,1440000.0,254118.0,0.0,0.0,0.0,2880.0,1694118.0,1703.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:6-7/COM:3B,12.0,11880000.0,2096470.0,0.0,0.0,0.0,23760.0,13976470.0,14046.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:>2/IND:2,295.0,22125000.0,7375000.0,0.0,0.0,0.0,44250.0,29500000.0,26118.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:>5/RES,62.0,77357710.0,13651376.0,0.0,0.0,21684.0,155631.0,91009039.0,62172.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:>7/COM:1,1.0,1680000.0,296471.0,0.0,0.0,0.0,3360.0,1976471.0,1989.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:>7/COM:3,1.0,1680000.0,296471.0,0.0,0.0,0.0,3360.0,1976471.0,1989.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDL+ERL/H:>7/COM:3B,1.0,1680000.0,296471.0,0.0,0.0,0.0,3360.0,1976471.0,1989.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:1,261.0,20105000.0,3547936.0,0.0,0.0,0.0,40210.0,23652936.0,23696.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:2,708.0,70490000.0,12439421.0,0.0,0.0,0.0,140980.0,82929421.0,83076.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:3,319.0,45990000.0,8115872.0,0.0,0.0,0.0,91980.0,54105872.0,54203.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:3A,24.0,1680000.0,296466.0,0.0,0.0,0.0,3360.0,1976466.0,1979.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:3B,293.0,22845000.0,4031472.0,0.0,0.0,0.0,45690.0,26876472.0,26923.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:3C,46.0,3770000.0,665300.0,0.0,0.0,0.0,7540.0,4435300.0,4443.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:5,61.0,3765000.0,664407.0,0.0,0.0,0.0,7530.0,4429407.0,4437.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/COM:5A,58.0,2250000.0,397061.0,0.0,0.0,0.0,4500.0,2647061.0,2652.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/IND:1,8.0,11000000.0,3666666.0,0.0,0.0,0.0,22000.0,14666666.0,12966.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/IND:2,286.0,7150000.0,2383333.0,0.0,0.0,0.0,14300.0,9533333.0,8427.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/IND:4,75.0,9450000.0,3150000.0,0.0,0.0,0.0,18900.0,12600000.0,11139.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:1/IND:6,813.0,24390000.0,8130000.0,0.0,0.0,0.0,48780.0,32520000.0,28746.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:1,113.0,18225000.0,3216178.0,0.0,0.0,0.0,36450.0,21441178.0,21493.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:2,114.0,60520000.0,10679995.0,0.0,0.0,0.0,121040.0,71199995.0,71373.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:3,143.0,52440000.0,9254115.0,0.0,0.0,0.0,104880.0,61694115.0,61844.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:3A,10.0,4065000.0,717354.0,0.0,0.0,0.0,8130.0,4782354.0,4794.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:3B,143.0,21585000.0,3809118.0,0.0,0.0,0.0,43170.0,25394118.0,25456.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:3C,4.0,1600000.0,282352.0,0.0,0.0,0.0,3200.0,1882352.0,1887.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:5,3.0,1440000.0,254118.0,0.0,0.0,0.0,2880.0,1694118.0,1698.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/COM:5A,4.0,1695000.0,299119.0,0.0,0.0,0.0,3390.0,1994119.0,1999.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/IND:1,2.0,4000000.0,1333333.0,0.0,0.0,0.0,8000.0,5333333.0,4718.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/IND:2,101.0,5150000.0,1716670.0,0.0,0.0,0.0,10300.0,6866670.0,6076.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:2/RES,7418.0,507453949.0,89550865.0,0.0,0.0,82161.0,1241133.0,597004820.0,494636.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:1,76.0,29015000.0,5120292.0,0.0,0.0,0.0,58030.0,34135292.0,34240.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:2,72.0,55670000.0,9824123.0,0.0,0.0,0.0,111340.0,65494123.0,65696.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:3,161.0,113940000.0,20107060.0,0.0,0.0,0.0,227880.0,134047060.0,134459.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:3A,25.0,16840000.0,2971766.0,0.0,0.0,0.0,33680.0,19811766.0,19873.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:3B,97.0,37400000.0,6599998.0,0.0,0.0,0.0,74800.0,43999998.0,44135.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:3C,3.0,4500000.0,794118.0,0.0,0.0,0.0,9000.0,5294118.0,5310.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:5,2.0,990000.0,174706.0,0.0,0.0,0.0,1980.0,1164706.0,1168.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/COM:5A,2.0,540000.0,95294.0,0.0,0.0,0.0,1080.0,635294.0,637.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:3/RES,3677.0,1003889638.0,177157001.0,0.0,0.0,180499.0,2064070.0,1181046643.0,823084.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:1,29.0,15240000.0,2689412.0,0.0,0.0,0.0,30480.0,17929412.0,17995.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:2,25.0,30360000.0,5357643.0,0.0,0.0,0.0,60720.0,35717643.0,35852.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:3,74.0,72960000.0,12875293.0,0.0,0.0,0.0,145920.0,85835293.0,86155.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:3A,10.0,7200000.0,1270588.0,0.0,0.0,0.0,14400.0,8470588.0,8502.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:3B,31.0,17760000.0,3134117.0,0.0,0.0,0.0,35520.0,20894117.0,20971.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:3C,1.0,800000.0,141176.0,0.0,0.0,0.0,1600.0,941176.0,945.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:5,2.0,1320000.0,232941.0,0.0,0.0,0.0,2640.0,1552941.0,1559.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/COM:5A,2.0,1320000.0,232941.0,0.0,0.0,0.0,2640.0,1552941.0,1559.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:4/RES,2050.0,804087346.0,141897755.0,0.0,0.0,161562.0,1621424.0,945985107.0,646955.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:5/COM:1,7.0,6150000.0,1085294.0,0.0,0.0,0.0,12300.0,7235294.0,7267.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:5/COM:2,4.0,5400000.0,952941.0,0.0,0.0,0.0,10800.0,6352941.0,6380.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:5/COM:3,24.0,29200000.0,5152941.0,0.0,0.0,0.0,58400.0,34352941.0,34503.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:5/COM:3A,2.0,2400000.0,423530.0,0.0,0.0,0.0,4800.0,2823530.0,2836.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:5/COM:3B,10.0,8250000.0,1455883.0,0.0,0.0,0.0,16500.0,9705883.0,9749.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:5/COM:5,1.0,1200000.0,211765.0,0.0,0.0,0.0,2400.0,1411765.0,1418.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:5/RES,491.0,257688978.0,45474516.0,0.0,0.0,58089.0,522700.0,303163473.0,208684.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:6-7/COM:1,4.0,3960000.0,698823.0,0.0,0.0,0.0,7920.0,4658823.0,4682.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:6-7/COM:2,4.0,9360000.0,1651765.0,0.0,0.0,0.0,18720.0,11011765.0,11067.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:6-7/COM:3,11.0,15360000.0,2710589.0,0.0,0.0,0.0,30720.0,18070589.0,18161.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:6-7/COM:3B,3.0,2520000.0,444706.0,0.0,0.0,0.0,5040.0,2964706.0,2980.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:6-7/COM:5A,1.0,540000.0,95294.0,0.0,0.0,0.0,1080.0,635294.0,638.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:>2/IND:2,165.0,12375000.0,4125000.0,0.0,0.0,0.0,24750.0,16500000.0,14609.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:>5/RES,99.0,124579062.0,21984553.0,0.0,0.0,35224.0,252594.0,146563582.0,100907.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:>7/COM:1,1.0,630000.0,111176.0,0.0,0.0,0.0,1260.0,741176.0,746.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:>7/COM:3,4.0,6720000.0,1185884.0,0.0,0.0,0.0,13440.0,7905884.0,7956.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFINF/CDN+ERL/H:>7/COM:3B,2.0,2310000.0,407647.0,0.0,0.0,0.0,4620.0,2717647.0,2735.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFM/CDH+ERL/H:1/IND:4,2.0,300000.0,100000.0,0.0,0.0,0.0,600.0,400000.0,354.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFM/CDH+ERL/H:1/IND:6,3.0,90000.0,30000.0,0.0,0.0,0.0,180.0,120000.0,106.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFM/CDH+ERL/H:2/COM:1,1.0,480000.0,84706.0,0.0,0.0,0.0,960.0,564706.0,566.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFM/CDH+ERL/H:2/COM:2,1.0,1260000.0,222353.0,0.0,0.0,0.0,2520.0,1482353.0,1486.0
Central_Asia,KGZ,Kyrgyzstan,CR-,CR/LFM/CDH+ERL/H:2/COM:3B,1.0,480000.0,84706.0,0.0,0.0,0.0,960.0,564706.0,566.0
